Unnamed: 0,Year,Industry Name,Number of Firms,Average Beta,Market D/E Ratio,Tax Rate,Unlevered Beta,Cash/Firm Value,Unlevered Beta corrected for cash,HiLo Risk,Standard deviation of equity,Standard deviation in operating income (last 10 years),Unlevered beta corrected for cash - Over time (year minus 3),Unlevered beta corrected for cash - Over time (year minus 2),Unlevered beta corrected for cash - Over time (year minus 1),Unlevered beta corrected for cash - Over time (last 3 years),Unlevered beta corrected for cash - Over time (year minus 4),Unlevered beta corrected for cash - Over time (last 4 years),Unlevered beta corrected for cash - Over time (year minus 5),Unlevered beta corrected for cash - Over time (last 5 years)
80,1998,Retail Building Supply,14,1.080724110776912,0.0312234649310251,0.3684166666666666,1.0598241454053037,,,,,,,,,,,,,
79,1998,Retail (Special Lines),172,1.1290223023024322,0.1142460150349421,0.5,1.0680141234971396,,,,,,,,,,,,,
78,1998,Restaurant,90,1.0078059356889808,0.1900447995899279,0.3353666666666667,0.8947854840006287,,,,,,,,,,,,,
77,1998,Recreation,90,0.9841412391792916,0.1437359112053377,0.3436561403508771,0.899301016913749,,,,,,,,,,,,,
76,1998,Railroad,15,1.0623300899182646,0.4949061239626033,0.40574,0.8209007792664843,,,,,,,,,,,,,
75,1998,R.E.I.T.,87,0.8102947549322294,0.132627919655321,0.0,0.7154112492466339,,,,,,,,,,,,,
50,1998,Insurance (Diversified),57,0.930936249358468,0.1252414150636679,0.3608763272727273,0.861942291394389,,,,,,,,,,,,,
49,1998,Industrial Services,157,1.0944355188197623,0.202388420186216,0.3830799999999999,0.9729548442089412,,,,,,,,,,,,,
48,1998,Household Products,33,0.9662297832265644,0.0991520408532612,0.2792774193548387,0.9017870736662208,,,,,,,,,,,,,
47,1998,Hotel/Gaming,56,1.0724568527680394,0.5498308075725327,0.3513279069767444,0.7905126790950521,,,,,,,,,,,,,
21,1998,Coal/Alternate Energy,6,0.8323545722975826,0.7863487540518319,0.294075,0.5352407149813471,,,,,,,,,,,,,
20,1998,Chemical (Specialty),89,0.9162369950217562,0.2604246567193131,0.3846111111111113,0.789680819895336,,,,,,,,,,,,,
19,1998,Chemical (Diversified),35,0.9429471378476112,0.2892941077366394,0.3496096774193548,0.7936236110536611,,,,,,,,,,,,,
18,1998,Chemical (Basic),18,0.9525690474174846,0.2536732727425399,0.369675,0.8212534141271141,,,,,,,,,,,,,
17,1998,Cement & Aggregates,15,0.921992757006553,0.0976078637305151,0.0,0.8400019601471449,,,,,,,,,,,,,
16,1998,Canadian Energy,15,0.8937684889349238,0.6223899632668716,0.4663846153846153,0.6709385009837417,,,,,,,,,,,,,
15,1998,Cable TV,22,1.100498873494664,0.6469781779312417,0.159025,0.7127156518185386,,,,,,,,,,,,,
14,1998,Building Materials,57,0.9385689144454464,0.277679557298199,0.3913125,0.8028680893418872,,,,,,,,,,,,,
13,1998,Beverage (Soft Drink),13,0.9778711059160412,0.0834535814256496,0.3507333333333333,0.9276098388887924,,,,,,,,,,,,,
12,1998,Beverage (Alcoholic),22,0.7744251331999487,0.186693352794969,0.41448,0.6981125690121073,,,,,,,,,,,,,
11,1998,Bank (Midwest),34,0.9168275314771044,0.184494953127341,0.3380029411764705,0.8170384458415579,,,,,,,,,,,,,
10,1998,Bank (Foreign),2,1.0976104250078011,0.2468907753291187,0.2092,0.918317074353066,,,,,,,,,,,,,
9,1998,Bank (Canadian),8,0.9947094476633198,0.3401093900248778,0.3407,0.8125157032692754,,,,,,,,,,,,,
8,1998,Bank,162,0.8880979948254941,0.2671746302690819,0.3344800000000002,0.754024799952243,,,,,,,,,,,,,
7,1998,Auto Parts (Replacement),36,0.8489330630919713,0.2748836359738947,0.3089464285714286,0.7134135175788642,,,,,,,,,,,,,
6,1998,Auto Parts (OEM),36,0.9099544491193708,0.3619388853303275,0.3931666666666668,0.7460865505808097,,,,,,,,,,,,,
5,1998,Auto & Truck,20,1.0395016378015056,1.0584515674231978,0.3306294117647059,0.6084307050659007,,,,,,,,,,,,,
4,1998,Apparel,61,0.9878493825070211,0.2078669691561184,0.3302934782608697,0.867135558552655,,,,,,,,,,,,,
3,1998,Aluminum,9,1.0122407252849723,0.3270690201397397,0.3314625,0.8306192583570474,,,,,,,,,,,,,
2,1998,Air Transport,44,1.2622519887589714,0.5018325225189924,0.3693243243243242,0.9587984492367528,,,,,,,,,,,,,
1,1998,Aerospace/Defense,48,1.0106047205864512,0.4260648278793245,0.2908684210526315,0.7761130188093971,,,,,,,,,,,,,
22,1998,Computer & Peripherals,166,1.321295859897322,0.053148519772004,0.5,1.2870923337236686,,,,,,,,,,,,,
96,1998,Utility (Foreign),2,1.0152896431322165,0.4598432493909312,0.5,0.8254913343633637,,,,,,,,,,,,,
23,1998,Computer Software & Svcs,355,1.3970497654068277,0.026255322000504,0.5,1.3789474112547009,,,,,,,,,,,,,
25,1998,Diversified Co.,101,0.937639543916239,0.2167793142212983,0.5,0.845947576198499,,,,,,,,,,,,,
46,1998,Homebuilding,66,0.9842506598020776,0.5992376013837544,0.370704081632653,0.7147282324228317,,,,,,,,,,,,,
45,1998,Home Appliance,15,0.932968861256631,0.3290291340503181,0.3686615384615384,0.7724986784888971,,,,,,,,,,,,,
44,1998,Healthcare Info Systems,32,1.1871523281005432,0.014133088213134,0.5,1.1788221295284331,,,,,,,,,,,,,
43,1998,Grocery,29,0.7929289104797735,0.1905519613659737,0.3733962962962963,0.7083513582682519,,,,,,,,,,,,,
42,1998,Gold/Silver Mining,34,0.6036857337542907,0.169573041336942,0.5,0.5565018759472465,,,,,,,,,,,,,
41,1998,Furn./Home Furnishings,36,1.0088331112204056,0.1594496650009222,0.3799151515151516,0.9180621730184584,,,,,,,,,,,,,
40,1998,Foreign Telecom.,19,1.1091642189552515,0.1779057357627332,0.3492421052631579,0.9940764476449218,,,,,,,,,,,,,
39,1998,Foreign Electron/Entertn,13,0.8654236043330739,0.3744508566911629,0.4410153846153847,0.7156328660149024,,,,,,,,,,,,,
38,1998,Food Wholesalers,18,0.8006099570645139,0.2817447463941425,0.4171066666666667,0.68767505362639,,,,,,,,,,,,,
37,1998,Food Processing,93,0.792718640283412,0.1698314984016312,0.27418625,0.7057265281482853,,,,,,,,,,,,,
36,1998,Financial Services,101,1.2393348480170507,0.4975926029741777,0.3269777777777775,0.9284165972878284,,,,,,,,,,,,,
35,1998,Environmental,61,0.9593537272423954,0.2120114477809107,0.3415289473684211,0.8418312250037276,,,,,,,,,,,,,
34,1998,Entertainment,70,1.0054895500517895,0.2337759101696525,0.5,0.9002599996482403,,,,,,,,,,,,,
33,1998,Electronics,152,1.1762725054666945,0.1526214803025505,0.2786082644628098,1.0596096193033675,,,,,,,,,,,,,
32,1998,Electrical Equipment,104,1.1181152351453094,0.0509308490613162,0.3095746835443038,1.0801334781400322,,,,,,,,,,,,,
31,1998,Electric Utility (West),19,0.6677130085464122,0.7306395154928184,0.3113052631578947,0.4441980585123021,,,,,,,,,,,,,
30,1998,Electric Utility (East),38,0.6615327696668641,0.5888541782863206,0.3651714285714286,0.4815274695277948,,,,,,,,,,,,,
29,1998,Electric Util. (Central),36,0.6319100018259198,0.7204213184509911,0.4372999999999999,0.4496360543525015,,,,,,,,,,,,,
28,1998,Educational Services,21,1.1351602553370157,0.0416848129456828,0.4579999999999999,1.110080030040436,,,,,,,,,,,,,
27,1998,Drugstore,12,0.9878493825070211,0.0652185112224308,0.4434666666666666,0.9532499594116546,,,,,,,,,,,,,
26,1998,Drug,229,1.205647472076632,0.0291434384299413,0.2324213114754098,1.1792673992159088,,,,,,,,,,,,,
24,1998,Copper,7,0.9956894569713626,1.1030463211406734,0.3124714285714285,0.5662551897080463,,,,,,,,,,,,,
0,1998,Advertising,25,1.1629443788773135,0.1174928471957974,0.5,1.0984163468768309,,,,,,,,,,,,,
97,1999,Water Utility,17,0.5466666666666666,0.7673027911044686,0.3326854546751261,0.3615443016027275,0.0109574877772944,0.3655498091686857,,,,,,,,,,,
1,1999,Aerospace/Defense,48,0.92625,0.3652321006639073,0.3481313984390795,0.7481321903329037,0.0382043773785159,0.7778494440365447,,,,,,,,,,,
70,1999,Paper & Forest Products,59,0.8344827586206898,0.4892234942945684,0.3764601755276143,0.6394257281212833,0.0249698212990512,0.6558009609232838,,,,,,,,,,,
69,1999,Packaging & Container,33,0.82,0.8230170972078088,0.3981613218554244,0.5483763132224251,0.022994151001633,0.5612825284358576,,,,,,,,,,,
68,1999,Oilfield Services/Equip.,84,1.078571428571429,0.2121691996123811,0.2996093034825722,0.9390302771881016,0.0534471771834051,0.9920526932600452,,,,,,,,,,,
67,1999,Office Equip & Supplies,30,0.9557692307692308,0.2965607640706756,0.3341836870525586,0.7981671421142478,0.0172431857195714,0.8121715672851002,,,,,,,,,,,
66,1999,Newspaper,20,0.8315789473684212,0.2075880641196106,0.3638070120930026,0.7345675034723729,0.0324280531804304,0.7591864417802857,,,,,,,,,,,
65,1999,Natural Gas (Diversified),38,0.8171052631578948,0.5039699274516354,0.332480807944585,0.6114182836579702,0.0186867154435762,0.6230612519775939,,,,,,,,,,,
64,1999,Natural Gas (Distrib.),52,0.590625,0.7462261433859765,0.3999764596459325,0.4079597120550336,0.0284053817623017,0.4198867556460953,,,,,,,,,,,
63,1999,Metals & Mining (Div.),28,0.7730769230769232,0.3717487723197668,0.396498727976139,0.6314177988090768,0.049001416883743,0.6639524075209771,,,,,,,,,,,
62,1999,Metal Fabricating,41,0.8960526315789471,0.182301589498041,0.3791161216758348,0.8049426841345589,0.0126992436889589,0.8152963309196214,,,,,,,,,,,
71,1999,Petroleum (Integrated),46,0.7809523809523811,0.1346036308739697,0.3108608551490168,0.7146600625469128,0.0171324872093619,0.7271173919644484,,,,,,,,,,,
61,1999,Medical Supplies,203,0.9469945355191256,0.0741983281139092,0.322777085826321,0.9016858941545538,0.019975835293786,0.9200649602602972,,,,,,,,,,,
59,1999,Maritime,22,0.8833333333333335,1.2267529723673951,0.2929797895817349,0.4730438687916031,0.0536612465813814,0.4998673752741787,,,,,,,,,,,
58,1999,Manuf. Housing/Rec Veh,21,0.8309523809523809,0.2658529921240348,0.384860855208329,0.7141609414378425,0.07913390581106,0.7755318020117196,,,,,,,,,,,
57,1999,Machinery,136,0.8633858267716532,0.3680692838732753,0.3484162187535068,0.69637550019919,0.0240824652294761,0.7135597787603385,,,,,,,,,,,
56,1999,Investment Co. (Foreign),21,1.0190476190476188,0.0393632475514741,0.3349198908283994,0.9930498587712664,0.1148217119736076,1.1218642302957818,,,,,,,,,,,
55,1999,Investment Co.,20,0.625,0.0,0.35,0.625,0.0,0.625,,,,,,,,,,,
54,1999,Investment (Domestic),7,0.5928571428571429,0.7824542539505771,0.0520427433670637,0.3403834450284233,0.0704821613236815,0.3661935584938821,,,,,,,,,,,
53,1999,Internet,79,1.5086956521739132,0.0069084313845373,0.0,1.498344442403168,0.0143588290484081,1.5201723371159348,,,,,,,,,,,
52,1999,Insurance (Prop/Casualty),65,0.8015384615384614,0.0595214361196646,0.2429148098517867,0.766976360883951,0.045365469606654,0.8034240711656716,,,,,,,,,,,
51,1999,Insurance (Life),33,0.9177419354838712,0.1361990945103861,0.3291053382224697,0.8409041155307392,0.0629179761415205,0.8973644719682881,,,,,,,,,,,
60,1999,Medical Services,194,1.0061728395061724,0.3864398535717425,0.4048946705527168,0.8180450440299741,0.104486987852453,0.9134931965624984,,,,,,,,,,,
72,1999,Petroleum (Producing),92,0.7977272727272726,0.4725325950758091,0.6771172091435743,0.6921275439987333,0.0109196555029602,0.6997687779860686,,,,,,,,,,,
73,1999,Precision Instrument,99,0.9829268292682928,0.1319380392895632,0.3783821836123707,0.9084225234147396,0.0466348860028888,0.95285899397562,,,,,,,,,,,
74,1999,Publishing,54,0.8943181818181816,0.2065150717637765,0.3872110374442068,0.7938556278173616,0.0298189512847378,0.8182551379132843,,,,,,,,,,,
95,1999,Trucking/Transp. Leasing,51,0.8534090909090909,1.0068981356776927,0.3956563831663287,0.5305579605682713,0.0355927152561105,0.550138897705618,,,,,,,,,,,
94,1999,Toiletries/Cosmetics,24,0.875,0.0893796827351515,0.3674505904370827,0.8281772864749636,0.013060807202377,0.8391370942797138,,,,,,,,,,,
93,1999,Tobacco,13,0.75,0.1853569479918061,0.4013804062274676,0.675092844966206,0.0349679982594645,0.6995548787486902,,,,,,,,,,,
92,1999,Tire & Rubber,10,0.9277777777777776,0.2262940440191766,0.3440855064106375,0.8078665192849651,0.0321468230503676,0.8346994549639288,,,,,,,,,,,
91,1999,Thrift,131,0.8375,1.834018698008144,0.3121335869638942,0.3703196247921381,0.0325644524716982,0.3827848022933069,,,,,,,,,,,
90,1999,Textile,27,0.8217391304347829,1.0906011681333578,0.371359316594253,0.4875064973454912,0.0203341371486312,0.497625277996906,,,,,,,,,,,
89,1999,Telecom. Services,151,1.11,0.1757158403776973,0.4735276854991551,1.016009448356106,0.0194419690582866,1.0361543287553778,,,,,,,,,,,
88,1999,Telecom. Equipment,106,1.207142857142857,0.0520903457593639,0.4054800700641248,1.1708821035088588,0.0300449271554122,1.2071508632611323,,,,,,,,,,,
87,1999,Steel (Integrated),19,0.8361111111111109,0.5031470658248091,0.4077519600057374,0.6441594213489636,0.1084296566693836,0.7224998298424709,,,,,,,,,,,
86,1999,Steel (General),30,0.8466666666666666,0.4654574025595778,0.3032246086530296,0.6393221708653775,0.0739881036941167,0.6904038419115455,,,,,,,,,,,
85,1999,Shoe,25,0.8208333333333333,0.1437650360424597,0.3718853199977084,0.7528502554129264,0.0412679771257527,0.7852561898953849,,,,,,,,,,,
84,1999,Semiconductor Cap Equip,7,1.5285714285714285,0.0164809275730073,0.3322985781088803,1.5119335990428882,0.064463068617523,1.616113216191956,,,,,,,,,,,
83,1999,Semiconductor,81,1.3391891891891892,0.0353569769121671,0.3545245755665717,1.3093080820034262,0.0435729800925362,1.3689576462719597,,,,,,,,,,,
82,1999,Securities Brokerage,32,1.2777777777777777,1.0683788691345202,0.3588051986269363,0.7583075497844349,0.163407211623683,0.9064237228917306,,,,,,,,,,,
81,1999,Retail Store,48,1.0535714285714286,0.1834121722366505,0.3814871189426221,0.9462286136478908,0.0129491645098745,0.9586422295848984,,,,,,,,,,,
80,1999,Retail Building Supply,13,0.9318181818181818,0.0326747407436689,0.3857608848750826,0.9134844539695742,0.0030198154112019,0.9162513639589924,,,,,,,,,,,
79,1999,Retail (Special Lines),177,1.0227564102564102,0.0914333616991328,0.3908421628970687,0.9687969865311168,0.0443628493154256,1.013770745347348,,,,,,,,,,,
78,1999,Restaurant,96,0.8592592592592592,0.1910193919065853,0.3773152431775602,0.7679192131920594,0.0188869361479892,0.7827020569648544,,,,,,,,,,,
77,1999,Recreation,91,0.8818181818181817,0.180153319024249,0.2636502755521519,0.7785402638343174,0.0297560253285397,0.8024170045456281,,,,,,,,,,,
76,1999,Railroad,17,0.865625,0.4846101871937211,0.3254041404866168,0.6523585390454016,0.0136686707132897,0.6613989839673557,,,,,,,,,,,
75,1999,R.E.I.T.,161,0.738489208633094,0.0774248033177936,0.1524227117943175,0.6930113734182128,0.0067222725820253,0.6977015131706373,,,,,,,,,,,
50,1999,Insurance (Diversified),64,0.8354545454545453,0.1359788221931376,0.313912914649475,0.7641632258409972,0.0730349615484792,0.8243711403803522,,,,,,,,,,,
0,1999,Advertising,28,1.0736842105263158,0.1093362527844231,0.4478210754710979,1.012553161822855,0.0509445417357368,1.0669062097537727,,,,,,,,,,,
49,1999,Industrial Services,175,0.9856000000000004,0.2268051866207494,0.3815319333517684,0.8643553493251614,0.0383152319522862,0.8987928040909521,,,,,,,,,,,
47,1999,Hotel/Gaming,58,0.934375,0.671273714197912,0.3959617410130995,0.6648108264171138,0.0361271641388342,0.6897287709359948,,,,,,,,,,,
21,1999,Chemical (Specialty),88,0.8265432098765434,0.2991447105510503,0.3518616511918436,0.6923126727831361,0.0253801767841333,0.7103412595269952,,,,,,,,,,,
20,1999,Chemical (Diversified),34,0.809375,0.3099772851165106,0.3404855859131941,0.6719958688914441,0.0329269454098497,0.694876013453026,,,,,,,,,,,
19,1999,Chemical (Basic),16,0.8708333333333335,0.2554614113154958,0.3672067347092397,0.7496493258389658,0.0143771644087194,0.7605843724077751,,,,,,,,,,,
18,1999,Cement & Aggregates,15,0.8071428571428572,0.1470450055240646,0.3450816000909797,0.7362410211275365,0.0442787750984348,0.7703512299869305,,,,,,,,,,,
17,1999,Canadian Energy,15,0.7821428571428571,0.5065719105226472,0.433013428193334,0.6076219905090199,0.0238053855459552,0.6224394004148895,,,,,,,,,,,
16,1999,Cable TV,21,1.0147058823529411,0.615723143378737,0.0,0.6280196495985246,0.0778069805403691,0.681006726733325,,,,,,,,,,,
15,1999,Building Materials,57,0.8490566037735852,0.3416365002372873,0.3586371734644793,0.6964544202165743,0.046317453184441,0.7302790876713693,,,,,,,,,,,
14,1999,Beverage (Soft Drink),15,0.8038461538461539,0.1391971956511435,0.32358373097074,0.7346728496758376,0.0136301776354723,0.7448249459971092,,,,,,,,,,,
13,1999,Beverage (Alcoholic),20,0.6441176470588235,0.1750277177176359,0.3883390402437744,0.5818284743026494,0.0302514786061703,0.5999787176436023,,,,,,,,,,,
22,1999,Computer & Peripherals,161,1.144055944055944,0.0495185429572828,0.3254290536176439,1.107075449926436,0.0390522756880456,1.1520662590872048,,,,,,,,,,,
12,1999,Bank (Midwest),37,0.8263888888888888,0.2908033685209153,0.3319688701182551,0.691964013468068,0.1581456923068225,0.821952215656134,,,,,,,,,,,
10,1999,Bank (Canadian),7,0.9785714285714284,0.3570847833418674,0.3679758389856806,0.7983865854950769,0.0786531197389686,0.8665428869405647,,,,,,,,,,,
9,1999,Bank,189,0.8107361963190179,0.3601648716281707,0.3439211621891332,0.655778094711941,0.141896524871791,0.7642179687175389,,,,,,,,,,,
8,1999,Auto Parts (Replacement),34,0.7258064516129032,0.5489462977868601,0.3904805772655863,0.5438408694396482,0.0203810755669285,0.5551555363779662,,,,,,,,,,,
7,1999,Auto Parts (OEM),35,0.803448275862069,0.3989742214757217,0.3917731683837566,0.6465516409127552,0.0417130684573377,0.674695250066625,,,,,,,,,,,
6,1999,Auto & Truck,21,0.9470588235294118,1.0221640532496588,0.3530450818865215,0.5700729603217672,0.1173752950203248,0.645883756828328,,,,,,,,,,,
5,1999,Apparel,60,0.8676470588235295,0.2224958345947204,0.369338261715769,0.7608805911622922,0.0358479050733612,0.7891707077815215,,,,,,,,,,,
4,1999,Aluminum,9,0.8944444444444445,0.2829581123576386,0.331843713449183,0.7522280311375503,0.0337429870928548,0.7784968399601541,,,,,,,,,,,
3,1999,Alternate Energy,5,0.69,0.9376228456326656,0.2883029392439315,0.4138418900502467,0.0843572386321844,0.4519687235140011,,,,,,,,,,,
2,1999,Air Transport,42,1.11125,0.5307796383437521,0.3723124266404254,0.8335434955701989,0.1010512120998136,0.9272424711948668,,,,,,,,,,,
11,1999,Bank (Foreign),2,1.175,0.2214132031720998,0.2087103294759948,0.9998281311714482,0.0868496968385011,1.0949217535271625,,,,,,,,,,,
23,1999,Computer Software & Svcs,368,1.2209219858156033,0.0245364639658684,0.3809300076310702,1.2026539269541825,0.0467522387497951,1.2616383440301775,,,,,,,,,,,
24,1999,Copper,7,0.8428571428571427,0.8522396121557407,0.5012392684890496,0.5914522775517113,0.0940246964521571,0.6528348788709313,,,,,,,,,,,
25,1999,Diversified Co.,107,0.8290816326530612,0.1951486589081423,0.3624032404917587,0.7373375572762995,0.0504373711364731,0.776502291543185,,,,,,,,,,,
46,1999,Homebuilding,64,0.8719298245614034,0.7981655311365038,0.3441408512690598,0.5723261482700973,0.0493353106045206,0.6020273548121738,,,,,,,,,,,
45,1999,Home Appliance,13,0.8807692307692307,0.2481456687144177,0.3593057656177255,0.759948447459155,0.0471594085304414,0.7975609501344737,,,,,,,,,,,
44,1999,Healthcare Info Systems,32,0.9480769230769232,0.0692012638109972,0.4136537746531856,0.9111079001892536,0.0481977643576319,0.9572449675686568,,,,,,,,,,,
43,1999,Grocery,26,0.7153846153846153,0.2233533441488888,0.3758413018324127,0.6278564462907839,0.0150677890730278,0.6374615829650598,,,,,,,,,,,
42,1999,Gold/Silver Mining,32,0.5328125,0.146025898564621,0.3706734059113794,0.4879691226469255,0.0808554325178534,0.530894855837141,,,,,,,,,,,
41,1999,Furn./Home Furnishings,41,0.904285714285714,0.1761749562310312,0.3822068386769314,0.8155243070954884,0.0307190946192874,0.8413704454181609,,,,,,,,,,,
40,1999,Foreign Telecom.,16,1.065625,0.1491520302394294,0.3134528510387535,0.966641051867647,0.0318260003896729,0.9984166609067204,,,,,,,,,,,
39,1999,Foreign Electron/Entertn,13,0.8615384615384616,0.2999325486683378,0.4370615970370002,0.7370862093389282,0.1646304853872027,0.8823475078337945,,,,,,,,,,,
38,1999,Food Wholesalers,22,0.7944444444444444,0.3288591579150954,0.3929848770078202,0.6622453782250158,0.0340593981960444,0.6855963782744305,,,,,,,,,,,
37,1999,Food Processing,97,0.7214285714285713,0.2111749780454936,0.3536101819731439,0.6347802119674956,0.0701147241671801,0.6826435781542798,,,,,,,,,,,
36,1999,Financial Services,120,1.0725274725274725,0.7037355222899573,0.3381285094934,0.7317098463442664,0.1194292613477589,0.8309495355979988,,,,,,,,,,,
35,1999,Environmental,57,0.809375,0.3835521436163655,0.4415070193793972,0.6665850334690894,0.0165206543816386,0.6777824429550932,,,,,,,,,,,
34,1999,Entertainment,73,0.949122807017544,0.1926347235342606,0.4487554580105256,0.858011555300044,0.0251730097746459,0.8801680338186928,,,,,,,,,,,
33,1999,Electronics,144,1.0471223021582734,0.1510761980045475,0.4214059454360099,0.9629491898417945,0.0495987762793756,1.013202809306208,,,,,,,,,,,
32,1999,Electrical Equipment,103,0.985483870967742,0.0535932631188345,0.2788228610704976,0.948812060746592,0.0227235030968326,0.970873712560596,,,,,,,,,,,
31,1999,Electric Utility (West),19,0.563888888888889,0.8058002774488475,0.3744239098380709,0.3749038413248227,0.0311382446267956,0.3869528745929394,,,,,,,,,,,
30,1999,Electric Utility (East),39,0.5445945945945946,0.6595689699966385,0.3470218783385135,0.3806532776025003,0.0157352845262994,0.3867387214214033,,,,,,,,,,,
