Instituição;Data;Passivo Nominal;Passivo Real;Passivo % Participação de Mercado;% Depósito Total / Passivo;Depósito Total % Participação de Mercado;% Depósito à Vista / Depósito Total;% Passivo Oneroso / Passivo Total;% Despesa Financeira Nominal Anualizada / Passivo Oneroso Nominal Médio;% Operações de Crédito Total / Ativo;Operações de Crédito Total % Participação de Mercado;% Carteira de Crédito Classificada na Região Sul / Carteira de Crédito Classificada Total;% Carteira de Empréstimos Consignados e Financiamento Rural (Pessoa Física) / Carteira de Crédito Classificada (no Brasil);% Carteira de Empréstimos Consignados Pessoa Física / Carteira de Crédito Classificada (no Brasil);% Carteira de Financiamento Rural Pessoa Física / Carteira de Crédito Classificada (no Brasil);% Provisão para Créditos de Difícil Liquidação / Operações de Crédito;"% Carteira de Operações de Crédito ""D ou pior"" / Carteira de Crédito Classificada (no Brasil)";"% Provisão para Créditos de Difícil Liquidação / Carteira de Operações de Crédito ""D ou pior""";Carteira de Crédito Classificada;% Valores de Operações de Crédito vencidos há mais de 14 dias / Carteira de Crédito Classificada (no Brasil);% Provisão para Créditos de Difícil Liquidação / Valores de Operações de Crédito vencidos há mais de 14 dias;% Receita Financeira (de clientes) Nominal Anualizada / Saldo Médio de Operações de Crédito;% Ativo Rentável / Ativo Total;% Receita Financeira Nominal Anualizada / Ativo Rentável Médio;Lucro Líquido Nominal Anualizado;Lucro Líquido Real Anualizado;Proventos Distribuídos;%Proventos Distribuídos;Patrimônio Líquido Nominal Médio;%Retorno Anualizado sobre o Patrimônio Líquido Médio;Margem Financeira Nominal Anualizada;%Margem Financeira Anualizada relativamente ao Patrimônio Líquido Médio;%Margem Financeira Anualizada relativamente aos Ativos Rentáveis Médios;%Margem Financeira (de Operações de Crédito) Anualizada relativamente ao Saldo Médio de Operações de Crédito;%Provisão para Créditos de Difícil Liquidação Anualizada relativamente ao Patrimônio Líquido Médio;%Receitas Anualizadas com Tarifas e Serviços relativamente ao Patrimônio Líquido Médio;%Despesas Anualizadas de Pessoal relativamente ao Patrimônio Líquido Médio;%Despesas Administrativas Anualizadas relativamente ao Patrimônio Líquido Médio;%Outras Receitas e Despesas Anualizadas relativamente ao Patrimônio Líquido Médio;%Índice de Eficiência;%Tributos sobre os Lucros Anualizados relativamente ao Patrimônio Líquido Nominal Médio;%Participações nos Lucros Anualizados relativamente ao Patrimônio Líquido Nominal Médio;Patrimônio Líquido Nominal;Patrimônio Líquido Real;% Ativos Ponderados pelo Risco / Ativos Totais;% Exposição Total / Ativos Ponderados pelo Risco;% Capital Principal / Patrimônio Líquido;% Patrimônio de Referência Nível I / Capital Principal;% Patrimônio de Referência / Patrimônio de Referência Nível I;% Índice de Capital Principal;% Índice de Capital Nível I;% Índice de Basileia;% Razão de Alavancagem
BANRISUL;06/2015;63,824901;100,29314205147449;0,008268729743723193;0,5672420706144142;0,018854370685092162;0,0734384761047823;0,7138554903516419;0,11185768474283846;0,45874682986190607;0,009194470425093412;0,7719401802969559;0,324165390530007;0,26947104117293946;0,05469434935706754;0,06331186789542748;0,09835121612350484;0,6319846474892106;30,019808;0,024047688990304;2,584716505482493;0,21185863329718077;0,9025688892177052;0,1792499646196466;0,803663;1,2628595760847972;;;5,5622805;0,14448444302656077;4,8749519999999995;0,8764304497049366;0,09016075515767134;0,1000009485543423;-0,07469184626701225;0,233844553506426;-0,2743703774018588;-0,23427549185985855;-0,31741513215667566;0,6415331231042135;-0,04725220168238549;-0,017785331034635882;5,851102;9,194301829683473;0,6222866840012803;;0,9895867479322699;1,0;1,2147782112900598;0,14578434240360127;0,14578434240360127;0,1770956426991444;
BANRISUL;09/2015;65,264763;101,1538135517531;0,007896089898075413;0,5674557341149006;0,017881708888619285;0,07223029089562742;0,7320806022079632;0,1215324521126862;0,45391365322203037;0,008808509825527583;0,7807816379312276;0,33402855984668467;0,2747968692144416;0,05923169063224309;0,06911378654074506;0,10289485315391823;0,6612202954565418;30,364596;0,026305826760465424;2,5863534274331075;0,21932134785606555;0,8864771637951094;0,19061797407820572;0,947559;1,4686210752850757;;;5,767741;0,16428598302177577;5,089417;0,8823934708580015;0,09175883837095378;0,09778889574337933;-0,07930886633085639;0,23623858977024106;-0,28179039246041043;-0,23060328124997292;-0,31763908954996417;0,6396980900102166;-0,026473796240157107;-0,018530305018897346;6,114936;9,477535312966706;0,6264813679013896;;0,9905053789606302;1,0;1,2053208278787897;0,1481364148616052;0,1481364148616052;0,17855190619998582;
BANRISUL;12/2015;66,90891;100,86187656948705;0,008143972646232922;0,5783766466977268;0,018822722981671116;0,08202126224312636;0,7421136885954353;0,12351545126985894;0,45316090188885155;0,009037825201126943;0,7905468694427223;0,3285835226650038;0,26742850493489045;0,06115501773011334;0,06878992306921568;0,09922889775390056;0,6809341887730717;31,138785;0,02582003130747231;2,6168964781752253;0,22170238527732464;0,8842317861701827;0,19148998436047568;0,848773;1,2794833686800942;0,35644482510000003;0,4199530676635567;5,9397435000000005;0,14289724800405942;5,167814;0,8700399268082871;0,09127083815783951;0,09818693400746568;-0,09115595648195919;0,24045297578927438;-0,28257836386369206;-0,2286078515006582;-0,3336315785353357;0,6580146143840595;-0,013680725438733169;-0,017941515488000447;6,208313;9,358725160979933;0,6207919393695099;1,7392506621644108;0,9898941950897128;1,0;1,2023573717210747;0,147955923694315;0,147955923694315;0,17789589554366048;0,08506877525646087
BANRISUL;03/2016;65,861633;96,74758763122041;0,008073921813442317;0,5705983026567227;0,018822369164751915;0,06933086318939144;0,7324867878693503;0,12314064292180514;0,45258511886578945;0,009127979901164809;0,8029933628856275;0,33347934120431416;0,2708345175260355;0,06264482367827866;0,07428855916005085;0,11428350088980446;0,638477625100231;30,571569;0,030520027577726785;2,3908057766472472;0,22439445522395635;0,8839157541083137;0,18485107975402684;0,889818;1,3071000673614834;;;6,032315499999999;0,14750853134256656;4,812513;0,797788676669846;0,08474199311167875;0,10125381230215119;-0,10086939252431344;0,24974555790392597;-0,28159966102568745;-0,23063299656657552;-0,24188207662546832;0,6357986472697553;-0,027179281322404308;-0,01786262671440179;6,322653;9,287674740456234;0,6080021125501094;1,7686721300553;0,9881413704025825;1,0;1,1706146686567402;0,1560202059673741;0,1560202059673741;0,182639541712254;0,08821318734891577
BANRISUL;06/2016;67,913788;98,04664220737948;0,00823632211970609;0,5856170031334432;0,0197462222857869;0,0666190378836648;0,7346427355811753;0,12689236579577118;0,4100735479517061;0,008554867814332815;0,8065528780170702;0,3481190527042343;0,2888469833570978;0,059272069347136545;0,07728945083973772;0,11640952025692332;0,6499648367164469;28,618906;0,029929018760964494;2,5280513013248145;0,23988355220391194;0,8586543869412792;0,18701887965927644;0,898954;1,2978133571181836;;;6,1482415;0,146213189576239;4,783493;0,7780262047286204;0,08253033565784486;0,11299118640814075;-0,06820421741728916;0,2574241756768988;-0,28335858310054995;-0,24128557734760417;-0,2435605367811267;0,6625213710674566;-0,03479108619920021;-0,018037677927908325;6,445381;9,305149711237455;0,5844167461252493;1,8103374770770084;0,8675772619182637;1,0;1,1906242030835503;0,14088869589295328;0,14088869589295328;0,16774549127102814;0,07782454800661463
BANRISUL;09/2016;67,940221;97,07228328543458;0,0082311974066254;0,600797854337271;0,01977203782464342;0,0608159729380463;0,7317560241671867;0,11773893467660453;0,40521758090836946;0,008498290787683981;0,8154532971617359;0,3468802499395309;0,28649656962628806;0,06038368031324285;0,08751390999068236;0,13310875827754712;0,6298421256401857;28,914399;0,033420893873305886;2,5085356356018673;0,23971457754656147;0,854849795086772;0,1827826676405277;0,6446429999999999;0,9210592340282848;;;6,2934185;0,1024312938985386;4,855937;0,7715897170989027;0,08377042100858308;0,12197564286995695;-0,08804578942271199;0,2630470228541134;-0,27618948271118476;-0,24563184539531258;-0,2553001997245217;0,6695708233785839;-0,05068803226735994;-0,0163507321180055;6,471901;9,246985040971348;0,5730261607479905;1,8395987015560964;0,863631412161589;1,0;1,1907104545673306;0,14356841001138307;0,14356841001138307;0,17094840674616282;0,07804333080358239
BANRISUL;12/2016;69,089078;97,98690179955737;0,008518825545119875;0,615728900015137;0,02034027404361655;0,07061459738427765;0,7401971842785339;0,1154678742914515;0,39297118713901497;0,008543457633217427;0,8246968904279445;0,36045904340724205;0,29740710354098804;0,06305193986625401;0,09247426990561369;0,13262820109998366;0,6525388993991765;29,164206;0,030819404863835716;2,8081353536008806;0,24311007179176508;0,8528960250417584;0,18129696228138853;0,660179;0,9363114506048262;0,264757;0,40103820327517237;6,3257765;0,10436331413226502;4,88536;0,7722941207296844;0,0827404566826562;0,12764219750031358;-0,10314291059761596;0,2670475316350491;-0,28617546004036026;-0,2530100454861154;-0,22245932969652024;0,6600527226760918;-0,05453417457919989;-0,015656575916016;6,44324;9,138247946382785;0,5569536041572302;1,8887988436205534;0,846713609922958;1,0;1,1953864108649146;0,14177917120404987;0,14177917120404987;0,16948089460101143;0,07506313956243206
BANRISUL;03/2017;68,939584;96,84225702906164;0,0084512180863533;0,6248656649857359;0,02051095999215317;0,06016902510677207;0,743728972893135;0,11653209518607731;0,3999658599622533;0,008762691904108836;0,8236143610489115;0,37611957321050815;0,3135583849636417;0,06256118824686645;0,0943061956633693;0,1319270242406522;0,6718485051186673;29,473641;0,03012426791400647;2,9423113044226037;0,24239593004536744;0,8455204342399281;0,18341699972401412;0,6006319999999999;0,8437323689664178;;;6,403709;0,09379439321805534;4,886233;0,7630317055319035;0,08387953570994074;0,12586383485929012;-0,08766310274248877;0,26585858289313274;-0,3069900584177076;-0,25883812022064084;-0,22326623523960878;0,702347400185773;-0,043139999022441526;-0,015198691883094622;6,484765;9,109414975626528;0,5550900336155206;1,8783937388829153;0,7941279290768439;1,0;1,1724920495878135;0,13457135468587117;0,13457135468587117;0,15778384347144572;0,0716417180808434
BANRISUL;06/2017;70,556334;98,89639525216872;0,00860864034562906;0,6286876951401699;0,019914446520475675;0,0598110609341529;0,7370620474697566;0,10929243711922677;0,39703471555083913;0,008902087022335478;0,8081926577666356;0,4024148192493872;0,3470807388233175;0,05533408042606966;0,09250176541054729;0,12456191170389147;0,6979471643146611;29,940345;0,024829191611975037;3,5014282548536344;0,2463994658929829;0,8502952690257405;0,18320868727016013;0,586271;0,8217559679458998;;;6,524112000000001;0,0898621912070179;5,269271;0,8076610272785015;0,08907702914799921;0,1371070287737561;-0,12751835039006074;0,26059270594986716;-0,3052580948947534;-0,25987965871830526;-0,23441351098816204;0,6777531743181057;-0,03631314116005366;-0,015008632592450891;6,602843;9,254978739626912;0,5579404819983986;1,8636673281049103;0,7999043745247313;1,0;1,168184029098521;0,13416683104188146;0,13416683104188146;0,1567315492578856;0,07199076198771505
BANRISUL;09/2017;71,376722;99,45836212945235;0,008678145055224965;0,6358829703611214;0,020271035886572076;0,0539743965936507;0,7474075091316186;0,10157503024067843;0,38886253420267747;0,008983640317065791;0,8109373085479874;0,4228664487718809;0,36480734338522836;0,05805910538665255;0,09403895043953622;0,12122014077035538;0,7296238836009895;29,62557;0,021343500777755958;4,143889552162979;0,24451932535552884;0,8419231833033745;0,17327514569159003;0,701707;0,9777785664459573;;;6,601401;0,10629667853838905;5,003848;0,7579978856003444;0,08468725282140961;0,1429442951148504;-0,0885828629407606;0,25730628998299;-0,30226235309747124;-0,26038821153267316;-0,2067102119686412;0,6958384563375786;-0,03593509923120865;-0,015128303825203162;6,730901;9,379029610178694;0,5352582736988117;1,9407296655899398;0,807065057114939;1,0;1,1635204403311687;0,14218761161011964;0,14218761161011964;0,1654381924702436;0,07326502713447093
BANRISUL;12/2017;73,340306;101,03833370844211;0,008860198011667896;0,6421281498334627;0,020495012858698505;0,07546705383661888;0,7332028448313265;0,09074965469915404;0,3884635278178414;0,009165845336804215;0,8235698879498085;0,4208723118995978;0,3639262153596366;0,056946096539961216;0,09389016524164204;0,12268419304712197;0,715161995541022;30,598966;0,01715159143743927;5,115506198999057;0,23847630908893305;0,8464090946116314;0,16463546934240644;1,053036;1,450730281586268;0,42019999999999996;0,3990366901036621;6,7390595;0,15625859958648533;5,200183;0,7716481802839106;0,0859522290025309;0,147726654389779;-0,06686155538469427;0,25753118814279646;-0,28712834483802974;-0,25796982501786786;-0,1806262431723596;0,6423855489486747;-0,061909825844392675;-0,018424677805560258;7,034879;9,691702840734147;0,5283522405810523;1,9672116928431234;0,808884985797197;1,0;1,1561026907033731;0,14685107671670214;0,14685107671670214;0,1697749249248668;0,07464935128789563
BANRISUL;03/2018;71,839739;98,2816320048742;0,008453737198561129;0,6545770162110416;0,019964307282861315;0,05972496292475762;0,7325812806753098;0,08173035102496887;0,4049547841480883;0,009354176845460914;0,8244652500379297;0,4273942347401051;0,37151811389044026;0,05587612084966478;0,09179513737285698;0,12632291642879878;0,6818402325286882;31,116739;0,017540201448791284;4,910550597892344;0,2322959193775749;0,8322290118565158;0,1612788549351151;1,1684700000000001;1,5985461549176199;;;6,841425;0,17079336541729245;5,275734;0,7711454850414935;0,08936095245420567;0,15056556835260607;-0,03349229144513021;0,26091099442002214;-0,2703789049795912;-0,25818203079036894;-0,20214779815608588;0,6368905890125273;-0,07801941846910548;-0,01904223169880544;7,198085;9,847468141689726;0,5490604162690513;1,8845355243083313;0,7579567343258659;1,0;1,1302513253236854;0,13831730100201658;0,13831730100201658;0,15633331277272436;0,07339596373636006
BANRISUL;06/2018;75,388848;101,22520999636073;0,008733547074642783;0,6365338677147581;0,019475973378477437;0,05764511236298661;0,7349506521176713;0,07899099871811652;0,3825627498645423;0,009081751296803298;0,8271381316649186;0,43894989149659747;0,38613290591017574;0,05281698558642171;0,08853680866780983;0,12432585161893175;0,6635249869684952;31,076524;0,01898350797386614;4,345525030930221;0,23122284252342729;0,8435307169039113;0,15265526599558274;1,2427519999999999;1,668653063559179;;;6,818801000000001;0,18225374226348587;5,190797000000001;0,7612477618865839;0,08400263633917505;0,15223184380531077;0,014204256730765422;0,2680437513867907;-0,2746503380872971;-0,2564417116733572;-0,22315814759808944;0,6588141272576741;-0,08727839395811667;-0,01971328977044498;7,034759;9,445627250449412;0,5264705464129125;1,9676434431557686;0,7466911091055145;1,0;1,1352861487757369;0,13234545077441154;0,13234545077441154;0,15024995711767053;0,06726089080557793
