Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2021;855.078.950;254.602.689;166.763.055;34.448.635;27.969.022;9.228.782;4.135.879;5.767.094;5.193.105;11.603.670;335.367.019
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;09/2021;835.860.012;430.967.561;133.504.726;110.466.312;95.241.421;27.637.500;8.040.016;7.545.362;9.217.399;13.239.714;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2021;731.579.277;314.027.123;71.167.685;167.266.612;91.323.039;15.986.628;7.489.412;2.258.417;3.227.260;27.692.183;31.140.919
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2021;626.658.738;160.630.045;122.056.175;125.036.303;70.579.370;20.304.045;8.261.869;4.805.971;4.618.704;17.605.634;92.760.621
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2021;449.279.468;150.762.757;123.290.754;42.643.411;31.239.964;12.655.652;4.661.851;3.979.310;3.746.185;11.164.829;65.134.754
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2021;271.051.609;37.803.582;104.171.407;75.717.120;19.602.614;13.839.635;5.099.253;2.423.253;813.522;11.581.223;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2021;101.732.583;52.811.940;4.169.022;27.434.666;4.629.725;755.756;204.987;1.076.637;178.363;818.909;9.652.577
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2021;95.122.789;18.268.054;41.361.413;10.187.773;2.316.663;1.077.235;608.791;763.233;467.224;1.400.273;18.672.129
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2021;62.004.778;2.364.763;26.154.161;12.103.798;11.984.966;2.022.192;1.788.140;448.873;2.093.221;1.919.512;1.125.153
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2021;38.596.796;4.009.640;20.829.884;8.628.159;1.476.394;677.195;254.343;200.080;575.357;1.807.753;137.991
