Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;06/2023;1.056.483.588;491.902.071;198.577.352;170.396.851;116.119.597;27.689.191;12.700.241;9.048.900;11.369.281;18.680.104;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2023;976.887.506;281.157.221;231.390.755;52.949.180;21.796.060;6.776.110;5.649.781;6.353.875;6.098.074;24.551.178;340.165.273
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2023;896.905.875;488.263.580;112.273.933;103.000.324;87.006.312;18.003.249;9.241.132;5.942.010;6.083.936;30.624.381;36.467.018
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2023;650.730.506;201.940.856;140.765.312;112.030.626;45.172.208;19.859.169;19.032.299;8.089.309;6.777.877;31.999.549;65.063.301
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2023;496.137.719;145.876.100;136.176.620;44.595.759;35.059.010;18.138.306;6.399.787;8.801.109;5.344.659;18.688.009;77.058.360
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2023;272.550.994;51.255.229;104.089.731;87.246.707;4.022.809;11.159.301;7.990.534;2.231;685.904;6.098.549;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2023;103.243.528;50.937.766;7.046.276;28.182.370;2.724.721;2.332.382;505.660;1.268.910;1.884.182;2.564.455;5.796.806
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2023;101.198.419;17.235.986;43.280.170;7.699.457;2.586.427;1.464.433;893.385;2.901.266;761.665;1.847.391;22.528.239
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2023;67.878.794;3.493.876;31.794.253;12.465.920;9.829.224;2.786.476;1.583.867;863.544;1.849.222;2.523.839;688.572
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2023;51.489.582;6.951.908;36.867.094;2.779.371;1.189.475;667.361;507.376;298.808;436.922;1.706.180;85.086
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2023;45.231.464;4.683.928;26.957.568;5.930.559;2.087.434;590.344;251.368;217.529;647.525;709.845;3.155.364
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18.236.120;n4;I;2;S3;41;SAO PAULO;SP;06/2023;38.929.583;0;38.221.737;398.053;197.913;44.834;18.581;10.446;6.505;31.515;0
C6 BANK;52.072;b1;C;2;S3;199;SAO PAULO;SP;06/2023;37.405.961;4.911.501;28.052.452;1.878.314;326.839;253.487;208.638;254.538;191.513;1.307.118;21.561
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2023;34.129.924;7.812.615;18.586.033;4.266.213;1.865.599;718.029;158.368;155.462;97.308;470.295;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;06/2023;31.869.793;24.492.424;3.514.623;2.094.700;624.988;304.942;167.594;127.326;144.727;398.469;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2023;28.999.368;12.350.793;14.190.552;1.942.144;133.925;251.130;92.889;6.834;5.409;25.693;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2023;28.873.835;6.826.795;6.019.303;13.517.018;640.910;828.248;256.758;504.163;61.564;219.076;0
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;06/2023;28.234.337;0;18.468.591;1.313.197;1.571.990;1.163.257;823.092;784.598;717.182;3.392.430;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2023;24.846.512;9.279.838;9.371.210;2.714.193;1.118.861;758.112;548.536;195.858;159.448;700.456;0
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;06/2023;24.199.547;18.710.063;5.189.040;175.601;36.314;16.838;7.549;9.776;32.012;22.354;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2023;23.281.024;23.061.007;171.085;6.248;38.646;1.029;513;609;405;1.482;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;06/2023;22.967.057;11.230.761;3.881.487;2.074.957;1.920.374;704.626;160.159;97.233;482.539;120.857;2.294.064
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2023;22.526.400;338.187;15.572.656;3.616.073;2.096.327;624.928;159.260;54.362;29.247;35.359;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;06/2023;21.598.163;2.455.754;9.891.861;3.781.800;3.374.872;1.309.193;366.026;138.852;88.283;191.523;0
