Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2018;688.190.118;335.430.454;85.534.042;108.986.227;27.893.465;129.586.234;759.696;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2018;614.119.701;279.448.000;84.103.863;76.279.226;29.510.729;109.320.524;362.281;35.095.078
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2018;538.145.694;199.714.650;22.414.565;38.575.545;9.504.739;43.734.266;831.116;223.370.813
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2018;408.928.546;186.947.235;28.800.641;49.540.986;16.405.917;50.704.259;727.172;75.802.337
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2018;296.878.815;167.209.194;32.715.125;42.604.188;5.467.130;24.997.041;23.886.137;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2018;279.267.819;163.663.211;18.020.742;26.167.173;7.971.245;40.207.314;368.727;22.869.406
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2018;61.041.525;33.518.778;3.376.322;4.270.569;1.197.048;9.068.141;9.778;9.600.889
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2018;47.747.028;24.826.544;4.100.279;6.538.195;1.635.955;9.088.898;18.556;1.538.601
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2018;31.116.739;3.272.774;524.794;1.055.487;469.605;25.654.670;27.275;112.135
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2018;18.817.418;8.722.523;2.136.093;3.879.486;1.246.111;2.814.119;19.086;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2018;17.489.665;6.754.498;7.505.189;1.575.257;178.280;1.476.441;0;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2018;15.361.175;5.095.921;2.872.091;549.115;63.638;343.854;126.739;6.309.817
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2018;14.796.112;8.034.267;1.483.792;2.339.232;778.363;2.018.195;4.133;138.129
