Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Adicional de Capital Principal;Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;;
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2023;9.791.137;560.646;10.351.783;892.197;11.243.980;72.512.627;208.712;0;452.321;0;661.034;6.103.443;79.277.104;155.038.447;12,35%;13,06%;14,18%;1.981.928;6,68%;10,60%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;03/2023;8.403.076;0;8.403.076;0;8.403.076;19.239.417;1.757.213;0;27.409.042;1.101.181;30.267.435;6.260.436;55.767.289;79.367.806;15,07%;15,07%;15,07%;1.394.182;10,59%;1,13%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2023;7.722.361;0;7.722.361;1.472.892;9.195.254;43.814.617;1.243.246;0;414.212;32.619;1.690.077;8.182.556;53.687.250;115.382.074;14,38%;14,38%;17,13%;1.342.181;6,69%;10,29%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;03/2023;5.834.597;1.048.710;6.883.307;0;6.883.307;45.127.275;1.303.681;0;679.910;0;1.983.591;4.043.819;51.154.686;69.950.873;11,41%;13,46%;13,46%;1.278.867;9,84%;16,16%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;03/2023;5.843.971;1.744.519;7.588.489;0;7.588.489;41.497.649;229.183;158.587;2.635.580;0;3.023.350;2.714.165;47.235.165;59.663.088;12,37%;16,07%;16,07%;1.180.879;12,72%;0,23%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;03/2023;5.120.184;525.198;5.645.382;906.282;6.551.664;38.675.229;305.701;999.013;1.531.900;400;2.837.013;2.708.656;44.220.898;60.506.576;11,58%;12,77%;14,82%;1.105.522;9,33%;0,55%
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;03/2023;7.647.910;0;7.647.910;672.246;8.320.156;25.982.824;42.452;0;1.730.261;55.099;1.827.813;13.077.461;40.888.097;133.903.472;18,70%;18,70%;20,35%;1.022.202;5,71%;2,83%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;03/2023;4.967.021;0;4.967.021;0;4.967.021;33.300.050;266;0;836;29.218;30.320;5.385.978;38.716.348;53.311.474;12,83%;12,83%;12,83%;967.909;9,32%;4,42%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;03/2023;3.925.954;1.032.794;4.958.748;921.621;5.880.369;27.125.312;356.867;8.748;3.487.083;4.419;3.857.118;4.480.156;35.462.585;49.002.193;11,07%;13,98%;16,58%;886.565;10,12%;1,29%
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;n1;S3;I;2;SAO PAULO;SP;03/2023;4.833.777;748.175;5.581.952;1.017.864;6.599.816;25.534.901;123.230;0;310.935;0;434.165;9.375.319;35.344.386;NA;13,68%;15,79%;18,67%;883.610;NA%;2,07%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;03/2023;2.926.167;0;2.926.167;707.428;3.633.595;29.647.253;0;0;0;0;0;1.595.962;31.243.215;38.477.839;9,37%;9,37%;11,63%;781.080;7,60%;0,21%
BANCO C6 - PRUDENCIAL;1000084844;b1;S3;C;2;SAO PAULO;SP;03/2023;3.165.820;0;3.165.820;125.245;3.291.065;25.296.634;112.251;0;35.988;0;148.238;2.162.765;27.607.637;53.446.251;11,47%;11,47%;11,92%;690.191;5,92%;6,86%
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;03/2023;3.636.922;233.175;3.870.097;213.356;4.083.453;23.310.275;178.895;0;218.968;0;397.864;2.713.058;26.421.197;168.357.530;13,77%;14,65%;15,46%;660.530;2,30%;2,30%
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;03/2023;5.829.384;0;5.829.384;0;5.829.384;21.964.715;42.704;5.151;159.582;8.840;216.277;3.163.982;25.344.975;49.770.074;23,00%;23,00%;23,00%;633.624;11,71%;9,84%
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;03/2023;1.896.797;396.231;2.293.028;1.436.043;3.729.071;23.356.566;26.732;0;0;0;26.732;1.623.265;25.006.562;44.345.635;7,59%;9,17%;14,91%;625.164;5,17%;16,69%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;03/2023;6.024.571;0;6.024.571;0;6.024.571;14.388.675;115.852;0;5.984.787;644.283;6.744.923;3.772.035;24.905.633;36.623.193;24,19%;24,19%;24,19%;622.641;16,45%;4,53%
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;03/2023;2.489.807;115.421;2.605.228;571.875;3.177.103;22.918.936;9.018;0;36.598;0;45.616;1.846.019;24.810.571;40.919.042;10,04%;10,50%;12,81%;620.264;6,37%;38,74%
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;03/2023;4.756.380;0;4.756.380;0;4.756.380;8.554.437;654.038;0;9.992.278;0;10.646.316;4.094.099;23.294.852;36.580.455;20,42%;20,42%;20,42%;582.371;13,00%;1,35%
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;03/2023;3.270.056;0;3.270.056;0;3.270.056;18.575.586;64.635;0;1.065;0;65.700;4.212.995;22.854.281;116.370.998;14,31%;14,31%;14,31%;571.357;2,81%;14,15%
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;03/2023;1.943.669;0;1.943.669;624.304;2.567.972;20.677.999;40.917;0;0;0;40.917;1.117.504;21.836.421;23.583.339;8,90%;8,90%;11,76%;545.911;8,24%;0,09%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;03/2023;4.781.274;0;4.781.274;0;4.781.274;10.229.292;130.769;1.396.001;4.628.426;1.491.865;7.647.062;3.142.215;21.018.569;24.033.770;22,75%;22,75%;22,75%;1.050.928;19,89%;2,06%
BANCO ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;03/2023;1.818.001;0;1.818.001;838.638;2.656.639;15.356.599;29.440;0;44.257;5.237;78.933;5.344.230;20.779.762;35.106.426;8,75%;8,75%;12,78%;519.494;5,18%;6,36%
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;03/2023;2.318.041;0;2.318.041;0;2.318.041;18.468.183;0;0;0;0;0;1.090.834;19.559.017;19.127.273;11,85%;11,85%;11,85%;488.975;12,12%;0,41%
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;03/2023;3.942.909;0;3.942.909;0;3.942.909;18.085.254;52.184;0;0;5.741;57.925;1.325.463;19.468.642;21.559.337;20,25%;20,25%;20,25%;486.716;18,29%;1,04%
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;03/2023;2.738.378;0;2.738.378;0;2.738.378;15.858.155;24.189;0;157.915;9.063;191.167;1.438.133;17.487.454;24.465.324;15,66%;15,66%;15,66%;437.186;11,19%;15,38%
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;03/2023;2.027.898;0;2.027.898;0;2.027.898;16.081.826;57.292;0;0;0;57.292;617.275;16.756.393;17.718.627;12,10%;12,10%;12,10%;418.910;11,45%;0,23%
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;C;2;SAO PAULO;SP;03/2023;1.365.015;0;1.365.015;652.672;2.017.687;14.378.781;30.995;0;3.585;0;34.581;984.924;15.398.286;NA;8,86%;8,86%;13,10%;384.957;NA%;7,17%
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;03/2023;2.399.666;0;2.399.666;0;2.399.666;13.424.046;17.706;0;0;0;17.706;1.186.428;14.628.180;18.441.959;16,40%;16,40%;16,40%;731.409;13,01%;7,72%
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;03/2023;2.812.037;0;2.812.037;0;2.812.037;7.085.097;165.255;80;4.016.536;222.180;4.404.050;2.419.945;13.909.092;25.828.622;20,22%;20,22%;20,22%;347.727;10,89%;0,87%
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;03/2023;2.249.641;0;2.249.641;0;2.249.641;12.645.189;0;0;0;0;0;846.652;13.491.842;14.212.863;16,67%;16,67%;16,67%;337.296;15,83%;6,69%
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S3;C;3;SAO PAULO;SP;03/2023;3.201.786;0;3.201.786;0;3.201.786;9.776.814;25.561;0;2.164.642;0;2.190.202;854.548;12.821.565;16.077.138;24,97%;24,97%;24,97%;320.539;19,92%;0,35%
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;03/2023;1.881.987;0;1.881.987;0;1.881.987;10.684.323;2.150;0;34;0;2.184;2.007.185;12.693.692;26.316.040;14,83%;14,83%;14,83%;317.342;7,15%;10,98%
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;03/2023;1.076.219;863.668;1.939.887;0;1.939.887;10.984.363;71.164;0;62.881;0;134.045;1.347.580;12.465.987;16.727.378;8,63%;15,56%;15,56%;311.650;11,60%;0,45%
BOCOM - PRUDENCIAL;1000084624;b1;S3;C;3;SALVADOR;BA;03/2023;1.008.164;204.747;1.212.911;530.202;1.743.113;10.732.683;34.376;0;85.090;0;119.466;1.180.692;12.032.841;21.277.158;8,38%;10,08%;14,49%;300.821;5,70%;0,80%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;03/2023;992.979;0;992.979;430.297;1.423.277;10.759.951;8.608;0;0;0;8.608;458.009;11.226.569;12.673.487;8,84%;8,84%;12,68%;280.664;7,84%;2,46%
BANCO MASTER - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;03/2023;1.242.926;16.898;1.259.824;0;1.259.824;8.035.936;114.119;0;0;1.413.419;1.527.538;1.331.840;10.895.314;23.645.908;11,41%;11,56%;11,56%;272.383;5,33%;31,65%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;I;2;BLUMENAU;SC;03/2023;2.413.694;0;2.413.694;0;2.413.694;8.799.443;0;0;0;0;0;1.896.661;10.696.104;14.904.207;22,57%;22,57%;22,57%;267.403;16,19%;1,91%
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;03/2023;1.637.480;0;1.637.480;0;1.637.480;9.233.460;85.096;0;22.384;0;107.480;1.041.950;10.382.891;15.353.285;15,77%;15,77%;15,77%;259.572;10,67%;3,61%
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;03/2023;2.494.963;0;2.494.963;0;2.494.963;9.314.136;196.148;0;4.990;0;201.138;620.164;10.135.438;31.626.408;24,62%;24,62%;24,62%;253.386;7,89%;0,48%
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;03/2023;2.162.001;0;2.162.001;0;2.162.001;8.544.574;236.257;0;626.440;0;862.697;607.676;10.014.947;13.064.166;21,59%;21,59%;21,59%;500.747;16,55%;0,19%
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;03/2023;1.089.560;60.936;1.150.496;437.603;1.588.099;8.463.740;1.659;0;2.717;2.522;6.897;1.200.666;9.671.304;15.659.461;11,27%;11,90%;16,42%;241.783;7,35%;20,81%
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;03/2023;1.219.784;0;1.219.784;12.725;1.232.508;8.883.896;0;0;0;0;0;206.292;9.090.188;9.859.651;13,42%;13,42%;13,56%;227.255;12,37%;0,58%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;I;2;BEBEDOURO;SP;03/2023;2.361.526;0;2.361.526;0;2.361.526;7.645.964;0;0;0;0;0;1.213.864;8.859.829;12.823.500;26,65%;26,65%;26,65%;221.496;18,42%;3,99%
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;03/2023;6.063.176;0;6.063.176;0;6.063.176;3.804.444;5.924;43;670;38;6.675;4.798.546;8.609.665;7.006.795;70,42%;70,42%;70,42%;430.483;86,53%;0,33%
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;03/2023;2.455.463;0;2.455.463;0;2.455.463;6.517.596;25.023;29;911.821;0;936.873;876.184;8.330.653;13.464.960;29,48%;29,48%;29,48%;208.266;18,24%;1,17%
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;03/2023;759.142;0;759.142;156.502;915.643;7.160.286;64.193;31.425;192.375;700;288.693;784.793;8.233.772;18.393.356;9,22%;9,22%;11,12%;205.844;4,13%;14,30%
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;03/2023;2.739.478;0;2.739.478;0;2.739.478;7.692.814;0;0;0;0;0;522.411;8.215.225;11.268.175;33,35%;33,35%;33,35%;205.381;24,31%;1,77%
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;CAMPINAS;SP;03/2023;898.180;0;898.180;283.849;1.182.029;7.147.550;0;0;14.113;0;14.113;911.859;8.073.522;13.946.984;11,13%;11,13%;14,64%;201.838;6,44%;44,72%
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;03/2023;1.126.997;0;1.126.997;0;1.126.997;7.209.064;0;0;0;54.878;54.878;646.187;7.910.129;10.480.806;14,25%;14,25%;14,25%;197.753;10,75%;9,09%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;C;3;SAO PAULO;SP;03/2023;984.682;0;984.682;0;984.682;7.397.839;0;0;0;0;0;346.140;7.743.979;10.430.256;12,72%;12,72%;12,72%;193.599;9,44%;1,22%
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;03/2023;957.634;104.684;1.062.317;0;1.062.317;6.995.396;46.645;0;4.906;0;51.551;491.751;7.538.698;12.020.918;12,70%;14,09%;14,09%;188.467;8,84%;9,38%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;03/2023;646.600;0;646.600;159.791;806.391;6.271.931;126.447;0;61.418;1.144;189.008;649.067;7.110.006;14.373.143;9,09%;9,09%;11,34%;177.750;4,50%;3,05%
HSBC BI - PRUDENCIAL;1000084741;b1;S3;I;3;SAO PAULO;SP;03/2023;867.071;526.918;1.393.989;0;1.393.989;4.113.660;16.602;0;1.701.188;0;1.717.789;1.093.384;6.924.833;8.042.916;12,52%;20,13%;20,13%;173.121;17,33%;6,50%
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;03/2023;1.179.014;0;1.179.014;0;1.179.014;6.128.163;0;0;0;0;0;675.543;6.803.706;8.143.314;17,33%;17,33%;17,33%;170.093;14,48%;0,01%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;03/2023;1.134.948;0;1.134.948;30.493;1.165.441;6.556.797;92.759;0;0;0;92.759;86.531;6.736.087;10.134.955;16,85%;16,85%;17,30%;168.402;11,20%;7,21%
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;03/2023;1.960.595;0;1.960.595;0;1.960.595;5.739.255;142.508;0;707;0;143.215;741.364;6.623.833;8.708.051;29,60%;29,60%;29,60%;165.596;22,51%;0,81%
BS2 - PRUDENCIAL;1000080422;b1;S3;C;2;BELO HORIZONTE;MG;03/2023;640.306;0;640.306;142.359;782.665;4.993.386;19.830;218;66.032;11.090;97.170;1.509.572;6.600.127;14.785.754;9,70%;9,70%;11,86%;165.003;4,33%;28,80%
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;03/2023;786.851;0;786.851;0;786.851;5.480.022;2.023;0;0;0;2.023;1.110.283;6.592.329;NA;11,94%;11,94%;11,94%;329.616;NA%;0,68%
BANCOSEGURO S.A.;10264663;b1;S4;I;2;SAO PAULO;SP;03/2023;723.498;263.659;987.158;0;987.158;5.999.950;0;0;0;0;0;581.280;6.581.229;21.423.603;10,99%;15,00%;15,00%;164.531;4,61%;0,00%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S4;I;2;MARINGA;PR;03/2023;907.599;0;907.599;81.536;989.134;6.006.393;0;0;0;0;0;248.805;6.255.199;10.430.618;14,51%;14,51%;15,81%;156.380;8,70%;31,32%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;03/2023;809.947;0;809.947;125.667;935.613;6.025.621;45;0;0;0;45;202.808;6.228.473;9.353.653;13,00%;13,00%;15,02%;155.712;8,66%;17,91%
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;03/2023;1.020.775;0;1.020.775;0;1.020.775;4.475.341;0;0;0;0;0;1.356.716;5.832.057;6.107.883;17,50%;17,50%;17,50%;291.603;16,71%;46,86%
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;03/2023;2.178.078;0;2.178.078;0;2.178.078;5.528.346;0;0;0;0;0;285.926;5.814.272;8.386.679;37,46%;37,46%;37,46%;290.714;25,97%;0,24%
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;03/2023;341.181;269.450;610.631;117.820;728.451;4.829.468;262;0;0;0;262;881.239;5.710.969;8.345.790;5,97%;10,69%;12,76%;142.774;7,32%;4,58%
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;03/2023;1.386.250;0;1.386.250;0;1.386.250;4.186.464;126.673;0;622.998;0;749.672;702.827;5.638.962;12.732.735;24,58%;24,58%;24,58%;140.974;10,89%;0,39%
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;03/2023;928.708;0;928.708;0;928.708;5.165.347;5.574;0;0;0;5.574;455.831;5.626.753;10.004.402;16,51%;16,51%;16,51%;140.669;9,28%;2,35%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;03/2023;757.121;0;757.121;106.870;863.990;5.457.847;0;0;0;0;0;162.761;5.620.608;9.121.515;13,47%;13,47%;15,37%;140.515;8,30%;5,85%
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;03/2023;943.784;0;943.784;0;943.784;5.122.212;4.063;0;0;0;4.063;345.727;5.472.002;NA;17,25%;17,25%;17,25%;136.800;NA%;0,44%
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;03/2023;703.534;0;703.534;124.044;827.578;4.693.550;25.734;0;100.547;0;126.281;499.104;5.318.935;6.099.033;13,23%;13,23%;15,56%;132.973;11,54%;7,17%
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;I;3;SAO PAULO;SP;03/2023;1.083.394;0;1.083.394;0;1.083.394;4.819.823;2.427;0;0;0;2.427;317.940;5.140.189;4.815.364;21,08%;21,08%;21,08%;128.505;22,50%;0,58%
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;03/2023;909.699;42.194;951.893;55.497;1.007.390;4.048.571;0;0;494;0;494;969.758;5.018.823;8.938.347;18,13%;18,97%;20,07%;125.471;10,65%;8,32%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;03/2023;843.979;0;843.979;29.871;873.850;4.739.168;19.949;0;0;0;19.949;243.300;5.002.417;7.419.133;16,87%;16,87%;17,47%;125.060;11,38%;12,44%
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;03/2023;535.592;0;535.592;128.354;663.946;4.362.131;0;0;1.237;24;1.262;576.797;4.940.189;9.176.691;10,84%;10,84%;13,44%;123.505;5,84%;13,82%
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;03/2023;NA;NA;NA;NA;773.734;4.611.083;0;NA;NA;NA;0;199.296;4.810.380;NA;NA%;NA%;16,08%;NA;NA%;10,17%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;03/2023;825.433;0;825.433;0;825.433;4.640.015;9.460;0;0;0;9.460;78.732;4.728.207;5.947.858;17,46%;17,46%;17,46%;118.205;13,88%;6,89%
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;03/2023;1.639.804;0;1.639.804;0;1.639.804;2.032.092;1.398.310;0;356.733;196;1.755.239;725.537;4.512.868;7.034.203;36,34%;36,34%;36,34%;112.822;23,31%;-1,28%
