Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1.739.375;b3S;I;2;S5;9;LAGOA DA PRATA;MG;03/2023;206.285;0;111;287;413;12;0;0;824;1.502;13.379;31.446;44.793;6.196;574;0;97.890;19;461;1.233;1.996;351;0;0;4.060;0;0;0;0;0;0;0;0;1.062;15.482;4.619;67;0;0;0;21.230;589;5.179;10.424;20.994;8.870;10.874;0;56.930;1.062;20.538;3.390;338;24;0;0;25.351;0
COOPERATIVA DE CRÉDITO CREDIARA LTDA - SICOOB CREDIARA;66.398.496;b3S;I;2;S5;9;ARAXA;MG;03/2023;205.908;0;153;387;649;180;0;0;1.369;492;15.959;29.749;33.589;5.114;847;0;85.749;25;1.477;3.572;6.948;1.192;0;0;13.214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;17.573;42.849;29.200;3.532;485;0;93.773;888;3.372;5.616;1.557;332;38;0;11.803;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS;4.490.531;b3S;I;2;S5;9;ORIZONA;GO;03/2023;205.448;0;51;135;269;109;1;0;565;444;3.846;14.166;11.074;7.318;5.073;0;41.921;50;373;1.072;1.842;433;0;0;3.770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;35.231;24.577;33.358;19.163;13.107;0;125.677;1.917;4.578;10.465;8.572;4.133;3.836;14;33.515;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR;5.983.995;b3S;I;2;S5;9;HUMAITA;RS;03/2023;202.266;0;0;0;0;0;0;0;0;749;5.849;12.411;21.091;7.995;1.827;0;49.923;15;246;660;1.352;350;2;0;2.624;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;5;127;69.359;26.470;8.974;7.449;4.396;0;116.776;577;4.229;13.122;8.246;4.018;2.733;15;32.939;0
FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;411.939;n1;I;2;S5;14;JUNDIAI;SP;03/2023;202.001;472;1.914;4.092;2.144;12;0;0;8.634;6.751;8.064;13.161;11.514;1.094;2;0;40.586;7.132;22.895;50.447;65.100;7.177;4;0;152.754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;9;12;3;0;0;28;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;1.760.242;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2023;200.914;388;6.579;15.769;40.933;41.127;51.332;0;156.128;313;1.265;3.155;3.518;730;526;59;9.566;5;534;1.431;2.108;304;35;0;4.417;0;0;0;0;0;0;0;0;5;1;2;6;1;0;0;15;0;17;5.242;3.340;75;0;0;8.674;1.294;3.738;958;2.531;1.982;8.420;3.189;22.113;0
COOPERATIVA DE CRÉDITO CREDICOPE LTDA. - SICOOB CREDICOPE;38.588.174;b3S;I;2;S5;9;CONSELHEIRO PENA;MG;03/2023;199.048;4;276;783;1.048;110;18;0;2.239;682;6.735;18.374;24.321;3.711;634;0;54.458;106;1.151;3.181;5.140;726;8;0;10.312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;8.855;24.762;46.463;23.855;18.409;0;122.654;1.354;4.213;2.472;533;312;500;0;9.385;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, DO TRIBUNAL DE CONTAS ESTADUAL E DEMAIS ÓRGÃOS PÚBLICOS MUNICIPAIS, ESTADUAIS E FEDERAIS NO ESTADO DO RIO DE JANEIRO LTDA. -;2.000.895;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;03/2023;194.744;91;8.564;18.893;49.636;50.132;65.009;0;192.325;24;366;1.336;209;0;0;0;1.935;0;12;34;66;34;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;270;2;0;0;0;0;338;0
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9.512.539;b3S;I;2;S5;9;ITAJAI;SC;03/2023;194.298;10;681;1.987;3.520;1.661;1.571;0;9.430;3.061;12.266;27.982;32.204;7.029;6.155;39;88.735;313;3.610;9.582;15.625;2.894;12;0;32.036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.801;12.929;19.979;18.976;4.858;1.556;0;64.098;0
COOPERATIVA DE CREDITO CREDIROCHAS - SICOOB CREDIROCHAS;3.358.914;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;03/2023;191.621;168;2.455;7.117;14.407;5.230;1.478;0;30.855;2.545;10.746;26.015;33.590;9.025;3.448;0;85.369;185;2.298;6.067;11.734;3.242;7;0;23.533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;4.616;4.743;11.797;5.294;4.104;0;30.576;8.389;6.883;2.126;2.248;1.379;264;0;21.288;0
BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;20.443.996;n1;I;2;S5;14;CERRO LARGO;RS;03/2023;191.441;15;826;1.485;746;1;0;0;3.072;12.586;55.673;62.396;4.425;262;0;0;135.342;13;56;107;66;0;0;0;242;0;0;0;0;0;0;0;0;11.876;30.767;9.993;149;0;0;0;52.785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2.090.126;b3S;I;2;S5;9;PASSOS MAIA;SC;03/2023;190.681;10;253;649;1.316;591;49;0;2.868;1.460;10.022;18.702;30.267;11.329;8.262;0;80.041;80;1.501;4.004;6.156;1.386;22;0;13.150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;14.959;33.379;27.627;5.828;2.423;0;84.321;1.252;3.679;838;976;1.186;2.371;0;10.301;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869.687;b3S;I;2;S5;9;BOA ESPERANCA;MG;03/2023;190.121;0;0;0;0;0;0;0;0;198;5.593;18.901;9.364;594;2;0;34.653;29;164;559;597;43;0;0;1.392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;3.479;93.551;34.655;16.230;3.209;0;151.144;254;1.432;682;357;207;0;0;2.932;0
COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;25.353.939;b3S;I;2;S5;9;ALPINOPOLIS;MG;03/2023;189.541;0;1;0;0;0;0;0;1;144;7.012;12.750;10.703;1.280;0;0;31.890;1;363;939;1.575;362;0;0;3.240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;16.189;96.546;25.108;10.224;1.821;0;150.048;469;2.363;944;21;184;382;0;4.362;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71.154.876;b3S;I;2;S5;9;JOAO PINHEIRO;MG;03/2023;184.919;0;0;0;0;0;0;0;0;1.405;12.770;27.938;33.447;8.635;186;0;84.381;58;861;2.190;5.237;2.517;16;0;10.879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;5.162;22.362;50.314;3.788;76;0;81.942;773;6.581;363;0;0;0;0;7.717;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;S4;5;VITORIA;ES;03/2023;184.387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.868;22.171;45.955;74.130;17.946;1.200;0;171.271;82;1.048;2.297;5.233;4.148;308;0;13.116;0
SICOOB CREDIGOIÁS COOPERATIVA DE CRÉDITO LTDA.;37.255.049;b3S;I;2;S5;9;GOIANIA;GO;03/2023;183.648;0;0;0;0;0;0;0;0;217;5.600;14.793;6.635;1.121;23;0;28.388;0;162;326;698;282;3;0;1.471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;29.396;50.053;58.419;12.538;731;0;151.471;210;2.066;42;0;0;0;0;2.318;0
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78.157.146;b3S;I;2;S5;9;ROLANDIA;PR;03/2023;178.942;0;47;195;271;24;0;0;537;0;16.672;11.608;19.512;5.088;1;0;52.882;0;318;733;1.332;219;0;0;2.602;0;7.607;3.076;16.377;1.937;0;0;28.998;0;0;0;0;0;0;0;0;0;46.234;37.928;4.952;3.225;0;0;92.339;0;673;841;70;0;0;0;1.585;0
COOPERATIVA DE CRÉDITO MONTECREDI LTDA. - SICOOB MONTECREDI;71.392.047;b3S;I;2;S5;9;MONTE CARMELO;MG;03/2023;178.671;0;45;95;184;39;0;0;363;1.099;2.816;19.572;17.606;3.412;2.609;0;47.114;2;560;1.908;3.556;1.092;0;0;7.117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;4.663;77.076;26.960;6.591;2.789;0;118.183;420;4.522;796;145;11;0;0;5.894;0
COOPERATIVA DE CRÉDITO CARLOS CHAGAS LTDA. - SICOOB CARLOS CHAGAS;41.753.500;b3S;I;2;S5;9;CARLOS CHAGAS;MG;03/2023;177.906;0;0;0;0;0;0;0;0;1.112;23.049;24.158;22.425;6.916;1;0;77.660;10;372;875;1.482;346;0;0;3.084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;5.916;21.527;34.450;1.572;0;0;63.500;486;25.805;7.370;0;0;0;0;33.661;0
COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA;3.412.878;b3S;I;2;S5;9;ITURAMA;MG;03/2023;177.651;0;0;0;0;0;0;0;0;213;8.569;27.304;18.540;1.796;102;0;56.524;11;348;980;1.360;78;0;0;2.776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.435;54.014;43.518;13;0;0;109.981;295;5.650;2.424;1;0;0;0;8.369;0
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4.484.490;b3S;I;2;S4;9;BIRIGUI;SP;03/2023;176.747;245;2.626;7.710;16.695;13.373;17.322;36;58.005;262;4.062;7.100;9.664;1.512;261;0;22.861;11;703;1.756;2.903;701;2;0;6.076;0;0;0;0;0;0;0;0;1.228;16.941;6.406;61;0;0;0;24.637;0;196;5.635;5.251;899;0;0;11.980;889;10.398;15.473;15.971;6.454;4.003;0;53.188;0
HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS;7.512.441;n1;I;2;S4;14;DOIS IRMAOS;RS;03/2023;173.049;447;2.783;6.160;4.778;1.001;437;0;15.605;16.706;35.794;48.714;12.029;19;0;30;113.292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.016;15.122;12.076;7.938;0;0;0;44.152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DA REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE - SICOOB-CRESSEM;54.190.525;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;03/2023;171.986;526;11.024;27.192;63.225;36.855;15.366;0;154.188;694;926;4.138;6.313;740;51;0;12.862;37;123;417;788;92;0;0;1.456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.351;1.477;639;13;0;0;0;3.479;0
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21.670.187;b3S;I;2;S5;9;BOM DESPACHO;MG;03/2023;168.941;4;59;172;209;19;0;0;464;921;14.324;35.083;41.213;4.493;353;0;96.386;47;1.346;3.797;5.882;540;0;0;11.610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9.985;25.673;10.457;1.417;607;0;48.149;976;9.915;1.441;0;0;0;0;12.332;0
BARRACRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1.439.107;b3S;I;2;S5;9;BARRA BONITA;SP;03/2023;167.673;353;5.742;18.006;9.110;228;0;0;33.440;231;9.289;34.628;42.036;9.396;315;0;95.895;63;1.796;8.110;18.884;8.279;53;0;37.184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1.144;3;0;0;0;1.154;0
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7.122.321;b3S;I;2;S5;9;PATO BRANCO;PR;03/2023;167.306;29;477;1.181;1.882;748;139;0;4.455;1.353;10.757;22.512;27.606;7.928;7.559;0;77.716;4;139;344;631;231;3;0;1.352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533;29.987;25.126;12.234;2.280;1.762;0;71.922;2.777;6.023;3.061;0;0;0;0;11.861;0
COOPERATIVA DE CRÉDITO EVOLUA;10.311.218;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;03/2023;165.729;1;203;590;1.058;272;1;0;2.124;1.945;10.815;26.046;33.779;8.605;1.669;0;82.860;78;1.143;2.959;4.160;645;1;0;8.987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.795;8.497;12.849;17.450;11.931;17.236;0;71.758;0
COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;1.664.968;b3S;I;2;S5;9;PORTO VELHO;RO;03/2023;165.446;0;0;0;0;0;0;0;0;1.796;13.412;16.761;15.979;4.611;637;0;53.195;54;154;364;529;171;0;0;1.272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.563;3.345;48.034;37.895;7.265;0;0;99.102;2.928;8.842;107;0;0;0;0;11.877;0
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25.606.237;b3S;I;2;S5;9;GOVERNADOR VALADARES;MG;03/2023;165.335;15;374;974;1.626;467;3;0;3.460;537;10.165;28.546;31.937;7.160;220;0;78.565;11;873;2.412;4.573;1.296;1;0;9.166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;8.321;16.646;33.250;1.713;523;0;60.706;1.217;6.585;2.697;1.184;592;1.164;0;13.439;0
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70.038.237;b3S;I;2;S5;9;NATAL;RN;03/2023;165.188;1;137;395;822;392;17;0;1.765;564;11.408;27.471;29.679;2.530;502;0;72.152;49;2.128;5.562;6.556;269;0;0;14.564;0;0;0;0;0;0;0;0;1.386;22.925;9.518;44;0;0;0;33.874;0;0;0;0;0;0;0;0;539;5.900;9.016;16.915;4.846;5.616;0;42.833;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA;73.422.792;b3S;I;2;S5;9;RUBIATABA;GO;03/2023;165.075;0;8;22;11;0;0;0;41;641;9.791;13.891;22.817;6.660;31;0;53.833;85;1.732;4.725;8.987;2.564;14;0;18.108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561;7.100;20.944;44.603;2.769;92;0;76.069;1.261;14.113;1.350;261;39;0;0;17.025;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41.707.258;b3S;I;2;S5;9;SANTO ANTONIO DO MONTE;MG;03/2023;164.527;31;395;993;1.473;398;1;0;3.291;997;6.284;17.764;26.427;4.482;4.930;0;60.883;10;341;1.244;1.704;323;0;0;3.623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;6.230;24.752;21.220;11.666;15.906;0;79.876;984;7.336;3.538;1.358;965;2.672;0;16.853;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2.232.383;b3S;I;2;S5;9;CLAUDIO;MG;03/2023;163.450;13;417;1.101;1.749;455;41;0;3.776;935;17.562;25.177;36.018;16.729;9.094;0;105.514;27;1.127;2.786;5.171;1.702;92;0;10.906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.443;12.509;5.378;896;265;0;20.491;2.011;14.487;3.714;1.293;1.103;154;0;22.763;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5.222.094;b3S;I;2;S5;9;PIRACANJUBA;GO;03/2023;160.828;8;82;216;253;34;0;0;592;101;5.114;7.494;11.768;2.566;476;0;27.519;0;424;843;1.766;898;0;0;3.932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;20.504;67.849;31.006;4.274;319;0;123.954;489;3.501;117;362;362;0;0;4.832;0
COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;4.355.489;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2023;158.901;25;6.726;18.477;39.801;26.087;25.053;74;116.243;31;1.217;3.246;4.748;1.703;902;0;11.846;0;923;2.360;3.758;696;4;0;7.741;0;339;884;2.186;1.762;3.967;303;9.441;66;9.342;3.160;29;0;0;0;12.596;0;0;0;0;0;0;0;0;1;313;220;148;118;233;0;1.033;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3.519.240;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2023;158.788;139;6.844;18.155;46.229;40.193;29.510;48;141.119;26;490;1.763;1.381;784;1.205;0;5.648;0;268;663;1.264;580;5;0;2.780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438;2.377;593;1.223;1.144;3.330;136;9.242;0
COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE;4.138.455;b3S;I;2;S5;9;NATAL;RN;03/2023;157.424;424;6.775;16.591;45.053;44.344;30.017;0;143.204;548;838;2.098;4.107;1.472;129;0;9.192;50;100;268;755;241;0;0;1.414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.657;849;1.090;17;0;0;0;3.614;0
COOPERATIVA DE CRÉDITO COPERSUL LTDA - SICOOB COPERSUL;18.966.739;b3S;I;2;S5;9;TRES PONTAS;MG;03/2023;155.841;0;0;0;0;0;0;0;0;314;6.184;22.120;11.069;577;13;0;40.277;12;315;1.188;2.098;1.199;0;0;4.812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1.872;86.762;10.945;7.000;452;0;107.049;604;1.408;756;795;142;0;0;3.704;0
CREDIBRF - COOPERATIVA DE CRÉDITO;82.096.447;b3S;I;2;S5;9;CURITIBA;PR;03/2023;155.477;2.624;27.415;57.208;52.154;7.738;4.223;171;151.534;0;0;0;0;0;0;0;0;4;337;921;1.829;852;1;0;3.943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA;26.960.328;b3S;I;2;S5;9;PARAISO DO NORTE DO TOCANTINS;TO;03/2023;154.630;24;550;1.828;2.663;522;1;0;5.588;795;8.206;15.710;15.475;5.649;1.627;0;47.462;279;2.553;6.692;12.914;2.990;6;0;25.435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819;6.062;36.720;19.783;694;0;0;64.078;1.829;5.780;1.371;1.106;1.100;880;0;12.067;0
COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO;71.154.256;b3S;I;2;S5;9;SACRAMENTO;MG;03/2023;154.629;0;0;0;0;0;0;0;0;400;8.058;12.126;13.841;5.936;661;0;41.022;65;963;2.831;6.051;1.446;0;0;11.357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;5.164;45.806;14.671;9.769;11.691;0;87.193;517;3.200;1.684;3.218;2.997;3.440;0;15.056;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDFAZ LTDA. - SICOOB CREDFAZ;952.415;b3S;I;2;S5;9;BRASILIA;DF;03/2023;153.564;80;5.776;13.083;35.284;35.157;59.799;0;149.179;57;487;1.464;1.392;168;47;0;3.615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;483;3;0;0;0;0;770;0
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64.237.530;b3S;I;2;S5;9;ITAUNA;MG;03/2023;152.418;0;72;197;244;36;0;0;548;340;7.704;17.094;23.878;7.706;1.962;0;58.684;2;486;1.290;1.958;266;0;0;4.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;10.039;19.260;36.383;11.491;4.449;0;81.658;447;5.317;1.505;230;26;0;0;7.525;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LTDA. - SICOOB JUDICIÁRIO;37.076.205;b3S;I;2;S5;9;BRASILIA;DF;03/2023;151.810;168;7.150;19.402;43.859;36.436;33.330;0;140.345;307;1.435;3.389;3.007;1.031;209;0;9.377;0;8;15;31;9;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;650;826;381;63;84;21;0;2.025;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INTERAÇÃO;8.055.016;b3S;I;2;S5;9;XAVANTINA;SC;03/2023;151.411;0;6;14;19;17;34;0;91;160;2.231;6.045;11.769;7.113;4.312;2;31.631;21;464;1.319;2.437;758;96;0;5.096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;18.342;28.095;19.789;17.649;22.749;0;106.745;70;3.170;1.065;2.434;855;248;4;7.847;0
COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE;9.403.026;b3S;I;2;S5;9;GRAJAU;MA;03/2023;149.592;31;665;1.993;2.942;1.115;3;0;6.750;258;4.240;6.420;9.642;203;0;0;20.763;34;857;2.364;3.486;405;0;0;7.146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5.884;20.177;59.000;14.354;0;0;99.566;1.148;12.877;1.312;31;0;0;0;15.368;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62.928.320;b3S;I;2;S5;9;SAO PAULO;SP;03/2023;149.140;616;10.422;46.693;75.232;15.115;0;0;148.079;76;105;333;491;56;0;0;1.061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;5.503.849;n1;I;2;S5;14;SAO PAULO;SP;03/2023;148.653;0;0;0;0;0;0;0;0;1;42;97;93;26;0;0;259;8.092;25.046;53.234;58.365;3.484;0;0;148.222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;57;88;0;0;0;172;0
COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU;66.262.643;b3S;I;2;S5;9;POMPEU;MG;03/2023;147.885;3;54;147;267;107;2;0;580;366;5.240;10.078;16.532;3.646;731;0;36.594;11;504;1.357;2.695;702;10;0;5.279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;22.506;30.342;28.722;10.747;8.329;0;100.741;531;3.502;575;84;0;0;0;4.692;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5.979.692;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2023;147.055;29;673;1.862;3.454;1.530;597;0;8.145;1.507;12.004;28.541;34.480;5.311;1.905;0;83.748;23;1.083;3.083;5.367;1.234;0;0;10.791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.614;5.334;11.752;12.303;6.273;7.096;0;44.372;0
COOPERATIVA DE CRÉDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ;803.287;b3S;I;2;S5;9;VAZANTE;MG;03/2023;146.918;0;0;0;0;0;0;0;0;163;8.223;14.810;16.347;4.308;82;0;43.933;13;1.169;3.146;5.323;1.185;0;0;10.835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15.044;27.135;30.084;13.606;444;0;86.315;448;4.164;1.183;19;22;0;0;5.836;0
