Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2019;685.397.931;356.217.286;99.875.413;91.520.530;75.726.662;25.375.087;7.572.249;8.783.865;5.977.840;14.348.999;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2019;663.487.114;146.720.032;152.930.994;22.936.501;24.896.693;6.119.929;4.730.798;4.099.154;5.073.265;12.261.247;283.718.500
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2019;613.721.337;264.428.143;62.233.504;144.867.606;57.944.766;9.958.869;6.686.739;3.770.118;7.763.062;23.153.152;32.915.378
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2019;517.688.975;130.864.465;161.393.819;43.042.763;43.298.684;7.208.852;6.372.965;2.903.262;3.984.149;18.324.385;100.295.631
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2019;351.523.077;116.557.163;113.272.856;30.856.675;23.678.357;11.085.318;4.845.281;3.506.293;2.904.341;9.398.817;35.417.977
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;12/2019;261.078.772;39.408.393;92.034.671;83.640.543;25.913.261;2.516.868;7.126.390;3.852.585;0;6.586.061;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2019;76.442.089;34.975.763;22.451.132;5.924.214;2.124.536;501.583;182.096;908.143;111.798;968.265;8.294.558
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2019;54.997.791;2.666.811;24.455.463;10.781.677;9.350.058;1.371.555;669.240;624.628;1.847.756;1.966.609;1.263.994
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2019;35.755.075;3.658.200;19.551.972;6.394.258;1.964.130;981.970;431.938;280.193;681.003;1.693.499;117.912
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2019;28.942.855;3.092.130;5.936.020;4.385.193;1.251.908;535.327;412.482;1.009.340;142.723;264.643;11.913.089
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;12/2019;24.596.323;2.993.316;7.367.755;9.584.300;2.191.558;625.607;117.934;90.361;37.395;565.813;1.022.284
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;12/2019;23.471.031;0;20.054.247;651.845;547.905;282.580;199.797;156.713;130.975;1.446.968;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2019;22.062.929;3.224.779;2.979.329;12.069.708;983.760;1.509.977;400.827;485.336;0;409.214;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;12/2019;17.654.563;4.843.132;10.806.065;1.099.111;207.398;87.839;64.298;194.905;57.458;294.357;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;12/2019;17.551.442;2.018.760;9.737.078;2.979.072;1.559.750;577.823;196.700;106.353;64.765;311.141;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2019;17.199.619;2.905.885;4.815.358;5.058.182;1.415.976;280.314;169.955;107.451;69.794;84.300;2.292.405
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;12/2019;13.654.913;5.953.947;5.529.103;1.522.940;350.329;64.403;2.249;2.813;2.993;226.137;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;12/2019;13.529.648;6.813.099;5.067.922;826.244;307.676;251.796;24.963;25.686;50.453;161.807;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;12/2019;12.571.319;600.520;7.492.356;2.984.312;825.496;182.402;202.382;8.179;238.711;36.961;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;12/2019;11.913.943;11.341.487;550.407;13.941;5.291;1.146;503;336;99;734;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;12/2019;10.938.682;2.920.892;5.875.376;672.231;594.193;162.651;56.411;39.545;101.129;516.255;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;12/2019;10.709.353;0;9.133.499;225.970;77.187;73.626;94.083;82.415;42.011;385.257;595.306
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;S4;41;SAO PAULO;SP;12/2019;10.570.007;0;9.725.379;120.293;142.490;94.915;70.224;57.983;53.163;305.559;0
