Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Cheque Especial e Conta Garantida;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2023;482.158.781;606.935;11.548.460;27.112.882;32.474.029;6.218.717;1.383.651;93.842;79.438.516;110.331;2.576.522;6.646.913;9.385.287;1.725.297;9.472;0;20.453.822;867.792;12.017.532;90.902;0;0;0;0;12.976.225;126.595;23.762.181;5.458.336;441.145;42.372;7;0;29.830.636;29.100;7.637.646;10.755.634;7.153.186;5.494.163;4.148.230;0;35.217.959;1.139.201;5.893.376;7.201.044;5.697.384;963.228;223.587;24.018;21.141.838;46.399;1.295.482;3.273.560;5.539.487;2.098.995;2.254.688;67.546;14.576.158;10.070;1.773.817;3.511.403;575.582;289.649;122.543;0;6.283.064;2.679;1.069.742;2.447.595;1.942.263;73.689;101.592;0;5.637.560;256.603.002
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2023;326.234.599;1.326.279;11.363.577;29.793.782;46.504.890;8.714.884;562.727;601.668;98.867.807;148.388;1.566.445;6.437.808;14.643.803;12.634.028;24.900.204;458.682;60.789.358;303.757;2.673.089;487.510;7.476;0;0;12.898;3.484.730;586.240;8.328.046;3.214.336;224.290;0;0;3;12.352.915;295.231;11.053.464;19.995.008;11.288.633;5.899.122;3.313.620;33.181;51.878.258;1.607.852;9.355.415;4.540.886;3.716.157;3.077.784;5.153.528;868.572;28.320.193;138.447;1.145.223;3.132.003;5.452.267;3.664.952;13.908.500;3.700.827;31.142.218;11.023;728.863;917.596;1.341.415;976.697;1.216.433;41.126;5.233.153;0;16.374;161.396;1.152.202;147.910;0;0;1.477.881;32.688.086
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2023;293.800.096;1.952.525;12.151.689;28.036.131;33.974.832;6.998.613;1.709.391;26.321;84.849.503;238.389;4.607.536;10.554.752;13.601.351;2.854.179;112.224;0;31.968.431;861.913;5.018.793;702.504;40;0;0;0;6.583.250;2.369.879;24.530.606;4.149.294;202.317;22.080;52;0;31.274.228;12.994;13.347.677;12.372.950;7.105.972;1.582.437;535.226;0;34.957.256;1.595.750;6.590.622;3.218.368;1.928.300;269.845;26.446;0;13.629.331;115.195;1.747.478;4.203.111;7.230.765;3.145.196;4.975.034;93.265;21.510.045;5.114;1.519.270;1.015.010;388.468;206.502;92.694;0;3.227.057;51.589;168.508;1.353.778;4.641.836;249.142;110.178;1.324;6.576.355;59.224.640
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2023;272.548.201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.528;6.973.750;17.528.134;43.566.495;46.059.202;120.265.119;35.666.833;270.103.060;0;44.372;92.299;214.698;305.169;1.788.603;0;2.445.140;0;0;0;0;0;0;0;0;0
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;06/2023;216.737.161;1.734.225;7.421.041;21.450.687;36.648.728;6.485.152;1.631.382;152;75.371.368;19.968;200.268;539.449;1.121.580;424.613;113.755;0;2.419.633;397.380;648.050;1.635.385;36.276;0;0;0;2.717.090;8.916;37.659;2.887;0;0;0;0;49.462;106.768;953.774;2.354.615;1.292.528;98.075;0;0;4.805.760;358.325;2.241.684;4.392.224;2.271.408;511.688;444.261;511;10.220.102;3.676.156;5.115.651;9.403.438;22.626.957;18.597.955;38.260.989;4.803.789;102.484.935;45.254;657.876;1.281.086;538.519;571.406;644.862;0;3.739.003;96.148;2.093.831;5.638.217;5.026.776;777.896;1.296.679;261;14.929.809;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2023;210.514.152;518.724;4.749.883;11.410.258;14.417.569;2.496.689;909.602;10.862;34.513.586;222.410;2.009.767;4.968.601;7.484.689;1.947.144;2.065.723;842.554;19.540.889;381.936;4.384.862;1.518.049;268.450;124.568;108.037;10.338;6.796.239;163.942;19.281.373;10.857.101;199.674;75.971;72.452;11.944;30.662.458;23.342;6.044.559;7.169.853;4.062.501;336.200;81;0;17.636.535;1.001.513;4.177.702;4.861.652;4.127.526;1.765.726;2.987.466;22.479;18.944.065;65.124;868.964;2.714.911;1.832.253;516.877;161.112;139;6.159.379;6.070;1.480.814;843.777;542.826;155.499;70.939;1.105;3.101.030;0;1.209;30.411;4.850;1.312;2.179;0;39.961;73.120.010
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2023;66.639.799;203.940;4.464.738;8.973.778;9.071.261;1.709.127;355.619;0;24.778.462;28.878;773.665;1.757.556;2.496.184;654.682;99.277;0;5.810.241;71.421;627.714;101.745;0;0;0;0;800.880;795.241;5.654.272;1.591.959;19.521;664;0;0;8.061.656;3.248;1.752.011;4.886.133;3.556.983;2.102.977;877.462;0;13.178.814;453.874;439.100;1.249.022;552.796;155.049;0;0;2.849.842;91.941;266.187;750.153;1.352.414;538.250;365.117;0;3.364.062;1.675;320.028;358.408;309.696;211.688;165.877;0;1.367.373;0;16.356;125.985;487.791;17.834;0;0;647.965;5.780.504
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2023;60.760.596;410.199;1.207.532;2.186.483;3.243.713;1.223.922;471.847;0;8.743.697;40.674;5.242;10.520;10.144;852;10;0;67.443;2.504;92.767;104.617;897.405;185.931;302.463;0;1.585.688;1.908.788;8.098.795;2.534.751;423.329;17.997;6.993;0;12.990.654;0;1.496.557;3.342.349;2.912.895;143.486;0;0;7.895.287;147.917;418.504;781.089;1.111.970;70.351;0;255;2.530.085;252;83.301;193.647;398.677;373.993;2.398.982;1.277.741;4.726.592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.221.149
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2023;29.843.785;190.895;1.610.059;3.830.555;3.557.226;359.815;8.580;14;9.557.145;9.344;298.078;793.682;1.219.337;322.582;18.520;68.514;2.730.058;99.074;880.487;1.015.537;5.187;0;0;0;2.000.284;357.367;8.352.079;778.976;31.329;0;0;0;9.519.751;15.741;890.391;835.043;379.803;36.748;371;0;2.158.097;14.161;20.932;18.769;19.698;1.385;0;0;74.945;338;33.764;104.243;209.356;77.436;2.196;0;427.334;0;98.611;109.787;9.912;2.498;0;0;220.808;0;0;0;0;0;0;0;0;3.155.364
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2023;28.965.596;0;913.407;1.028.958;552.956;106.625;0;0;2.601.947;0;1.568;3.807;1.324;0;0;0;6.700;0;31.238;171.039;0;0;0;0;202.277;45.768;8.164.944;1.334.256;214;55;0;0;9.545.237;21;2.660.024;8.057.177;2.168.805;1.999.230;0;0;14.885.257;22.069;762.101;392.100;0;0;0;0;1.176.270;0;0;0;0;0;0;0;0;0;22.944;524.964;0;0;0;0;547.908;0;0;0;0;0;0;0;0;0
