Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2013;524.852.527;249.529.761;57.798.174;55.444.955;22.133.114;97.063.360;2.476.320;40.406.844
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2013;424.172.084;218.243.201;45.042.780;65.022.414;17.040.716;77.442.208;1.380.765;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2013;392.277.274;185.226.973;20.210.501;33.449.871;9.671.472;47.358.433;6.801.836;89.558.187
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2013;337.095.487;150.544.550;22.320.601;36.416.267;13.715.765;43.137.627;7.201.990;63.758.687
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2013;264.989.435;150.191.659;18.785.328;44.969.615;3.801.834;20.292.263;26.948.736;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2013;217.334.006;124.605.786;12.776.887;20.071.225;5.497.109;29.583.225;1.826.531;22.973.244
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2013;60.970.797;31.931.289;4.030.457;8.234.718;2.381.337;11.622.889;400.302;2.369.805
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2013;60.651.580;29.301.275;5.058.713;3.789.946;2.039.038;11.742.053;1.390.942;7.329.613
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2013;50.074.775;24.238.709;3.073.895;3.738.021;1.540.022;7.789.464;2.204.342;7.490.322
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2013;23.667.324;3.213.480;220.457;877.904;244.770;18.813.749;207.746;89.219
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2013;22.588.745;14.047.890;1.157.366;2.924.348;715.396;2.982.687;761.059;0
BMG;30.290;b1;C;2;;199;BELO HORIZONTE;MG;06/2013;22.183.787;10.185.345;2.204.822;4.666.125;2.400.947;2.153.478;573.071;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2013;22.024.100;9.833.986;2.164.031;4.001.524;1.342.871;4.664.226;17.461;0
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;06/2013;13.886.207;6.827.204;1.843.944;2.423.017;873.358;1.685.955;232.729;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2013;13.378.847;6.692.269;1.731.402;313.656;39.509;347.542;20;4.254.449
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2013;11.495.931;2.349.332;571.264;8.316.887;102.463;114.872;41.112;0
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;06/2013;11.434.708;4.656.094;1.292.212;2.478.393;467.936;1.981.146;19.705;539.221
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2013;9.550.099;5.202.947;514.554;1.471.563;355.322;2.005.647;66;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2013;9.257.513;5.896.092;522.841;1.779.678;158.274;670.249;230.381;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2013;9.201.198;4.351.407;957.645;421.652;172.822;1.507.830;19;1.789.823
FIBRA;49.951;b1;C;2;;199;SAO PAULO;SP;06/2013;8.977.278;3.841.986;748.967;817.779;244.804;1.038.895;372.301;1.912.546
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2013;8.822.146;33.322;2.495.336;4.117;47.602;6.232.656;9.115;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2013;8.599.204;202.411;191.235;12.997;1.671;8.188.821;2.068;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2013;8.498.123;3.555.384;894.531;1.922.098;548.079;1.573.027;5.004;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2013;7.965.532;4.543.495;995.152;664.437;253.823;1.476.375;32.250;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2013;7.851.819;3.270.616;2.762.635;821.942;5.853;687.259;4;303.510
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;06/2013;7.492.639;3.971.225;625.081;1.289.379;459.585;1.100.700;45.360;1.309
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2013;7.133.043;228.570;6.848.787;25.843;8.478;10.159;11.206;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2013;6.431.756;4.551.568;539.906;94.863;232.172;944.468;68.780;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2013;5.855.764;3.450.013;458.624;661.948;137.149;793.465;354.565;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;06/2013;5.517.794;2.510.789;621.387;927.573;270.626;1.187.306;114;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;06/2013;5.397.997;1.917.015;853.480;590.288;165.518;1.869.593;2.103;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;06/2013;5.382.994;3.397.858;406.685;458.775;63.293;622.693;1.725;431.963
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2013;4.507.379;1.037.459;102.976;33.929;12.614;383.075;0;2.937.325
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2013;4.381.876;1.161.684;1.223.634;353.857;152.905;1.489.217;578;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;06/2013;3.812.379;3.699.818;17.059;48.369;3.355;5.450;38.328;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;06/2013;3.417.187;384.093;1.721.433;370.171;92.713;847.864;914;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;06/2013;3.332.669;3.254.129;19.238;33.267;475;25.528;32;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;06/2013;3.317.261;1.232.148;339.270;594.794;354.522;796.021;508;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;06/2013;3.316.825;1.259.663;397.174;401.504;209.291;1.048.717;476;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;06/2013;3.086.197;144.537;6.129;50.801;924;2.883.356;450;0
TOYOTA;51.334;b2;C;3;;198;SAO PAULO;SP;06/2013;3.065.503;1.256.276;402.385;638.933;241.142;525.997;770;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;06/2013;3.008.076;2.280.234;110.109;171.002;23.991;382.889;39.850;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;06/2013;2.833.955;1.448.153;199.256;233.688;80.029;187.242;685.587;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;06/2013;2.614.671;691.709;74.526;94.942;15.722;1.667.301;70.470;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;06/2013;2.601.479;2.117.587;92.929;184.320;35.453;101.034;70.157;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;06/2013;2.584.173;1.424.240;381.898;60.298;58.392;531.180;27;128.138
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;06/2013;2.523.717;7.988;3.029;15.051;2.487.756;1.128;8.765;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;06/2013;2.448.168;888.820;342.357;752.705;251.187;203.483;9.616;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;06/2013;2.388.072;1.618.501;15.116;17.101;5.911;62.456;4;668.984
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;06/2013;2.368.859;1.111.695;249.870;285.024;685.283;33.488;3.499;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;06/2013;2.356.143;2.154.718;23.251;18.306;22.457;137.410;0;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;06/2013;2.346.948;949.593;214.496;664.476;247.811;144.451;126.121;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;06/2013;2.042.784;1.996.009;36.180;4.838;1.453;3.588;718;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;06/2013;1.756.025;943.836;48.114;436.494;22.718;116.612;10.027;178.225
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;06/2013;1.749.128;1.264.666;139.767;153.284;56.892;128.315;6.205;0
RURAL;31.244;b1;C;2;;199;BELO HORIZONTE;MG;06/2013;1.734.522;717.650;141.098;440.519;61.915;40.658;39.962;292.719
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;06/2013;1.632.540;650.300;214.903;75.723;42.331;649.284;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;06/2013;1.627.529;3.826;923;1.532.623;252;348;89.556;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;06/2013;1.555.866;623.760;133.298;367.920;75.793;354.624;471;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;06/2013;1.540.141;627.334;48.993;11.882;1.265;159.621;691.046;0
RODOBENS;51.736;b1;C;2;;199;SAO PAULO;SP;06/2013;1.477.568;609.234;284.699;209.984;288.741;84.513;397;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;06/2013;1.392.847;1.047.998;55.563;83.930;101.618;103.739;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;06/2013;1.324.659;1.309.400;14.165;8;189;464;433;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;06/2013;1.298.156;584.145;434.440;188.180;9.162;82.228;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;06/2013;1.268.016;1.139.243;9.775;32.497;2.154;84.344;2;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;06/2013;1.256.524;833.837;107.567;61.815;131.928;104.601;16.775;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;06/2013;1.192.948;847.528;243.292;10.278;0;91.850;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;06/2013;1.190.736;101.770;46.883;111.132;30.786;25.460;874.705;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;06/2013;1.142.611;384.307;103.487;252.658;108.333;94.379;199.447;0
BANIF;20.255;b1;C;3;;199;SAO PAULO;SP;06/2013;1.125.945;820.628;26.725;150.601;40.334;84.493;3.164;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;06/2013;1.101.463;619.313;146.407;147.341;10.912;159.408;2.072;16.010
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;06/2013;1.083.086;438.771;155.763;120.149;51.999;316.404;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;06/2013;1.065.583;202.872;560.755;110.442;41.186;149.105;1.223;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;06/2013;1.045.698;5.322;1.322;3.293;738;1.028.014;7.009;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;06/2013;986.951;730.517;0;48.007;90.495;117.933;0;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;06/2013;982.288;750.327;52.046;1.517;55.984;122.414;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;06/2013;956.313;343.790;184.580;258.714;52.410;115.922;897;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;06/2013;920.383;915.410;242;1.991;1.785;379;576;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26.529.420;b3S;I;2;;9;NOVA MUTUM;MT;06/2013;904.360;4.009;875.840;5.610;1.739;15.234;1.928;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;06/2013;897.229;424.135;55.001;159.715;67.092;84.138;107.148;0
BANCO INTERMEDIUM S/A;416.968;b1;I;2;;8;BELO HORIZONTE;MG;06/2013;883.724;602.735;89.284;63.784;12.014;74.202;41.705;0
ORIGINAL;51.781;b1;C;2;;199;PORTO ALEGRE;RS;06/2013;872.789;453.131;247.863;59.733;61.853;44.671;5.538;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;06/2013;787.048;321.930;71.763;119.101;75.864;198.390;1;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;06/2013;755.574;366.588;40.743;14.839;9.993;208.484;114.928;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;06/2013;702.194;581.070;86.809;20.519;0;13.797;0;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27.406.222;n1;I;2;;14;VITORIA;ES;06/2013;695.865;424.041;528;93.939;558;350;176.448;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;06/2013;693.645;421.528;68.824;43.787;18.730;140.541;235;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;06/2013;679.122;108;91;47;16;678.696;164;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;06/2013;678.601;49;1.329;0;0;677.222;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79.342.069;b3S;I;2;;9;MARINGA;PR;06/2013;672.074;5.212;10.798;95;2.828;648.984;4.157;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;06/2013;660.786;648.649;225;200;0;11.711;1;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;06/2013;570.668;469.610;21.852;67.953;1.047;10.177;28;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;06/2013;566.929;8.254;5.338;278;539;548.649;3.870;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;06/2013;555.824;3.793;276;134;238;547.164;4.219;0
RENDIMENTO;51.468;b1;C;2;;199;SAO PAULO;SP;06/2013;539.946;472.623;14.039;13.104;25.042;13.749;1.389;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;;8;RIO DE JANEIRO;RJ;06/2013;520.878;281.999;5.406;199.064;15.689;18.717;2;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;06/2013;494.399;473.141;6.916;12.848;1.045;37;413;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;06/2013;492.674;452;755;2.391;381;484.770;3.924;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;06/2013;489.944;64.208;13.102;10.721;2.496;397.954;1.463;0
