Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2016;682.367.545;340.798.638;80.982.409;106.321.819;27.790.249;125.727.301;747.130;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2016;674.642.397;318.792.678;81.768.709;77.974.125;29.770.465;120.311.680;386.856;45.637.885
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2016;548.819.212;203.409.362;20.105.872;40.277.918;10.358.223;44.027.819;2.518.813;228.121.205
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2016;390.116.719;172.641.639;24.545.889;44.098.129;14.279.825;42.435.154;829.434;91.286.649
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2016;368.819.835;227.771.780;34.581.137;45.042.614;6.294.280;26.171.039;28.958.985;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2016;241.899.585;144.176.937;13.943.161;21.253.498;5.640.491;31.929.817;331.113;24.624.570
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2016;66.068.476;32.171.162;5.231.317;5.168.909;1.993.105;13.735.166;151.094;7.617.722
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2016;46.773.774;23.591.496;3.626.071;7.373.749;1.634.372;8.916.205;26.089;1.605.793
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2016;46.290.915;3.971.342;2.830.773;261.156;31.724;306.101;23.270;38.866.548
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2016;44.733.902;24.190.926;2.692.150;3.230.423;886.001;6.064.901;8.949;7.660.552
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2016;28.618.906;3.531.767;449.540;1.000.902;363.923;23.082.661;19.852;170.262
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2016;20.252.033;14.819.671;705.147;1.065.231;408.661;3.165.131;88.192;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2016;17.906.101;8.476.191;2.190.784;3.501.915;1.296.087;2.430.428;10.696;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2016;16.239.430;7.274.406;1.529.714;3.013.195;1.025.493;3.391.976;4.645;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2016;14.119.160;5.225.531;6.139.426;1.146.386;86.375;1.521.441;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2016;13.187.647;2.283.696;636.363;10.014.426;130.949;119.769;2.443;0
