Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2023;35.513.711;42.357;623.356;1.681.507;3.081.367;1.645.263;487.656;0;7.561.507;62.017;953.524;2.439.450;2.529.732;595.970;100.169;0;6.680.862;238.795;2.392.636;5.941.106;8.544.303;1.186.648;1.405;0;18.304.893;546;11.141;30.287;78.723;74.403;289.046;250.044;734.190;238.268;836.509;414.493;19.213;1.801;0;0;1.510.283;28;29.659;70.562;66.025;37.870;6.409;0;210.552;24.169;158.638;218.071;38.546;21.436;10.703;0;471.564;39.860
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;09/2023;32.439.546;123;20.020;52.883;87.083;43.754;32.404;0;236.267;1.323.452;6.817.579;6.979.126;1.404.689;15.764;1.967;4;16.542.581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.693.019;8.910.059;1.836.915;139.884;72;1;0;15.579.950;0;0;0;0;0;0;0;0;3.883;14.699;30.551;31.556;60;0;0;80.748;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2023;26.846.275;29.235;573.538;735.124;1.124.265;5.630.551;3.146.967;0;11.239.681;95.754;1.559.997;1.129.959;1.313.580;482.129;153.045;447.689;5.182.154;527;4.424;10.523;14.369;3.264;11;0;33.118;2.611;108.751;233.258;623.380;603.315;2.665.319;2.558.606;6.795.241;185.918;190.843;195.940;71.330;9.816;1.776;0;655.624;1.400;92.308;285.655;150.986;125.905;108.059;0;764.312;64.524;86.871;312.892;367.854;360.390;915.466;68.147;2.176.145;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2023;20.693.810;35.633;299.458;816.421;1.753.617;1.153.647;515.992;32;4.574.799;62.122;280.382;600.527;672.034;210.836;107.059;0;1.932.959;0;50;132;209;11;0;0;402;10.203;85.533;186.718;481.541;451.432;1.832.973;1.496.396;4.544.796;1.200.880;5.450.918;1.389.153;86.582;2.395;90;0;8.130.017;3.358;90.632;57.900;71.517;78;0;0;223.484;20.124;64.996;99.047;220.335;169.705;648.118;65.028;1.287.352;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;C;2;S3;11;PORTO ALEGRE;RS;09/2023;20.460.347;0;114.721;299.955;500.468;221.103;61.880;0;1.198.127;0;30;34;66;54;2;0;187;0;657;1.112;1.155;875;1.032;0;4.830;0;25.668;58.114;155.877;150.332;679.578;649.098;1.718.667;0;0;0;0;0;0;0;0;0;642.048;2.967.514;5.390.892;4.648.071;3.764.680;0;17.413.205;902;13.400;38.256;54.581;14.975;3.218;0;125.332;0
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;09/2023;19.417.614;0;0;0;0;0;0;0;0;7.869;1.069.532;933.779;4.024.824;6.095.960;288.410;0;12.420.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129.643;4.895.253;1.786.280;26.199;0;410;0;6.837.785;0;0;0;0;0;0;0;0;3.860;7.277;16.593;39.439;30.751;61.476;60;159.456;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2023;19.154.386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.236;370.968;522.974;897.165;457.336;332.296;242;2.596.216;34.595;1.943.423;4.569.107;6.217.986;2.779.565;1.012.825;670;16.558.170;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2023;17.393.924;0;22;71;89;33;13;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.982.059;8.878.870;4.373.714;1.158.817;236;0;0;17.393.696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2023;17.278.481;9.278;189.219;483.056;1.090.421;710.312;387.646;0;2.869.932;3.043;40.768;89.211;171.186;80.968;25.747;0;410.925;0;2;0;0;0;0;0;2;1.735;12.750;27.390;73.645;73.748;336.790;334.027;860.085;91.462;1.407.516;6.799.261;252.452;40.976;0;0;8.591.668;0;277.922;511.771;1.346.168;1.241.694;1.142.223;0;4.519.779;96;1.930;3.250;6.678;5.910;8.228;0;26.091;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2023;16.956.438;54.134;238.473;651.317;1.269.301;720.136;246.371;54;3.179.786;245.727;546.860;942.576;956.114;349.529;211.522;0;3.252.328;7;5;10;10;0;0;0;32;0;0;0;0;0;0;0;0;783.851;3.850.631;1.073.610;1.442.337;653.945;94.586;0;7.898.960;0;0;0;0;0;0;0;0;981;1.064;15.245;48.139;850;512;0;66.791;2.558.540
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2023;16.700.845;91.868;843.101;2.318.067;4.484.430;2.711.286;1.406.300;0;11.855.052;6.853;23.699;46.504;45.952;10.403;4.033;0;137.445;82.529;323.423;732.296;992.748;105.715;701;0;2.237.412;70;444;1.353;2.973;2.179;4.541;517;12.077;69.436;1.050.271;51.653;91.241;136.767;209.159;0;1.608.526;0;142;448;901;286;0;0;1.776;11.402;110.982;219.551;305.782;118.027;77.294;5.520;848.558;0
PORTO SEGURO;51.444;n1;C;2;S3;197;SAO PAULO;SP;09/2023;15.431.099;3.641;19.629;39.241;49.692;9.442;56;0;121.700;15.022;26.029;66.031;21.610;1.466;0;0;130.158;37.820;216.791;525.669;650.464;93.581;136;0;1.524.461;0;0;0;0;0;0;0;0;1.259.605;7.310.521;4.118.191;448.063;145.493;1.594;0;13.283.467;0;0;0;0;0;0;0;0;5.253;58.475;135.682;160.361;11.523;16;0;371.311;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;09/2023;13.579.291;150;1.843;4.290;4.983;1.080;4;0;12.350;36.908;126.958;427.138;284.874;17.188;20.496;12.673;926.237;424;2.340;5.587;5.910;665;10;0;14.937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153.127;726.605;4.954.203;3.263.537;1.496.887;1.822.340;50.345;12.467.044;17.759;78.896;59.553;1.334;295;886;0;158.724;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2023;12.509.707;40.643;572.422;1.530.781;2.728.845;1.397.356;433.927;0;6.703.974;142.168;950.085;1.638.290;1.567.942;430.475;150.001;5;4.878.966;0;7;18;31;2;0;0;58;0;1.265;3.005;7.355;6.481;22.051;5.738;45.896;26.224;506.616;80.420;1.167;0;102.653;0;717.081;0;353;3.731;1.289;645;0;0;6.018;50.281;55.739;40.869;10.212;577;35;0;157.713;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;09/2023;12.364.906;16.243;431.729;1.646.686;2.995.305;1.836.298;2.653.248;2.257;9.581.766;30.069;440.399;466.846;488.681;97.922;21.836;0;1.545.753;15;9;27;68;71;27;0;217;295;19.481;55.893;131.317;105.468;292.253;108.450;713.156;38.110;103.455;31.409;3.820;0;0;2;176.795;434;2.460;31.492;39.719;25.293;33.919;0;133.316;4.945;19.304;35.163;68.978;37.247;46.063;2.205;213.905;0
AGIBANK;51.956;b1;C;2;S4;199;CAMPINAS;SP;09/2023;11.961.346;56.042;602.396;1.591.981;2.983.703;1.736.698;800.580;0;7.771.400;189.322;717.141;1.340.883;761.635;45.683;13.402;0;3.068.067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.731;259.088;40.304;129.574;249.926;395.798;0;1.120.422;0;0;0;0;0;0;0;0;1.049;85;211;45;52;16;0;1.457;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;C;3;S3;8;SAO PAULO;SP;09/2023;11.907.355;657;4.755;11.493;14.855;3.051;24;0;34.835;12.498;16.246;27.847;31.044;8.283;38;0;95.956;74.788;1.375.789;3.548.012;5.698.561;1.076.805;2.609;0;11.776.564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;09/2023;10.893.041;0;0;0;0;0;0;0;0;1.224;7.345;19.469;36.238;13.256;24;0;77.555;8.698;25.099;63.926;117.891;35.839;16;0;251.469;0;0;0;0;0;0;0;0;0;1;239;0;0;0;0;240;85.692;142.796;2.855.221;4.352.215;2.506.320;597.018;0;10.539.263;0;14.637;9.694;142;42;0;0;24.515;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;09/2023;9.801.295;0;0;0;0;0;0;0;0;216.951;305.961;502.817;311.232;63.355;14.252;0;1.414.568;0;0;0;0;0;0;0;0;5;8;17;46;31;101;55;264;602.350;1.374.561;374.112;13.427;390;1;0;2.364.841;0;10.239;11.621;195.500;0;0;0;217.360;524.263;890.548;2.339.777;1.614.859;376.019;2.186;56.611;5.804.261;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;09/2023;9.488.555;0;0;0;0;0;0;0;0;3.355;15.349;46.500;78.179;38.235;3.478;0;185.095;0;99;454;710;277;0;0;1.540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.282;398.335;2.286.092;3.649.476;2.153.104;679.481;0;9.228.770;9.534;34.629;23.587;4.584;669;147;0;73.150;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;09/2023;9.148.108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.782;319.411;2.346.336;3.659.625;2.109.092;592.181;0;9.065.426;4.111;13.680;40.389;20.655;3.847;0;0;82.681;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;C;3;S3;8;SAO PAULO;SP;09/2023;7.780.308;0;0;0;0;0;0;0;0;0;308;861;808;128;0;0;2.106;43.329;1.064.639;2.609.015;3.471.550;513.224;1.273;0;7.703.030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;12.332;27.587;31.920;2.833;3;0;75.173;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;09/2023;6.956.263;19.368;481.774;1.303.379;2.546.223;1.524.986;816.743;0;6.692.473;3;21.256;53.605;77.067;24.063;9.093;3;185.090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;7.349;17.409;28.697;13.228;5.652;0;72.370;0;0;0;0;0;0;0;0;141;451;1.019;1.852;1.240;1.567;62;6.330;0
BANCO GM S.A.;59.274.605;b2;C;3;S3;8;SAO PAULO;SP;09/2023;6.877.638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.057;866.554;2.118.905;3.223.852;621.014;3.256;0;6.877.638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;09/2023;6.315.713;7.412;142.546;395.795;793.283;567.755;935.464;0;2.842.255;6.860;57.096;98.438;112.746;42.870;6.354;0;324.364;562;3.924;10.578;19.324;5.053;35;0;39.476;391;21.648;63.554;168.788;164.762;741.601;821.768;1.982.512;36.814;568.606;18.741;834;0;0;0;624.996;1.161;63.973;59.845;96.455;54.608;26.923;0;302.965;7.847;57.888;49.708;53.803;18.583;11.161;155;199.145;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;09/2023;6.027.541;7.735;327.404;802.688;1.433.768;770.367;366.029;0;3.707.992;246;13.559;28.642;34.200;4.723;106;0;81.476;11.106;299.870;749.061;978.026;165.870;1.517;0;2.205.450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;29.583;2.940;0;0;0;32.623;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;09/2023;5.821.046;0;0;0;0;0;0;0;0;3.321;5.871;3.010;54;0;0;0;12.256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.585.741;2.952.585;1.177.084;93.170;211;0;0;5.808.791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;09/2023;5.502.173;4;11;6;0;0;0;0;20;184.224;249.428;245.294;41.594;2.883;2.549;0;725.973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;961.596;2.670.998;1.109.168;34.416;2;0;0;4.776.180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;09/2023;5.386.112;0;0;0;0;0;0;0;0;65.981;145.710;263.611;214.283;15.587;0;0;705.172;170.698;574.378;1.250.433;1.431.769;124.012;0;0;3.551.290;0;0;0;0;0;0;0;0;461.742;352.138;115.127;15.801;14;0;0;944.821;0;0;0;0;0;0;0;0;23.827;75.887;80.754;4.361;0;0;0;184.829;0
BANCO BNP PARIBAS BRASIL S.A.;1.522.368;b1;C;3;S3;8;SAO PAULO;SP;09/2023;5.100.917;39.660;287.863;876.207;1.744.718;1.050.246;205.163;0;4.203.857;88;79;70;63;29;1;0;330;37;53;36;5;0;0;0;131;0;0;0;0;0;0;0;0;140.051;332.125;86.191;63.801;11;0;0;622.179;0;0;0;0;0;0;0;0;34.719;37.508;56.795;90.279;39.150;15.971;0;274.421;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;09/2023;5.043.863;0;0;0;0;0;0;0;0;31;57;70;0;0;0;0;158;95.194;764.800;1.781.725;2.177.702;224.268;15;0;5.043.705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;09/2023;4.869.157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.851;86.790;246.264;598.783;528.420;1.923.163;1.426.377;4.815.648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;1.136;3.312;8.262;7.439;26.686;6.553;53.509;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S3;9;BLUMENAU;SC;09/2023;4.797.048;179;3.131;8.478;14.193;4.912;3.117;0;34.010;78.980;411.859;948.290;1.070.712;228.677;154.435;7.246;2.900.200;3.059;33.003;83.861;119.007;20.356;596;0;259.882;67;9.406;26.042;59.590;47.058;120.698;40.676;303.537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85.245;202.564;479.651;397.727;92.689;41.061;485;1.299.420;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;C;1;S2;8;FORTALEZA;CE;09/2023;4.704.025;442;9.574;47.510;70.932;20.312;472;0;149.242;2.267;5.829;12.146;7.732;155;11;0;28.140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.911;32.298;11.176;988;0;0;0;49.373;710;34.887;394.143;51.194;943;1.159;0;483.036;264.928;2.399.879;1.311.524;12.289;4.238;1.352;24;3.994.234;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S3;9;BEBEDOURO;SP;09/2023;4.384.859;48;817;3.146;7.030;2.730;0;0;13.771;24.577;235.817;612.849;630.860;209.815;55.100;632;1.769.651;752;16.198;42.157;64.282;14.034;35;0;137.459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.154;587.860;1.128.494;429.694;92.539;2.042;0;2.246.782;25.441;96.858;46.140;48.039;554;164;0;217.196;0
WILL S.A. INSTITUICAO DE PAGAMENTO;36.272.465;n4;C;2;S4;41;SAO PAULO;SP;09/2023;3.961.152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.855.757;1.100.505;4.889;0;0;0;3.961.152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;09/2023;3.934.708;2.013;226.022;624.496;1.216.769;740.551;394.503;0;3.204.353;115;56.572;166.537;237.878;96.756;55.401;0;613.259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;20.370;21.424;41.355;18.777;6.436;8.730;0;117.092;0
