Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2020;113.912.508;18.362.480;132.274.988;14.621.764;146.896.751;947.971.134;8.821.520;661.896;14.253.117;4.147.963;27.884.497;92.792.430;1.068.648.060;1.914.231.351;10,66%;12,38%;13,75%;6,91%;25,50%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2020;103.152.628;9.422.153;112.574.781;19.328.448;131.903.229;787.660.415;10.553.866;128.770;7.292.105;765.159;18.739.900;64.413.820;870.814.134;1.460.985.531;11,85%;12,93%;15,15%;7,71%;33,09%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2020;100.867.766;32.631.761;133.499.526;29.755.480;163.255.006;682.593.421;13.320.335;449.074;5.635.604;0;19.405.013;67.683.128;769.681.562;1.269.967.148;13,11%;17,34%;21,21%;10,51%;13,83%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2020;69.316.237;1.713.241;71.029.478;29.370.861;100.400.338;469.515.152;418.314;0;16.470.428;76.510;16.965.252;77.269.928;563.750.333;1.576.831.948;12,30%;12,60%;17,81%;4,50%;10,29%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2020;70.187.172;7.252.510;77.439.683;7.221.222;84.660.905;484.308.238;3.707.923;29.227;11.865.752;2.685.584;18.288.486;57.419.401;560.016.125;910.929.201;12,53%;13,83%;15,12%;8,50%;14,92%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;09/2020;138.700.790;0;138.700.790;47.411.085;186.111.875;404.738.045;24.260.651;0;1.555.214;0;25.815.865;37.814.843;468.368.754;842.819.723;29,61%;29,61%;39,74%;16,46%;5,40%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2020;21.529.285;376.415;21.905.700;4.729.898;26.635.597;110.036.814;1.133.098;3.760.763;20.403.563;9.783.588;35.081.011;7.025.255;152.143.079;268.413.337;14,15%;14,40%;17,51%;8,16%;37,41%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2020;12.806.074;2.974.086;15.780.160;3.349.989;19.130.149;115.028.360;1.268.654;0;2.976.100;377.438;4.622.192;5.463.280;125.113.832;216.700.581;10,24%;12,61%;15,29%;7,28%;34,23%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2020;8.162.090;1.738.846;9.900.935;662.654;10.563.589;61.242.840;1.028.864;0;860.137;5.313;1.894.313;6.445.422;69.582.575;141.406.293;11,73%;14,23%;15,18%;7,00%;18,49%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;09/2020;6.068.899;795.889;6.864.788;2.054.344;8.919.132;52.961.394;169.162;4.475;2.963;0;176.599;11.343.041;64.481.034;100.986.722;9,41%;10,65%;13,83%;6,80%;2,59%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2020;10.103.197;0;10.103.197;0;10.103.197;37.603.719;201.776;0;7.998.949;223.639;8.424.364;10.265.756;56.293.839;104.276.079;17,95%;17,95%;17,95%;9,69%;1,43%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2020;6.550.153;0;6.550.153;355.315;6.905.468;32.045.116;466.146;0;5.315;13.706;485.167;10.026.455;42.556.738;92.472.921;15,39%;15,39%;16,23%;7,08%;8,90%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2020;4.150.352;0;4.150.352;2.519.516;6.669.868;36.564.393;1.013.775;271.113;2.413.547;0;3.698.436;1.901.000;42.163.829;60.648.648;9,84%;9,84%;15,82%;6,84%;0,31%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2020;5.790.205;0;5.790.205;0;5.790.205;19.111.720;4.002.241;0;12.974.457;1.877.893;18.854.591;3.388.281;41.354.592;103.668.746;14,00%;14,00%;14,00%;5,59%;1,42%
