Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Cheque Especial e Conta Garantida;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2023;474.170.977;485.310;12.855.612;26.574.456;32.609.733;6.115.788;1.794.769;83.415;80.519.083;108.683;2.762.411;6.742.574;9.267.301;1.624.064;9.879;0;20.514.912;980.052;12.157.221;98.427;4.031;0;0;0;13.239.730;115.378;26.015.085;5.529.099;485.883;110.102;25.526;0;32.281.073;16.678;7.453.368;9.966.479;5.894.107;4.893.751;3.955.567;0;32.179.950;1.195.660;5.997.919;7.044.250;8.058.720;1.081.060;183.198;65.087;23.625.895;23.734;1.662.527;3.707.370;5.956.633;2.171.883;2.038.283;12.989;15.573.418;3.220;710.740;2.328.594;2.954.457;443.152;122.862;0;6.563.025;530;1.290.499;3.097.809;2.452.996;85.473;108.656;0;7.035.963;242.637.928
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86.829.827;b3S;I;2;S5;9;BRACO DO NORTE;SC;12/2023;553.362;2.728;37.214;88.160;123.795;19.742;8.633;0;280.273;528;13.207;34.585;79.643;29.706;19.508;0;177.177;626;2.344;2.497;0;0;0;0;5.467;2.168;74.274;4.957;0;0;0;0;81.399;0;0;0;0;0;0;0;0;627;289;0;0;0;0;0;916;0;0;0;0;0;0;0;0;0;2.747;2.345;1.562;429;1.049;0;8.131;0;0;0;0;0;0;0;0;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5.883.884;n1;I;3;S4;19;BARUERI;SP;12/2023;550.912;0;0;0;0;0;0;0;0;1.080;84.666;192.802;249.596;22.664;105;0;550.912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICOOB OURO VERDE;5.582.619;b3S;I;2;S5;9;LONDRINA;PR;12/2023;546.016;5.095;42.944;101.538;152.817;25.862;787;0;329.044;59;891;2.364;4.715;1.312;0;0;9.341;3.078;4.980;7.312;10;0;0;0;15.380;1.235;41.182;3.515;0;0;0;0;45.932;0;0;0;0;0;0;0;0;4.261;475;6.035;6.590;1.153;576;0;19.091;0;0;0;0;0;0;0;0;0;42.939;71.487;10.648;1.296;857;0;127.228;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11.907.520;b3S;I;2;S5;9;CAMPINA GRANDE;PB;12/2023;545.538;1.952;51.417;126.046;205.393;43.833;1.997;0;430.639;110;3.941;10.649;22.024;5.978;52;0;42.753;349;9.746;1.799;13;0;0;0;11.908;749;55.096;2.643;0;0;0;0;58.488;0;0;0;0;0;0;0;0;577;550;227;397;0;0;0;1.751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73.750.424;b3S;I;2;S5;9;CAXIAS DO SUL;RS;12/2023;535.381;1.373;25.895;66.633;129.065;71.871;67.939;8.678;371.454;245;7.391;16.567;22.693;7.998;6.593;652;62.138;903;5.212;17.089;134;0;0;0;23.338;94;4.338;749;0;0;0;0;5.181;0;0;0;0;0;0;0;0;2.323;10.444;15.281;25.571;13.859;5.791;0;73.270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;C;1;S4;8;ARACAJU;SE;12/2023;530.779;7.033;39.246;88.426;83.952;9.544;482;0;228.682;812;4.334;11.300;22.788;12.298;11.039;0;62.571;2.747;6.653;8.751;0;0;0;0;18.152;145;9.812;5.005;70;0;0;0;15.033;0;0;0;0;0;0;0;0;4.700;12.311;27.898;47.037;17.135;7.153;180;116.414;0;617;1.736;2.054;0;0;0;4.407;0;0;0;0;0;0;0;0;109;1.041;7.300;36.138;12.264;22.672;5.996;85.520;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17.453.575;b1;I;3;S4;8;SAO PAULO;SP;12/2023;529.978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184.193;306.109;39.676;0;0;0;529.978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO PAULISTA S.A.;61.820.817;b1;C;2;S4;8;SAO PAULO;SP;12/2023;529.011;1.540;75.379;118.581;88.547;4.636;0;0;288.683;0;0;0;0;0;0;0;0;0;8.398;1.999;0;0;0;0;10.397;4;90.125;3.006;1.810;0;0;0;94.945;0;23.545;53.167;23.965;0;0;0;100.678;621;8;3.000;0;0;0;0;3.629;0;0;0;0;0;0;0;0;0;0;30.679;0;0;0;0;30.679;0;0;0;0;0;0;0;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;S4;30;SALVADOR;BA;12/2023;523.261;363;6.280;22.970;72.651;29.311;2.509;0;134.084;0;12.266;34.345;77.135;33.528;24.007;0;181.281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;534;643;2.440;1.712;2.583;0;8.036;2.976;9.512;26.078;57.561;31.866;44.161;0;172.152;764;478;1.168;6.166;5.610;13.286;235;27.708;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR;25.798.596;b3S;I;2;S5;9;VARGINHA;MG;12/2023;517.983;3.019;38.046;93.199;135.321;38.866;555;0;309.006;187;4.980;12.393;23.825;4.692;6;0;46.083;10.004;23.785;23.607;1.715;3.708;0;0;62.818;1.685;35.383;9.564;1;0;0;0;46.633;0;0;0;0;0;0;0;0;1.119;296;80;67;0;0;0;1.563;0;0;0;0;0;0;0;0;0;13.218;29.034;9.628;0;0;0;51.880;0;0;0;0;0;0;0;0;0
CAIXA GERAL;51.815;b1;C;3;S4;199;SAO PAULO;SP;12/2023;516.677;380;8.860;19.085;26.674;0;0;0;54.999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.010;110.135;227.298;80.848;0;0;0;423.291;825;935;2.707;5.169;5.363;23.388;0;38.387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG;88.099.247;b3S;I;2;S4;9;CAMPO NOVO;RS;12/2023;509.718;1.093;22.846;52.507;75.402;23.633;3.894;0;179.376;59;4.675;11.732;18.987;5.731;1.437;0;42.621;1.653;30.880;44.846;288;0;0;0;77.667;2.276;32.194;8.145;0;0;0;0;42.615;0;0;0;0;0;0;0;0;1.858;24.451;36.117;56.738;32.786;13.254;0;165.204;0;0;0;0;0;0;0;0;0;18;50;492;491;1.182;0;2.233;0;0;0;0;0;0;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2023;496.853;6.794;44.413;154.537;58.142;2.115;0;0;266.001;4.962;27.517;61.153;74.933;6.390;0;0;174.956;0;691;1.140;0;0;0;0;1.831;0;51.552;1.321;240;0;0;0;53.113;0;0;0;0;0;0;0;0;2;924;26;0;0;0;0;952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR PARTNERS BANCO DE INVESTIMENTO S.A.;13.220.493;b2;C;2;S4;13;SAO PAULO;SP;12/2023;496.797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.034;27.723;73.570;145.318;146.284;15.373;416.302;0;0;0;0;0;0;0;0;0;138;2.782;24.219;41.247;12.109;0;80.495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35.571.249;b3S;I;2;S5;9;JOAO PESSOA;PB;12/2023;495.529;1.823;31.699;72.326;96.688;16.172;182;0;218.890;334;8.327;25.651;42.513;10.355;6.093;0;93.273;1.022;22.954;31.461;326;0;0;0;55.763;122;8.913;1.215;0;0;0;0;10.250;0;0;0;0;0;0;0;0;2.889;23.646;22.457;30.937;20.227;14.524;19;114.700;137;389;799;337;0;0;0;1.662;0;0;202;395;395;0;0;991;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG;89.990.501;b3S;I;2;S4;9;IBIRAIARAS;RS;12/2023;495.488;611;25.189;62.088;102.794;34.302;9.477;0;234.462;174;8.938;24.327;51.707;23.408;8.356;0;116.910;976;16.797;27.496;0;0;0;0;45.269;273;18.615;2.454;0;0;0;0;21.342;0;0;0;0;0;0;0;0;1.405;12.783;9.955;13.902;10.875;28.579;6;77.506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO;70.431.630;b3S;I;2;S4;9;JUINA;MT;12/2023;488.790;5.528;37.689;81.615;84.330;11.213;3.904;0;224.279;815;10.543;27.279;41.913;8.961;1.029;0;90.540;3.969;17.741;28.419;1.552;0;0;0;51.681;3.079;51.930;6.540;32;0;0;0;61.580;0;0;0;0;0;0;0;0;5.360;22.989;15.344;10.925;3.092;157;0;57.867;14;66;163;94;0;0;0;337;0;530;1.525;450;0;0;0;2.505;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;78.907.607;b3S;I;2;S4;9;PRUDENTOPOLIS;PR;12/2023;485.770;2.474;30.280;71.390;124.931;37.884;4.668;0;271.627;415;5.140;14.128;24.804;7.615;55;0;52.157;2.461;15.875;39.198;193;0;0;0;57.728;780;23.982;3.243;0;0;0;0;28.005;0;0;0;0;0;0;0;0;2.898;22.564;26.866;16.929;5.131;1.252;0;75.639;0;0;0;0;0;0;0;0;0;30;219;365;0;0;0;614;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL;4.529.074;b3S;I;2;S5;9;CASCAVEL;PR;12/2023;484.281;11.665;40.614;115.370;136.984;27.353;2.026;0;334.011;474;3.008;6.939;11.337;4.133;2.710;0;28.602;3.631;12.711;62;0;0;0;0;16.404;4.900;30.987;2.446;0;0;0;0;38.333;0;0;0;0;0;0;0;0;3.448;385;740;1.054;726;813;0;7.166;0;0;0;0;0;0;0;0;0;31.085;28.326;254;48;52;0;59.765;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81.014.060;b3S;I;2;S5;9;PINHALZINHO;SC;12/2023;477.909;3.089;31.149;89.505;158.419;47.547;4.669;0;334.378;467;8.987;24.030;42.604;11.336;4.559;0;91.982;869;5.521;164;154;73;0;0;6.781;1.122;26.669;4.953;0;0;0;0;32.745;0;0;0;0;0;0;0;0;702;299;807;1.955;1.775;455;0;5.993;0;0;0;0;0;0;0;0;0;270;1.571;1.745;1.785;660;0;6.030;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS;78.858.107;b3S;I;2;S5;9;CUNHA PORA;SC;12/2023;475.402;631;27.671;96.266;114.242;19.512;12.217;0;270.540;297;13.183;31.869;69.251;34.312;20.633;0;169.545;122;1.859;25;0;0;0;0;2.006;1.038;17.983;4.480;0;0;0;0;23.501;0;0;0;0;0;0;0;0;281;56;21;56;54;190;0;658;0;0;0;0;0;0;0;0;69;742;2.032;2.879;2.101;1.329;0;9.152;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698.609;b3S;I;2;S5;9;PARACATU;MG;12/2023;472.692;4.892;31.009;74.856;142.415;36.777;21;0;289.971;384;8.313;19.372;43.908;13.534;325;0;85.837;3.370;19.928;870;0;0;0;0;24.167;4.034;24.602;5.363;0;0;0;0;33.998;0;0;0;0;0;0;0;0;3.521;505;266;219;0;0;0;4.512;0;0;0;0;0;0;0;0;0;0;29.397;2.766;2.044;0;0;34.207;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36.900.256;b3S;I;2;S5;9;CUIABA;MT;12/2023;471.964;1.853;24.258;60.159;81.820;19.541;7.038;428;195.098;775;18.573;45.814;76.662;22.870;24.285;2.848;191.827;645;6.294;9.995;0;0;0;0;16.934;198;7.589;1.014;0;0;0;0;8.801;0;0;0;0;0;0;0;0;3.453;13.195;13.384;15.223;8.348;5.700;0;59.304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1.389.651;b3S;I;2;S5;9;PAPANDUVA;SC;12/2023;470.307;2.487;49.640;148.613;122.650;33.773;1.828;0;358.990;13;2.909;9.188;19.267;5.640;538;0;37.556;205;1.806;2.210;0;0;0;0;4.221;96;22.542;1.877;0;0;0;0;24.515;0;0;0;0;0;0;0;0;340;253;1.057;2.041;915;1.721;0;6.327;0;0;0;0;0;0;0;0;0;7.789;30.909;0;0;0;0;38.697;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;88.471.024;b3S;I;2;S4;9;CACHOEIRA DO SUL;RS;12/2023;468.557;892;21.633;56.231;82.750;25.559;4.829;0;191.895;225;8.265;21.748;34.919;8.502;1.193;0;74.853;680;8.503;8.633;21;0;0;0;17.837;87;11.831;2.341;0;0;0;0;14.260;0;0;0;0;0;0;0;0;2.495;23.957;33.319;54.518;30.213;24.607;0;169.108;0;0;0;0;0;0;0;0;0;0;499;104;0;0;0;603;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES - SICREDI ESSÊNCIA;87.733.077;b3S;I;2;S4;9;ITAQUI;RS;12/2023;464.815;957;20.300;37.849;52.891;16.528;11.478;0;140.004;198;10.246;27.832;54.206;20.741;5.693;0;118.916;1.196;13.237;22.524;1.529;0;0;0;38.485;669;21.163;2.778;0;0;0;0;24.610;0;0;0;0;0;0;0;0;2.832;19.121;50.847;28.835;14.054;7.000;121;122.810;0;0;0;0;0;0;0;0;0;8.644;8.947;1.994;313;90;0;19.989;0;0;0;0;0;0;0;0;0
MOVA SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;33.959.738;n1;I;2;S5;44;SAO PAULO;SP;12/2023;464.275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.900;84.947;123.770;43.708;1.391;40;0;287.756;61;151.785;20.894;2.231;1.549;0;0;176.519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10.736.214;b3S;I;2;S4;9;CRISTALINA;GO;12/2023;463.781;2.881;18.289;47.531;56.362;9.315;983;0;135.361;1.289;9.616;26.261;48.750;13.525;544;0;99.986;5.350;20.942;41.587;0;0;0;0;67.880;496;19.919;2.748;0;0;0;0;23.163;0;0;0;0;0;0;0;0;9.404;33.353;34.197;41.991;16.824;1.622;0;137.391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO;71.884.498;b3S;I;2;S5;9;CAMPINAS;SP;12/2023;463.586;2.058;20.700;49.944;92.452;46.291;50.304;98;261.847;337;9.987;24.344;47.343;20.490;19.889;0;122.391;789;8.090;15.965;0;0;0;0;24.845;30;855;247;0;0;0;0;1.132;0;0;0;0;0;0;0;0;618;7.113;10.045;15.562;9.648;10.386;0;53.371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23.623.636;b3S;I;2;S5;9;SINOP;MT;12/2023;462.321;4.628;29.164;84.354;114.485;31.638;144;0;264.412;1.223;10.066;26.142;55.020;13.281;3;0;105.734;1.575;5.204;2.718;192;0;0;0;9.690;4.506;63.400;12.248;0;0;0;0;80.154;0;0;0;0;0;0;0;0;2.075;236;6;14;0;0;0;2.331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73.443.863;b3S;I;2;S5;9;BLUMENAU;SC;12/2023;458.207;2.597;28.549;70.932;126.241;50.633;46.313;1.513;326.778;269;8.274;20.443;32.521;12.444;4.750;454;79.154;219;14.014;24.208;0;0;0;0;38.441;108;6.386;1.146;0;0;0;0;7.640;0;0;0;0;0;0;0;0;523;3.731;1.813;97;29;0;0;6.194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4.463.602;b3S;I;2;S4;9;MARILIA;SP;12/2023;453.552;1.087;23.654;56.704;65.274;18.522;8.643;0;173.883;469;9.854;26.549;43.800;11.808;212;0;92.692;1.426;15.482;17.257;681;0;0;0;34.846;643;24.265;3.370;0;0;0;0;28.278;0;0;0;0;0;0;0;0;4.460;27.169;26.431;39.995;16.832;8.470;0;123.356;0;0;0;0;0;0;0;0;0;497;0;0;0;0;0;497;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16.779.741;b3S;I;2;S5;9;IBIRAMA;SC;12/2023;450.567;1.818;27.056;73.749;110.150;25.472;3.237;0;241.481;546;11.386;30.705;51.557;21.189;11.456;0;126.838;0;2.683;8.894;0;0;0;0;11.577;571;23.671;2.782;57;20;0;0;27.101;0;0;0;0;0;0;0;0;2.697;1.458;2.470;2.970;1.076;396;0;11.066;573;3.304;8.326;13.470;5.750;1.081;0;32.504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70.038.237;b3S;I;2;S5;9;NATAL;RN;12/2023;447.287;785;37.182;60.894;70.991;11.147;3.360;0;184.358;61;7.071;19.533;30.227;4.950;125;0;61.968;402;23.418;27.341;153;0;0;0;51.313;73;16.309;1.099;0;0;0;0;17.481;0;0;0;0;0;0;0;0;2.530;24.468;29.645;44.060;20.982;10.481;0;132.167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3.042.597;b3S;I;2;S4;9;CAMPO GRANDE;MS;12/2023;445.622;2.366;23.520;59.823;78.192;23.417;2.395;0;189.714;539;7.827;20.900;39.168;9.984;69;0;78.487;4.546;16.236;39.437;1.062;0;0;0;61.282;1.299;17.446;1.860;0;0;0;0;20.604;0;0;0;0;0;0;0;0;6.045;28.196;20.021;19.460;9.703;6.275;0;89.700;4;0;0;0;0;0;0;4;0;0;1.986;3.844;0;0;0;5.831;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6.332.931;b3S;I;2;S4;9;GOIANIA;GO;12/2023;445.351;1.510;25.724;64.614;60.818;7.668;1.306;0;161.640;481;6.910;20.136;38.936;12.610;384;0;79.457;1.960;16.137;24.989;24;0;0;0;43.110;1.163;24.540;7.577;0;0;0;0;33.280;0;0;0;0;0;0;0;0;5.739;26.308;33.487;43.169;16.043;3.117;0;127.864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81.192.106;b3S;I;2;S4;9;CAFELANDIA;PR;12/2023;443.285;1.501;24.445;62.168;96.634;20.297;4.478;0;209.523;37;2.656;6.864;10.551;1.576;264;0;21.948;1.423;14.811;27.885;692;93;0;0;44.904;244;15.919;2.673;0;0;0;0;18.835;0;0;0;0;0;0;0;0;2.126;23.529;35.200;48.519;20.185;16.401;0;145.962;0;0;0;0;0;0;0;0;0;204;1.148;761;0;0;0;2.113;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RIO PARANÁ - SICREDI RIO PARANÁ;81.206.039;b3S;I;2;S4;9;NOVA LONDRINA;PR;12/2023;441.990;522;25.110;63.505;84.036;15.897;1.711;0;190.782;66;7.197;18.733;31.582;7.003;253;0;64.835;1.136;26.359;37.960;1.420;0;0;0;66.875;196;35.346;4.339;0;0;0;0;39.880;0;0;0;0;0;0;0;0;3.012;29.476;21.010;17.668;7.114;1.338;0;79.618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81.016.131;b3S;I;2;S5;9;VIDEIRA;SC;12/2023;438.921;4.069;22.933;65.352;63.824;20.708;3.643;0;180.529;1.649;23.364;43.454;65.209;16.496;876;0;151.048;1.774;3.199;6.845;87;0;19;0;11.924;2.452;49.371;5.366;0;0;0;0;57.188;0;0;0;0;0;0;0;0;1.863;229;103;102;74;0;0;2.372;0;0;0;0;0;0;0;0;0;1.663;19.076;13.876;684;560;0;35.859;0;0;0;0;0;0;0;0;0
BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA;1.852.137;b1;C;3;S4;8;SAO PAULO;SP;12/2023;435.605;86;444;880;0;0;0;0;1.410;2.639;53.285;126.381;203.012;48.473;405;0;434.195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77.984.870;b3S;I;2;S4;9;GUARAPUAVA;PR;12/2023;430.476;1.187;21.695;49.485;61.118;13.494;694;0;147.672;290;3.988;10.338;18.406;4.270;425;0;37.717;2.156;13.170;28.731;0;0;0;0;44.057;354;23.245;3.399;0;0;0;0;26.999;0;0;0;0;0;0;0;0;4.185;31.775;34.363;47.860;23.803;11.616;0;153.602;0;0;0;0;0;0;0;0;0;0;0;4.874;4.444;11.111;0;20.429;0;0;0;0;0;0;0;0;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;12/2023;430.124;876;611;1.437;1.417;0;0;0;4.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.361;305.481;66.856;13.517;4.386;4.831;0;399.432;0;0;0;0;0;0;0;0;1;8.480;17.869;0;0;0;0;26.350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GOLDMAN SACHS;51.585;b2;C;3;S3;198;SAO PAULO;SP;12/2023;429.934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1.553;300.000;0;0;128.376;429.934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
