Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2014;3.347.410;0;3.347.410;2.514.502;5.861.912;30.373.147;528.687;2.855;60.909;0;592.451;5.427.089;36.392.687;NA;9,20%;9,20%;16,11%;NA%;3,75%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2014;3.150.755;0;3.150.755;1.328.100;4.478.855;18.565.276;2.017.854;41.178;3.957.753;395.612;6.412.397;2.548.377;27.526.050;NA;11,45%;11,45%;16,27%;NA%;19,01%
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;12/2014;2.618.167;0;2.618.167;846.768;3.464.935;22.488.982;0;0;0;0;0;744.552;23.233.534;NA;11,27%;11,27%;14,91%;NA%;6,58%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2014;2.734.027;0;2.734.027;82.007;2.816.034;15.372.018;240.809;6.153;3.903.517;0;4.150.478;1.952.319;21.474.816;NA;12,73%;12,73%;13,11%;NA%;2,93%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2014;3.706.116;0;3.706.116;0;3.706.116;10.374.619;1.642.349;7.701;6.569.077;644.688;8.863.815;1.510.435;20.748.870;NA;17,86%;17,86%;17,86%;NA%;2,77%
PAN;31323;b1;;C;2;SAO PAULO;SP;12/2014;2.746.585;0;2.746.585;1.051.140;3.797.725;18.382.573;64.451;0;245.655;0;310.105;1.629.411;20.322.090;NA;13,52%;13,52%;18,69%;NA%;26,64%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;12/2014;2.187.114;0;2.187.114;713.199;2.900.313;18.895.791;25.375;40.891;426.982;0;493.247;765.723;20.154.762;NA;10,85%;10,85%;14,39%;NA%;3,76%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;12/2014;2.637.993;0;2.637.993;0;2.637.993;13.638.519;785;0;692.045;0;692.831;739.722;15.071.072;NA;17,50%;17,50%;17,50%;NA%;9,83%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;12/2014;2.522.708;0;2.522.708;0;2.522.708;11.656.757;131.653;0;1.747.947;59.499;1.939.099;614.062;14.209.918;NA;17,75%;17,75%;17,75%;NA%;8,89%
BIC;32119;b1;;C;3;SAO PAULO;SP;12/2014;1.160.450;0;1.160.450;764.734;1.925.185;12.499.360;44.200;0;30.601;4.404;79.206;1.546.689;14.125.254;NA;8,22%;8,22%;13,63%;NA%;9,98%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;12/2014;1.292.895;0;1.292.895;650.667;1.943.562;11.661.535;31.309;112.609;682.355;0;826.273;698.506;13.186.314;NA;9,80%;9,80%;14,74%;NA%;1,64%
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;12/2014;1.459.847;0;1.459.847;0;1.459.847;11.631.551;581;0;0;0;581;792.779;12.424.911;NA;11,75%;11,75%;11,75%;NA%;10,41%
BMG;30290;b1;;C;2;SAO PAULO;SP;12/2014;2.368.892;0;2.368.892;947.906;3.316.798;11.455.121;112.709;0;0;0;112.709;840.590;12.408.421;NA;19,09%;19,09%;26,73%;NA%;30,43%
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;12/2014;1.382.899;0;1.382.899;117.128;1.500.027;10.598.261;0;0;0;0;0;696.877;11.295.138;NA;12,24%;12,24%;13,28%;NA%;0,27%
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;12/2014;2.022.249;0;2.022.249;0;2.022.249;10.726.756;1.174;0;0;13.383;14.557;552.468;11.293.780;NA;17,91%;17,91%;17,91%;NA%;1,71%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2014;1.655.917;0;1.655.917;0;1.655.917;6.293.442;643.560;347;3.267.231;0;3.911.137;826.392;11.030.971;NA;15,01%;15,01%;15,01%;NA%;2,10%
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2014;2.062.366;0;2.062.366;0;2.062.366;9.406.150;8.067;0;215.585;7.242;230.894;771.273;10.408.318;NA;19,81%;19,81%;19,81%;NA%;11,61%
PINE;50304;b1;;C;2;SAO PAULO;SP;12/2014;1.251.085;0;1.251.085;145.900;1.396.986;9.539.295;70.255;55.945;260.091;0;386.291;149.289;10.074.875;NA;12,42%;12,42%;13,87%;NA%;2,31%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;12/2014;640.821;732;641.553;453.734;1.095.287;8.063.240;60.161;0;1.294;731;62.186;635.181;8.760.608;NA;7,31%;7,32%;12,50%;NA%;23,63%
BRB;31976;b1;;C;1;BRASILIA;DF;12/2014;1.102.553;0;1.102.553;209.853;1.312.406;7.860.687;49.088;203;26.734;4.981;81.007;654.770;8.596.465;NA;12,83%;12,83%;15,27%;NA%;24,01%
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;12/2014;1.989.514;0;1.989.514;0;1.989.514;5.603.142;100.382;13.327;956.973;335.782;1.406.464;712.357;7.721.963;NA;25,76%;25,76%;25,76%;NA%;0,88%
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;12/2014;4.542.901;0;4.542.901;0;4.542.901;105.485;0;0;16.218;6.776.735;6.792.953;199.907;7.098.345;NA;64,00%;64,00%;64,00%;NA%;0,00%
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;12/2014;1.225.666;0;1.225.666;0;1.225.666;6.322.259;0;0;0;0;0;409.772;6.732.031;NA;18,21%;18,21%;18,21%;NA%;2,28%
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;12/2014;1.131.732;0;1.131.732;0;1.131.732;5.281.812;88.499;0;639.834;0;728.333;411.285;6.421.430;NA;17,62%;17,62%;17,62%;NA%;9,40%
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;12/2014;1.074.431;0;1.074.431;0;1.074.431;4.017.438;69.598;0;1.582.940;127.822;1.780.361;460.500;6.258.298;NA;17,17%;17,17%;17,17%;NA%;3,77%
BANESTES;30159;b1;;C;1;VITORIA;ES;12/2014;1.058.207;0;1.058.207;0;1.058.207;5.248.235;20.678;0;61.531;0;82.209;846.690;6.177.134;NA;17,13%;17,13%;17,13%;NA%;20,12%
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;12/2014;1.018.899;0;1.018.899;0;1.018.899;4.510.402;34.011;0;780.118;60.036;874.165;580.612;5.965.180;NA;17,08%;17,08%;17,08%;NA%;3,80%
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;12/2014;1.062.082;127.962;1.190.044;0;1.190.044;5.239.222;24.842;0;56.064;143;81.049;455.335;5.775.606;NA;18,39%;20,60%;20,60%;NA%;10,53%
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;12/2014;678.457;0;678.457;91.767;770.224;5.081.906;416.324;0;0;0;416.324;148.196;5.646.426;NA;12,02%;12,02%;13,64%;NA%;0,59%
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;12/2014;1.347.798;0;1.347.798;17.461;1.365.259;3.195.896;74.891;0;1.360.707;1.124;1.436.722;915.795;5.548.413;NA;24,29%;24,29%;24,61%;NA%;3,12%
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;12/2014;691.204;0;691.204;72.049;763.253;4.766.092;13.975;0;56.664;0;70.638;149.349;4.986.079;NA;13,86%;13,86%;15,31%;NA%;4,38%
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;12/2014;699.778;0;699.778;533.128;1.232.906;4.516.486;48.251;0;19.600;0;67.851;145.335;4.729.672;NA;14,80%;14,80%;26,07%;NA%;0,35%
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;12/2014;653.463;0;653.463;0;653.463;4.438.680;35.940;0;0;0;35.940;187.883;4.662.504;NA;14,02%;14,02%;14,02%;NA%;0,41%
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;12/2014;604.431;0;604.431;0;604.431;4.313.057;55.653;18.430;63.684;403;138.169;147.451;4.598.677;NA;13,14%;13,14%;13,14%;NA%;17,94%
BANCOOB;51750;b1;;C;2;BRASILIA;DF;12/2014;786.625;0;786.625;0;786.625;4.002.164;21.546;0;56.295;0;77.841;468.457;4.548.463;NA;17,29%;17,29%;17,29%;NA%;9,15%
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;12/2014;2.037.134;0;2.037.134;0;2.037.134;3.433.237;95.197;2.872;140.302;88.550;326.921;649.852;4.410.010;NA;46,19%;46,19%;46,19%;NA%;8,87%
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;12/2014;784.948;0;784.948;0;784.948;3.909.779;24.815;0;314.300;0;339.115;160.220;4.409.114;NA;17,80%;17,80%;17,80%;NA%;2,69%
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;12/2014;1.246.944;0;1.246.944;0;1.246.944;3.674.538;30.100;0;24.823;26.755;81.678;575.279;4.331.495;NA;28,79%;28,79%;28,79%;NA%;48,34%
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;12/2014;802.160;0;802.160;0;802.160;4.006.944;4.040;0;0;0;4.040;265.577;4.276.560;NA;18,76%;18,76%;18,76%;NA%;0,99%
BES;51482;b2;;C;3;SAO PAULO;SP;12/2014;638.555;0;638.555;0;638.555;2.729.969;27.810;0;880.317;37.883;946.010;272.937;3.948.915;NA;16,17%;16,17%;16,17%;NA%;11,01%
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;12/2014;678.018;0;678.018;24.184;702.202;3.643.667;0;0;0;0;0;230.185;3.873.852;NA;17,50%;17,50%;18,13%;NA%;4,27%
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;12/2014;2.166.256;0;2.166.256;0;2.166.256;2.123.659;0;0;0;0;0;1.740.369;3.864.028;NA;56,06%;56,06%;56,06%;NA%;1,04%
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;12/2014;1.192.821;0;1.192.821;0;1.192.821;2.481.759;70.773;0;956.076;0;1.026.849;286.485;3.795.092;NA;31,43%;31,43%;31,43%;NA%;4,85%
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;12/2014;596.260;0;596.260;0;596.260;3.492.871;640;0;0;0;640;214.029;3.707.540;NA;16,08%;16,08%;16,08%;NA%;5,89%
SOFISA;31873;b1;;C;2;SAO PAULO;SP;12/2014;595.336;0;595.336;0;595.336;3.262.024;22.006;22;155.597;19.643;197.269;188.014;3.647.307;NA;16,32%;16,32%;16,32%;NA%;30,53%
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;12/2014;519.998;0;519.998;10.490;530.487;3.569.397;0;0;0;0;0;54.150;3.623.548;NA;14,35%;14,35%;14,64%;NA%;3,11%
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;12/2014;1.110.811;0;1.110.811;0;1.110.811;3.342.627;5.226;0;0;0;5.226;143.098;3.490.952;NA;31,82%;31,82%;31,82%;NA%;3,56%
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;12/2014;544.146;0;544.146;0;544.146;3.113.076;2.857;0;0;0;2.857;270.886;3.386.820;NA;16,07%;16,07%;16,07%;NA%;1,27%
HONDA;51396;b2;;C;3;SAO PAULO;SP;12/2014;587.214;0;587.214;0;587.214;3.087.862;0;0;0;0;0;120.136;3.207.998;NA;18,30%;18,30%;18,30%;NA%;0,74%
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;12/2014;538.997;0;538.997;0;538.997;2.444.704;0;0;392.648;0;392.648;128.676;2.966.028;NA;18,17%;18,17%;18,17%;NA%;0,64%
ING;51073;b1;;C;3;SAO PAULO;SP;12/2014;834.670;0;834.670;0;834.670;1.996.461;15.154;0;782.065;0;797.219;138.380;2.932.061;NA;28,47%;28,47%;28,47%;NA%;0,33%
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;12/2014;565.499;0;565.499;0;565.499;2.662.622;2.908;0;3.420;0;6.328;243.090;2.912.040;NA;19,42%;19,42%;19,42%;NA%;19,28%
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;12/2014;471.195;0;471.195;16.292;487.487;2.529.340;80.163;0;100.454;0;180.617;192.736;2.902.693;NA;16,23%;16,23%;16,79%;NA%;8,56%
BBM;30207;b1;;C;2;SALVADOR;BA;12/2014;568.764;0;568.764;0;568.764;1.919.746;273.728;0;356.475;18;630.221;204.365;2.754.331;NA;20,65%;20,65%;20,65%;NA%;7,46%
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;12/2014;373.288;0;373.288;172.667;545.955;2.259.287;7.819;1.011;12.238;21.579;42.647;448.042;2.749.975;NA;13,57%;13,57%;19,85%;NA%;11,83%
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;12/2014;757.617;0;757.617;0;757.617;2.416.246;2.094;0;0;0;2.094;256.813;2.675.153;NA;28,32%;28,32%;28,32%;NA%;0,74%
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;12/2014;946.250;0;946.250;0;946.250;2.221.022;0;0;0;0;0;317.937;2.538.959;NA;37,27%;37,27%;37,27%;NA%;7,55%
BANCO RODOBENS S.A.;33603457;b1;;I;2;SAO PAULO;SP;12/2014;486.635;0;486.635;0;486.635;2.294.545;0;0;3.735;0;3.735;53.179;2.351.459;NA;20,70%;20,70%;20,70%;NA%;22,42%
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;12/2014;210.085;0;210.085;68.371;278.456;2.188.906;0;0;0;0;0;17.794;2.206.701;NA;9,52%;9,52%;12,62%;NA%;1,10%
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;12/2014;360.732;0;360.732;0;360.732;1.623.175;0;0;151;0;151;529.121;2.152.447;NA;16,76%;16,76%;16,76%;NA%;27,04%
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;12/2014;310.086;0;310.086;0;310.086;1.898.018;0;1.745;20.579;1.551;23.875;137.813;2.059.707;NA;15,05%;15,05%;15,05%;NA%;2,67%
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;12/2014;721.117;0;721.117;0;721.117;1.783.175;0;0;0;0;0;210.188;1.993.363;NA;36,18%;36,18%;36,18%;NA%;0,08%
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;12/2014;275.691;0;275.691;46.199;321.890;1.729.380;4.671;1;12.396;32.075;49.142;210.627;1.989.148;NA;13,86%;13,86%;16,18%;NA%;26,39%
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;12/2014;240.351;0;240.351;0;240.351;1.842.351;0;0;0;0;0;111.197;1.953.548;NA;12,30%;12,30%;12,30%;NA%;0,00%
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;12/2014;417.863;0;417.863;0;417.863;1.824.530;13.305;0;3.704;0;17.009;111.127;1.952.666;NA;21,40%;21,40%;21,40%;NA%;0,10%
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;12/2014;520.532;0;520.532;0;520.532;1.468.049;13.542;0;385.591;0;399.133;75.929;1.943.111;NA;26,79%;26,79%;26,79%;NA%;0,90%
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;12/2014;230.699;0;230.699;66.074;296.773;1.270.555;136.593;0;384.173;4.945;525.711;99.465;1.895.731;NA;12,17%;12,17%;15,65%;NA%;13,82%
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;12/2014;361.102;0;361.102;0;361.102;1.629.655;10.258;0;52.427;0;62.685;164.300;1.856.641;NA;19,45%;19,45%;19,45%;NA%;1,92%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;12/2014;544.938;0;544.938;0;544.938;1.821.218;0;0;0;0;0;0;1.821.218;NA;29,92%;29,92%;29,92%;NA%;3,25%
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;12/2014;652.413;0;652.413;0;652.413;1.493.215;0;0;7.868;0;7.868;223.883;1.724.966;NA;37,82%;37,82%;37,82%;NA%;5,35%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;12/2014;291.648;0;291.648;2.319;293.967;1.506.118;44.200;0;3;0;44.203;91.214;1.641.535;NA;17,77%;17,77%;17,91%;NA%;5,74%
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;12/2014;369.383;0;369.383;0;369.383;740.573;310.456;0;28.271;16.370;355.098;414.113;1.509.783;NA;24,47%;24,47%;24,47%;NA%;3,59%
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;12/2014;572.319;0;572.319;0;572.319;433.546;55.536;0;659.354;0;714.889;344.429;1.492.865;NA;38,34%;38,34%;38,34%;NA%;5,27%
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;12/2014;466.580;0;466.580;0;466.580;1.388.338;19.857;0;0;0;19.857;84.387;1.492.582;NA;31,26%;31,26%;31,26%;NA%;0,12%
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;12/2014;279.047;0;279.047;0;279.047;1.219.071;50.176;0;0;0;50.176;136.257;1.405.504;NA;19,85%;19,85%;19,85%;NA%;22,41%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;12/2014;221.424;0;221.424;0;221.424;1.291.228;0;0;7.843;0;7.843;55.681;1.354.752;NA;16,34%;16,34%;16,34%;NA%;44,73%
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;12/2014;297.935;0;297.935;0;297.935;1.076.977;0;0;0;0;0;220.021;1.296.998;NA;22,97%;22,97%;22,97%;NA%;3,55%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;12/2014;326.495;0;326.495;0;326.495;1.259.712;0;0;0;0;0;0;1.259.712;NA;25,92%;25,92%;25,92%;NA%;0,69%
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;12/2014;219.611;0;219.611;0;219.611;801.982;27.982;0;6.378;0;34.360;406.985;1.243.327;NA;17,66%;17,66%;17,66%;NA%;18,84%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;12/2014;175.769;0;175.769;0;175.769;1.119.387;0;0;0;0;0;96.494;1.215.881;NA;14,46%;14,46%;14,46%;NA%;21,81%
BANIF;20255;b1;;C;3;SAO PAULO;SP;12/2014;200.891;0;200.891;0;200.891;1.071.364;18.654;0;8;0;18.662;122.639;1.212.665;NA;16,57%;16,57%;16,57%;NA%;27,66%
FATOR;50122;b1;;C;2;SAO PAULO;SP;12/2014;356.312;0;356.312;0;356.312;919.617;0;0;120.048;24.750;144.798;122.663;1.187.078;NA;30,02%;30,02%;30,02%;NA%;41,66%
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;12/2014;786.628;0;786.628;0;786.628;1.025.146;0;0;0;0;0;157.893;1.183.039;NA;66,49%;66,49%;66,49%;NA%;0,17%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;12/2014;171.027;0;171.027;5.797;176.824;1.086.516;0;0;0;0;0;65.658;1.152.174;NA;14,84%;14,84%;15,35%;NA%;20,15%
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;12/2014;323.697;0;323.697;0;323.697;1.006.905;0;0;0;0;0;93.368;1.100.273;NA;29,42%;29,42%;29,42%;NA%;3,87%
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;12/2014;159.256;0;159.256;0;159.256;1.017.980;9.941;0;36.406;1.938;48.285;22.042;1.088.307;NA;14,63%;14,63%;14,63%;NA%;2,80%
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;12/2014;410.683;0;410.683;0;410.683;700.564;7.094;0;295.360;0;302.453;61.716;1.064.733;NA;38,57%;38,57%;38,57%;NA%;0,79%
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;12/2014;310.724;0;310.724;0;310.724;997.466;0;2.776;0;0;2.776;46.950;1.047.192;NA;29,67%;29,67%;29,67%;NA%;0,07%
