Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;09/2004;0;0;2.323.608;1.807;0;2.325.415;0;0;0;0;0;0;0;1.107.192;3.432.606;0;431.235;3.863.842;32.486;585.468;4.481.795
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;09/2004;208.954;126.053;69.822;576.822;54.453;1.036.104;264.443;0;0;0;0;0;0;264.586;1.565.132;0;970.395;2.535.528;0;1.525.293;4.060.820
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;09/2004;13.473;0;79.663;404.621;0;497.757;3.088.464;0;0;0;101.976;22.184;124.160;7.106;3.717.486;370;66.332;3.784.188;120;133.193;3.917.501
BBM;30207;b1;;C;2;SALVADOR;BA;09/2004;96.645;0;250.304;1.093.329;0;1.440.278;489.503;0;0;0;0;0;0;104.119;2.033.900;5.459;1.191.455;3.230.814;76;357.213;3.588.104
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;09/2004;0;0;5.094;156.035;0;161.129;0;0;0;0;0;0;0;2.477.597;2.638.726;0;48.304;2.687.030;92.589;452.324;3.231.943
ING;51073;b1;;C;3;SAO PAULO;SP;09/2004;13.356;0;0;30.211;0;43.568;2.477.759;0;0;0;0;0;0;158.838;2.680.164;59.443;206.043;2.945.651;0;262.255;3.207.906
BANESTES;30159;b1;;C;1;VITORIA;ES;09/2004;358.594;696.082;0;1.010.093;0;2.064.768;262.034;0;0;0;0;100.777;100.777;176.956;2.604.536;397;402.614;3.007.547;97;177.799;3.185.443
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;09/2004;22.208;0;186.480;1.549.432;8;1.758.128;169.502;0;0;0;399.203;0;399.203;75.285;2.402.119;39.997;173.258;2.615.373;0;443.345;3.058.718
SS;31323;b1;;C;2;SAO PAULO;SP;09/2004;4.566;0;190.097;1.786.376;1;1.981.040;257.978;0;0;0;0;155.412;155.412;52;2.394.483;147;256.450;2.651.080;0;309.854;2.960.934
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;09/2004;0;0;0;66.464;0;66.464;64.864;0;0;0;0;0;0;1.906.224;2.037.551;11.406;688.924;2.737.881;30;178.390;2.916.301
BANCO GENERAL MOTORS S.A.;59274605;b2;;I;3;SAO PAULO;SP;09/2004;0;0;1.541.522;298.076;0;1.839.598;0;0;0;0;0;0;0;76.996;1.916.594;22.670;365.895;2.305.159;88.075;405.259;2.798.493
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;2.107.278;2.107.278;0;130.051;2.237.329;0;554.225;2.791.554
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2004;18.762;0;31.746;1.033.569;0;1.084.077;32.958;0;0;0;72.013;0;72.013;685.672;1.874.720;18.084;491.482;2.384.286;1.827;357.675;2.743.788
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;b1;;I;1;FLORIANOPOLIS;SC;09/2004;458.260;0;5.000;375.084;0;838.345;937.925;0;0;0;0;0;0;49.882;1.826.151;0;490.009;2.316.160;0;137.337;2.453.496
BANCO WESTLB DO BRASIL S.A.;61088183;b1;;I;3;SAO PAULO;SP;09/2004;323;0;0;13.072;0;13.396;445.424;0;0;0;744.770;0;744.770;67.707;1.271.296;28.053;631.395;1.930.745;90;320.589;2.251.423
BMC;30276;b1;;C;2;SAO PAULO;SP;09/2004;34.904;0;41.263;1.048.771;0;1.124.938;230.240;0;0;0;6.500;0;6.500;359.085;1.720.763;288;162.341;1.883.392;919;230.204;2.114.514
BRB;31976;b1;;C;1;BRASILIA;DF;09/2004;256.308;410.352;8.535;736.379;5.048;1.416.623;72.483;0;0;0;0;60.670;60.670;45.919;1.595.694;72;208.015;1.803.782;189;244.629;2.048.599
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;09/2004;21.105;946;182.359;368.787;0;573.197;919.037;0;0;0;0;0;0;338.432;1.830.666;0;64.053;1.894.718;0;83.924;1.978.642
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;b1;;I;2;BRASILIA;DF;09/2004;3.036;633;182.748;304.171;0;490.588;798.318;0;0;0;0;0;0;370.251;1.659.157;0;248.694;1.907.851;12;61.617;1.969.480
BANCO IBI S.A. - BANCO MÚLTIPLO;4184779;b1;;I;3;BARUERI;SP;09/2004;682;0;15.793;603.059;0;619.534;16.201;0;0;0;0;0;0;101.946;737.680;14.229;736.736;1.488.646;44.655;342.995;1.876.296
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;09/2004;0;0;168.258;0;0;168.258;0;0;0;0;0;0;0;1.179.652;1.347.910;8.945;227.416;1.584.271;7.351;236.182;1.827.804
PINE;50304;b1;;C;2;SAO PAULO;SP;09/2004;34.525;0;50.657;513.263;0;598.444;478.419;0;0;0;0;0;0;325.929;1.402.792;1.156;21.103;1.425.051;184;164.651;1.589.885
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;09/2004;13.133;0;30.261;241.997;0;285.391;720.695;0;0;0;0;0;0;381.791;1.387.877;193;35.907;1.423.977;1.110;140.312;1.565.398
DRESDNER;51059;b1;;C;3;SAO PAULO;SP;09/2004;1.188;0;0;0;0;1.188;40.001;0;0;0;184.329;0;184.329;389.244;614.762;43.066;600.169;1.257.998;113;283.749;1.541.860
BEC;30214;b1;;C;1;FORTALEZA;CE;09/2004;18.163;478.555;0;187.694;10.557;694.969;322.856;0;0;0;0;0;0;2.874;1.020.699;22;174.577;1.195.298;0;345.619;1.540.917
SOFISA;31873;b1;;I;2;SAO PAULO;SP;09/2004;52.578;0;64.448;719.288;0;836.314;14.820;0;0;0;87.576;0;87.576;2.008;940.718;583;332.678;1.273.978;0;245.367;1.519.345
AMEX;51145;b1;;C;3;SAO PAULO;SP;09/2004;522;0;64.264;225.089;0;289.875;0;0;0;0;0;0;0;68.158;358.033;676;860.858;1.219.568;29.884;201.484;1.450.935
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;n1;;I;3;RIO DE JANEIRO;RJ;09/2004;0;0;0;0;0;0;0;0;0;0;0;65.709;65.709;1.069.159;1.134.868;2.683;160.007;1.297.559;0;140.531;1.438.089
BANCO DE TOKYO-MITSUBISHI BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;09/2004;20.278;0;3.000;120.573;0;143.851;171.105;0;0;0;0;0;0;540.419;855.375;4.816;186.147;1.046.338;379;349.505;1.396.221
BANCO FIDIS DE INVESTIMENTO S.A.;62237425;b2;;I;3;BETIM;MG;09/2004;0;0;508;697.487;0;697.996;0;0;0;0;0;0;0;725;698.720;0;314.490;1.013.211;819;353.439;1.367.470
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;09/2004;0;0;0;0;114.616;114.616;0;0;0;0;0;65.917;65.917;3.188;183.721;0;29.968;213.689;0;1.131.194;1.344.883
BESC S/A - CREDITO IMOBILIARIO;83725150;n1;;I;1;FLORIANOPOLIS;SC;09/2004;0;1.233.183;0;23.769;0;1.256.953;0;0;0;0;0;0;0;0;1.256.953;0;7.518;1.264.471;0;60.676;1.325.147
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;09/2004;2.211;0;0;0;0;2.211;0;0;0;0;0;0;0;0;2.211;0;136.229;138.440;0;1.179.718;1.318.157
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;09/2004;28.846;0;86.158;619.582;0;734.586;137.443;0;0;0;0;0;0;7.075;879.104;6.366;92.359;977.829;177;318.071;1.296.078
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.;38486817;b4;;I;1;BELO HORIZONTE;MG;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;541.783;541.783;0;215.029;756.812;0;512.207;1.269.019
BANCO JOHN DEERE S.A.;91884981;b1;;I;3;PORTO ALEGRE;RS;09/2004;3.346;0;72.158;57;0;75.560;0;0;0;0;0;0;0;984.051;1.059.612;27;19.674;1.079.312;0;146.496;1.225.808
BANCO DE LAGE LANDEN FINANCIAL SERVICES BRASIL S.A.;5040481;b2;;I;3;CANOAS;RS;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;998.628;998.628;0;52.440;1.051.068;0;144.912;1.195.979
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;09/2004;17.837;0;51.077;325.012;0;393.926;418.752;0;0;0;0;0;0;183.626;996.305;7;61.852;1.058.164;82;134.457;1.192.703
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;09/2004;28.100;0;0;153.496;1.982;183.577;46.225;0;0;0;0;0;0;476.003;705.806;3.596;112.982;822.383;175;326.134;1.148.692
COOPERATIVA CENTRAL DE CREDITO DO RIO GRANDE DO SULSICREDI CENTRAL-RS;87437687;b3C;;I;2;PORTO ALEGRE;RS;09/2004;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1.073.802;1.073.802;0;43.299;1.117.102
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;09/2004;13.677;0;65.708;624.793;0;704.178;17.197;0;0;0;68.998;12.979;81.977;76.733;880.085;709;91.310;972.104;0;113.963;1.086.067
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;09/2004;5.971;0;10.000;271.063;0;287.034;131.040;0;0;0;0;0;0;16.845;434.918;83.936;307.602;826.456;141;254.436;1.081.033
BES;51482;b2;;C;3;SAO PAULO;SP;09/2004;0;0;0;440.807;0;440.807;211.667;0;0;0;17.734;0;17.734;0;670.209;8.963;259.130;938.303;209;80.446;1.018.957
BANCO CACIQUE S.A.;33349358;b1;;I;2;SAO PAULO;SP;09/2004;2.417;0;55.457;355.340;0;413.213;285.600;0;0;0;0;0;0;0;698.813;2.854;43.483;745.150;11.030;260.627;1.016.807
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;09/2004;182.051;169.050;37.891;219.709;115.900;724.602;63.433;0;0;0;0;0;0;13.995;802.030;1;41.023;843.054;7;111.125;954.185
CAIXA ESTADUAL S.A. - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;570.677;570.677;440;32.664;603.781;0;315.584;919.365
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;09/2004;1.648;0;0;0;0;1.648;703.614;0;0;0;0;0;0;0;705.262;0;71.825;777.087;0;111.235;888.322
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;09/2004;0;0;405.550;38.988;0;444.538;0;0;0;0;0;0;0;109.118;553.656;17.545;90.351;661.551;0;216.206;877.757
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;479.306;479.306;0;49.021;528.327;0;284.545;812.871
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;09/2004;9.425;0;9.643;57.031;0;76.099;364.839;0;0;0;43.379;0;43.379;14.180;498.497;102.261;145.782;746.541;0;59.706;806.246
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;09/2004;14.149;0;25.100;285.899;268;325.417;139.904;0;0;0;0;0;0;39.953;505.274;6.873;133.061;645.208;0;126.323;771.531
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;09/2004;193.814;62.346;0;97.627;264.044;617.831;9.785;0;0;0;0;1.854;1.854;0;629.471;27;55.084;684.582;0;79.774;764.356
VOLVO;50933;b2;;C;3;CURITIBA;PR;09/2004;0;0;91.051;82.171;0;173.222;0;0;0;0;0;0;0;455.673;628.895;0;27.328;656.223;2.476;103.314;762.013
PEBB;31158;b1;;C;2;RIO DE JANEIRO;RJ;09/2004;0;0;1.458;19.957;0;21.415;447.826;0;0;0;0;0;0;0;469.241;0;61.801;531.042;0;228.825;759.866
CREDIT LYONNAIS;51066;b1;;C;3;SAO PAULO;SP;09/2004;7.166;0;0;14.826;0;21.992;189.123;0;0;0;143.644;0;143.644;54.861;409.620;4;216.482;626.106;82;108.960;735.148
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;09/2004;257;0;0;132.256;0;132.514;0;0;0;0;0;0;0;197.560;330.074;10.017;270.343;610.434;1.121;117.206;728.761
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;09/2004;13.935;0;135.835;358.150;0;507.920;2.299;0;0;0;0;0;0;3.581;513.800;794;60.147;574.741;0;150.477;725.218
PRIMUS;20255;b1;;C;3;SAO PAULO;SP;09/2004;13.154;0;24.210;89.778;0;127.141;184.509;0;0;0;153.391;0;153.391;119.131;584.172;0;43.813;627.985;213;45.106;673.304
BANCO BARCLAYS S.A.;61146577;b1;;I;3;SAO PAULO;SP;09/2004;1;0;0;0;0;1;0;0;0;0;347.067;0;347.067;222;347.290;0;159.831;507.121;0;161.359;668.480
LLOYDS TSB BANK PLC;61383170;b1;;I;3;SAO PAULO;SP;09/2004;0;0;0;3.903;0;3.903;0;0;0;0;150.648;0;150.648;224;154.775;0;120.018;274.793;0;380.483;655.277
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;321.603;321.603;0;64.978;386.580;0;254.175;640.755
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;09/2004;26.262;0;3.004;79.254;0;108.521;61.169;0;0;0;0;0;0;27.576;197.266;0;363.455;560.722;0;38.128;598.850
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.989;56.989;0;531.843;588.832
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;09/2004;250;0;11.065;118.833;0;130.148;115.932;0;0;0;77.224;0;77.224;105.949;429.253;14.051;20.103;463.408;0;78.785;542.192
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;09/2004;47;0;40.804;48.097;0;88.948;0;0;0;0;0;0;0;175.028;263.976;208;180.795;444.979;997;76.820;522.797
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;09/2004;0;0;71.682;0;0;71.682;0;0;0;0;0;1.341;1.341;327.877;400.899;4.297;16.067;421.264;517;93.209;514.990
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;09/2004;0;0;309.828;7.378;0;317.206;0;0;0;0;0;0;0;51.817;369.023;2.932;45.751;417.707;0;72.984;490.691
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;09/2004;0;0;256.302;0;0;256.302;0;0;0;0;0;0;0;102.299;358.601;17.896;12.031;388.527;316;85.679;474.522
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;;I;2;BELO HORIZONTE;MG;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;147.364;147.364;0;314.902;462.266;0;7.226;469.493
ARBI;31677;b1;;C;2;RIO DE JANEIRO;RJ;09/2004;8.371;0;108;28.915;0;37.395;369.000;0;0;0;0;0;0;22.823;429.218;0;4.912;434.130;170;22.461;456.761
BANCO BGN S.A.;558456;b1;;I;2;RECIFE;PE;09/2004;2.478;0;0;238.986;0;241.464;144.863;0;0;0;0;0;0;14.938;401.265;205;18.611;420.081;0;34.900;454.981
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;09/2004;6.072;0;9.896;88.822;490;105.281;3.901;0;0;0;0;0;0;22.407;131.590;0;251.537;383.126;91;59.355;442.571
COOPERATIVA DE CRÉDITO RURAL COOPERCITRUS - CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;09/2004;31.415;0;0;393;158.545;190.353;0;0;0;0;0;0;0;129.326;319.679;0;9.631;329.309;0;111.300;440.610
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;102.473;102.473;13.908;44.215;160.596;0;256.236;416.832
COOPERATIVA CENTRAL DE CREDITO DO PARANA -SICREDI CENTRAL-PR;80230774;b3C;;I;2;CURITIBA;PR;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;1.164;1.164;0;357.054;358.218;0;21.977;380.195
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;09/2004;6.991;0;1.303;303.993;0;312.288;0;0;0;0;0;0;0;0;312.288;3;12.157;324.448;0;49.149;373.597
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;136;136;0;339.915;340.050;0;16.901;356.951
MERRILL LYNCH;51255;b2;;C;3;SAO PAULO;SP;09/2004;0;0;0;31.122;0;31.122;21.020;0;0;0;0;0;0;0;52.143;0;165.176;217.319;0;117.932;335.251
UBS;31103;b1;;C;3;RIO DE JANEIRO;RJ;09/2004;7.107;0;0;30;0;7.138;32.115;0;0;0;0;0;0;9.894;49.147;0;200.562;249.709;0;77.777;327.486
PARANA BANCO S.A.;14388334;b1;;I;2;CURITIBA;PR;09/2004;2.272;0;8.142;217.243;0;227.657;0;0;0;0;0;0;0;0;227.657;0;17.020;244.677;0;68.681;313.358
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;09/2004;0;0;0;0;0;0;3.620;0;0;0;0;0;0;0;3.620;48.887;97.735;150.242;0;152.107;302.349
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;09/2004;0;0;0;0;199.563;199.563;0;0;0;0;0;0;0;917;200.480;0;6.006;206.486;0;92.181;298.666
BANCO MORADA S.A;43717511;b1;;I;2;RIO DE JANEIRO;RJ;09/2004;504;0;3.182;55.519;0;59.205;150.000;0;0;0;0;0;0;37.664;246.868;92;8.959;255.919;0;34.005;289.924
BANCO COMERCIAL URUGUAI S.A.;74828799;b1;;I;3;PORTO ALEGRE;RS;09/2004;1.412;0;0;5.454;0;6.866;111.285;0;0;0;34.676;0;34.676;62.291;215.118;34;38.214;253.365;9;35.615;288.989
