Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2013;324.917.380;1.169.073;11.676.394;23.854.677;26.084.294;7.287.282;1.548.676;1;71.620.396;32.314;1.821.627;2.367.183;6.889.607;7.970.421;19.432.878;3.029.572;41.543.602;114.648;2.576.808;1.053.669;647.935;0;0;0;4.393.060;568.012;12.119.558;3.840.873;1.193.066;11.428;0;3;17.732.938;67.658;4.943.272;8.223.631;363.911;60.108;824;0;13.659.405;347.739;1.984.902;1.125.051;1.685.563;939.890;2.273.234;53.691;8.410.071;348.969;6.099.729;14.718.743;28.616.542;11.089.653;12.159.231;3.962.619;76.995.487;53.252;4.415.961;17.338.184;13.250.102;1.975.845;4.907.782;46.443;41.987.571;421;74.184;717.467;1.734.384;293.384;13.528;67;2.833.436;45.741.413
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1.644.264;b3S;I;2;;9;JOAO MONLEVADE;MG;09/2013;55.083;276;9.591;10.541;9.481;1.973;61;0;31.923;212;1.282;3.196;3.778;441;78;0;8.986;0;0;0;0;0;0;2.692;2.692;23;7.188;379;0;0;0;0;7.589;0;0;0;0;0;0;0;0;127;605;921;844;459;27;0;2.982;9;137;313;452;0;0;0;911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32.983.165;b3S;I;2;;9;CAMPO VERDE;MT;09/2013;53.888;622;3.598;8.002;10.017;966;289;0;23.493;34;400;999;1.350;358;1;0;3.142;533;4.272;7.609;18;0;0;0;12.432;204;11.987;1.849;0;0;0;0;14.040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;122;0;0;0;0;0;0;0;0;0;0;659;0;0;0;0;659;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71.297.899;b3S;I;2;;9;PATOS DE MINAS;MG;09/2013;53.880;238;3.553;7.294;14.017;3.883;0;0;28.985;14;672;1.697;1.608;6;0;0;3.996;0;0;0;0;0;0;5.554;5.554;1.023;13.443;237;0;0;0;0;14.703;0;0;0;0;0;0;0;0;78;68;26;42;0;0;0;214;3;70;185;170;0;0;0;428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1.736.516;b3S;I;2;;9;DIVINOPOLIS;MG;09/2013;53.681;1.357;7.374;11.900;10.735;2.028;0;0;33.395;13;254;607;960;108;0;0;1.943;0;0;0;0;0;0;1.639;1.639;114;15.370;619;0;0;0;0;16.102;0;0;0;0;0;0;0;0;34;245;11;110;12;0;0;413;15;60;87;28;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNICRED RECIFE   COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DO GRANDE RECIFE, ZONA DA MATA NORTE E SUL LTDA;70.241.658;b3S;I;2;;9;RECIFE;PE;09/2013;53.106;23;5.693;13.299;23.262;8.814;0;0;51.091;0;130;322;381;57;0;0;890;0;704;383;0;0;0;0;1.087;0;24;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU   SICOOB   PINHALZINHO/SC.;81.014.060;b3S;I;2;;9;PINHALZINHO;SC;09/2013;52.873;13;2.339;2.904;5.700;1.040;17;0;12.012;38;1.705;4.680;11.205;4.214;35;0;21.878;0;0;0;0;0;0;1.232;1.232;130;8.073;1.011;2;0;0;0;9.215;0;0;0;0;0;0;0;0;16;133;1.971;722;81;0;0;2.923;0;0;0;0;0;0;0;0;0;9;5.414;190;0;0;0;5.613;0;0;0;0;0;0;0;0;0
BANCO POTTENCIAL S.A.;253.448;b1;I;2;;2;BELO HORIZONTE;MG;09/2013;52.374;0;261;1.969;4.650;0;0;0;6.880;0;0;0;0;0;0;0;0;0;14.474;4.200;0;0;0;0;18.674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.140;6.200;1.120;0;0;0;0;9.460;0;0;0;0;0;0;0;0;0;0;143;0;0;17.217;0;17.360;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC;88.099.247;b3S;I;2;;9;CAMPO NOVO;RS;09/2013;51.937;454;1.449;3.444;3.875;781;4;0;10.008;18;1.328;3.777;5.886;2.211;10;0;13.230;397;3.929;9.720;0;0;0;0;14.045;51;8.100;1.565;0;0;0;0;9.716;0;0;0;0;0;0;0;0;0;80;720;458;293;1;46;1.598;0;1;1;0;0;0;0;2;0;1.634;1.504;200;0;0;0;3.338;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR;79.457.883;b3S;I;2;;9;MANDAGUARI;PR;09/2013;51.840;324;3.307;6.379;6.777;1.896;222;0;18.905;103;708;1.821;2.416;272;0;0;5.321;439;9.242;4.601;0;0;0;0;14.283;569;10.982;1.120;0;0;0;0;12.671;0;0;0;0;0;0;0;0;16;197;3;9;1;0;148;375;0;0;0;0;0;0;0;0;0;60;198;28;0;0;0;286;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81.016.131;b3S;I;2;;9;VIDEIRA;SC;09/2013;51.508;218;4.453;6.575;5.399;1.495;889;0;19.029;39;1.743;6.147;8.325;3.615;1.504;0;21.372;0;0;0;0;0;0;2.862;2.862;1;6.841;383;0;0;0;0;7.225;0;0;0;0;0;0;0;0;10;8;0;0;0;162;0;180;0;0;0;0;0;0;0;0;0;0;840;0;0;0;0;840;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;09/2013;50.720;270;2.442;13.869;6.658;1.642;56;0;24.937;5;378;851;1.420;402;0;0;3.056;192;4.439;5.491;7;0;0;0;10.130;74;7.152;761;1;0;0;0;7.988;0;0;0;0;0;0;0;0;0;55;357;11;0;0;70;493;4;156;378;332;0;0;0;870;48;7;2.903;189;98;0;0;3.246;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO;89.468.565;b3S;I;2;;9;SARANDI;RS;09/2013;50.002;670;3.212;7.276;7.664;1.426;5;0;20.253;85;429;1.615;1.510;299;0;0;3.938;204;5.678;3.636;0;0;0;0;9.518;229;9.289;1.044;0;0;0;0;10.562;0;0;0;0;0;0;0;0;0;426;1.519;1.364;877;18;129;4.333;1;40;81;54;0;0;0;176;0;1.223;0;0;0;0;0;1.223;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC;78.840.071;b3S;I;2;;9;CONCORDIA;SC;09/2013;49.823;1.135;2.858;12.364;4.514;306;0;0;21.177;246;3.383;7.297;3.929;1.868;5;0;16.728;0;0;0;0;0;0;2.545;2.545;15;6.736;261;0;0;0;0;7.012;0;0;0;0;0;0;0;0;11;133;11;4;0;0;0;158;0;0;0;0;0;0;0;0;0;86;1.798;218;100;0;0;2.203;0;0;0;0;0;0;0;0;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309.024;b3C;I;2;;9;BELO HORIZONTE;MG;09/2013;49.786;0;11.184;18.884;19.554;0;0;0;49.622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO;32.474.884;b3S;I;2;;9;ALFREDO CHAVES;ES;09/2013;49.512;340;7.602;15.864;10.907;788;0;0;35.501;117;590;1.343;2.464;452;0;0;4.965;0;0;0;0;0;0;1.984;1.984;65;6.050;815;1;0;0;0;6.931;0;0;0;0;0;0;0;0;69;61;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR DE ARACAJU LTDA.;2.923.389;b3S;I;2;;9;ARACAJU;SE;09/2013;49.191;155;2.964;7.575;12.644;4.846;3.002;3;31.189;48;939;2.324;2.019;570;2.279;31;8.212;0;4.209;5.298;0;0;0;0;9.506;0;92;1;0;0;0;0;94;0;0;0;0;0;0;0;0;99;92;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRANCISCO BELTRÃO - SICOOB CRESUD;2.466.552;b3S;I;2;;9;FRANCISCO BELTRAO;PR;09/2013;48.737;373;4.967;11.290;4.890;650;14;0;22.184;29;473;1.245;2.105;295;183;0;4.329;0;0;0;0;0;0;1.975;1.975;63;13.868;1.272;0;0;0;0;15.203;0;0;0;0;0;0;0;0;264;1.179;1.696;1.724;184;0;0;5.047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2.335.109;b3S;I;2;;9;CATAGUASES;MG;09/2013;48.641;286;4.430;8.462;12.327;2.362;16;0;27.882;1;249;655;700;35;0;0;1.639;0;0;0;0;0;0;2.899;2.899;221;15.014;803;0;0;0;0;16.038;0;0;0;0;0;0;0;0;117;66;0;0;0;0;0;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LA NACION ARGENTINA;33.042.151;b1;I;3;;28;SAO PAULO;SP;09/2013;48.559;0;0;1.051;0;0;0;0;1.051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.777;15.047;284;0;0;0;47.108;0;0;0;0;0;400;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2.843.443;b3S;I;2;;9;JOINVILLE;SC;09/2013;47.796;211;4.148;8.936;9.929;1.118;38;0;24.381;16;1.106;2.735;4.061;867;59;0;8.844;149;4.064;3.145;198;0;0;0;7.556;11;2.677;257;0;0;0;0;2.945;0;0;0;0;0;0;0;0;0;389;800;1.693;1.059;0;78;4.018;2;12;32;5;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - UNICRED NATAL;70.038.237;b3S;I;2;;9;NATAL;RN;09/2013;47.102;24;3.199;5.609;8.928;3.869;1.757;0;23.385;2;1.086;2.639;2.680;280;263;2;6.952;0;883;14.996;0;0;0;0;15.879;2;493;292;0;0;0;0;787;0;0;0;0;0;0;0;0;6;93;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARANAPANEMA - SICREDI PARANAPANEMA PR/SP;79.086.997;b3S;I;2;;9;CAMBARA;PR;09/2013;46.182;415;2.794;5.640;8.656;2.119;1.339;0;20.962;1;333;600;1.081;468;115;0;2.597;178;3.904;3.755;0;0;0;0;7.836;74;10.081;2.341;0;0;0;0;12.496;0;0;0;0;0;0;0;0;0;120;352;360;40;0;60;933;5;49;106;53;0;0;0;212;0;804;342;0;0;0;0;1.146;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ E PATOS DE MINAS LTDA. - UNICRED DO ALTO PARANAÍBA E NOROESTE DE MINAS;1.727.929;b3S;I;2;;9;PATOS DE MINAS;MG;09/2013;44.709;159;3.153;5.932;8.962;3.025;3.999;0;25.230;32;515;1.294;2.024;646;849;0;5.360;0;2.233;5.309;19;0;0;0;7.562;28;3.156;607;0;0;0;0;3.792;0;0;0;0;0;0;0;0;162;513;452;1.105;531;2;0;2.766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO NORTE DO PARANÁ - SICOOB ALIANÇA;6.174.009;b3S;I;2;;9;APUCARANA;PR;09/2013;44.384;45;2.974;12.618;5.172;275;0;0;21.084;14;348;817;1.213;166;0;0;2.558;0;0;0;0;0;0;1.206;1.206;50;18.160;331;0;0;0;0;18.541;0;0;0;0;0;0;0;0;50;336;306;301;2;0;0;995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO LESTE - SICREDI CENTRO LESTE RS;88.471.024;b3S;I;2;;9;CACHOEIRA DO SUL;RS;09/2013;44.183;313;2.465;4.943;6.221;1.644;944;0;16.529;30;622;1.648;2.363;334;1;0;4.998;306;4.595;4.499;10;0;0;0;9.410;351;8.501;965;0;0;0;0;9.817;0;0;0;0;0;0;0;0;0;279;1.266;602;20;0;95;2.261;1;8;16;17;0;0;0;42;0;1.125;0;0;0;0;0;1.125;0;0;0;0;0;0;0;0;0
BANCO PORTO REAL DE INVESTIMENTOS S.A;40.429.946;b2;I;2;;13;PORTO REAL;RJ;09/2013;43.449;143;3.571;9.208;15.797;3.945;0;0;32.664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.755;5.162;96;40;0;0;10.052;0;104;260;369;0;0;0;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO DE PIRACICABA;54.401.286;b3S;I;2;;9;PIRACICABA;SP;09/2013;43.294;5.317;14.034;15.149;0;0;0;0;34.499;0;239;525;914;455;0;0;2.132;0;1.518;1.485;0;0;0;487;3.490;0;129;4;0;0;0;0;133;0;0;0;0;0;0;0;0;8;27;21;0;0;150;0;207;0;0;0;0;0;0;0;0;0;667;1.307;749;109;0;0;2.833;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO EM GUAXUPÉ E REGIÃO LTDA - SICOOB AGROCREDI;42.873.828;b3S;I;2;;9;GUAXUPE;MG;09/2013;42.910;0;0;0;0;0;0;0;0;36;416;1.091;1.096;22;0;0;2.660;0;0;0;0;0;0;14.312;14.312;204;9.140;360;0;0;0;0;9.704;0;0;0;0;0;0;0;0;874;6.299;6.822;1.808;26;260;0;16.089;0;0;0;0;0;0;0;0;0;144;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAUÁ, RIBEIRÃO PIRES E VALE DO PARAÍBA - CREDCEG;7.789.195;b3S;I;2;;9;SAO BERNARDO DO CAMPO;SP;09/2013;42.877;194;3.153;5.685;5.473;597;0;0;15.101;273;2.567;7.086;11.546;1.223;0;0;22.695;0;0;0;0;0;0;2.495;2.495;543;1.131;652;32;0;0;0;2.358;0;0;0;0;0;0;0;0;69;158;0;0;0;0;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIRECAO S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;58.158.387;n1;I;2;;14;SANTOS;SP;09/2013;42.682;3.145;17.325;14.790;6.162;407;0;0;41.829;55;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;157;347;187;0;0;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPREENDEDORES DO VALE DO MOGI GUAÇU - SICOOB CREDIGUAÇU;67.960.229;b3S;I;2;;9;DESCALVADO;SP;09/2013;41.991;0;9;13;0;0;0;0;22;107;224;561;445;0;0;0;1.336;0;0;0;0;0;0;8.953;8.953;1.177;4.816;209;0;0;0;0;6.202;0;0;0;0;0;0;0;0;1.305;11.927;8.314;1.443;210;1.592;0;24.791;0;0;0;0;0;0;0;0;0;687;0;0;0;0;0;687;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79.063.574;b3S;I;2;;9;SANTO ANTONIO DA PLATINA;PR;09/2013;41.107;222;3.755;4.018;4.632;910;78;0;13.615;6;184;469;596;107;5;0;1.366;580;8.356;5.065;47;0;0;0;14.047;124;10.456;1.262;0;0;0;0;11.842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;112;0;0;0;0;0;0;0;0;0;104;20;0;0;0;0;124;0;0;0;0;0;0;0;0;0
BANCO SEMEAR S.A.;795.423;b1;I;2;;8;BELO HORIZONTE;MG;09/2013;40.924;2.740;25.328;5.386;2.594;1.987;0;0;38.035;0;885;983;301;8;0;0;2.178;0;247;61;0;0;0;0;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;104;0;0;0;0;404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO TRIANGULO MINEIRO LTDA - SICOOB ARACOOP;3.320.525;b3S;I;2;;9;ARAGUARI;MG;09/2013;40.561;256;4.227;11.551;8.760;116;15;0;24.926;0;177;406;724;2;0;0;1.310;0;0;0;0;0;0;2.703;2.703;0;10.755;447;0;0;0;0;11.202;0;0;0;0;0;0;0;0;101;294;0;0;0;0;0;395;2;13;11;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PLANALTO DAS ARAUCÁRIAS - SICREDI PLANALTO DAS ARAUCÁRIAS PR/SC;81.054.686;b3S;I;2;;9;LAPA;PR;09/2013;40.349;269;3.178;6.853;8.664;1.078;32;0;20.074;19;427;1.222;2.102;472;1;0;4.242;112;4.439;4.297;31;0;0;0;8.879;38;4.207;343;0;0;0;0;4.587;0;0;0;0;0;0;0;0;0;141;520;755;0;0;534;1.951;0;0;0;0;0;0;0;0;0;0;615;0;0;0;0;615;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO SERRA - SICREDI CENTRO SERRA RS;87.067.757;b3S;I;2;;9;AGUDO;RS;09/2013;40.328;58;1.364;2.516;3.136;612;113;0;7.800;22;1.308;3.562;6.702;2.569;1.515;0;15.677;45;2.542;3.748;47;0;0;0;6.382;3;6.002;1.099;0;0;0;0;7.104;0;0;0;0;0;0;0;0;0;757;2.490;89;0;0;29;3.365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78.907.607;b3S;I;2;;9;PRUDENTOPOLIS;PR;09/2013;40.189;298;1.952;4.465;4.811;763;0;0;12.289;35;437;1.068;1.512;252;0;0;3.305;134;2.691;3.612;143;0;0;0;6.580;354;15.265;1.340;2;0;0;0;16.960;0;0;0;0;0;0;0;0;0;28;464;52;0;0;151;695;0;0;0;0;0;0;0;0;0;0;359;0;0;0;0;359;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78.858.107;b3S;I;2;;9;CUNHA PORA;SC;09/2013;40.132;74;2.283;6.566;7.194;2.115;1.338;0;19.570;12;791;2.124;4.080;1.763;687;0;9.457;0;0;0;0;0;0;907;907;16;8.391;1.470;70;1;0;0;9.947;0;0;0;0;0;0;0;0;53;138;9;52;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5.772.229;b3S;I;2;;9;PARANAVAI;PR;09/2013;38.172;204;2.089;3.364;4.608;505;59;0;10.829;11;262;647;983;60;0;0;1.963;0;0;0;0;0;0;2.930;2.930;134;13.465;1.888;4;0;0;0;15.492;0;0;0;0;0;0;0;0;137;2.765;3.771;72;3;0;0;6.748;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;209;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO COSTA OESTE - SICREDI COSTA OESTE PR;79.052.122;b3S;I;2;;9;MARECHAL CANDIDO RONDON;PR;09/2013;36.990;117;1.625;3.931;5.281;1.370;959;0;13.285;1;556;1.394;2.250;336;1;0;4.537;44;4.130;3.478;15;0;0;0;7.668;6;5.720;452;0;0;0;0;6.178;0;0;0;0;0;0;0;0;0;317;1.043;471;286;387;66;2.569;0;0;0;0;0;0;0;0;0;0;2.754;0;0;0;0;2.754;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37.442.605;b3S;I;2;;9;COLIDER;MT;09/2013;36.433;256;2.185;6.323;4.461;460;0;0;13.686;34;542;1.459;2.119;266;0;0;4.419;171;2.468;6.673;0;0;0;0;9.312;131;7.805;638;0;0;0;0;8.574;0;0;0;0;0;0;0;0;0;79;199;89;0;0;69;436;0;2;4;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICOOB AC CREDI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE MATERIAL DE CONSTRUÇÃO DE GOVERNADOR VALADARES LTDA.;1.559.914;b3S;I;2;;9;GOVERNADOR VALADARES;MG;09/2013;36.271;620;2.530;2.501;2.316;538;0;0;8.504;13;122;278;492;45;0;0;951;0;0;0;0;0;0;4.436;4.436;261;14.959;742;0;0;0;0;15.961;0;0;0;0;0;0;0;0;301;581;924;1.662;623;2;0;4.092;39;499;985;803;1;0;0;2.326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3.042.597;b3S;I;2;;9;CAMPO GRANDE;MS;09/2013;35.914;296;3.249;6.468;6.174;204;52;0;16.442;4;302;763;777;57;0;0;1.902;373;3.850;5.824;0;0;0;0;10.047;271;5.778;466;0;0;0;0;6.515;0;0;0;0;0;0;0;0;0;0;50;100;50;0;97;297;6;9;24;3;0;0;0;42;0;210;409;50;0;0;0;669;0;0;0;0;0;0;0;0;0
