Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2014;6.984.735;0;6.984.735;0;6.984.735;32.034.571;3.025.384;65;7.007.709;183.370;10.216.528;3.625.550;45.876.649;NA;15,23%;15,23%;15,23%;NA%;10,43%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2014;5.241.960;0;5.241.960;1.421.260;6.663.220;34.742.083;612.219;0;5.612;18.943;636.775;4.906.783;40.285.640;NA;13,01%;13,01%;16,54%;NA%;10,08%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2014;3.181.608;0;3.181.608;2.435.492;5.617.099;28.711.054;285.458;2.882;65.173;0;353.513;5.210.724;34.275.290;NA;9,28%;9,28%;16,39%;NA%;3,76%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2014;3.119.167;0;3.119.167;881.000;4.000.167;17.063.741;1.566.545;87.306;4.726.762;538.668;6.919.280;2.642.492;26.625.512;NA;11,71%;11,71%;15,02%;NA%;26,71%
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;06/2014;2.341.866;0;2.341.866;889.461;3.231.328;22.430.912;0;0;0;0;0;748.474;23.179.386;NA;10,10%;10,10%;13,94%;NA%;4,81%
BMG;30290;b1;;C;2;SAO PAULO;SP;06/2014;2.371.169;0;2.371.169;947.906;3.319.075;20.322.724;65.273;0;0;0;65.273;908.297;21.296.294;NA;11,13%;11,13%;15,59%;NA%;37,65%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;06/2014;2.030.862;0;2.030.862;662.360;2.693.222;17.577.964;157.985;13.245;717.055;0;888.285;798.274;19.264.524;NA;10,54%;10,54%;13,98%;NA%;3,65%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;06/2014;2.734.629;0;2.734.629;71.020;2.805.650;13.175.459;256.434;179;3.795.056;65.111;4.116.781;1.906.828;19.199.067;NA;14,24%;14,24%;14,61%;NA%;3,00%
PAN;31323;b1;;C;2;SAO PAULO;SP;06/2014;1.157.390;0;1.157.390;1.046.163;2.203.552;17.368.891;4.938;0;166.800;0;171.738;1.623.068;19.163.697;NA;6,04%;6,04%;11,50%;NA%;49,72%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2014;3.537.917;0;3.537.917;0;3.537.917;10.040.533;291.074;17.433;5.412.475;283.686;6.004.668;1.387.213;17.432.414;NA;20,30%;20,30%;20,30%;NA%;3,03%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;06/2014;2.502.588;0;2.502.588;0;2.502.588;12.931.619;179.584;0;1.871.977;74.764;2.126.324;634.575;15.692.518;NA;15,95%;15,95%;15,95%;NA%;8,59%
BIC;32119;b1;;C;2;SAO PAULO;SP;06/2014;1.782.398;0;1.782.398;739.321;2.521.718;12.993.721;697.598;0;21.243;0;718.841;1.564.557;15.277.119;NA;11,67%;11,67%;16,51%;NA%;7,76%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;06/2014;1.248.239;0;1.248.239;650.667;1.898.906;11.353.011;126.736;115.655;629.000;0;871.391;644.082;12.868.484;NA;9,70%;9,70%;14,76%;NA%;1,79%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;06/2014;1.609.259;0;1.609.259;0;1.609.259;11.902.380;5.924;0;682;0;6.605;727.537;12.636.522;NA;12,73%;12,73%;12,73%;NA%;14,51%
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;06/2014;1.357.289;0;1.357.289;0;1.357.289;10.668.667;482;0;0;0;482;774.690;11.443.839;NA;11,86%;11,86%;11,86%;NA%;8,97%
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;06/2014;1.359.686;0;1.359.686;154.237;1.513.923;10.476.722;0;0;0;0;0;662.023;11.138.746;NA;12,21%;12,21%;13,59%;NA%;0,31%
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;06/2014;1.455.911;0;1.455.911;0;1.455.911;10.287.125;1.274;0;0;16.725;17.999;536.772;10.841.896;NA;13,43%;13,43%;13,43%;NA%;1,60%
ALFA;51293;b1;;C;2;SAO PAULO;SP;06/2014;2.028.905;0;2.028.905;0;2.028.905;9.486.804;8.881;0;143.921;3.050;155.852;773.305;10.415.962;NA;19,48%;19,48%;19,48%;NA%;11,43%
PINE;50304;b1;;C;2;SAO PAULO;SP;06/2014;1.255.861;0;1.255.861;151.759;1.407.620;9.340.455;19.247;45.209;714.691;0;779.147;187.571;10.307.173;NA;12,18%;12,18%;13,66%;NA%;2,23%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;06/2014;780.477;876;781.353;453.926;1.235.279;9.432.566;37.581;0;1.130;549;39.260;605.202;10.077.028;NA;7,75%;7,75%;12,26%;NA%;20,83%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2014;1.632.671;0;1.632.671;0;1.632.671;6.328.693;83.313;6.169;2.790.840;0;2.880.322;832.325;10.041.340;NA;16,26%;16,26%;16,26%;NA%;2,18%
BRB;31976;b1;;C;1;BRASILIA;DF;06/2014;1.119.361;0;1.119.361;205.615;1.324.976;9.282.640;42.760;134;16.169;4.715;63.779;658.285;10.004.704;NA;11,19%;11,19%;13,24%;NA%;18,74%
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;06/2014;2.033.285;0;2.033.285;0;2.033.285;2.270.163;29.833;2.032;4.715.404;59.479;4.806.749;583.182;7.660.094;NA;26,54%;26,54%;26,54%;NA%;3,50%
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;06/2014;5.011.123;0;5.011.123;0;5.011.123;115.042;0;0;19.097;6.977.160;6.996.257;212.538;7.323.837;NA;68,42%;68,42%;68,42%;NA%;0,00%
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;06/2014;1.906.623;0;1.906.623;0;1.906.623;4.666.253;589.227;10.536;1.085.200;263.082;1.948.045;659.151;7.273.449;NA;26,21%;26,21%;26,21%;NA%;0,99%
BANESTES;30159;b1;;C;1;VITORIA;ES;06/2014;1.013.201;0;1.013.201;0;1.013.201;5.733.804;14.636;0;83.214;6.189;104.040;810.610;6.648.453;NA;15,24%;15,24%;15,24%;NA%;20,01%
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;06/2014;732.340;0;732.340;113.499;845.839;5.362.641;12.207;0;640.891;0;653.098;166.124;6.181.863;NA;11,85%;11,85%;13,68%;NA%;11,95%
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;06/2014;845.583;120.842;966.424;0;966.424;5.472.286;25.197;0;174.145;171;199.513;407.601;6.079.400;NA;13,91%;15,90%;15,90%;NA%;12,04%
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;06/2014;1.139.651;0;1.139.651;0;1.139.651;5.594.625;0;0;0;0;0;385.338;5.979.963;NA;19,06%;19,06%;19,06%;NA%;2,65%
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;06/2014;1.295.633;0;1.295.633;0;1.295.633;4.642.446;55.227;0;720.950;0;776.177;397.503;5.816.126;NA;22,28%;22,28%;22,28%;NA%;8,07%
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;06/2014;1.018.786;0;1.018.786;0;1.018.786;4.432.079;5.818;0;704.191;50.182;760.191;460.305;5.652.575;NA;18,02%;18,02%;18,02%;NA%;4,37%
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;06/2014;1.241.153;0;1.241.153;0;1.241.153;4.568.878;760;0;97.615;0;98.375;523.850;5.191.103;NA;23,91%;23,91%;23,91%;NA%;47,58%
BANCOOB;51750;b1;;C;2;BRASILIA;DF;06/2014;663.408;0;663.408;0;663.408;4.627.040;15.083;0;30.401;0;45.484;424.682;5.097.206;NA;13,02%;13,02%;13,02%;NA%;10,80%
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;06/2014;627.629;0;627.629;91.767;719.396;4.279.161;380.695;0;0;0;380.695;135.559;4.795.415;NA;13,09%;13,09%;15,00%;NA%;0,59%
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;06/2014;1.000.447;0;1.000.447;0;1.000.447;2.482.105;93.519;0;1.606.730;79.358;1.779.607;399.302;4.661.014;NA;21,46%;21,46%;21,46%;NA%;4,42%
BES;51482;b2;;C;3;SAO PAULO;SP;06/2014;660.593;0;660.593;0;660.593;3.311.236;93.965;0;895.503;16.832;1.006.300;258.883;4.576.419;NA;14,43%;14,43%;14,43%;NA%;8,68%
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;06/2014;766.804;0;766.804;0;766.804;4.320.999;4.225;0;0;0;4.225;242.984;4.568.208;NA;16,79%;16,79%;16,79%;NA%;1,05%
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;06/2014;600.622;0;600.622;0;600.622;4.164.583;13.305;35.461;156.713;18;205.497;145.005;4.515.085;NA;13,30%;13,30%;13,30%;NA%;18,25%
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;06/2014;652.949;0;652.949;0;652.949;4.210.447;12.226;0;0;0;12.226;179.770;4.402.443;NA;14,83%;14,83%;14,83%;NA%;0,34%
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;06/2014;687.235;0;687.235;442.031;1.129.266;3.788.408;45.891;0;29.545;0;75.436;142.259;4.006.104;NA;17,15%;17,15%;28,19%;NA%;0,24%
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;06/2014;791.721;0;791.721;0;791.721;3.540.107;11.716;0;230.082;0;241.797;158.782;3.940.686;NA;20,09%;20,09%;20,09%;NA%;2,54%
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;06/2014;1.330.002;0;1.330.002;34.892;1.364.894;1.412.456;384.389;0;1.236.489;7.375;1.628.253;893.087;3.933.796;NA;33,81%;33,81%;34,70%;NA%;2,51%
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;06/2014;619.286;0;619.286;0;619.286;3.504.723;393;0;0;0;393;202.072;3.707.188;NA;16,71%;16,71%;16,71%;NA%;6,10%
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;06/2014;527.073;0;527.073;0;527.073;3.362.074;0;0;0;0;0;258.614;3.620.687;NA;14,56%;14,56%;14,56%;NA%;1,26%
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;06/2014;523.335;0;523.335;36.227;559.562;3.390.002;0;0;0;0;0;213.681;3.603.682;NA;14,52%;14,52%;15,53%;NA%;5,32%
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;06/2014;988.060;0;988.060;0;988.060;3.395.052;5.425;0;0;0;5.425;132.590;3.533.068;NA;27,97%;27,97%;27,97%;NA%;3,67%
SOFISA;31873;b1;;C;2;SAO PAULO;SP;06/2014;631.090;0;631.090;0;631.090;3.135.669;18.585;22;131.531;7.224;157.362;170.711;3.463.742;NA;18,22%;18,22%;18,22%;NA%;33,71%
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;06/2014;478.481;0;478.481;19.699;498.180;3.360.401;0;0;0;0;0;60.606;3.421.008;NA;13,99%;13,99%;14,56%;NA%;3,26%
HONDA;51396;b2;;C;3;SAO PAULO;SP;06/2014;545.393;0;545.393;0;545.393;3.175.570;0;0;0;0;0;107.201;3.282.771;NA;16,61%;16,61%;16,61%;NA%;0,24%
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;06/2014;1.811.206;0;1.811.206;0;1.811.206;1.783.290;0;0;0;0;0;1.466.405;3.249.694;NA;55,73%;55,73%;55,73%;NA%;1,04%
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;06/2014;401.944;0;401.944;172.667;574.612;2.594.894;103.044;205;4.249;7.061;114.558;406.737;3.116.190;NA;12,90%;12,90%;18,44%;NA%;10,82%
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;06/2014;729.444;0;729.444;0;729.444;2.821.447;2.005;0;0;0;2.005;270.895;3.094.348;NA;23,57%;23,57%;23,57%;NA%;0,82%
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;06/2014;506.457;0;506.457;0;506.457;2.780.441;5.576;0;3.067;0;8.643;222.559;3.011.644;NA;16,82%;16,82%;16,82%;NA%;17,90%
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;06/2014;1.159.566;0;1.159.566;0;1.159.566;1.883.472;72.247;0;615.900;0;688.147;245.651;2.817.270;NA;41,16%;41,16%;41,16%;NA%;4,86%
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;06/2014;857.839;0;857.839;0;857.839;2.513.990;0;0;0;0;0;293.281;2.807.270;NA;30,56%;30,56%;30,56%;NA%;8,56%
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;06/2014;441.720;0;441.720;0;441.720;2.732.465;0;0;22;0;22;47.623;2.780.110;NA;15,89%;15,89%;15,89%;NA%;22,88%
BBM;30207;b1;;C;2;SALVADOR;BA;06/2014;574.397;0;574.397;0;574.397;1.791.816;175.278;0;560.783;0;736.061;213.091;2.740.968;NA;20,96%;20,96%;20,96%;NA%;10,70%
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;06/2014;468.784;0;468.784;13.474;482.258;2.284.421;19.826;0;111.509;0;131.335;189.323;2.605.079;NA;17,99%;17,99%;18,51%;NA%;9,10%
ING;51073;b1;;C;3;SAO PAULO;SP;06/2014;844.316;0;844.316;0;844.316;1.840.936;12.284;0;601.249;0;613.533;141.145;2.595.614;NA;32,53%;32,53%;32,53%;NA%;0,34%
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;06/2014;292.858;0;292.858;46.199;339.057;2.187.540;4.941;1;6.677;36.488;48.107;216.106;2.451.754;NA;11,94%;11,94%;13,83%;NA%;24,77%
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;06/2014;287.914;0;287.914;0;287.914;1.973.285;0;0;0;0;0;87.584;2.060.869;NA;13,97%;13,97%;13,97%;NA%;4,15%
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;06/2014;209.118;0;209.118;74.058;283.176;2.057.388;0;0;0;0;0;0;2.057.388;NA;10,16%;10,16%;13,76%;NA%;0,64%
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;06/2014;406.176;0;406.176;0;406.176;1.773.369;36.513;0;62.173;3.082;101.767;161.378;2.036.515;NA;19,94%;19,94%;19,94%;NA%;10,13%
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;06/2014;231.040;0;231.040;53.516;284.557;1.266.856;23.516;5.873;582.564;24.064;636.016;106.080;2.008.952;NA;11,50%;11,50%;14,16%;NA%;14,41%
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;06/2014;350.857;0;350.857;0;350.857;1.456.904;0;0;117;0;117;524.120;1.981.141;NA;17,71%;17,71%;17,71%;NA%;27,87%
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;06/2014;565.913;0;565.913;0;565.913;680.389;71.432;0;883.549;0;954.981;334.385;1.969.754;NA;28,73%;28,73%;28,73%;NA%;7,00%
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;06/2014;294.759;0;294.759;0;294.759;1.641.598;5.201;2.340;26.814;2.080;36.435;127.976;1.806.009;NA;16,32%;16,32%;16,32%;NA%;3,04%
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;06/2014;596.367;0;596.367;0;596.367;1.416.127;0;0;28.823;0;28.823;226.877;1.671.828;NA;35,67%;35,67%;35,67%;NA%;5,83%
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;06/2014;291.554;0;291.554;0;291.554;1.510.500;0;0;0;0;0;106.994;1.617.495;NA;18,03%;18,03%;18,03%;NA%;0,00%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;06/2014;497.883;0;497.883;0;497.883;1.582.353;0;0;0;0;0;0;1.582.353;NA;31,46%;31,46%;31,46%;NA%;3,11%
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;06/2014;208.790;0;208.790;0;208.790;798.462;299.273;0;20.075;0;319.348;366.496;1.484.306;NA;14,07%;14,07%;14,07%;NA%;19,52%
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;06/2014;461.693;0;461.693;0;461.693;1.397.444;0;0;0;0;0;71.253;1.468.697;NA;31,44%;31,44%;31,44%;NA%;0,06%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;06/2014;260.711;0;260.711;2.289;263.000;1.342.095;32.844;0;0;0;32.844;64.304;1.439.243;NA;18,11%;18,11%;18,27%;NA%;6,09%
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;06/2014;392.205;0;392.205;0;392.205;1.300.679;22.502;0;1.990;0;24.491;104.688;1.429.858;NA;27,43%;27,43%;27,43%;NA%;0,08%
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;06/2014;633.642;0;633.642;0;633.642;1.211.009;0;0;0;0;0;185.266;1.396.274;NA;45,38%;45,38%;45,38%;NA%;0,10%
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;06/2014;292.508;0;292.508;0;292.508;1.130.092;0;0;0;0;0;202.143;1.332.235;NA;21,96%;21,96%;21,96%;NA%;2,79%
FATOR;50122;b1;;C;2;SAO PAULO;SP;06/2014;381.247;0;381.247;0;381.247;988.296;21.202;0;109.303;46.765;177.271;126.794;1.292.361;NA;29,50%;29,50%;29,50%;NA%;37,81%
BANIF;20255;b1;;C;3;SAO PAULO;SP;06/2014;201.649;0;201.649;0;201.649;1.121.597;11.268;0;5;0;11.273;149.897;1.282.767;NA;15,72%;15,72%;15,72%;NA%;2,54%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;06/2014;348.523;0;348.523;0;348.523;1.259.163;0;0;0;0;0;0;1.259.163;NA;27,68%;27,68%;27,68%;NA%;0,98%
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;06/2014;370.691;0;370.691;0;370.691;803.081;0;0;53.207;317;53.524;382.302;1.238.907;NA;29,92%;29,92%;29,92%;NA%;3,78%
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;06/2014;845.033;0;845.033;0;845.033;1.046.482;0;0;0;0;0;152.954;1.199.436;NA;70,45%;70,45%;70,45%;NA%;0,76%
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;06/2014;493.177;0;493.177;0;493.177;1.028.225;9.753;0;73.582;0;83.335;72.096;1.183.656;NA;41,67%;41,67%;41,67%;NA%;0,83%
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;06/2014;277.181;0;277.181;0;277.181;1.047.599;23.458;0;0;0;23.458;110.311;1.181.368;NA;23,46%;23,46%;23,46%;NA%;24,69%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;06/2014;174.431;0;174.431;0;174.431;1.089.979;0;176;8.782;0;8.957;51.334;1.150.270;NA;15,16%;15,16%;15,16%;NA%;44,78%
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;06/2014;163.160;0;163.160;0;163.160;1.049.980;1.178;0;70.048;3.988;75.213;20.031;1.145.224;NA;14,25%;14,25%;14,25%;NA%;2,61%
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;06/2014;404.555;0;404.555;0;404.555;738.523;7.809;0;316.952;0;324.761;50.949;1.114.234;NA;36,31%;36,31%;36,31%;NA%;0,94%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;06/2014;153.204;0;153.204;5.722;158.927;1.050.701;0;0;0;0;0;58.676;1.109.376;NA;13,81%;13,81%;14,33%;NA%;19,57%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;06/2014;150.971;0;150.971;0;150.971;1.016.417;0;0;0;0;0;86.735;1.103.152;NA;13,69%;13,69%;13,69%;NA%;23,97%
BANCO DA CHINA BRASIL S.A.;10690848;b1;;I;3;SAO PAULO;SP;06/2014;231.271;0;231.271;0;231.271;450.602;597.542;0;0;0;597.542;27.850;1.075.994;NA;21,49%;21,49%;21,49%;NA%;3,61%
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;06/2014;174.970;0;174.970;0;174.970;919.138;0;0;6;0;6;80.245;999.389;NA;17,51%;17,51%;17,51%;NA%;0,66%
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;06/2014;296.105;0;296.105;0;296.105;950.487;0;1.430;0;0;1.430;42.647;994.563;NA;29,77%;29,77%;29,77%;NA%;0,04%
