Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;I;2;SAO PAULO;SP;12/2022;147.781.010;19.087.450;166.868.459;18.546.244;185.414.703;1.118.532.572;4.858.870;1.062.691;12.900.433;4.418.481;23.240.475;96.590.018;1.238.363.065;2.321.527.610;11,93%;13,47%;14,97%;7,19%;19,93%
BB - PRUDENCIAL;1000080329;b1;S1;I;1;BRASILIA;DF;12/2022;128.802.520;29.350.198;158.152.717;20.535.828;178.688.546;917.091.564;16.780.413;1.455.292;8.739.391;0;26.975.097;128.827.382;1.072.894.044;2.066.761.608;12,01%;14,74%;16,65%;7,65%;15,88%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;I;2;OSASCO;SP;12/2022;106.500.779;14.123.230;120.624.009;23.658.529;144.282.538;883.428.287;2.843.339;454.916;2.967.624;2.578.046;8.843.925;79.338.983;971.611.195;1.639.736.361;10,96%;12,41%;14,85%;7,36%;28,10%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;I;1;BRASILIA;DF;12/2022;105.939.874;1.713.241;107.653.115;22.764.653;130.417.768;626.131.534;1.137.214;0;5.434.132;35.301;6.606.646;75.730.604;708.468.784;1.640.498.358;14,95%;15,20%;18,41%;6,56%;8,72%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;I;3;SAO PAULO;SP;12/2022;69.228.983;6.714.681;75.943.664;13.109.801;89.053.465;559.473.029;7.397.943;779.670;8.946.010;2.208.513;19.332.137;60.073.224;638.878.390;1.065.742.018;10,84%;11,89%;13,94%;7,13%;19,28%
BNDES - PRUDENCIAL;1000081847;b4;S2;I;1;RIO DE JANEIRO;RJ;12/2022;138.660.590;0;138.660.590;36.875.288;175.535.879;415.770.979;17.314.003;0;2.897.703;0;20.211.707;71.744.859;507.727.544;770.595.863;27,31%;27,31%;34,57%;17,99%;1,17%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;I;2;RIO DE JANEIRO;RJ;12/2022;38.933.970;428.844;39.362.814;7.090.539;46.453.353;236.140.756;5.993.567;12.832.628;25.170.603;4.360.360;48.357.158;23.527.597;308.025.511;522.688.943;12,64%;12,78%;15,08%;7,53%;28,49%
SAFRA - PRUDENCIAL;1000080109;b1;S2;I;2;SAO PAULO;SP;12/2022;15.701.348;2.879.339;18.580.687;3.752.221;22.332.908;159.270.905;661.151;0;3.772.532;434.821;4.868.504;10.874.311;175.013.720;275.319.083;8,97%;10,62%;12,76%;6,75%;36,60%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;I;3;SAO PAULO;SP;12/2022;11.092.041;0;11.092.041;0;11.092.041;58.806.338;549.103;0;8.904.220;185.192;9.638.515;12.187.536;80.632.389;157.805.351;13,76%;13,76%;13,76%;7,03%;2,90%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;12/2022;8.646.963;790.489;9.437.452;1.597.823;11.035.275;66.180.996;134.172;5.266;0;119.697;259.135;13.981.902;80.422.033;115.465.734;10,75%;11,73%;13,72%;8,17%;2,57%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;I;2;SAO PAULO;SP;12/2022;9.908.153;537.380;10.445.533;915.963;11.361.496;71.566.189;189.061;0;498.228;0;687.289;7.295.298;79.548.776;145.082.417;12,46%;13,13%;14,28%;7,20%;12,17%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;I;1;PORTO ALEGRE;RS;12/2022;7.806.989;0;7.806.989;1.484.828;9.291.817;42.994.329;1.157.899;0;262.184;38.462;1.458.545;8.435.116;52.887.990;115.201.231;14,76%;14,76%;17,57%;6,78%;9,74%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;I;2;SAO PAULO;SP;12/2022;5.710.073;1.042.478;6.752.551;0;6.752.551;47.254.922;1.289.501;0;606.628;0;1.896.129;3.340.906;52.491.957;74.194.615;10,88%;12,86%;12,86%;9,10%;16,35%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;I;3;SAO PAULO;SP;12/2022;8.434.785;0;8.434.785;0;8.434.785;18.282.569;1.824.162;0;21.591.391;2.618.614;26.034.167;5.292.335;49.609.070;87.350.331;17,00%;17,00%;17,00%;9,66%;1,03%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;12/2022;5.342.728;1.759.365;7.102.092;0;7.102.092;39.893.815;285.674;74.102;2.641.725;0;3.001.501;2.540.767;45.436.083;55.845.741;11,76%;15,63%;15,63%;12,72%;0,26%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;I;3;SAO PAULO;SP;12/2022;5.038.462;505.037;5.543.499;895.880;6.439.379;37.220.790;308.919;1.069.013;1.164.875;563;2.543.369;2.505.389;42.269.548;60.873.023;11,92%;13,11%;15,23%;9,11%;0,51%
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;I;2;RIO DE JANEIRO;RJ;12/2022;7.394.777;0;7.394.777;586.289;7.981.066;25.532.081;40.823;10.386;1.601.315;101.078;1.753.603;11.858.551;39.144.234;134.537.504;18,89%;18,89%;20,39%;5,50%;2,88%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;12/2022;4.584.692;0;4.584.692;0;4.584.692;32.475.377;512;0;530;37.292;38.335;4.780.150;37.293.862;49.704.042;12,29%;12,29%;12,29%;9,22%;5,03%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;I;3;SAO PAULO;SP;12/2022;3.854.052;562.204;4.416.256;944.299;5.360.555;26.018.165;231.070;8.307;3.365.017;4.501;3.608.894;4.542.838;34.169.897;50.960.188;11,28%;12,92%;15,69%;8,67%;1,53%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;I;3;SAO PAULO;SP;12/2022;2.978.378;0;2.978.378;725.255;3.703.633;29.000.630;0;0;0;0;0;1.476.075;30.476.704;37.621.388;9,77%;9,77%;12,15%;7,92%;0,19%
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;12/2022;12.760.637;0;12.760.637;0;12.760.637;1.041.703;0;0;14;28.990.237;28.990.251;101.597;30.133.551;19.349.449;42,35%;42,35%;42,35%;65,95%;2,67%
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;n1;S3;I;2;SAO PAULO;SP;12/2022;4.064.005;718.886;4.782.891;981.589;5.764.480;20.903.895;98.924;0;271.544;0;370.468;5.689.263;26.963.627;NA;15,07%;17,74%;21,38%;NA%;2,22%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;I;3;SAO PAULO;SP;12/2022;6.129.212;0;6.129.212;0;6.129.212;15.975.890;627.602;0;4.429.315;1.266.840;6.323.758;3.541.768;25.841.416;49.366.569;23,72%;23,72%;23,72%;12,42%;4,42%
INTER - PRUDENCIAL;1000080996;b1;S3;I;2;BELO HORIZONTE;MG;12/2022;5.913.329;0;5.913.329;0;5.913.329;21.563.629;15.119;2.462;453.701;9.483;480.765;2.506.066;24.550.461;48.004.897;24,09%;24,09%;24,09%;12,32%;7,65%
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;I;2;PORTO ALEGRE;RS;12/2022;3.558.636;225.872;3.784.508;229.323;4.013.831;21.572.307;86.096;0;256.904;0;343.000;2.583.003;24.498.310;151.186.443;14,53%;15,45%;16,38%;2,50%;2,27%
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;I;3;SAO PAULO;SP;12/2022;4.510.218;0;4.510.218;0;4.510.218;7.427.441;333.321;0;12.786.142;0;13.119.463;3.795.741;24.342.646;34.804.511;18,53%;18,53%;18,53%;12,96%;1,31%
BMG - PRUDENCIAL;1000080178;b1;S3;I;2;SAO PAULO;SP;12/2022;2.589.477;110.890;2.700.366;550.218;3.250.585;22.358.483;7.515;0;73.979;0;81.495;1.562.931;24.002.908;41.574.293;10,79%;11,25%;13,54%;6,50%;38,48%
BANCO C6 - PRUDENCIAL;1000084844;b1;S3;I;2;SAO PAULO;SP;12/2022;3.460.532;0;3.460.532;120.618;3.581.150;22.311.569;13.115;0;17.184;0;30.299;1.549.081;23.890.949;47.031.697;14,48%;14,48%;14,99%;7,36%;5,71%
BRB - PRUDENCIAL;1000080288;b1;S3;I;1;BRASILIA;DF;12/2022;1.859.491;310.064;2.169.555;1.352.880;3.522.435;22.373.710;27.381;0;0;0;27.381;1.417.427;23.818.518;42.964.915;7,81%;9,11%;14,79%;5,05%;15,88%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;I;3;SAO PAULO;SP;12/2022;4.733.503;0;4.733.503;0;4.733.503;10.043.174;933.568;2.031.224;4.458.069;2.593.759;10.016.619;2.919.312;22.979.105;25.034.966;20,60%;20,60%;20,60%;18,91%;2,18%
BANCOOB - PRUDENCIAL;1000080879;b1;S3;I;2;BRASILIA;DF;12/2022;3.156.399;0;3.156.399;0;3.156.399;17.202.390;40.574;0;1.166;0;41.741;3.900.062;21.144.192;108.464.987;14,93%;14,93%;14,93%;2,91%;8,91%
