Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;09/2022;971.000.520;449.412.188;178.602.637;155.202.744;115.032.678;29.877.262;8.980.940;5.282.827;14.118.733;14.490.511;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2022;945.328.259;275.170.366;225.215.505;49.201.328;18.747.240;8.062.743;6.161.135;5.965.504;6.639.920;18.382.221;331.782.298
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2022;845.935.440;365.330.556;107.720.323;183.816.134;87.811.520;19.155.160;8.904.164;4.154.248;3.684.146;28.758.515;36.600.674
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2022;685.116.605;215.355.615;114.675.383;141.895.470;56.262.418;19.653.435;16.489.997;6.383.787;5.990.242;21.027.173;87.383.084
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2022;483.556.690;149.648.855;130.574.121;44.288.644;34.340.492;18.229.951;7.459.190;5.743.554;5.376.282;16.967.002;70.928.600
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2022;274.612.508;56.952.911;97.922.345;84.127.229;4.381.708;12.218.094;9.274.551;22.579;979.065;8.734.028;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2022;125.143.230;64.835.512;4.546.321;31.730.170;6.227.400;1.044.985;380.217;1.187.272;211.614;1.305.164;13.674.575
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2022;110.615.669;25.714.343;42.922.877;9.996.977;2.244.134;1.497.239;855.230;1.376.321;541.689;1.638.176;23.828.681
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2022;63.467.033;2.953.456;30.436.243;12.114.861;7.855.496;2.466.206;1.868.952;489.083;1.957.304;2.399.429;926.003
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2022;47.417.945;6.035.198;34.596.724;2.388.113;1.006.405;726.006;237.536;220.284;419.258;1.668.379;120.042
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2022;44.598.679;6.648.550;16.104.273;15.924.822;2.322.590;462.399;195.169;216.883;113.060;562.176;2.048.756
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18.236.120;n4;I;2;S3;41;SAO PAULO;SP;09/2022;31.617.103;0;31.541.610;7.445;8.412;2.903;993;1.427;1.624;52.688;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2022;28.620.698;5.283.059;7.168.028;13.900.712;894.525;430.226;198.914;512.989;17.831;214.414;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2022;28.608.148;13.456.155;13.518.757;1.294.945;107.594;180.476;7.236;7.069;14.488;21.426;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2022;28.355.457;6.347.747;15.847.097;3.841.047;1.066.916;482.636;137.932;154.284;71.414;406.383;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2022;28.011.709;21.497.805;2.608.207;2.341.442;481.063;221.365;147.298;107.602;147.332;459.595;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2022;25.321.824;4.262.453;6.873.111;7.297.827;2.286.719;340.404;143.107;91.657;83.678;124.194;3.818.674
C6 BANK;52.072;b1;C;2;S3;199;SAO PAULO;SP;09/2022;23.715.200;3.379.259;17.449.239;1.020.823;258.579;197.638;218.871;180.425;170.533;839.834;0
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;09/2022;21.636.184;18.168.179;3.306.113;129.180;13.709;4.751;3.031;1.534;2.420;7.267;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;09/2022;21.169.443;4.689.054;7.807.104;745.903;1.186.065;662.270;900.817;823.888;709.866;1.925.982;1.718.495
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2022;20.668.511;6.915.607;9.719.704;1.285.188;1.544.658;271.875;186.279;150.548;135.548;459.105;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;09/2022;20.658.991;20.509.059;141.652;3.261;2.825;407;233;147;411;997;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2022;19.264.559;726.099;12.679.311;3.183.541;1.927.376;571.764;92.783;34.344;22.485;26.857;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2022;18.454.345;28;14.986.550;351.777;190.844;196.340;117.252;124.242;87.049;500.729;1.899.536
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;09/2022;17.984.421;135.718;11.594.992;898.262;1.092.429;734.947;584.704;484.903;499.397;1.959.069;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;09/2022;17.728.266;3.665.105;9.293.712;2.335.653;1.529.702;423.683;255.569;28.236;20.153;176.453;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;09/2022;16.969.332;2.140.611;8.365.392;2.665.017;2.257.655;1.013.011;300.149;74.037;26.341;127.119;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO BERNARDO DO CAMPO;SP;09/2022;16.769.923;753.358;8.443.861;5.939.813;495.214;333.328;346.166;159.046;205.349;93.789;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2022;16.182.864;5.679.923;8.638.816;720.205;380.268;70.240;43.108;49.862;66.136;534.307;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2022;14.754.181;5.950.096;6.618.893;1.361.196;395.349;141.128;57.649;25.623;21.870;182.376;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2022;14.710.637;0;10.976.224;366.849;343.062;367.386;387.228;294.859;281.559;1.693.470;0
PORTO SEGURO;51.444;n1;C;2;S3;197;SAO PAULO;SP;09/2022;14.391.520;387.497;11.417.940;256.741;709.974;348.447;228.296;178.453;156.006;708.164;0
BOCOM;52.003;b1;C;3;S3;199;SALVADOR;BA;09/2022;14.169.810;3.621.383;4.512.238;1.337.803;382.201;31.865;15.811;0;0;9.142;4.259.367
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;09/2022;14.111.639;5.107.681;1.815.222;5.145.657;905.016;323.680;75.700;185.839;61.208;491.636;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;09/2022;14.068.128;2.282.893;10.571.213;967.678;130.351;13.822;7.764;8.907;43.684;41.816;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;09/2022;11.797.148;1.347.072;3.859.633;3.161.685;3.087.838;113.341;42.613;32.471;21.139;131.356;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;09/2022;11.483.327;3.294.943;4.245.240;2.860.958;771.120;172.277;20.810;53.768;25.860;38.350;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;09/2022;10.476.440;3.330.067;3.030.186;1.772.489;61.025;2.376;12.141;28.858;46.686;200.300;1.992.312
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2022;10.345.580;1.638.064;7.701.781;204.476;93.666;203.839;55.245;81.358;58.964;308.187;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;09/2022;10.289.908;6.841.339;2.834.756;231.326;61.126;93.112;28.586;22.807;33.192;143.665;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;09/2022;9.924.528;0;6.170.323;2.888.906;655.816;83.172;31.288;13.454;18.319;63.249;0
MASTER;50.201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;09/2022;9.196.637;5.314.940;2.410.451;960.638;134.826;48.502;188.551;34.619;15.727;88.382;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;09/2022;8.314.514;4.686.377;3.365.551;21.104;0;0;0;0;43.338;106;198.038
AGIBANK;51.956;b1;C;2;S4;199;CAMPINAS;SP;09/2022;8.126.937;0;7.205.815;132.735;134.740;86.155;80.766;82.324;75.526;328.877;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S3;8;SAO PAULO;SP;09/2022;8.121.730;1.002.085;3.594.201;1.785.923;1.306.560;319.746;36.007;21.162;18.297;37.750;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;09/2022;7.784.086;309.096;3.544.491;3.580.695;275.980;26.144;8.859;7.128;21.620;10.072;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;09/2022;7.487.649;3.009.800;2.134.306;1.367.108;576.861;101.899;47.136;29.728;50.575;170.235;0
BANCO GM S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2022;7.283.793;50.492;4.413.315;924.003;1.375.067;283.691;63.645;25.784;17.853;129.942;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S3;9;BLUMENAU;SC;09/2022;7.228.555;122.954;4.825.521;842.482;355.643;280.602;151.782;127.905;103.882;417.785;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;09/2022;6.900.787;11.592;5.026.183;1.019.124;424.835;86.866;52.946;13.576;10.009;43.225;212.430
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;09/2022;6.369.997;0;6.078.001;119.296;44.722;26.588;20.103;13.792;15.239;52.255;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;09/2022;6.335.484;0;817.400;2.192.473;1.611.440;576.034;220.675;165.850;162.076;589.536;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;09/2022;5.683.413;0;3.754.517;258.442;239.239;250.361;193.644;153.744;146.641;686.825;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;09/2022;5.646.928;0;3.936.477;197.027;210.543;170.614;151.612;137.936;133.877;708.842;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;09/2022;5.643.918;2.078.988;1.015.438;1.059.030;686.999;146.109;106.776;13.240;36.014;501.325;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;09/2022;5.439.439;76.744;2.429.636;1.622.007;862.707;165.654;30.447;10.825;6.601;234.818;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S3;9;BEBEDOURO;SP;09/2022;5.188.172;1.364.817;2.034.390;987.101;436.229;96.834;43.641;25.216;18.345;181.599;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;09/2022;4.947.239;184.661;2.756.389;1.429.857;258.469;114.828;49.290;29.079;32.982;91.684;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;09/2022;4.679.001;386.411;1.640.672;1.278.547;978.435;59.511;72.757;103.909;98.697;21.735;38.328
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;09/2022;4.665.809;0;4.216.114;87.778;312.433;42.261;7.223;0;0;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;09/2022;4.623.671;2.932.297;1.097.473;166.833;18.771;56.546;4.179;5.848;3.028;22.589;316.107
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;09/2022;4.469.137;136.657;2.040.860;1.559.278;324.708;167.795;77.562;39.185;45.380;77.714;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;09/2022;4.445.099;91.189;2.044.683;1.784.424;276.675;89.374;44.482;30.432;24.142;59.698;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79.342.069;b3S;I;2;S4;9;MARINGA;PR;09/2022;4.351.958;286.889;2.557.843;975.596;232.217;112.784;55.742;27.938;23.417;79.532;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;09/2022;4.224.576;397.817;1.124.328;1.110.385;1.108.850;213.424;79.972;50.828;27.221;111.751;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;09/2022;4.221.145;2.842.240;1.234.082;76.020;36.710;10.575;6.859;3.230;2.684;8.744;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;09/2022;4.185.430;198.666;2.952.330;746.208;206.258;26.113;27.868;1.690;9.985;16.313;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;09/2022;4.111.983;0;1.734.748;158.374;1.819.017;136.676;70.252;42.791;30.609;119.515;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3.632.872;b3S;I;2;S5;9;VILHENA;RO;09/2022;3.980.832;397.554;1.363.539;1.037.266;901.305;132.540;40.122;18.948;12.881;76.678;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;09/2022;3.624.908;421.248;1.073.908;799.893;816.971;199.759;84.998;59.423;53.573;115.136;0
