Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2020;769.164.459;266.942.909;37.678.979;50.493.910;12.583.688;61.977.849;401.240;339.085.884
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2020;745.628.888;350.541.136;92.740.254;122.447.488;31.138.120;148.290.095;471.795;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2020;656.155.226;274.126.245;102.803.162;88.365.579;38.879.789;117.206.943;253.408;34.520.100
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2020;532.796.700;245.896.181;40.618.537;65.849.799;21.696.297;76.208.534;273.983;82.253.369
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2020;398.007.801;213.843.585;25.678.252;38.487.088;13.537.284;54.442.476;206.067;51.813.049
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2020;277.412.272;161.078.808;33.836.593;38.630.818;4.778.989;29.454.282;9.632.783;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2020;84.700.100;43.256.862;5.946.867;9.034.302;2.109.991;14.948.446;11.038;9.392.594
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2020;56.178.109;29.860.705;4.783.692;6.724.597;2.325.924;11.152.764;10.979;1.319.448
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2020;46.220.072;18.445.953;4.910.072;1.558.222;416.791;3.733.874;126.855;17.028.304
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2020;36.054.730;4.509.184;519.552;1.152.560;440.071;29.312.959;7.622;112.782
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2020;28.195.740;10.831.411;12.151.337;2.324.360;474.848;2.413.783;0;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2020;28.033.910;15.803.046;2.847.345;3.356.480;1.278.833;4.166.953;8.689;572.565
