Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Cheque Especial e Conta Garantida;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2022;467.720.391;399.891;12.522.224;28.357.832;33.599.682;5.900.178;1.761.791;114.696;82.656.294;58.966;2.266.033;6.037.207;9.253.826;2.043.542;32.730;3.038;19.695.342;977.944;12.955.122;76.214;0;0;0;0;14.009.279;108.405;21.724.522;6.487.469;693.537;88.888;21;0;29.102.843;14.779;7.655.070;10.046.316;6.667.954;3.924.775;8.037.671;0;36.346.564;878.619;5.565.908;8.172.279;5.107.142;1.020.264;662.510;24.241;21.430.962;48.011;1.187.482;3.040.620;3.645.305;1.722.523;2.452.546;109.417;12.205.903;3.635;1.084.184;2.490.546;1.126.034;344.826;174.451;0;5.223.676;22.684;677.083;1.421.077;1.241.424;69.072;58.538;4.101;3.493.980;243.555.546
LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;7.652.226;n1;I;2;S4;14;RIO DE JANEIRO;RJ;06/2022;30.916;0;4.161;7.006;277;0;0;0;11.444;0;0;0;0;0;0;0;0;0;1.062;150;0;0;0;0;1.212;220;17.881;159;0;0;0;0;18.260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDISIS SUDOESTE/RO - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA LTDA.;3.985.375;b3S;I;2;S5;9;ROLIM DE MOURA;RO;06/2022;30.855;175;1.660;3.676;2.114;339;72;0;8.035;0;431;468;644;106;0;0;1.648;64;2.172;6.539;30;0;0;0;8.804;196;7.968;1.019;0;0;0;0;9.183;0;0;0;0;0;0;0;0;178;552;1.008;1.011;339;99;0;3.186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA FINANCEIRA S/A - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;22.639.377;n1;I;2;S4;14;NOVO HAMBURGO;RS;06/2022;30.529;26;805;3.207;2.212;3;0;0;6.254;90;1.828;4.731;7.173;542;0;0;14.365;0;0;0;0;0;0;0;0;298;9.208;335;0;0;69;0;9.910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDINORTE LTDA. - SICOOB CREDINORTE;64.276.058;b3S;I;2;S5;9;NANUQUE;MG;06/2022;30.455;21;3.319;7.253;7.976;877;0;0;19.446;0;611;1.582;3.096;1.481;0;0;6.769;63;602;208;2;0;0;0;875;0;2.744;352;0;0;0;0;3.096;0;0;0;0;0;0;0;0;78;143;48;0;0;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LA NACION ARGENTINA;33.042.151;b1;I;3;S4;28;SAO PAULO;SP;06/2022;30.422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.838;27.856;0;0;0;0;29.694;0;0;0;0;0;0;0;0;0;235;493;0;0;0;0;728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33.416.108;b3C;I;2;S4;9;GOIANIA;GO;06/2022;29.978;0;4.323;13.749;10.162;1.147;40;0;29.420;0;169;389;0;0;0;0;558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106.180;b3C;I;2;S4;9;CUIABA;MT;06/2022;29.711;0;2.200;12.714;14.658;139;0;0;29.711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO E DESENVOLVIMENTO DO ESTADO DO PIAUÍ S.A. PIAUÍ FOMENTO;11.836.226;n1;I;1;S4;30;TERESINA;PI;06/2022;29.564;476;1.004;2.108;1.671;478;6;0;5.743;230;579;1.476;2.234;638;0;0;5.157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;39;75;20;0;0;150;382;1.259;4.082;9.639;3.012;139;0;18.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429.890;b3S;I;2;S5;9;CAMPOS ALTOS;MG;06/2022;29.424;26;2.186;8.174;9.115;525;3;0;20.029;0;297;815;1.443;89;3;0;2.647;34;890;232;0;0;0;0;1.157;0;4.621;294;0;0;0;0;4.915;0;0;0;0;0;0;0;0;3;673;0;0;0;0;0;676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICOOB UNIDAS;1.042.487;b3S;I;2;S5;9;BELEM;PA;06/2022;29.287;778;2.517;5.921;5.749;823;206;0;15.994;35;787;2.041;2.882;754;29;0;6.528;719;1.672;356;0;0;0;0;2.747;259;2.635;162;0;0;0;0;3.056;0;0;0;0;0;0;0;0;896;66;0;0;0;0;0;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;06/2022;28.971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.971;0;0;0;28.971;0
ACCREDITO - SOCIEDADE DE CRÉDITO DIRETO S.A.;37.715.993;n1;I;2;S5;43;SAO PAULO;SP;06/2022;28.948;2.910;3.938;11.544;7.661;381;26;0;26.459;149;174;434;661;2;0;0;1.419;0;0;0;0;0;0;0;0;754;306;10;0;0;0;0;1.069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIÃO SUDESTE;7.946.216;b3S;I;2;S5;9;SANTO ANDRE;SP;06/2022;28.892;50;2.256;5.691;10.913;2.283;1.630;0;22.823;0;149;391;815;90;0;0;1.445;32;643;0;0;0;0;0;675;288;3.161;443;0;0;0;0;3.892;0;0;0;0;0;0;0;0;39;18;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71.163.315;b3S;I;2;S5;9;SETE LAGOAS;MG;06/2022;28.805;25;1.689;4.053;6.768;2.536;3.451;6;18.527;2;747;2.032;3.651;1.512;1.139;0;9.082;0;949;71;0;0;0;0;1.020;0;147;10;0;0;0;0;157;0;0;0;0;0;0;0;0;2;17;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS - CRESOL VALE DAS ÁGUAS;4.663.561;b3S;I;2;S5;9;LARANJEIRAS DO SUL;PR;06/2022;28.518;110;1.139;3.526;4.647;845;214;0;10.481;18;245;787;1.592;545;92;0;3.278;42;488;1.365;1.987;8;0;0;3.890;148;1.474;163;0;0;0;0;1.785;0;0;0;0;0;0;0;0;229;78;225;498;194;22;19;1.266;38;636;1.736;3.831;1.319;258;0;7.818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DE LIVRE ADMISSÃO DA REGIÃO ADMINISTRATIVA DE SOROCABA - SICOOB COOPERASO;10.175.348;b3S;I;2;S5;9;SOROCABA;SP;06/2022;28.417;196;2.860;5.441;7.928;2.331;69;0;18.824;14;401;1.125;2.777;635;9;0;4.961;73;1.476;462;7;0;0;0;2.019;34;2.319;60;0;0;0;0;2.414;0;0;0;0;0;0;0;0;141;59;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707.903;b3S;I;2;S5;9;ABDON BATISTA;SC;06/2022;28.081;9;2.530;9.249;5.230;454;79;0;17.551;3;486;1.405;2.652;1.035;83;0;5.664;10;283;56;212;0;0;0;561;14;3.721;502;0;0;0;0;4.236;0;0;0;0;0;0;0;0;20;49;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICOOB TRANSAMAZÔNICA;24.431.221;b3S;I;2;S5;9;PACAJA;PA;06/2022;27.915;222;2.020;5.387;10.208;1.081;0;0;18.918;13;423;1.319;2.936;663;0;0;5.354;383;800;0;0;0;0;0;1.183;0;1.570;356;0;0;0;0;1.926;0;0;0;0;0;0;0;0;499;35;0;0;0;0;0;535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;9.424.988;b3S;I;2;S5;9;ACAILANDIA;MA;06/2022;27.849;809;4.258;8.066;5.486;14;0;0;18.633;77;96;187;249;0;0;0;609;178;548;595;0;0;0;0;1.321;380;6.127;451;0;0;0;0;6.958;0;0;0;0;0;0;0;0;169;159;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ;803.287;b3S;I;2;S5;9;VAZANTE;MG;06/2022;27.506;28;3.341;7.408;7.505;503;354;0;19.138;0;789;2.096;2.507;336;0;0;5.728;51;493;150;0;0;0;0;694;0;1.790;105;0;0;0;0;1.894;0;0;0;0;0;0;0;0;33;19;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S.A.;3.848.103;n1;I;1;S4;30;NATAL;RN;06/2022;26.973;0;0;0;0;0;0;0;0;591;5.018;11.040;5.570;48;0;0;22.267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;348;1.175;2.755;228;77;0;4.705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS - SICOOB CREDEMPRESAS-AM;10.808.037;b3S;I;2;S5;9;MANAUS;AM;06/2022;26.962;140;4.856;5.045;3.229;78;0;0;13.348;39;420;1.061;1.250;28;0;0;2.799;695;529;0;0;0;0;0;1.224;103;8.815;590;0;0;0;0;9.508;0;0;0;0;0;0;0;0;73;11;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - SICOOB LESTE;2.493.000;b3S;I;2;S5;9;MACEIO;AL;06/2022;26.892;278;1.624;3.928;6.382;983;0;0;13.195;25;455;1.391;3.530;1.393;5;0;6.797;96;563;1.463;6;0;0;0;2.129;108;3.995;385;0;0;0;0;4.487;0;0;0;0;0;0;0;0;259;25;0;0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO;2.844.024;b3S;I;2;S5;9;DIONISIO CERQUEIRA;SC;06/2022;26.805;73;973;2.568;3.759;191;20;0;7.584;4;412;1.290;3.407;2.029;1.042;0;8.185;87;479;1.759;643;76;0;0;3.044;25;1.638;163;0;0;0;0;1.826;0;0;0;0;0;0;0;0;41;22;11;0;0;0;16;90;0;317;1.190;2.710;1.731;129;0;6.076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1.155.801;b3S;I;2;S5;9;CURITIBANOS;SC;06/2022;26.455;177;3.289;5.842;6.367;1.219;121;0;17.016;30;242;536;1.264;423;248;0;2.743;0;1;19;397;7;0;0;423;97;1.879;579;0;0;0;0;2.555;0;0;0;0;0;0;0;0;108;47;52;52;51;25;2;338;26;429;1.150;1.351;319;0;0;3.274;0;106;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO;4.321.309;b3S;I;2;S5;9;SALVADOR;BA;06/2022;26.140;226;1.326;4.480;6.666;597;0;0;13.296;31;521;1.649;4.286;3.236;1.164;0;10.889;77;516;64;23;0;0;0;680;271;810;77;0;0;0;0;1.158;0;0;0;0;0;0;0;0;103;14;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE AMERICANA, LIMEIRA E REGIÃO - SICOOB ACICRED;9.579.249;b3S;I;2;S5;9;AMERICANA;SP;06/2022;26.077;158;2.285;6.247;7.381;838;22;0;16.932;22;98;280;620;273;0;0;1.293;170;1.887;7;0;0;0;0;2.065;151;5.195;336;0;0;0;0;5.683;0;0;0;0;0;0;0;0;94;10;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25.404.542;b3S;I;2;S5;9;JANAUBA;MG;06/2022;25.979;218;2.500;6.083;6.834;167;0;0;15.803;11;578;1.471;2.726;358;0;0;5.144;161;548;110;0;0;0;0;819;6;2.149;142;0;0;0;0;2.297;0;0;0;0;0;0;0;0;219;59;202;0;0;0;0;480;0;0;0;0;0;0;0;0;0;0;213;338;324;562;0;1.436;0;0;0;0;0;0;0;0;0
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34.148.882;b3C;I;2;S4;9;SALVADOR;BA;06/2022;25.726;0;3.594;8.718;11.322;2.092;0;0;25.726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53.236.808;b3S;I;2;S5;9;ARARAQUARA;SP;06/2022;25.719;734;2.414;6.411;8.143;1.799;263;0;19.764;6;147;375;658;133;0;0;1.319;130;2.262;486;0;0;0;0;2.878;51;1.524;55;0;0;0;0;1.631;0;0;0;0;0;0;0;0;79;48;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64.480.833;b3S;I;2;S5;9;MARTINHO CAMPOS;MG;06/2022;25.646;86;2.159;6.869;10.236;989;0;0;20.338;0;271;909;1.287;51;0;0;2.518;15;217;0;0;0;0;0;233;12;2.319;132;0;0;0;0;2.463;0;0;0;0;0;0;0;0;10;85;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO , POUPANÇA E INVESTIMENTO DO ESTADO DO PIAUÍ - SICREDI PIAUÍ;3.128.973;b3S;I;2;S5;9;TERESINA;PI;06/2022;25.583;106;2.178;5.400;6.591;397;0;0;14.671;18;539;1.433;2.945;417;0;0;5.353;66;347;0;0;0;0;0;413;0;10;3;0;0;0;0;13;0;0;0;0;0;0;0;0;266;1.499;1.058;1.261;568;232;0;4.884;1;32;83;133;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO NO PIAUÍ - SICOOB PIAUÍ;5.477.038;b3S;I;2;S5;9;TERESINA;PI;06/2022;25.095;268;1.667;4.273;5.716;795;99;0;12.818;39;509;1.525;3.303;1.540;500;0;7.416;19;1.277;0;0;0;0;0;1.296;384;2.331;386;0;0;0;0;3.101;0;0;0;0;0;0;0;0;415;31;17;0;0;0;0;463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DO CONTESTADO - CRESOL VALE DO CONTESTADO;9.433.005;b3S;I;2;S5;9;IRINEOPOLIS;SC;06/2022;24.887;195;1.389;5.810;5.290;1.721;222;0;14.628;148;627;411;1.138;878;622;0;3.824;0;1;6;625;11;0;0;642;11;555;66;0;0;0;0;632;0;0;0;0;0;0;0;0;1.332;11;1;0;0;0;3;1.347;13;388;1.616;1.172;474;150;0;3.814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDPLUS LTDA. - SICOOB CREDPLUS;71.069.587;b3S;I;2;S5;9;DORES DO INDAIA;MG;06/2022;24.483;101;1.463;6.211;8.960;3.657;168;0;20.561;2;96;287;684;13;0;0;1.083;31;51;343;0;4;124;0;553;12;1.750;482;0;0;0;0;2.245;0;0;0;0;0;0;0;0;36;6;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFESSORES, FUNCIONÁRIOS E ALUNOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI COOPERUCS;4.525.997;b3S;I;2;S4;9;CAXIAS DO SUL;RS;06/2022;24.475;21;1.275;3.406;5.955;2.695;1.664;0;15.016;1;258;705;1.452;649;85;0;3.150;34;553;855;0;0;0;0;1.442;11;1.156;100;0;0;0;0;1.266;0;0;0;0;0;0;0;0;58;763;572;843;569;796;0;3.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG;25.626.490;b3S;I;2;S4;9;LAVRAS;MG;06/2022;24.446;96;995;2.655;3.208;61;0;0;7.014;13;576;1.632;3.453;1.173;4;0;6.852;134;1.939;2.528;45;0;0;0;4.646;69;1.555;169;0;0;0;0;1.792;0;0;0;0;0;0;0;0;153;1.349;888;1.138;608;4;0;4.141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42.887.133;b3S;I;2;S5;9;BOM SUCESSO;MG;06/2022;24.383;41;2.856;7.009;6.852;758;0;0;17.516;10;397;980;2.394;669;0;0;4.450;2;281;444;5;0;0;0;731;0;1.546;132;0;0;0;0;1.677;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDISIS OESTE - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO OESTE;4.985.665;b3S;I;2;S5;9;ESPIGAO D'OESTE;RO;06/2022;24.281;14;721;3.647;44;0;0;0;4.426;0;70;160;185;0;0;0;415;0;153;371;0;0;0;0;524;102;17.645;1.127;0;0;0;0;18.875;0;0;0;0;0;0;0;0;27;15;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LA PROVINCIA DE BUENOS AIRES;44.189.447;b1;I;3;S4;28;SAO PAULO;SP;06/2022;24.245;0;9;18.000;0;0;0;0;18.009;0;0;0;0;0;0;0;0;0;0;2.680;0;0;0;0;2.680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.778;1.778;0;0;0;0;3.557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1.090.027;b3S;I;2;S5;9;NITEROI;RJ;06/2022;24.110;15;3.203;2.887;3.687;654;407;0;10.853;0;476;1.386;2.734;1.537;821;0;6.953;0;748;274;0;0;0;0;1.022;0;34;1;0;0;0;0;35;0;0;0;0;0;0;0;0;8;369;1.258;2.074;892;645;0;5.247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8.488.377;b3S;I;2;S5;9;GUARANI DAS MISSOES;RS;06/2022;23.663;91;1.224;5.040;5.744;1.896;752;0;14.747;15;338;836;2.171;888;236;0;4.484;12;0;43;905;3;0;0;965;6;1.715;403;0;0;0;0;2.124;0;0;0;0;0;0;0;0;94;39;0;0;0;0;15;149;0;140;396;583;75;0;0;1.194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37.631.058;b3S;I;2;S5;9;PALMEIRAS DE GOIAS;GO;06/2022;22.959;150;1.537;3.484;4.169;742;0;0;10.082;0;243;700;2.660;1.697;2.619;0;7.919;15;294;0;0;0;0;0;309;23;1.449;45;0;0;0;0;1.517;0;0;0;0;0;0;0;0;12;161;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;1.395;222;770;572;0;0;2.959;0;0;0;0;0;0;0;0;0
CORA SOCIEDADE DE CRÉDITO DIRETO S.A.;37.880.206;n1;I;3;S5;43;SAO PAULO;SP;06/2022;22.899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.100;3.618;1.035;146;0;0;0;22.899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CARLOS CHAGAS LTDA. - SICOOB CARLOS CHAGAS;41.753.500;b3S;I;2;S5;9;CARLOS CHAGAS;MG;06/2022;22.567;64;3.239;4.888;5.891;519;30;0;14.631;1;186;509;956;429;0;0;2.081;73;556;565;0;0;0;0;1.194;64;3.697;566;0;0;0;0;4.327;0;0;0;0;0;0;0;0;38;92;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;203;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI;804.046;b3S;I;2;S5;9;CAPITOLIO;MG;06/2022;22.100;45;1.777;5.209;6.187;2.196;216;0;15.631;7;305;915;1.978;890;26;0;4.120;158;1.131;212;5;0;0;0;1.507;8;665;66;0;0;0;0;739;0;0;0;0;0;0;0;0;49;54;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
