Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Adicional de Capital Principal;Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88530142;b3S;S4;I;2;BAGE;RS;06/2023;220.949;0;220.949;0;220.949;698.848;6;0;0;0;6;40.119;738.972;1.199.254;29,90%;29,90%;29,90%;18.474;18,42%;6,15%
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;06/2023;222.824;0;222.824;0;222.824;733.164;0;0;0;0;0;0;733.164;5.457.378;30,39%;30,39%;30,39%;18.329;4,08%;1,32%
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;C;3;SAO PAULO;SP;06/2023;612.815;0;612.815;0;612.815;413.159;14.012;0;22.856;0;36.868;282.506;732.533;2.604.995;83,66%;83,66%;83,66%;36.627;23,52%;0,41%
BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL;1000080893;b1;S4;C;2;CURITIBA;PR;06/2023;90.659;0;90.659;7.188;97.846;679.602;0;0;0;0;0;52.250;731.852;1.516.953;12,39%;12,39%;13,37%;18.296;5,98%;5,92%
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;06/2023;240.852;0;240.852;0;240.852;723.128;0;0;0;0;0;0;723.128;6.831.266;33,31%;33,31%;33,31%;18.078;3,53%;0,59%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;06/2023;126.646;0;126.646;0;126.646;685.727;0;0;0;0;0;35.138;720.865;1.354.578;17,57%;17,57%;17,57%;18.022;9,35%;25,00%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. - SICOOB UNIÃO DOS VALES;1060307;b3S;S5;I;2;RAUL SOARES;MG;06/2023;NA;NA;NA;NA;98.101;680.834;0;NA;NA;NA;0;29.789;710.622;NA;NA%;NA%;13,80%;NA;NA%;33,22%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;06/2023;NA;NA;NA;NA;156.861;683.983;0;NA;NA;NA;0;21.487;705.470;NA;NA%;NA%;22,23%;NA;NA%;11,75%
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;06/2023;181.720;0;181.720;0;181.720;623.063;0;0;0;0;0;81.529;704.591;895.700;25,79%;25,79%;25,79%;17.615;20,29%;2,89%
COOPERATIVA DE CRÉDITO EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;06/2023;NA;NA;NA;NA;116.871;674.478;0;NA;NA;NA;0;24.540;699.018;NA;NA%;NA%;16,72%;NA;NA%;11,52%
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;S4;C;3;SAO PAULO;SP;06/2023;355.071;0;355.071;0;355.071;541.542;37.065;0;0;0;37.065;116.479;695.086;2.480.070;51,08%;51,08%;51,08%;34.754;14,32%;0,40%
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;06/2023;NA;NA;NA;NA;122.753;662.452;0;NA;NA;NA;0;25.416;687.868;NA;NA%;NA%;17,85%;NA;NA%;14,05%
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;I;3;PORTO ALEGRE;RS;06/2023;211.470;0;211.470;0;211.470;217.881;47.187;0;0;0;47.187;420.964;686.032;2.404.238;30,83%;30,83%;30,83%;17.151;8,80%;2,99%
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;06/2023;NA;NA;NA;NA;152.239;654.112;0;NA;NA;NA;0;31.677;685.788;NA;NA%;NA%;22,20%;NA;NA%;10,72%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;06/2023;NA;NA;NA;NA;156.390;653.265;0;NA;NA;NA;0;25.063;678.328;NA;NA%;NA%;23,06%;NA;NA%;3,65%
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;06/2023;NA;NA;NA;NA;175.059;646.448;0;NA;NA;NA;0;31.631;678.079;NA;NA%;NA%;25,82%;NA;NA%;12,18%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;06/2023;NA;NA;NA;NA;106.646;646.138;0;NA;NA;NA;0;27.765;673.904;NA;NA%;NA%;15,83%;NA;NA%;16,69%
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;I;2;ARIQUEMES;RO;06/2023;NA;NA;NA;NA;334.901;629.813;0;NA;NA;NA;0;35.166;664.980;NA;NA%;NA%;50,36%;NA;NA%;7,98%
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;I;3;SAO PAULO;SP;06/2023;72.323;0;72.323;0;72.323;617.045;1.548;0;0;0;1.548;45.002;663.595;622.685;10,90%;10,90%;10,90%;16.590;11,61%;0,12%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;06/2023;NA;NA;NA;NA;114.921;636.900;0;NA;NA;NA;0;20.028;656.928;NA;NA%;NA%;17,49%;NA;NA%;8,53%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;06/2023;NA;NA;NA;NA;156.251;627.101;0;NA;NA;NA;0;28.024;655.125;NA;NA%;NA%;23,85%;NA;NA%;6,42%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;06/2023;NA;NA;NA;NA;97.491;631.204;0;NA;NA;NA;0;23.618;654.821;NA;NA%;NA%;14,89%;NA;NA%;27,98%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;06/2023;NA;NA;NA;NA;96.913;623.290;0;NA;NA;NA;0;20.232;643.522;NA;NA%;NA%;15,06%;NA;NA%;13,93%
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO SICOOB UNIMAIS RIO LTDA.;14568725;b3C;S4;I;2;RIO DE JANEIRO;RJ;06/2023;95.309;0;95.309;0;95.309;620.537;23;19;196;17;255;20.539;641.332;2.438.623;14,86%;14,86%;14,86%;16.033;3,91%;9,16%
COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;06/2023;NA;NA;NA;NA;86.918;604.512;0;NA;NA;NA;0;22.112;626.623;NA;NA%;NA%;13,87%;NA;NA%;18,81%
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;06/2023;NA;NA;NA;NA;91.513;598.914;0;NA;NA;NA;0;24.152;623.066;NA;NA%;NA%;14,69%;NA;NA%;9,70%
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;06/2023;123.193;0;123.193;0;123.193;576.362;2.592;0;0;0;2.592;39.721;618.675;NA;19,91%;19,91%;19,91%;15.467;NA%;2,85%
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;06/2023;83.293;0;83.293;0;83.293;295.148;66;0;189.145;92.046;281.256;39.417;615.821;455.227;13,53%;13,53%;13,53%;15.396;18,30%;16,92%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;06/2023;NA;NA;NA;NA;127.765;585.048;0;NA;NA;NA;0;21.019;606.067;NA;NA%;NA%;21,08%;NA;NA%;4,74%
BBC S.A. - PRUDENCIAL;1000084480;b1;S4;C;3;SAO PAULO;SP;06/2023;98.303;0;98.303;0;98.303;518.082;0;0;0;0;0;80.275;598.356;646.069;16,43%;16,43%;16,43%;14.959;15,22%;0,16%
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;06/2023;NA;NA;NA;NA;89.509;564.495;0;NA;NA;NA;0;31.791;596.286;NA;NA%;NA%;15,01%;NA;NA%;13,90%
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;06/2023;NA;NA;NA;NA;84.574;566.808;0;NA;NA;NA;0;29.160;595.968;NA;NA%;NA%;14,19%;NA;NA%;11,87%
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;06/2023;NA;NA;NA;NA;116.860;569.340;0;NA;NA;NA;0;22.585;591.924;NA;NA%;NA%;19,74%;NA;NA%;14,33%
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;06/2023;NA;NA;NA;NA;122.717;554.655;0;NA;NA;NA;0;37.096;591.751;NA;NA%;NA%;20,74%;NA;NA%;4,86%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;06/2023;NA;NA;NA;NA;284.602;565.742;0;NA;NA;NA;0;21.959;587.701;NA;NA%;NA%;48,43%;NA;NA%;4,22%
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;06/2023;183.907;0;183.907;0;183.907;566.641;148;121;1.489;108;1.867;14.983;583.491;2.983.296;31,52%;31,52%;31,52%;14.587;6,16%;1,12%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;06/2023;NA;NA;NA;NA;87.651;551.348;0;NA;NA;NA;0;28.301;579.649;NA;NA%;NA%;15,12%;NA;NA%;9,73%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;06/2023;NA;NA;NA;NA;109.319;555.860;0;NA;NA;NA;0;20.281;576.142;NA;NA%;NA%;18,97%;NA;NA%;8,35%
GUIDE INVESTIMENTOS - PRUDENCIAL;1000084837;n2;S4;C;3;SAO PAULO;SP;06/2023;108.189;0;108.189;0;108.189;79.700;0;0;1.627;816;2.443;491.892;574.036;NA;18,85%;18,85%;18,85%;14.351;NA%;14,57%
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;I;2;RIO VERDE;GO;06/2023;NA;NA;NA;NA;129.410;554.771;0;NA;NA;NA;0;18.977;573.748;NA;NA%;NA%;22,56%;NA;NA%;7,55%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;06/2023;NA;NA;NA;NA;70.343;537.862;0;NA;NA;NA;0;32.245;570.107;NA;NA%;NA%;12,34%;NA;NA%;8,36%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA. - UNICRED PREMIUM;1635462;b3S;S5;I;2;LAJEADO;RS;06/2023;NA;NA;NA;NA;91.447;549.645;0;NA;NA;NA;0;17.952;567.597;NA;NA%;NA%;16,11%;NA;NA%;7,77%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;06/2023;NA;NA;NA;NA;80.304;552.496;0;NA;NA;NA;0;13.680;566.176;NA;NA%;NA%;14,18%;NA;NA%;14,08%
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA -  CRESOL CENTRAL BRASIL;7202627;b3C;S4;I;2;CHAPECO;SC;06/2023;146.356;0;146.356;0;146.356;504.161;1.952;1.596;16.374;1.418;21.340;39.078;564.578;2.943.128;25,92%;25,92%;25,92%;14.114;4,97%;1,99%
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;06/2023;NA;NA;NA;NA;121.403;527.718;0;NA;NA;NA;0;34.440;562.158;NA;NA%;NA%;21,60%;NA;NA%;21,48%
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;06/2023;NA;NA;NA;NA;126.465;529.198;0;NA;NA;NA;0;29.362;558.560;NA;NA%;NA%;22,64%;NA;NA%;8,88%
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;06/2023;NA;NA;NA;NA;84.766;516.899;0;NA;NA;NA;0;33.111;550.010;NA;NA%;NA%;15,41%;NA;NA%;19,35%
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;06/2023;NA;NA;NA;NA;148.440;515.444;0;NA;NA;NA;0;31.170;546.614;NA;NA%;NA%;27,16%;NA;NA%;6,61%
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;06/2023;NA;NA;NA;NA;144.373;519.880;0;NA;NA;NA;0;25.922;545.802;NA;NA%;NA%;26,45%;NA;NA%;11,16%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;06/2023;NA;NA;NA;NA;104.787;520.139;0;NA;NA;NA;0;17.451;537.589;NA;NA%;NA%;19,49%;NA;NA%;7,72%
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;S4;C;1;RIO DE JANEIRO;RJ;06/2023;438.732;0;438.732;0;438.732;388.487;0;0;0;0;0;148.866;537.353;NA;81,65%;81,65%;81,65%;26.868;NA%;0,77%
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;06/2023;NA;NA;NA;NA;115.301;506.663;0;NA;NA;NA;0;25.397;532.060;NA;NA%;NA%;21,67%;NA;NA%;9,87%
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;06/2023;264.179;0;264.179;0;264.179;436.174;0;0;0;0;0;95.094;531.268;733.461;49,73%;49,73%;49,73%;13.282;36,02%;0,04%
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;06/2023;NA;NA;NA;NA;83.062;506.572;0;NA;NA;NA;0;23.716;530.288;NA;NA%;NA%;15,66%;NA;NA%;29,37%
BANCO AFINZ S.A. - BANCO MÚLTIPLO;4814563;b1;S4;I;2;BARUERI;SP;06/2023;58.570;5.765;64.335;0;64.335;415.849;167;0;54;0;220;110.392;526.461;1.246.709;11,13%;12,22%;12,22%;13.162;5,16%;0,51%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;06/2023;NA;NA;NA;NA;82.494;509.610;0;NA;NA;NA;0;16.771;526.381;NA;NA%;NA%;15,67%;NA;NA%;10,94%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS;2910987;b3S;S5;I;2;ERECHIM;RS;06/2023;NA;NA;NA;NA;118.333;508.065;0;NA;NA;NA;0;17.752;525.817;NA;NA%;NA%;22,50%;NA;NA%;11,18%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;06/2023;NA;NA;NA;NA;75.126;497.067;0;NA;NA;NA;0;27.860;524.927;NA;NA%;NA%;14,31%;NA;NA%;25,10%
LEBES FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083656;n1;S5;I;2;ELDORADO;RS;06/2023;NA;NA;NA;NA;99.562;491.621;0;NA;NA;NA;0;32.754;524.374;NA;NA%;NA%;18,99%;NA;NA%;0,31%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;06/2023;NA;NA;NA;NA;156.884;488.989;0;NA;NA;NA;0;31.651;520.640;NA;NA%;NA%;30,13%;NA;NA%;9,68%
VIC DTVM S/A - PRUDENCIAL;1000084002;n2;S4;I;2;RIO DE JANEIRO;RJ;06/2023;184.301;0;184.301;0;184.301;6.413;0;0;0;472.935;472.935;38.237;517.585;NA;35,61%;35,61%;35,61%;25.879;NA%;0,08%
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;06/2023;NA;NA;NA;NA;109.615;495.896;0;NA;NA;NA;0;19.222;515.118;NA;NA%;NA%;21,28%;NA;NA%;10,41%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;06/2023;NA;NA;NA;NA;77.777;488.118;0;NA;NA;NA;0;26.162;514.280;NA;NA%;NA%;15,12%;NA;NA%;10,55%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;06/2023;NA;NA;NA;NA;155.407;484.326;0;NA;NA;NA;0;25.617;509.943;NA;NA%;NA%;30,48%;NA;NA%;7,42%
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;06/2023;88.868;0;88.868;0;88.868;504.176;0;0;0;0;0;0;504.176;3.285.296;17,63%;17,63%;17,63%;12.604;2,71%;9,98%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;06/2023;NA;NA;NA;NA;80.689;484.650;0;NA;NA;NA;0;14.708;499.358;NA;NA%;NA%;16,16%;NA;NA%;10,15%
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;06/2023;NA;NA;NA;NA;109.732;475.686;0;NA;NA;NA;0;20.560;496.246;NA;NA%;NA%;22,11%;NA;NA%;13,70%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;06/2023;NA;NA;NA;NA;118.399;474.897;0;NA;NA;NA;0;16.034;490.931;NA;NA%;NA%;24,12%;NA;NA%;9,99%
SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;06/2023;NA;NA;NA;NA;86.937;467.803;0;NA;NA;NA;0;18.695;486.498;NA;NA%;NA%;17,87%;NA;NA%;5,36%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;06/2023;NA;NA;NA;NA;123.972;459.497;0;NA;NA;NA;0;22.641;482.138;NA;NA%;NA%;25,71%;NA;NA%;13,08%
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;S5;I;2;SANANDUVA;RS;06/2023;NA;NA;NA;NA;82.286;461.545;0;NA;NA;NA;0;17.801;479.346;NA;NA%;NA%;17,17%;NA;NA%;11,68%
STARA FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083711;n1;S5;I;2;NAO-ME-TOQUE;RS;06/2023;NA;NA;NA;NA;146.911;464.486;0;NA;NA;NA;0;13.173;477.658;NA;NA%;NA%;30,76%;NA;NA%;0,26%
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;S5;I;2;SAO BENTO DO SUL;SC;06/2023;NA;NA;NA;NA;70.609;442.617;0;NA;NA;NA;0;26.096;468.713;NA;NA%;NA%;15,06%;NA;NA%;7,97%
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;06/2023;106.588;0;106.588;0;106.588;443.675;4.849;0;8.599;1.794;15.242;5.673;464.590;1.130.315;22,94%;22,94%;22,94%;11.615;9,43%;0,23%
SINGULARE CTVM - PRUDENCIAL;1000085386;n2;S4;I;2;SAO PAULO;SP;06/2023;70.341;0;70.341;0;70.341;65.344;0;0;399;0;399;395.459;461.202;NA;15,25%;15,25%;15,25%;11.530;NA%;11,89%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;06/2023;NA;NA;NA;NA;96.817;445.844;0;NA;NA;NA;0;15.138;460.983;NA;NA%;NA%;21,00%;NA;NA%;8,48%
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;06/2023;NA;NA;NA;NA;91.371;435.955;0;NA;NA;NA;0;21.373;457.327;NA;NA%;NA%;19,98%;NA;NA%;7,85%
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;06/2023;119.214;0;119.214;0;119.214;246.691;2.085;0;88.275;0;90.360;119.890;456.940;NA;26,09%;26,09%;26,09%;11.424;NA%;0,66%
BGC LIQUIDEZ DTVM LTDA - PRUDENCIAL;1000084033;n2;S4;I;3;RIO DE JANEIRO;RJ;06/2023;125.006;0;125.006;0;125.006;75.628;0;0;15.096;0;15.096;364.700;455.425;NA;27,45%;27,45%;27,45%;11.386;NA%;3,38%
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;06/2023;NA;NA;NA;NA;118.238;429.797;0;NA;NA;NA;0;23.556;453.353;NA;NA%;NA%;26,08%;NA;NA%;10,15%
WARREN CCVM LTDA - PRUDENCIAL;1000082664;n2;S4;C;2;PORTO ALEGRE;RS;06/2023;85.681;0;85.681;0;85.681;60.606;62;0;313.622;0;313.683;78.985;453.275;NA;18,90%;18,90%;18,90%;11.332;NA%;0,96%
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;S4;I;2;ORLANDIA;SP;06/2023;195.501;0;195.501;0;195.501;375.902;0;0;0;0;0;73.854;449.755;727.847;43,47%;43,47%;43,47%;11.244;26,86%;1,01%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S4;I;2;SAO JOSE DO RIO PRETO;SP;06/2023;75.449;0;75.449;0;75.449;413.972;0;0;0;0;0;33.706;447.678;760.024;16,85%;16,85%;16,85%;11.192;9,93%;21,62%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA RAIZ - CRESOL RAIZ;17343510;b3S;S5;I;2;FREDERICO WESTPHALEN;RS;06/2023;NA;NA;NA;NA;70.457;434.969;0;NA;NA;NA;0;8.979;443.948;NA;NA%;NA%;15,87%;NA;NA%;22,08%
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;06/2023;NA;NA;NA;NA;79.600;420.512;0;NA;NA;NA;0;22.725;443.237;NA;NA%;NA%;17,96%;NA;NA%;10,52%
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;06/2023;NA;NA;NA;NA;80.666;424.088;0;NA;NA;NA;0;18.681;442.768;NA;NA%;NA%;18,22%;NA;NA%;24,67%
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;06/2023;177.813;0;177.813;0;177.813;387.646;8.508;0;38;0;8.545;42.691;438.882;1.317.506;40,51%;40,51%;40,51%;21.944;13,50%;0,48%
