Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2.934.201;b3S;I;2;S5;9;CHOPINZINHO;PR;06/2023;420.566;2;235;712;1.427;643;204;0;3.223;918;12.272;24.874;29.860;16.345;2.780;0;87.049;25;399;901;1.936;892;2;0;4.155;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1.335;67.367;84.077;56.084;39.874;28.294;0;277.031;1.226;6.002;14.962;19.748;3.862;3.267;41;49.108;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS;78.858.107;b3S;I;2;S5;9;CUNHA PORA;SC;06/2023;419.508;7;80;201;385;63;0;0;737;909;11.614;32.276;58.092;22.866;28.958;0;154.716;192;3.847;10.827;20.880;4.421;0;0;40.167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;37.349;82.098;37.831;31.684;27.083;0;216.242;475;6.435;611;63;63;0;0;7.646;0
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5.392.810;b3S;I;2;S5;9;TOLEDO;PR;06/2023;416.163;313;6.433;15.855;33.274;28.155;32.868;0;116.898;2.053;9.620;21.697;30.696;10.818;10.004;0;84.887;36;610;1.648;3.377;780;1;0;6.452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438;37.716;93.305;24.787;21.130;12.807;0;190.184;3.455;3.199;4.651;2.566;1.839;2.032;0;17.742;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23.623.636;b3S;I;2;S5;9;SINOP;MT;06/2023;415.330;10;101;278;774;96;0;0;1.259;1.174;22.489;78.884;76.326;36.302;2.328;0;217.503;419;4.589;10.923;23.400;6.117;0;0;45.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.671;50.296;43.987;2.242;302;0;135.497;3.855;7.718;4.014;35;0;0;0;15.622;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80.959.612;b3S;I;2;S5;9;RIO DO SUL;SC;06/2023;405.948;18;606;1.642;3.274;1.313;890;0;7.742;1.082;13.398;37.011;61.278;17.584;11.679;0;142.032;124;4.336;13.974;28.739;8.550;3;0;55.727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;19.809;77.975;36.175;29.302;25.098;0;188.888;1.037;3.846;1.623;1.521;1.446;2.086;0;11.559;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92.796.564;b3S;I;2;S4;9;PORTO ALEGRE;RS;06/2023;402.509;72;2.020;4.864;7.806;1.186;179;0;16.127;1.003;6.999;19.889;15.798;3.191;1.716;0;48.596;276;2.987;8.228;15.854;5.207;35;0;32.588;0;92;189;544;536;2.582;4.900;8.844;7.530;72.085;26.812;225;0;0;0;106.652;193;10.715;22.935;30.187;14.618;9.729;0;88.377;2.751;16.539;20.425;34.435;15.884;11.292;0;101.326;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87.779.625;b3S;I;2;S4;9;NAO-ME-TOQUE;RS;06/2023;400.269;45;845;2.339;3.288;863;455;0;7.835;1.640;8.516;16.095;16.261;3.586;1.143;0;47.241;101;2.044;5.760;10.613;3.140;43;0;21.701;0;0;0;0;0;0;0;0;2.686;24.242;8.955;68;0;0;0;35.952;659;36.277;90.309;44.146;13.757;2.308;0;187.456;2.239;19.396;32.724;23.167;13.236;9.322;0;100.085;0
PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.;8.561.701;n4;I;2;S4;41;SAO PAULO;SP;06/2023;399.549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300.006;98.467;1.077;0;0;0;399.549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;06/2023;399.438;83;1.155;3.473;5.515;1.904;756;0;12.886;2.989;17.906;44.118;53.648;11.921;9.622;0;140.204;225;3.522;9.154;14.636;3.225;9;0;30.771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;17.553;62.383;58.354;27.718;16.506;0;182.571;7.553;17.192;3.484;2.862;1.628;286;0;33.006;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66.402.207;b3S;I;2;S5;9;SAO ROQUE DE MINAS;MG;06/2023;396.103;63;1.965;5.191;8.335;3.069;667;0;19.289;1.709;16.692;32.176;54.447;16.814;17.967;0;139.805;96;1.792;5.229;10.827;4.954;611;0;23.508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;77.162;40.171;52.282;14.725;8.658;0;193.232;2.352;12.335;5.458;124;0;0;0;20.269;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73.750.424;b3S;I;2;S5;9;CAXIAS DO SUL;RS;06/2023;394.768;0;79;208;199;0;0;0;486;554;15.602;39.215;62.984;26.225;23.383;5.476;173.439;82;4.164;10.921;16.273;2.614;5;0;34.059;374;2.449;7.266;17.342;14.568;39.722;13.837;95.558;1.457;43.323;15.628;81;0;0;0;60.489;0;0;0;0;0;0;0;0;712;6.530;7.570;6.782;3.890;5.254;0;30.737;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;06/2023;388.069;0;0;0;0;0;0;0;0;1.157;21.295;50.359;80.163;19.759;24;0;172.756;435;21.137;58.437;101.784;33.230;137;0;215.160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;56;56;11;0;0;0;153;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1.604.998;b3S;I;2;S5;9;SAO GONCALO DO SAPUCAI;MG;06/2023;387.932;32;859;2.289;3.834;840;1;0;7.856;1.923;13.686;29.327;36.195;6.413;372;0;87.916;237;5.020;13.641;24.771;6.230;33;0;49.933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;842;29.222;104.400;69.480;12.899;883;0;217.726;4.612;14.169;4.853;345;391;132;0;24.501;0
SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE;70.241.658;b3S;I;2;S5;9;RECIFE;PE;06/2023;386.810;240;15.619;44.894;100.517;84.324;58.160;0;303.753;285;3.313;8.976;7.956;652;0;0;21.181;313;2.731;8.301;16.898;5.643;8;0;33.894;0;0;0;0;0;0;0;0;720;13.214;5.138;31;0;0;0;19.103;0;0;0;0;0;0;0;0;307;2.293;2.093;3.139;1.017;30;0;8.879;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7.599.206;b3S;I;2;S5;9;GOIANIA;GO;06/2023;386.054;28;278;724;933;0;0;0;1.963;2.797;33.048;47.371;53.851;16.770;9.215;0;163.052;130;913;2.929;4.705;393;0;0;9.070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.738;26.502;46.513;76.095;13.912;1.444;0;167.203;4.658;29.478;4.277;1.849;1.543;2.961;0;44.767;0
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23.949.522;b3S;I;2;S5;9;CARMO DO PARANAIBA;MG;06/2023;382.465;0;120;328;515;76;0;0;1.038;425;8.582;21.650;24.982;9.618;3.335;0;68.592;12;532;1.380;2.935;729;36;0;5.624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.643;40.591;111.839;112.715;23.282;7.897;0;297.967;247;6.442;2.128;270;157;0;0;9.244;0
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5.192.316;n1;I;2;S4;14;SANTO CRISTO;RS;06/2023;380.994;123;1.531;4.111;6.966;3.766;1.240;0;17.738;49.467;75.731;101.434;27.110;2.206;39;0;255.987;48;522;1.402;2.415;698;0;0;5.085;0;0;0;0;0;0;0;0;4.984;12.349;15.079;4.785;26;0;0;37.224;0;0;0;0;0;0;0;0;19.465;16.465;22.274;6.560;193;5;0;64.961;0
COOPERATIVA DE CRÉDITO COCRE;54.401.286;b3S;I;2;S4;9;PIRACICABA;SP;06/2023;380.148;22;672;1.855;2.975;633;144;0;6.300;1.728;20.569;32.651;39.033;11.863;1.562;0;107.405;74;1.171;2.897;5.662;1.030;0;0;10.835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.156;62.187;96.636;59.984;22.966;304;0;244.233;2.826;5.469;3.061;18;0;0;0;11.375;0
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2.309.070;b3S;I;2;S5;9;JI-PARANA;RO;06/2023;374.242;0;0;0;0;0;0;0;0;3.343;52.206;116.958;49.328;1.027;9;0;222.872;146;2.410;6.205;7.512;291;0;0;16.563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;17.552;11.299;40.779;0;0;0;69.759;4.063;32.064;25.385;3.184;350;1;0;65.048;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO;71.884.498;b3S;I;2;S5;9;CAMPINAS;SP;06/2023;372.383;0;7;18;15;0;0;0;40;1.645;22.444;56.611;76.222;25.112;19.058;5;201.096;146;2.796;7.449;11.579;1.353;3;0;23.327;12;574;1.861;4.331;3.536;8.761;0;19.074;1.312;32.717;12.709;137;0;0;0;46.874;0;0;0;0;0;0;0;0;264;11.548;16.374;23.709;14.950;15.125;0;81.972;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI;2.144.899;b3S;I;2;S5;9;OURO PRETO DO OESTE;RO;06/2023;367.853;2;63;125;85;0;0;0;275;2.397;33.258;32.325;8.817;2.347;0;0;79.143;145;1.448;4.158;5.385;1.265;2;0;12.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;775;29.552;81.528;136.181;9.594;3.431;0;261.061;858;12.416;1.698;0;0;0;0;14.973;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3.326.437;b3S;I;2;S5;9;CUIABA;MT;06/2023;354.574;33;1.798;4.471;11.070;10.166;10.181;0;37.718;1.920;27.417;67.780;90.680;9.208;2.123;5;199.132;161;1.246;3.524;6.395;1.334;0;0;12.661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;22.567;40.795;25.056;2.607;1.596;0;92.679;2.910;2.348;2.331;926;774;2.439;653;12.383;0
COOPERATIVA DE CRÉDITO LITORÂNEA;85.291.086;b3S;I;2;S5;9;JACINTO MACHADO;SC;06/2023;354.320;7;468;1.294;2.678;1.184;237;0;5.869;2.024;17.569;43.277;66.423;26.833;4.945;350;161.421;106;7.966;22.443;43.437;14.684;944;0;89.581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;4.566;39.317;18.558;16.620;10.916;0;90.038;1.317;2.938;2.038;707;366;45;0;7.411;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86.829.827;b3S;I;2;S5;9;BRACO DO NORTE;SC;06/2023;353.944;0;41;123;348;137;1;0;650;749;8.947;22.324;28.411;4.807;961;0;66.200;71;2.005;5.533;11.221;3.387;0;0;22.217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;25.793;83.317;59.516;39.369;49.467;0;258.054;1.272;3.902;1.647;1;0;0;0;6.823;0
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;06/2023;348.902;4;3;1;0;0;0;0;7;71.722;118.053;121.946;10.747;0;0;0;322.469;0;45;138;82;0;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;1.628;3.046;7.149;3.905;9.650;189;26.160;0
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36.321.990;n1;I;2;S5;14;VITORIA;ES;06/2023;346.196;0;0;0;0;0;0;0;0;94.184;117.567;125.020;9.425;0;0;0;346.196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22.760.839;b3S;I;2;S5;9;SAO SEBASTIAO DO PARAISO;MG;06/2023;344.631;3;114;286;297;13;0;0;714;1.417;26.344;69.862;101.638;35.893;12.031;0;247.185;7;859;2.024;3.864;1.432;0;0;8.186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.357;42.418;16.317;6.453;3.417;0;74.963;998;5.891;2.008;2.890;1.034;761;0;13.582;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7.026.923;b3S;I;2;S5;9;UMUARAMA;PR;06/2023;344.243;255;3.434;8.767;20.287;17.197;21.118;0;71.060;1.144;6.363;13.959;15.788;2.535;389;0;40.179;121;1.088;2.566;5.295;1.289;15;0;10.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634;18.960;72.266;97.557;15.865;5.553;0;210.834;3.097;8.129;568;1;0;0;0;11.796;0
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3.645.752;b3S;I;2;S5;9;SAO GOTARDO;MG;06/2023;344.065;0;44;125;231;46;0;0;446;524;17.917;29.248;28.641;6.071;2.721;0;85.123;5;1.059;2.856;5.380;1.254;0;0;10.554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.030;31.078;148.838;42.296;10.191;3.749;0;240.182;447;6.652;662;0;0;0;0;7.761;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3.965.737;b3S;I;2;S5;9;CHAPECO;SC;06/2023;339.416;6;87;230;437;273;10;0;1.044;534;6.151;19.752;15.413;3.564;580;0;45.994;37;538;1.832;3.677;1.263;3;0;7.349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.369;30.232;53.325;60.424;42.047;42.351;0;231.747;2.065;11.208;19.854;13.493;5.606;1.025;31;53.282;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8.624.548;b3S;I;2;S5;9;MURIAE;MG;06/2023;338.393;4;102;276;462;134;1;0;979;751;12.834;34.165;27.715;6.543;566;0;82.575;71;851;2.182;4.189;1.323;4;0;8.619;0;0;0;0;0;0;0;0;0;10;6;0;0;0;0;15;1.761;66.407;21.849;46.724;29.107;18.618;0;184.466;4.450;7.654;21.360;22.642;5.011;558;65;61.739;0
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22.656.789;b3S;I;2;S5;9;MURIAE;MG;06/2023;334.815;18;724;1.861;2.969;1.265;495;0;7.332;2.152;12.328;33.528;42.909;10.724;1.979;0;103.620;308;2.303;5.097;9.963;3.121;20;0;20.812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;346;21.083;74.189;51.789;25.133;19.158;0;191.697;3.334;5.228;1.817;328;261;387;0;11.354;0
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.473.806;n1;I;2;S5;14;BENTO GONCALVES;RS;06/2023;334.615;7;324;581;149;0;0;0;1.061;15.867;115.337;150.513;51.716;121;0;0;333.554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS;2.910.987;b3S;I;2;S5;9;ERECHIM;RS;06/2023;332.807;0;0;0;0;0;0;0;0;858;10.315;26.998;34.304;10.537;3.227;0;86.240;117;1.461;4.033;8.778;2.250;13;0;16.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;24.275;62.145;30.843;24.171;19.941;0;161.872;1.307;10.139;29.996;15.229;5.265;6.088;20;68.043;0
COOPECREDI GUARIBA - COOPERATIVA DE CREDITO;44.469.161;b3S;I;2;S4;9;GUARIBA;SP;06/2023;329.840;5;120;311;381;47;0;0;863;692;34.482;21.186;36.601;13.190;105;0;106.256;21;525;1.401;1.983;544;0;0;4.474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.103;33.278;117.499;44.421;11.994;2.599;0;210.894;641;2.969;2.657;887;101;99;0;7.353;0
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73.443.863;b3S;I;2;S5;9;BLUMENAU;SC;06/2023;327.653;11;53;127;201;26;0;0;418;1.984;20.091;50.864;75.990;22.578;10.041;0;181.549;194;3.867;10.194;14.688;2.921;9;0;31.873;202;1.292;3.452;7.397;6.180;17.797;8.683;45.003;1.224;37.836;14.412;97;0;0;0;53.569;0;0;0;0;0;0;0;0;91;4.648;3.172;2.853;2.159;2.318;0;15.240;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81.054.686;b3S;I;2;S4;9;LAPA;PR;06/2023;326.139;91;1.363;3.878;6.745;2.897;555;0;15.529;1.488;7.743;22.731;10.531;1.412;9;0;43.915;38;1.322;4.630;7.572;1.539;51;0;15.151;0;0;0;0;0;0;0;0;3.844;28.228;10.503;131;0;0;0;42.706;396;22.649;78.755;48.247;25.132;414;0;175.592;1.589;7.694;9.653;10.143;3.821;347;0;33.246;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2.843.443;b3S;I;2;S4;9;JOINVILLE;SC;06/2023;322.575;206;3.627;9.968;16.186;7.217;6.135;0;43.339;1.539;10.053;22.695;23.564;2.863;229;0;60.944;126;4.047;10.677;17.518;4.451;40;0;36.860;0;12;22;59;57;294;205;649;6.875;68.159;28.108;415;0;0;0;103.556;0;4.600;12.083;6.241;4.039;2.558;0;29.521;3.159;15.138;8.777;12.689;5.466;2.476;0;47.706;0
SENFFNET INSTITUIÇÃO DE PAGAMENTO LTDA.;3.877.288;n4;I;2;S4;41;CURITIBA;PR;06/2023;320.726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283.057;37.660;10;0;0;0;320.726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24.799.033;b3S;I;2;S5;9;QUIRINOPOLIS;GO;06/2023;320.510;11;49;108;155;38;3;0;364;1.964;27.189;65.893;43.469;619;1.904;60;141.098;222;2.640;7.851;11.297;316;0;0;22.326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.680;27.271;51.545;57.035;2.598;53;0;141.181;2.231;7.921;3.483;1.308;331;266;0;15.540;0
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67.096.909;b3S;I;2;S4;9;FRANCA;SP;06/2023;320.017;0;0;0;0;0;0;0;0;100;23.422;23.737;45.092;16.223;2.554;0;111.128;16;3.046;2.451;6.333;749;0;0;12.594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;45.147;122.378;12.877;5.331;1.138;0;186.919;725;7.339;496;678;139;0;0;9.376;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81.367.880;b3S;I;2;S5;9;TURVO;SC;06/2023;318.517;0;25;74;183;130;27;0;439;1.835;13.163;29.593;43.974;16.200;8.849;0;113.613;163;2.117;5.747;13.190;5.370;159;0;26.746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.032;26.135;57.900;37.246;28.085;21.704;0;172.102;1.869;3.012;103;160;167;305;0;5.616;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2.448.310;b3S;I;2;S5;9;CASCAVEL;PR;06/2023;317.606;54;202;729;1.510;650;354;0;3.500;1.688;7.683;20.533;20.231;8.419;4.890;3;63.447;19;788;2.017;4.439;1.874;101;0;9.237;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;840;52.054;38.068;40.311;32.281;39.282;0;202.836;2.365;4.447;12.991;12.900;4.362;1.436;84;38.585;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71.297.899;b3S;I;2;S5;9;PATOS DE MINAS;MG;06/2023;314.000;5;22;62;95;0;0;0;184;378;32.243;41.155;42.318;22.975;9.490;0;148.559;87;398;1.176;1.604;19;0;0;3.285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28.532;57.148;18.624;7.010;8.673;0;120.016;1.044;20.706;4.786;9.663;3.751;2.007;0;41.956;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2.641.032;b3S;I;2;S5;9;SANTA MARIA;RS;06/2023;312.252;4;116;304;334;16;2;0;776;1.530;14.365;34.589;57.763;18.421;10.877;45;137.589;144;1.582;3.897;5.853;1.265;86;0;12.826;59;259;736;1.708;1.395;4.022;471;8.650;1.033;20.664;7.896;58;0;0;0;29.651;0;0;0;0;0;0;0;0;883;25.005;41.423;39.987;10.346;5.043;72;122.759;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4.463.602;b3S;I;2;S4;9;MARILIA;SP;06/2023;311.749;463;3.580;10.088;17.242;8.206;7.293;0;46.872;1.187;10.852;25.781;24.809;3.410;692;0;66.730;102;1.929;5.344;8.702;1.984;13;0;18.074;0;0;0;0;0;0;0;0;5.635;41.532;16.446;173;0;0;0;63.786;76;13.358;11.558;20.227;1.344;0;0;46.562;2.825;15.943;18.324;22.864;8.454;1.316;0;69.725;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78.483.310;b3S;I;2;S5;9;ITAPIRANGA;SC;06/2023;311.672;0;31;84;169;76;77;0;438;553;9.091;21.214;37.901;20.976;21.901;1.074;112.710;34;2.321;6.886;17.398;7.212;37;0;33.888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;32.447;55.650;23.329;22.014;28.903;0;162.417;142;1.073;347;228;179;248;0;2.218;0
MODAL;51.963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;06/2023;311.491;0;0;0;0;0;0;0;0;508;5.054;221.554;9.204;2.249;0;0;238.569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.581;39.691;10.331;46;0;0;0;65.650;0;0;0;0;0;0;0;0;3.530;1.509;121;2.112;0;0;0;7.272;0
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22.724.710;b3S;I;2;S5;9;SAO TIAGO;MG;06/2023;310.898;16;800;2.121;3.170;1.552;251;0;7.910;1.635;29.164;52.051;73.492;28.463;13.878;0;198.682;130;1.717;4.403;10.400;4.152;8;0;20.809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;6.476;32.224;19.009;7.760;3.629;0;69.224;2.950;6.824;2.257;843;524;874;0;14.272;0
SICREDI CEARÁ - COOPERATIVA DE CRÉDITO DO ESTADO DO CEARÁ;72.257.793;b3S;I;2;S5;9;FORTALEZA;CE;06/2023;306.485;93;3.105;8.685;18.159;12.421;7.934;0;50.397;1.334;14.108;30.563;30.071;2.531;73;0;78.679;1.179;7.420;19.611;32.495;6.643;10;0;67.358;0;34;67;185;189;843;532;1.849;4.984;39.353;16.038;102;0;0;0;60.477;0;0;0;0;0;0;0;0;2.283;9.205;10.791;17.385;5.297;2.765;0;47.726;0
