Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2021;120.888.837;18.527.702;139.416.539;15.727.877;155.144.417;963.236.280;5.223.644;1.304.615;14.096.816;6.139.369;26.764.444;82.026.127;1.072.026.851;1.918.095.300;11,28%;13,00%;14,47%;7,27%;23,02%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2021;110.831.741;9.239.397;120.071.138;15.497.223;135.568.361;797.724.844;7.006.587;46.053;9.106.162;1.400.799;17.559.600;66.907.975;882.192.419;1.477.062.166;12,56%;13,61%;15,37%;8,13%;29,85%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2021;106.652.375;30.622.988;137.275.362;24.507.964;161.783.326;706.343.484;9.364.730;756.154;6.921.198;0;17.042.082;103.777.787;827.163.353;1.843.160.918;12,89%;16,60%;19,56%;7,45%;14,64%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2021;73.524.071;1.713.241;75.237.313;26.155.681;101.392.994;477.332.807;573.509;0;21.887.964;69.389;22.530.862;77.302.337;577.166.006;1.539.005.409;12,74%;13,04%;17,57%;4,89%;12,28%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2021;72.732.347;7.326.718;80.059.065;7.294.893;87.353.958;500.635.260;7.434.781;1.055.706;10.151.769;1.557.441;20.199.697;54.851.805;575.686.761;1.025.933.091;12,63%;13,91%;15,17%;7,80%;14,59%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2021;147.979.448;0;147.979.448;42.143.187;190.122.634;389.025.990;31.229.808;0;690.403;0;31.920.211;50.877.376;471.823.577;840.362.332;31,36%;31,36%;40,30%;17,61%;5,47%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2021;26.468.339;374.465;26.842.803;4.317.293;31.160.097;136.582.110;2.970.701;2.890.643;18.135.572;5.894.138;29.891.054;9.943.021;176.416.185;342.829.641;15,00%;15,22%;17,66%;7,83%;43,18%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2021;13.385.925;2.957.022;16.342.946;2.947.468;19.290.415;124.905.111;988.486;0;9.908.761;1.306.524;12.203.772;6.040.472;143.149.354;246.685.450;9,35%;11,42%;13,48%;6,63%;35,47%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2021;8.938.801;1.758.602;10.697.403;485.016;11.182.419;66.053.916;1.891.013;0;1.790.478;9.091;3.690.582;6.578.968;76.323.467;147.458.574;11,71%;14,02%;14,65%;7,25%;18,49%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;03/2021;6.264.828;795.889;7.060.717;1.826.084;8.886.800;55.514.047;119.399;636;7.073;0;127.108;11.822.655;67.463.810;105.789.928;9,29%;10,47%;13,17%;6,67%;2,69%
