Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2019;675.594.499;322.902.359;84.395.099;110.040.890;27.317.061;130.296.461;642.630;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2019;616.365.953;266.228.142;90.943.047;77.765.783;32.566.861;111.918.358;348.762;36.595.000
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2019;588.312.308;215.142.552;27.004.995;42.942.399;10.338.250;48.663.190;788.144;243.432.778
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2019;474.510.727;212.628.514;31.530.114;54.961.159;18.649.394;57.706.815;660.611;98.374.120
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2019;309.733.714;177.507.121;21.034.583;30.768.541;9.475.440;44.354.696;346.792;26.246.541
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2019;292.401.931;168.532.728;33.942.667;38.878.436;5.009.443;27.435.522;18.603.135;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2019;66.412.710;34.339.497;4.202.059;7.209.612;1.494.975;11.329.835;7.087;7.829.646
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2019;50.732.651;27.324.180;3.955.411;6.135.338;1.876.402;9.919.794;15.236;1.506.289
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2019;33.698.540;3.769.963;489.335;1.135.948;516.073;27.639.538;24.072;123.611
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2019;21.560.276;9.043.961;9.072.899;1.667.032;330.095;1.446.288;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2019;21.452.806;9.920.171;2.206.733;4.483.100;1.468.126;3.359.103;15.573;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2019;21.144.565;5.910.578;3.163.140;739.761;93.167;1.063.842;126.739;10.047.339
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2019;18.228.088;9.703.687;1.857.919;2.555.955;944.665;2.611.454;10.300;544.108
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2019;16.951.952;10.708.500;763.966;2.323.838;575.066;2.556.796;23.786;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2019;14.490.957;6.754.686;1.456.970;2.456.836;875.381;2.944.757;2.326;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2019;13.531.772;589.525;356.105;10.861;4.235;12.569.587;1.458;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2019;13.009.754;7.135.986;946.286;851.080;84.710;2.284.207;1;1.707.484
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2019;11.421.161;8.814.477;543.738;342.570;112.873;1.509.612;97.891;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;03/2019;10.839.490;137.752;3.277.356;27.854;113.595;7.278.195;4.738;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2019;10.306.416;1.992.631;32.232;7.744.977;76.844;457.805;1.928;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2019;10.204.505;5.925.071;573.228;1.214.453;182.381;2.309.279;93;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2019;9.630.750;4.049.330;997.434;1.910.897;858.207;1.812.886;1.998;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2019;9.188.269;2.260.154;2.503.785;625.002;284.310;3.501.166;13.852;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;03/2019;9.122.128;4.690.662;783.709;1.713.838;639.968;929.152;6.425;358.375
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;03/2019;8.732.961;281.471;8.305.471;81.919;30.814;30.540;2.747;0
JOHN DEERE;50.071;b1;C;3;S3;199;INDAIATUBA;SP;03/2019;8.335.121;1.312.541;3.913.308;656.302;453.007;1.993.677;6.286;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;03/2019;7.946.666;5.068.687;725.282;1.118.294;268.263;727.551;38.590;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;03/2019;7.910.619;3.278.707;1.084.871;249.366;644.269;2.641.485;11.920;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2019;7.864.970;2.624.957;357.366;576.466;186.838;815.439;459;3.303.445
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2019;7.706.114;4.586.802;1.113.156;456.284;74.324;1.473.290;2.259;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;03/2019;7.368.710;3.673.659;570.758;1.471.405;188.694;1.383.702;80.493;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;03/2019;6.393.532;2.377.082;917.586;1.463.475;574.445;1.059.549;1.396;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;03/2019;6.352.278;4.885.074;335.809;578.303;79.852;458.522;14.717;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2019;6.030.170;3.029.255;1.558.837;643.654;186.399;572.160;2.595;37.270
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2019;5.443.842;4.626.028;105.128;401.528;87.940;180.498;7.386;35.335
