Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2013;485.721.995;229.174.192;54.304.800;51.133.492;20.845.338;91.246.533;2.419.089;36.598.551
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2013;387.713.654;184.971.518;20.217.105;32.702.791;9.523.790;47.874.162;6.921.451;85.502.838
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2013;383.530.305;197.332.856;40.787.252;58.291.249;15.367.230;70.423.270;1.328.449;0
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2013;325.730.877;147.789.468;21.619.560;34.883.701;13.045.098;42.587.833;7.204.669;58.600.548
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;03/2013;251.653.948;146.513.743;14.443.724;42.412.804;3.870.763;19.565.737;24.847.178;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2013;210.750.261;122.528.728;12.790.125;19.773.517;5.348.376;28.924.400;1.783.358;19.601.756
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2013;62.758.816;33.291.130;4.144.359;8.383.773;2.425.004;12.118.047;401.184;1.995.318
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2013;58.487.798;28.310.190;5.126.518;3.698.216;1.765.961;11.424.120;1.386.316;6.776.478
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;03/2013;48.465.374;24.367.637;2.975.400;3.772.352;1.504.076;7.567.736;2.108.145;6.170.028
BMG;30.290;b1;C;2;;199;BELO HORIZONTE;MG;03/2013;23.369.176;10.978.098;2.109.423;4.896.665;2.505.092;2.304.906;574.992;0
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;03/2013;23.243.405;3.203.628;199.286;777.121;235.067;18.556.487;207.259;64.555
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;03/2013;22.628.068;13.859.127;1.330.520;2.921.462;768.163;2.983.890;764.905;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;03/2013;21.367.269;9.529.231;2.064.377;3.917.419;1.326.444;4.513.025;16.772;0
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;03/2013;12.600.108;6.235.330;1.618.973;2.236.260;808.268;1.515.146;186.130;0
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;03/2013;12.047.750;4.920.256;1.472.399;2.523.504;469.226;1.986.953;20.053;655.359
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;03/2013;11.445.143;2.551.971;589.383;8.061.688;94.184;106.454;41.463;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;03/2013;9.724.888;6.388.048;1.362.075;190.428;68.673;262.450;38;1.453.176
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;03/2013;9.447.314;5.039.206;569.885;1.461.875;354.271;2.022.004;73;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;03/2013;9.207.052;5.825.407;561.805;1.754.775;160.386;686.982;217.697;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;03/2013;9.202.651;31.361;2.637.316;4.190;60.638;6.459.934;9.211;0
FIBRA;49.951;b1;C;2;;199;SAO PAULO;SP;03/2013;9.190.904;3.985.001;799.577;916.206;299.590;1.066.806;377.100;1.746.624
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;03/2013;8.626.441;4.499.360;938.047;376.623;163.658;1.342.658;18;1.306.077
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;03/2013;8.328.779;4.921.532;934.428;692.675;212.717;1.537.362;30.065;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;03/2013;8.209.177;197.375;170.454;12.748;1.791;7.824.699;2.110;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;03/2013;7.798.461;3.285.492;813.313;1.788.394;486.024;1.420.893;4.345;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;03/2013;7.267.314;3.856.557;592.804;1.210.393;463.397;1.099.562;42.815;1.786
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;03/2013;6.933.521;2.777.160;2.501.738;702.573;9.245;647.716;3;295.085
BRB;31.976;b1;C;1;;199;BRASILIA;DF;03/2013;6.640.383;192.162;6.395.187;24.061;7.709;10.081;11.184;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;03/2013;5.820.236;3.477.955;455.366;675.186;127.560;725.225;358.944;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;03/2013;5.608.776;3.907.680;494.179;84.955;195.998;860.985;64.979;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;03/2013;5.223.358;1.859.973;783.674;596.555;152.246;1.829.074;1.836;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;03/2013;5.211.692;734.599;75.349;3.021;7.244;254.640;0;4.136.838
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;03/2013;5.017.131;2.310.761;526.967;839.917;250.091;1.089.327;67;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;03/2013;4.986.415;3.243.398;528.331;296.404;120.809;487.861;3.461;306.150
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;03/2013;4.285.216;1.147.892;1.180.922;338.877;138.480;1.478.511;536;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;03/2013;3.642.041;3.531.065;18.209;42.738;2.844;6.687;40.499;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;03/2013;3.453.717;338.812;1.716.992;353.769;79.497;963.537;1.111;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;03/2013;3.340.506;1.275.472;396.504;394.281;206.756;1.066.840;653;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;03/2013;3.190.303;1.186.012;325.365;614.521;351.864;711.958;581;0
