Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2014;626.586.512;295.952.496;70.902.620;67.306.900;26.364.336;111.714.540;2.322.566;52.023.054
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2014;570.362.316;284.206.389;66.898.273;89.176.564;23.595.799;104.779.346;1.705.945;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;09/2014;513.689.151;203.910.103;20.724.519;39.788.408;11.156.332;49.630.514;7.240.146;181.239.129
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;09/2014;376.780.750;161.845.474;24.249.004;40.440.452;14.068.880;45.897.834;7.016.387;83.262.720
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;09/2014;309.884.695;188.436.381;29.387.787;38.757.244;5.356.479;23.012.326;24.934.478;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;09/2014;234.211.809;133.904.149;13.552.437;20.147.557;5.294.760;31.363.371;1.941.305;28.008.230
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;09/2014;65.527.647;31.075.446;5.393.192;4.117.323;1.881.950;13.555.328;1.350.815;8.153.593
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;09/2014;54.433.742;27.263.676;3.990.382;7.749.152;2.077.273;9.939.615;420.020;2.993.624
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2014;53.687.855;25.643.739;3.536.212;4.542.872;1.377.687;7.874.170;2.627.816;8.085.358
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;09/2014;28.521.196;4.205.523;355.698;1.347.370;349.619;21.864.766;237.188;161.031
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;09/2014;21.220.174;9.453.789;2.115.549;3.885.914;1.248.978;4.498.959;16.983;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2014;16.999.549;8.735.893;2.159.047;772.269;1.706;374.022;19.763;4.936.849
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;09/2014;16.508.042;8.372.999;2.201.716;2.676.213;975.187;2.079.723;202.204;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;09/2014;16.230.515;11.147.242;947.667;1.051.665;224.370;2.741.206;118.364;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;09/2014;12.475.260;40.315;3.062.280;3.375;66.636;9.292.552;10.102;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;09/2014;12.357.876;5.819.726;1.601.021;1.972.155;1.297.566;1.232.537;434.870;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;09/2014;12.339.936;2.208.154;510.211;9.413.828;95.545;62.252;49.947;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;09/2014;11.228.047;5.333.465;881.435;512.095;160.702;1.720.800;5.953;2.613.597
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;09/2014;10.925.011;4.584.232;1.160.630;2.258.588;760.550;2.152.830;8.181;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;09/2014;10.877.303;507.792;262.386;22.212;3.614;10.079.544;1.756;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;09/2014;10.642.586;5.930.006;800.442;1.426.507;338.163;2.146.782;685;0
