Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2022;129.053.243;16.348.896;145.402.138;16.801.240;162.203.379;1.045.151.791;2.835.866;1.175.930;18.141.730;3.619.109;25.772.634;93.398.968;1.164.323.394;2.015.945.956;11,08%;12,49%;13,93%;7,21%;17,29%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2022;121.299.949;11.501.008;132.800.958;19.689.147;152.490.105;890.991.103;2.905.693;399.051;2.029.268;1.404.211;6.738.224;74.882.037;972.611.364;1.563.043.606;12,47%;13,65%;15,68%;8,50%;26,85%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2022;117.468.833;25.485.675;142.954.508;20.535.828;163.490.337;790.538.983;8.905.106;2.104.243;7.609.953;0;18.619.302;115.153.100;924.311.385;2.049.534.670;12,71%;15,47%;17,69%;6,97%;15,52%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2022;99.756.143;1.713.241;101.469.384;22.862.053;124.331.437;557.796.808;317.363;0;2.337.631;65.905;2.720.899;76.516.569;637.034.275;1.674.238.684;15,66%;15,93%;19,52%;6,06%;9,58%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2022;70.782.679;6.092.803;76.875.482;11.781.434;88.656.915;525.390.942;4.378.036;639.843;9.699.060;3.012.761;17.729.700;59.663.311;602.783.953;990.154.161;11,74%;12,75%;14,71%;7,76%;16,82%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2022;164.124.041;0;164.124.041;36.875.288;200.999.329;412.025.788;33.991.060;0;1.549.525;0;35.540.585;61.134.468;508.700.840;850.760.185;32,26%;32,26%;39,51%;19,29%;1,06%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2022;34.407.197;384.797;34.791.994;4.626.696;39.418.690;200.431.705;1.080.058;13.757.645;18.005.215;6.290.238;39.133.155;23.555.297;263.120.157;435.963.282;13,08%;13,22%;14,98%;7,98%;31,63%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2022;14.926.552;2.697.380;17.623.932;3.397.312;21.021.244;139.937.940;522.302;0;5.881.525;502.207;6.906.034;10.151.253;156.995.227;245.779.289;9,51%;11,23%;13,39%;7,17%;35,01%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2022;10.782.906;0;10.782.906;0;10.782.906;54.965.520;1.259.375;0;10.207.188;65.840;11.532.402;12.069.662;78.567.585;128.606.842;13,72%;13,72%;13,72%;8,38%;2,69%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2022;9.846.652;1.463.558;11.310.210;770.810;12.081.020;67.967.142;246.471;0;355.787;0;602.258;6.947.788;75.517.189;145.987.151;13,04%;14,98%;16,00%;7,75%;19,88%
