Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;12/2022;1.006.646.869;472.424.999;184.238.611;160.209.606;114.152.642;29.140.298;9.585.612;7.081.896;14.999.937;14.813.268;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2022;981.544.967;280.870.561;232.966.634;50.435.627;17.719.083;8.565.854;6.587.878;6.272.652;6.470.784;22.613.184;349.042.710
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2022;873.533.217;397.408.851;106.369.172;171.600.065;91.108.299;19.326.569;8.834.122;6.601.459;3.895.012;30.608.365;37.781.303
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2022;683.533.377;219.760.045;116.435.515;138.294.641;54.897.221;21.401.847;17.204.104;6.806.918;10.795.618;23.207.690;74.729.778
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2022;488.639.233;144.298.950;133.958.440;44.754.821;34.489.165;18.742.567;10.011.223;6.000.897;5.823.783;17.165.408;73.393.980
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;12/2022;278.285.079;53.681.918;102.641.270;87.654.943;4.005.454;11.770.130;9.015.318;0;735.794;8.780.251;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2022;122.125.927;61.816.978;5.024.313;32.183.514;6.835.819;1.077.171;422.122;3.211.234;193.299;1.530.118;9.831.360
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2022;118.145.133;23.664.832;46.882.420;9.411.296;2.108.354;1.523.577;4.452.466;1.242.395;862.272;1.637.645;26.359.879
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2022;66.720.901;3.764.294;32.541.585;13.143.087;7.370.449;2.318.764;1.782.217;551.201;2.018.226;2.413.828;817.249
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2022;49.104.508;6.203.787;35.996.116;2.482.236;1.050.669;736.672;206.416;251.072;415.663;1.651.336;110.541
