Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2020;107.668.168;17.311.340;124.979.508;14.238.681;139.218.189;917.107.438;9.494.013;2.266.109;15.996.347;6.177.855;33.934.325;92.475.874;1.043.517.637;1.743.174.330;10,32%;11,98%;13,34%;7,17%;27,19%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2020;89.172.537;9.278.313;98.450.850;21.761.063;120.211.913;781.319.286;5.972.447;248.298;11.437.041;510.822;18.168.608;63.720.003;863.207.897;1.331.396.638;10,33%;11,41%;13,93%;7,39%;35,48%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2020;78.020.211;30.256.011;108.276.222;30.842.106;139.118.327;670.533.382;22.474.822;390.780;4.194.184;0;27.059.786;83.913.901;781.507.068;1.203.223.228;9,98%;13,85%;17,80%;9,00%;15,06%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2020;63.038.124;6.685.519;69.723.643;6.656.480;76.380.123;483.331.194;3.813.145;40.738;13.439.940;2.537.427;19.831.250;50.120.651;553.283.096;882.593.941;11,39%;12,60%;13,80%;7,90%;15,67%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2020;64.665.139;1.713.241;66.378.380;29.442.616;95.820.996;423.653.517;454.327;0;9.067.470;82.267;9.604.064;79.940.519;513.198.101;1.379.503.929;12,60%;12,93%;18,67%;4,81%;10,96%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2020;119.603.282;0;119.603.282;47.411.085;167.014.367;401.531.470;28.046.320;0;3.300.842;0;31.347.162;38.269.089;471.147.722;793.892.613;25,39%;25,39%;35,45%;15,07%;4,75%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2020;12.046.624;1.646.141;13.692.765;3.428.744;17.121.509;110.222.531;1.722.505;0;2.211.138;81.688;4.015.330;7.056.367;121.294.229;210.081.256;9,93%;11,29%;14,12%;6,52%;36,34%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2020;17.281.599;380.816;17.662.414;4.712.790;22.375.204;76.582.040;4.842.925;3.950.588;14.545.313;7.554.075;30.892.900;7.959.324;115.434.263;246.822.249;14,97%;15,30%;19,38%;7,16%;47,35%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2020;7.439.839;1.601.531;9.041.370;885.551;9.926.921;60.825.498;1.552.690;0;590.588;6.413;2.149.690;6.481.613;69.456.801;129.156.601;10,71%;13,02%;14,29%;7,00%;18,32%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2020;9.441.460;0;9.441.460;0;9.441.460;41.838.743;343.825;0;13.754.268;178.580;14.276.674;7.536.476;63.651.893;105.400.119;14,83%;14,83%;14,83%;8,96%;1,43%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;03/2020;5.207.375;795.889;6.003.264;2.054.344;8.057.608;47.683.500;48.755;4.475;20.325;0;73.555;11.157.002;58.914.057;97.453.545;8,84%;10,19%;13,68%;6,16%;2,95%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;03/2020;5.587.328;0;5.587.328;0;5.587.328;18.137.599;6.262.958;0;15.906.991;2.147.341;24.317.290;3.236.065;45.690.954;80.304.814;12,23%;12,23%;12,23%;6,96%;1,56%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2020;6.191.280;0;6.191.280;355.315;6.546.595;32.040.986;1.198.716;0;15.089;15.541;1.229.346;9.964.105;43.234.437;85.685.330;14,32%;14,32%;15,14%;7,23%;7,95%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;03/2020;3.567.636;0;3.567.636;2.252.331;5.819.967;36.781.500;1.129.763;89.838;2.309.253;0;3.528.854;1.633.923;41.944.277;56.989.372;8,51%;8,51%;13,88%;6,26%;0,31%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;03/2020;4.257.576;0;4.257.576;808.252;5.065.828;30.059.026;143.981;0;3.236.564;18.785;3.399.330;4.593.870;38.052.227;48.525.868;11,19%;11,19%;13,31%;8,77%;1,44%
