Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2008;471.338;4.883.737;9.923.684;8.381.012;-828.443;7.552.569;9.306;76.647;8.920;-1.721;93.152;13.673.055;1.894.939;929.695;39.422.169;8.920;39.413.249
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;06/2008;265.994;2.195.516;2.759.681;4.576.031;-161.742;4.414.290;7.051;45.439;163;0;52.653;15.058.077;78.420;36.809;24.861.441;163;24.861.277
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2008;251.135;4.589.609;4.527.095;9.479.347;-898.708;8.580.639;241;99.154;27.438;-4.368;122.464;1.531.264;3.450.318;345.908;23.398.433;27.438;23.370.995
UBS PACTUAL;49944;b1;;C;3;RIO DE JANEIRO;RJ;06/2008;4.746;7.211.013;6.696.279;1.266.100;-14.795;1.251.306;0;0;0;0;0;4.964.916;226.965;265.474;20.620.697;0;20.620.697
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2008;673.736;6.816.240;3.780.934;3.230.721;-44.495;3.186.226;0;0;0;0;0;3.262.995;48.909;730.277;18.499.318;0;18.499.318
FIBRA;49951;b1;;C;2;SAO PAULO;SP;06/2008;15.360;8.963.473;2.157.385;3.993.331;-116.188;3.877.144;0;297;156;1;452;838.108;184.341;150.755;16.187.017;156;16.186.861
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2008;66.217;3.805.397;5.221.548;4.996.112;-313.752;4.682.361;0;0;0;0;0;716.056;372.732;189.313;15.053.624;0;15.053.624
ALFA;51293;b1;;C;2;SAO PAULO;SP;06/2008;14.556;101.749;5.784.275;5.731.727;-83.501;5.648.226;16.327;1.493.577;499.947;-19.681;1.990.170;629.481;255.062;219.715;14.643.232;499.947;14.143.285
BBM;30207;b1;;C;2;SALVADOR;BA;06/2008;18.260;3.120.161;3.959.097;3.060.753;-39.713;3.021.040;5.166;90.028;0;-476;94.718;2.965.120;165.483;141.577;13.485.455;0;13.485.455
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2008;7.946;4.273.538;6.156.423;237.561;-67;237.494;0;-92;0;0;-92;1.816.874;1.169;65.555;12.558.908;0;12.558.908
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2008;24.922;28.435;4.064.117;467.345;0;467.345;0;0;0;0;0;7.367.613;145.758;92.496;12.190.686;0;12.190.686
BIC;32119;b1;;C;2;SAO PAULO;SP;06/2008;118.042;194.687;1.404.822;8.221.231;-153.495;8.067.737;2.988;52.000;6.321;-384;60.925;1.208.220;626.184;86.676;11.767.293;6.321;11.760.972
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;06/2008;3.634;0;0;7.578.678;-282.464;7.296.214;13.421;1.854.585;495.875;-29.807;2.334.075;516.726;12.055;119.247;10.281.952;495.875;9.786.076
BANESTES;30159;b1;;C;1;VITORIA;ES;06/2008;116.468;4.725.998;1.326.953;1.816.060;-127.950;1.688.110;554;160.260;64.787;-4.422;221.179;617.206;863.176;129.586;9.688.675;64.787;9.623.889
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;06/2008;13.530;3.847.122;1.700.215;2.534.300;-3.133;2.531.167;0;0;0;0;0;60.039;148.487;68.303;8.368.864;0;8.368.864
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;06/2008;45.991;2.205.357;775.042;4.161.043;-110.515;4.050.528;0;0;0;0;0;416.670;276.286;62.859;7.832.732;0;7.832.732
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;06/2008;59.963;841.182;806.793;5.017.692;-297.382;4.720.310;221;64.450;8.107;-3.635;69.143;488.744;599.779;112.568;7.698.481;8.107;7.690.374
BANCO GMAC S/A;59274605;b2;;I;3;SAO PAULO;SP;06/2008;1.808;206.145;0;2.631.731;-52.566;2.579.165;7.053;3.471.335;1.505.499;-35.361;4.948.526;1.020.263;204.397;166.459;9.126.763;1.505.499;7.621.264
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;06/2008;45.893;1.754.996;314.393;4.200.557;-131.924;4.068.633;98;45.259;13.531;-163;58.724;680.474;483.603;227.202;7.633.919;13.531;7.620.388
SS;31323;b1;;C;2;SAO PAULO;SP;06/2008;5.145;426.267;805.109;3.615.947;-281.489;3.334.459;10.530;1.228.015;402.699;-33.965;1.607.279;517.712;477.411;134.197;7.307.579;402.699;6.904.880
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;06/2008;46.085;718.546;3.280.894;1.456.820;-74.801;1.382.019;0;0;0;0;0;797.901;286.755;266.384;6.778.583;0;6.778.583
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;06/2008;8.324;281.269;874.939;4.322.345;-39.554;4.282.791;0;0;0;0;0;727.973;122.146;12.452;6.309.894;0;6.309.894
BESC;30245;b1;;C;1;FLORIANOPOLIS;SC;06/2008;66.828;1.483.522;2.841.487;711.976;-30.450;681.526;0;0;0;0;0;211.958;944.654;45.364;6.275.339;0;6.275.339
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;06/2008;8.098;1.208.607;2.833.130;1.579.907;-45.348;1.534.559;0;0;0;0;0;642.841;1.004;11.551;6.239.789;0;6.239.789
SOFISA;31873;b1;;C;2;SAO PAULO;SP;06/2008;60.329;168.493;983.561;2.585.065;-45.113;2.539.952;2.134;893.208;281.916;-4.670;1.172.587;179.823;829.239;402.448;6.336.433;281.916;6.054.518
PINE;50304;b1;;C;2;SAO PAULO;SP;06/2008;15.700;268.212;1.895.014;3.382.745;-71.310;3.311.434;0;0;0;0;0;270.959;127.637;21.416;5.910.372;0;5.910.372
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;b1;;I;2;BRASILIA;DF;06/2008;10.223;1.176.534;2.288.932;1.477.991;-5.605;1.472.386;0;0;0;0;0;66.838;471.134;102.358;5.588.405;0;5.588.405
BANCO IBI S.A. - BANCO MÚLTIPLO;4184779;b1;;I;3;BARUERI;SP;06/2008;2.339;367.328;243.307;3.951.035;-1.089.174;2.861.861;0;0;0;0;0;1.580.147;104.988;320.602;5.480.571;0;5.480.571
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;06/2008;455;0;1.302.285;4.078.024;-172.359;3.905.665;0;0;0;0;0;240.155;1.415;20.105;5.470.080;0;5.470.080
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;06/2008;7.110;634.296;1.027.075;2.359.306;-169.989;2.189.317;0;0;0;0;0;635.313;36.626;702.507;5.232.245;0;5.232.245
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;06/2008;8.968;80.609;0;2.589.970;-35.422;2.554.548;7.032;2.204.314;841.609;-33.463;3.019.492;314.884;3.249;11.305;5.993.056;841.609;5.151.447
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;06/2008;36.126;797.425;135.304;3.760.361;-273.268;3.487.093;783;255.183;98.375;-7.169;347.172;232.490;13.621;8.299;5.057.528;98.375;4.959.153
BRB;31976;b1;;C;1;BRASILIA;DF;06/2008;67.558;269.540;1.143.746;2.272.161;-79.061;2.193.100;0;0;0;0;0;338.203;802.697;82.317;4.897.162;0;4.897.162
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;06/2008;575;213.506;3.644.614;659.121;-21.093;638.028;0;0;0;0;0;274.562;48.693;76.356;4.896.334;0;4.896.334
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;06/2008;898;69.577;4.368.002;700;0;700;0;0;0;0;0;335.107;94;511;4.774.890;0;4.774.890
BANCO BARCLAYS S.A.;61146577;b1;;I;3;SAO PAULO;SP;06/2008;3.157;158.951;1.358.843;47.748;0;47.748;0;0;0;0;0;2.739.285;19;12.544;4.320.548;0;4.320.548
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;06/2008;628;4.199.999;27.875;0;0;0;0;0;0;0;0;21.952;4.284;60.748;4.315.487;0;4.315.487
MERRILL LYNCH;51255;b2;;C;3;SAO PAULO;SP;06/2008;433;765.610;941.054;0;0;0;0;0;0;0;0;2.018.788;188;31.163;3.757.236;0;3.757.236
ING;51073;b1;;C;3;SAO PAULO;SP;06/2008;8.984;607.764;588.396;797.895;0;797.895;0;0;0;0;0;1.642.806;793;4.737;3.651.375;0;3.651.375
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;06/2008;1.148;1.129.998;462.581;40.713;0;40.713;0;0;0;0;0;1.864.322;70;85.884;3.584.718;0;3.584.718
BES;51482;b2;;C;3;SAO PAULO;SP;06/2008;4.647;101.693;2.100.689;39.198;-216;38.982;0;0;0;0;0;1.177.318;19.947;30.040;3.473.316;0;3.473.316
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;06/2008;1.357;603.280;35.544;2.654.889;-160.798;2.494.091;0;0;0;0;0;91.203;1.872;3.806;3.231.153;0;3.231.153
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL - CENTRAL SICREDI RS;87437687;b3C;;I;2;PORTO ALEGRE;RS;06/2008;16;2.281.381;605.885;65.892;-18;65.874;0;0;0;0;0;2.240;30.005;27.547;3.012.947;0;3.012.947
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;06/2008;4.214;758.857;437.662;1.368.051;-32.501;1.335.551;0;0;0;0;0;389.244;26.220;14.586;2.966.333;0;2.966.333
BANIF;20255;b1;;C;3;SAO PAULO;SP;06/2008;6.195;63.408;887.203;624.888;-15.224;609.664;0;0;0;0;0;1.284.953;10.606;63.994;2.926.023;0;2.926.023
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;06/2008;1.011;17.304;2.469.544;0;0;0;0;0;0;0;0;366.264;76;31.409;2.885.607;0;2.885.607
WESTLB;51554;b1;;I;3;SAO PAULO;SP;06/2008;2.472;146.343;568.513;633.928;-16.572;617.356;0;0;0;0;0;1.451.061;588;5.164;2.791.497;0;2.791.497
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;06/2008;8.919;237.165;577.800;1.079.048;-44.683;1.034.365;0;0;0;0;0;446.904;173.643;26.516;2.505.312;0;2.505.312
BANCO FIDIS DE INVESTIMENTO S.A.;62237425;b2;;I;3;BETIM;MG;06/2008;84.091;37.997;136.639;1.810.724;-14.791;1.795.933;0;0;0;0;0;331.899;2.897;980;2.390.436;0;2.390.436
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;06/2008;21.023;0;0;1.800.282;-23.337;1.776.945;5.483;512.427;237.361;-1.993;753.278;41.129;59;1.365;2.593.799;237.361;2.356.438
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;06/2008;1.666;192.696;3.980;1.146.918;-14.941;1.131.976;1.192;808.377;317.089;-3.903;1.122.756;46.390;12.098;4.934;2.516.496;317.089;2.199.406
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;06/2008;485;463.764;233.302;730.169;-52.917;677.252;0;0;0;0;0;17.632;758.769;16.343;2.167.546;0;2.167.546
DRESDNER BANK BRASIL S.A. BANCO MULTIPLO;29030467;b1;;I;3;SAO PAULO;SP;06/2008;2.121;48.467;1.556.365;433.836;-1.425;432.411;0;0;0;0;0;115.740;2.573;7.683;2.165.360;0;2.165.360
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;06/2008;45.300;76.618;34;277.663;-922;276.741;156.215;1.480.158;19.630;-26.119;1.629.884;89.161;0;8.742;2.126.480;19.630;2.106.850
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;06/2008;16.063;144.051;189.009;1.018.630;-71.016;947.614;23;5.607;2.620;-810;7.439;541.145;126.338;121.025;2.092.684;2.620;2.090.065
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;06/2008;25.162;416.309;749.117;504.104;-19.418;484.686;0;0;0;0;0;89.057;247.318;41.902;2.053.552;0;2.053.552
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S/A;60498557;b1;;I;3;SAO PAULO;SP;06/2008;28.351;558.138;112.735;93.035;-1.406;91.629;0;0;0;0;0;1.250.895;1.005;5.490;2.048.243;0;2.048.243
BANCO CARREFOUR S.A.;8357240;b2;;I;2;SAO PAULO;SP;06/2008;8.338;50.046;67.720;864.326;-307.987;556.339;0;0;0;0;0;1.236.498;4.753;11.681;1.935.375;0;1.935.375
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;06/2008;55;655.955;203.472;818.836;-87.462;731.375;0;0;0;0;0;263.022;203;25.183;1.879.264;0;1.879.264
JOHN DEERE;50071;b1;;C;3;PORTO ALEGRE;RS;06/2008;20;244.934;50.391;1.544.480;-107.090;1.437.390;0;0;0;0;0;112.602;6.106;1.896;1.853.339;0;1.853.339
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;06/2008;7.345;201;20.351;1.690.215;-117.530;1.572.685;0;0;0;0;0;51.370;177.461;20.989;1.850.402;0;1.850.402
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;06/2008;390;102.464;253.514;1.181.528;-32.777;1.148.751;0;0;0;0;0;35.292;72.788;218.231;1.831.430;0;1.831.430
BNY MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2201501;n2;;I;3;RIO DE JANEIRO;RJ;06/2008;790;1.680.937;37.107;0;0;0;0;0;0;0;0;10.863;75;38.898;1.768.671;0;1.768.671
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;06/2008;56.033;644.523;482.352;357.556;-28.537;329.019;0;0;0;0;0;22.383;126.028;30.600;1.690.938;0;1.690.938
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;06/2008;1.191;188.908;349.610;942.416;-12.281;930.135;0;7.589;3.968;-82;11.475;84.762;51.277;44.336;1.661.694;3.968;1.657.726
BGN;51097;b1;;C;2;RECIFE;PE;06/2008;201;110.414;349.783;992.769;-45.884;946.885;0;0;0;0;0;49.347;71.454;3.891;1.531.975;0;1.531.975
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;06/2008;710;4.950;161.397;1.023.585;-21.707;1.001.878;594;299.050;75.760;-3.036;372.367;38.446;1.808;2.904;1.584.460;75.760;1.508.701
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;06/2008;5.457;1.984;0;1.176.393;-41.495;1.134.899;1.683;241.711;49.508;-6.601;286.301;46.736;7.164;10.922;1.493.462;49.508;1.443.954
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;06/2008;761;236.043;226.947;896.319;-32.558;863.761;0;0;0;0;0;33.674;40.009;40.797;1.441.992;0;1.441.992
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;06/2008;33.029;259.289;216.491;503.458;-28.593;474.865;0;0;0;0;0;296.913;81.256;9.025;1.370.868;0;1.370.868
COOPERATIVA DE CRÉDITO RURAL COOPERCITRUS - CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;06/2008;1.502;239.764;63.356;815.356;-8.424;806.932;0;0;0;0;0;700;160.027;42.649;1.314.929;0;1.314.929
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;06/2008;758;112.987;75.636;977.323;-30.332;946.991;0;0;0;0;0;53.096;38.953;40.330;1.268.750;0;1.268.750
COOPERATIVA CENTRAL DE CRÉDITO DO PARANÁ - CENTRAL SICREDI PR;80230774;b3C;;I;2;CURITIBA;PR;06/2008;0;919.896;283.052;19.084;-116;18.969;0;0;0;0;0;2.734;53;11.005;1.235.710;0;1.235.710
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;06/2008;1.422;171.756;982.292;56.319;-282;56.037;0;0;0;0;0;11.780;1.384;1.225;1.225.897;0;1.225.897
CAIXA ESTADUAL S.A. - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;06/2008;108;0;352.919;911.896;-72.336;839.559;0;0;0;0;0;7.366;200;4.221;1.204.374;0;1.204.374
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;06/2008;664;318.830;673.316;41.373;-217;41.156;0;0;0;0;0;9.561;135.734;16.620;1.195.882;0;1.195.882
FATOR;50122;b1;;C;2;SAO PAULO;SP;06/2008;3.596;169.078;480.573;169.133;-851;168.283;0;0;0;0;0;269.207;3.250;81.362;1.175.348;0;1.175.348
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;06/2008;6.767;229.206;187.269;88.608;1;88.607;0;0;0;0;0;577.025;4.359;15.976;1.109.210;0;1.109.210
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;06/2008;1.049;400;559.392;322.405;-5.591;316.814;0;0;0;0;0;162.794;25.986;13.419;1.079.854;0;1.079.854
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;06/2008;9.723;25.000;496.796;391.748;-11.801;379.947;0;0;0;0;0;150.444;205;2.640;1.064.755;0;1.064.755
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;06/2008;32.473;138.070;339.820;278.832;-810;278.021;0;0;0;0;0;240.855;1.056;3.511;1.033.807;0;1.033.807
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;06/2008;2.358;10.979;374.683;237.830;-5.667;232.163;0;0;0;0;0;380.398;1.705;11.993;1.014.278;0;1.014.278
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;06/2008;40;0;512.748;470.704;-4.079;466.625;0;0;0;0;0;2.654;36;592;982.694;0;982.694
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;06/2008;1.128;104.697;536.029;176.428;-1.833;174.594;0;0;0;0;0;52.785;85.441;20.106;974.780;0;974.780
VR;50524;b1;;C;2;BARUERI;SP;06/2008;47;753.349;16;47.632;-4.685;42.947;0;0;0;0;0;42.432;5.632;62.970;907.392;0;907.392
HONDA;51396;b2;;C;3;SAO PAULO;SP;06/2008;269;65.828;0;680.463;-25.895;654.568;395;136.556;61.335;-461;197.825;32.234;14.915;1.240;966.879;61.335;905.544
BANCO SAFRA DE INVESTIMENTO S.A.;7002898;b2;;I;2;SAO PAULO;SP;06/2008;570;307.000;232.493;89.583;-3.032;86.551;0;0;0;0;0;11.784;222.558;165;861.121;0;861.121
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;06/2008;13.764;0;0;806.914;-10.471;796.443;0;0;0;0;0;32.438;204;0;842.849;0;842.849
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;06/2008;5.703;66.470;166.036;519.184;-9.940;509.244;0;0;0;0;0;37.162;32.569;25.439;842.624;0;842.624
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;06/2008;80;513.718;233.378;30.020;-344;29.676;0;0;0;0;0;2.712;16.463;6.702;802.729;0;802.729
ÁGORA CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;74014747;n2;;I;2;RIO DE JANEIRO;RJ;06/2008;1.251;244.898;144.900;120.437;0;120.437;0;0;0;0;0;252.941;1.010;33.116;798.554;0;798.554
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;06/2008;105.665;57.091;51.937;267.917;-9.027;258.890;0;0;0;0;0;228.963;4.958;21.453;728.957;0;728.957
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;06/2008;2.566;0;19;0;0;0;73.279;621.222;2.307;-2.781;694.026;25.248;1.255;427;723.540;2.307;721.233
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;06/2008;148;3.556;368.536;350.437;-48.551;301.886;0;0;0;0;0;14.455;277;12.894;701.752;0;701.752
COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DE SERTÃOZINHO;71328769;b3S;;I;2;SERTAOZINHO;SP;06/2008;1.472;105.029;48.823;372.691;-21.629;351.062;0;0;0;0;0;59.837;96.052;19.701;681.977;0;681.977
COOPERATIVA CENTRAL DE CRÉDITO RURAL DO ESTADO DE SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;06/2008;58;428.369;173.795;40.520;-7.841;32.679;0;0;0;0;0;1.379;22.461;13.094;671.836;0;671.836
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;06/2008;68;449.268;202.465;5.256;-191;5.065;0;0;0;0;0;2.152;29;11.381;670.429;0;670.429
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;06/2008;14.544;147.642;17.593;313.367;-8.846;304.522;1.073;154.042;27.914;-3.987;179.042;12.704;4.357;2.335;682.740;27.914;654.826
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;06/2008;228;289.118;123.079;179.511;-3.337;176.174;0;0;0;0;0;43.142;4.765;7.809;644.315;0;644.315
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;06/2008;15;0;139.470;488.792;-9.077;479.716;0;0;0;0;0;2.332;129;8.880;630.542;0;630.542
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;06/2008;71;28;321.356;290.949;-35.900;255.049;0;0;0;0;0;11.931;4.456;5.491;598.381;0;598.381
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;06/2008;3.748;23.744;0;13.053;-2;13.051;17.665;481.016;98.578;-3.604;593.655;10.941;175;12.792;658.106;98.578;559.527
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;06/2008;1.488;326.735;13.946;221.271;-6.977;214.293;0;0;0;0;0;679;721;33;557.896;0;557.896
