Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;09/2022;971.000.520;441.649.414;127.377.369;162.997.910;42.854.786;195.697.803;423.239;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2022;945.328.259;378.147.217;45.790.524;78.061.203;20.162.938;90.846.281;537.797;331.782.298
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2022;845.935.440;320.186.661;148.447.274;124.572.025;57.802.883;157.978.499;347.424;36.600.674
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2022;685.116.605;313.338.552;57.343.063;96.131.501;33.802.852;96.781.933;335.620;87.383.084
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2022;483.556.690;247.879.814;31.924.102;52.925.779;16.324.556;63.357.109;216.730;70.928.600
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2022;274.612.508;160.016.194;30.904.688;41.827.088;5.513.296;30.318.941;6.032.301;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2022;125.143.230;62.330.501;10.877.583;11.918.649;3.984.943;22.340.860;16.118;13.674.575
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2022;110.615.669;52.303.859;8.002.153;9.529.735;3.988.798;12.642.821;319.622;23.828.681
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2022;63.467.033;30.392.179;6.619.281;8.984.933;3.097.970;13.431.855;14.812;926.003
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2022;47.417.945;5.113.270;658.045;1.610.098;522.500;39.387.281;6.709;120.042
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2022;44.598.679;25.841.056;3.834.461;4.568.190;1.897.595;6.404.664;3.957;2.048.756
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18.236.120;n4;I;2;S3;41;SAO PAULO;SP;09/2022;31.617.103;14.516.192;2.739.042;7.143.418;1.418.332;5.257.623;542.495;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2022;28.620.698;9.069.442;13.537.426;2.137.744;647.173;3.228.913;0;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2022;28.608.148;20.836.070;1.792.387;1.344.236;269.552;4.365.902;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2022;28.355.457;12.482.424;3.453.934;4.541.469;2.334.852;5.538.712;4.067;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2022;28.011.709;3.756.669;20.836.973;1.608.116;914.222;871.803;23.926;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2022;25.321.824;12.626.051;2.164.549;1.152.995;168.158;5.391.395;2;3.818.674
C6 BANK;52.072;b1;C;2;S3;199;SAO PAULO;SP;09/2022;23.715.200;11.858.914;2.031.784;4.504.922;1.358.629;3.774.630;186.322;0
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;09/2022;21.636.184;14.254.786;1.127.526;1.233.592;507.707;4.420.519;92.054;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;09/2022;21.169.443;11.293.692;2.687.856;2.930.237;711.833;1.814.074;13.255;1.718.495
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2022;20.668.511;12.431.509;2.370.925;2.965.066;742.273;2.139.425;19.313;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;09/2022;20.658.991;918.000;5.289.842;182.286;489.545;13.765.212;14.106;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2022;19.264.559;8.154.063;3.041.830;692.530;1.624.444;5.747.371;4.321;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2022;18.454.345;8.163.001;1.257.556;3.858.343;1.457.480;1.800.522;17.907;1.899.536
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;09/2022;17.984.421;8.077.528;1.800.753;3.745.043;1.154.211;2.698.708;508.178;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;09/2022;17.728.266;3.230.298;2.671.605;1.259.296;9.637.892;929.117;57;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;09/2022;16.969.332;4.365.067;4.662.969;1.771.403;1.072.930;5.094.681;2.281;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO BERNARDO DO CAMPO;SP;09/2022;16.769.923;9.136.800;1.121.440;1.976.996;593.420;3.941.267;0;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2022;16.182.864;10.662.932;808.500;1.354.450;777.112;2.557.014;22.856;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2022;14.754.181;110.251;384.843;1.183;1.918;14.255.375;611;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2022;14.710.637;8.610.325;1.345.971;2.708.222;717.698;1.315.775;12.646;0
PORTO SEGURO;51.444;n1;C;2;S3;197;SAO PAULO;SP;09/2022;14.391.520;10.120.883;923.228;1.812.495;242.299;1.284.530;8.085;0
BOCOM;52.003;b1;C;3;S3;199;SALVADOR;BA;09/2022;14.169.810;4.594.798;2.256.486;880.367;101.291;2.077.500;0;4.259.367
