Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2021;900.309.063;269.329.227;178.409.916;40.067.958;30.303.949;10.638.123;4.903.191;5.362.344;5.311.318;13.283.097;342.699.939
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;12/2021;861.442.936;430.847.172;153.545.761;124.456.047;85.261.488;27.115.324;8.640.535;8.085.860;9.669.392;13.821.358;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2021;768.436.165;336.767.157;73.099.895;171.620.874;93.646.128;18.155.539;7.440.396;2.088.115;3.320.939;27.986.084;34.311.037
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2021;653.436.018;168.436.889;128.054.075;129.577.936;75.170.559;19.043.663;10.290.355;4.801.042;4.423.022;18.376.320;95.262.157
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2021;462.131.603;149.895.814;125.929.222;45.594.443;35.213.122;14.763.458;5.219.768;4.187.857;3.848.066;11.938.878;65.540.975
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;12/2021;269.374.211;47.929.001;93.188.912;75.614.605;13.767.169;19.677.451;6.427.521;524.766;0;12.244.786;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2021;112.116.782;60.117.080;3.903.457;29.479.702;5.249.402;766.337;273.545;1.125.061;187.200;1.017.478;9.997.521
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2021;101.348.912;20.871.271;42.439.132;10.521.442;2.568.469;1.125.908;735.047;871.938;416.728;1.581.908;20.217.069
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2021;64.104.404;2.725.220;28.629.764;11.571.153;10.781.467;2.148.256;2.388.670;476.242;2.325.311;1.890.643;1.167.678
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;12/2021;41.969.162;7.596.772;13.559.891;16.186.516;2.175.622;480.205;198.576;165.091;90.393;565.051;951.044
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2021;40.983.065;4.684.678;28.075.723;3.205.521;1.401.868;707.508;229.661;219.187;479.913;1.829.861;149.145
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;12/2021;28.961.614;13.970.786;12.825.647;1.756.568;160.337;135.803;79.608;622;125;32.117;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2021;27.256.029;4.701.829;6.166.684;13.465.410;849.381;690.621;299.177;590.676;24.980;467.272;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2021;23.095.465;3.597.720;7.446.820;6.867.579;1.520.479;263.786;144.474;59.876;69.733;356.683;2.768.315
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18.236.120;n4;I;2;S4;41;SAO PAULO;SP;12/2021;22.710.203;0;22.667.440;1.931;2.006;581;226;232;270;37.517;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;12/2021;22.549.069;4.197.209;13.485.736;2.704.988;1.084.619;346.138;114.153;199.684;66.099;350.444;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;12/2021;20.781.532;12.476.762;3.684.975;2.523.756;954.291;225.188;91.148;65.379;56.869;703.165;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;12/2021;17.513.712;13.936.471;3.367.303;124.137;84.574;185;204;95;132;612;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2021;16.952.514;6.231.529;8.536.260;737.379;769.260;218.194;100.706;77.137;83.638;198.410;0
