Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2013;544.295.298;257.095.983;59.167.005;56.757.427;22.862.491;97.675.937;2.482.101;48.254.355
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2013;455.497.343;231.738.218;49.570.682;70.562.586;18.896.124;83.318.638;1.411.095;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;09/2013;403.608.352;189.289.491;19.947.967;34.005.181;9.833.061;47.915.035;6.747.028;95.870.590
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;09/2013;339.584.329;153.319.861;22.741.479;37.481.106;14.019.124;43.710.663;7.090.826;61.221.270
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;09/2013;267.946.626;150.759.353;20.412.690;45.522.387;4.565.634;18.901.050;27.785.511;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;09/2013;221.693.806;126.996.548;13.266.905;20.531.890;5.631.397;29.917.745;1.869.012;23.480.310
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;09/2013;61.679.687;29.658.185;5.269.753;3.869.030;1.966.037;12.261.202;1.354.166;7.301.314
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;09/2013;59.221.244;30.934.943;4.020.825;8.043.131;2.330.573;11.386.901;403.098;2.101.773
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2013;49.954.582;24.243.003;3.200.255;3.754.287;1.566.729;7.820.643;2.144.613;7.225.053
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;09/2013;24.712.537;3.304.101;261.772;1.002.583;254.409;19.528.270;209.451;151.951
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;09/2013;22.906.845;14.241.163;1.273.318;2.973.140;718.930;2.937.141;763.153;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;09/2013;22.244.323;9.849.717;2.216.371;4.054.319;1.350.734;4.754.962;18.222;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;09/2013;21.349.450;9.885.194;2.241.826;4.360.062;2.261.825;2.036.327;564.215;0
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;09/2013;14.104.588;7.005.492;1.890.359;2.429.468;852.150;1.731.001;196.119;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2013;13.845.184;6.576.482;1.750.650;445.009;12.295;293.285;9;4.767.454
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;09/2013;11.497.848;2.377.970;534.142;8.362.453;98.603;81.834;42.846;0
