Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;06/2023;1.056.483.588;478.662.124;140.104.649;179.644.762;47.426.856;210.135.570;509.628;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2023;976.887.506;392.212.380;47.368.057;79.373.000;21.197.468;96.032.784;538.545;340.165.273
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2023;896.905.875;332.051.309;158.456.827;135.946.304;66.015.177;167.587.475;381.766;36.467.018
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2023;650.730.506;304.345.601;55.463.341;96.283.880;34.221.789;95.018.962;333.632;65.063.301
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2023;496.137.719;250.021.867;33.565.744;56.060.280;17.279.024;61.940.834;211.613;77.058.360
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2023;272.550.994;160.370.008;29.839.978;41.122.885;5.783.955;30.878.824;4.555.344;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2023;103.243.528;52.720.935;10.395.341;11.178.282;3.910.591;19.204.949;36.624;5.796.806
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2023;101.198.419;44.556.423;8.331.822;10.225.484;4.255.741;11.030.460;270.250;22.528.239
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2023;67.878.794;32.561.596;6.966.375;10.135.907;3.457.618;14.050.123;18.602;688.572
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2023;51.489.582;4.733.517;646.801;1.533.234;506.128;43.978.682;6.134;85.086
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2023;45.231.464;24.339.378;3.732.039;5.582.289;2.267.921;6.150.948;3.524;3.155.364
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18.236.120;n4;I;2;S3;41;SAO PAULO;SP;06/2023;38.929.583;17.976.696;3.385.735;8.972.746;1.799.579;6.276.739;518.088;0
C6 BANK;52.072;b1;C;2;S3;199;SAO PAULO;SP;06/2023;37.405.961;17.899.925;3.619.929;7.409.189;2.182.766;6.141.495;131.096;21.561
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2023;34.129.924;14.870.514;4.247.772;5.446.478;2.666.735;6.893.007;5.417;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;06/2023;31.869.793;4.148.887;22.835.187;2.397.115;1.470.126;981.044;37.434;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2023;28.999.368;20.922.304;1.723.885;1.198.872;337.728;4.816.579;1;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2023;28.873.835;9.735.676;12.384.533;2.573.125;601.192;3.579.310;0;0
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;06/2023;28.234.337;12.350.588;2.858.491;6.110.553;2.035.446;4.206.469;672.789;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2023;24.846.512;15.011.132;2.785.501;3.434.372;913.221;2.663.488;38.797;0
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;06/2023;24.199.547;15.308.179;1.448.367;1.687.586;591.071;5.067.020;97.324;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2023;23.281.024;1.268.166;6.211.284;235.372;651.692;14.900.610;13.900;0
