Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2020;740.527.560;173.982.380;139.279.338;22.723.169;26.263.901;8.335.440;4.918.344;4.818.918;5.390.526;12.954.911;341.860.632
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2020;711.774.450;380.963.318;104.395.793;96.100.893;69.236.808;25.297.474;6.636.681;9.509.141;6.291.712;13.342.629;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2020;648.565.397;279.883.388;64.463.068;143.823.030;64.731.891;11.284.234;8.963.938;3.149.774;4.309.726;26.466.919;41.489.428
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2020;523.823.665;141.916.984;157.103.941;51.197.994;44.687.591;9.454.148;7.083.029;3.318.205;3.602.146;18.288.531;87.171.095
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2020;382.998.369;115.775.388;118.299.128;34.561.905;24.391.254;11.561.332;4.230.195;3.757.536;3.352.636;9.801.793;57.267.203
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2020;272.144.009;37.979.293;94.401.458;78.512.475;26.766.590;14.992.440;7.142.886;3.497.134;22.484;8.829.248;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2020;75.080.424;33.818.569;2.951.369;22.383.763;2.868.859;1.143.164;346.728;1.070.691;163.126;1.104.492;9.229.663
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2020;55.636.020;2.515.174;24.032.401;10.144.519;9.546.428;1.827.096;988.021;642.018;2.138.954;2.023.360;1.778.049
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2020;38.759.423;6.483.607;6.942.794;5.659.169;1.341.734;606.918;482.068;236.066;991.811;353.861;15.661.394
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2020;35.711.048;3.832.261;18.588.870;7.187.340;1.670.645;1.086.157;465.784;339.163;221.740;2.188.818;130.271
