Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4.529.074;b3S;I;2;S5;9;CASCAVEL;PR;06/2022;426.242;175;3.677;9.507;20.806;12.322;10.649;0;57.137;2.792;13.222;29.292;55.497;11.437;2.473;0;114.712;34;903;2.424;4.236;572;1;0;8.169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.227;43.349;70.232;57.495;21.312;16.248;0;209.863;5.093;10.528;3.682;7.816;6.043;3.200;0;36.362;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81.706.616;b3S;I;2;S4;9;JANDAIA DO SUL;PR;06/2022;426.220;56;1.513;4.260;7.793;3.350;3.605;0;20.576;707;11.415;28.665;33.658;11.285;3.458;0;89.188;22;732;2.505;3.757;921;0;0;7.937;0;1;0;11;13;65;108;197;1.639;18.932;7.453;95;0;0;0;28.119;21;17.470;72.909;71.168;38.567;10.482;0;210.616;1.015;18.490;37.585;10.038;2.348;110;0;69.586;0
MODAL;51.963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;06/2022;424.078;0;0;0;0;0;0;0;0;75;5.590;234.315;75.036;4.156;0;0;319.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.890;46.286;13.733;66;0;0;0;79.974;0;0;0;0;0;0;0;0;16.796;4.484;0;0;3.651;0;0;24.931;0
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86.564.051;b3S;I;2;S5;9;UNAI;MG;06/2022;423.928;0;0;0;0;0;0;0;0;585;21.325;51.930;54.524;16.555;2.183;0;147.101;45;1.596;3.990;7.483;2.482;0;0;15.595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;32.638;101.808;83.732;22.183;12.478;0;252.949;740;3.367;3.346;642;143;44;0;8.282;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95.424.891;b3S;I;2;S4;9;SANTA CRUZ DO SUL;RS;06/2022;420.889;122;1.817;4.960;7.949;1.453;598;0;16.899;657;19.843;17.320;16.787;3.911;2.740;0;61.257;92;4.696;16.030;28.756;8.893;107;0;58.574;0;0;0;0;0;0;0;0;1.878;19.914;7.089;59;0;0;0;28.940;655;20.719;24.239;41.472;27.272;18.550;0;132.907;1.952;14.933;29.832;34.091;18.687;22.812;5;122.312;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5.276.770;b3S;I;2;S5;9;REALEZA;PR;06/2022;419.769;1;48;196;409;151;1;0;806;722;11.135;29.738;27.948;10.167;2.420;0;82.130;29;915;2.663;4.750;1.021;17;0;9.396;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;622;70.485;71.548;58.354;42.975;28.439;0;272.423;1.643;11.525;17.244;17.845;4.810;1.890;54;55.011;0
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41.697.103;b3S;I;2;S5;9;MANHUACU;MG;06/2022;417.533;0;0;0;0;0;0;0;0;1.418;13.888;78.580;35.599;8.542;10;0;138.035;53;1.167;3.147;6.414;1.280;0;0;12.060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;101.286;95.162;27.302;16.547;17.134;0;257.659;2.282;4.825;1.397;798;418;60;0;9.779;0
COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;42.873.828;b3S;I;2;S4;9;GUAXUPE;MG;06/2022;414.893;34;856;2.273;4.006;227;0;0;7.396;2.064;17.196;48.637;42.503;5.066;272;0;115.738;88;3.712;11.302;20.033;3.032;5;0;38.172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;19.273;159.216;17.996;13.529;2.081;0;212.179;4.126;23.823;7.382;4.826;1.251;0;0;41.408;0
BANCOSEGURO S.A.;10.264.663;b1;I;2;S4;8;SAO PAULO;SP;06/2022;402.607;1.806;14.702;44.038;84.130;50.856;33.564;0;229.096;584;22.562;40.592;61.600;32.055;15.954;0;173.346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;0;165;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78.834.975;b3S;I;2;S5;9;CANOINHAS;SC;06/2022;400.360;47;1.165;3.114;4.764;1.122;257;0;10.470;1.674;25.558;66.118;72.245;26.259;4.917;0;196.772;137;2.331;7.089;14.598;3.319;28;0;27.502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;8.927;86.959;30.709;17.585;8.960;0;153.293;2.210;8.012;1.644;229;170;58;0;12.323;0
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81.011.686;b3S;I;2;S5;9;MAFRA;SC;06/2022;399.386;24;710;2.036;4.123;1.245;482;0;8.620;1.345;9.407;34.802;32.823;9.323;2.253;0;89.952;96;1.386;8.524;14.096;2.614;3;0;26.718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;747;7.146;113.110;48.661;46.066;48.554;0;264.284;910;4.576;2.151;1.482;599;94;0;9.812;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6.332.931;b3S;I;2;S4;9;GOIANIA;GO;06/2022;398.209;36;722;1.997;3.525;812;245;0;7.337;916;19.933;36.420;33.505;1.388;46;0;92.209;40;1.598;4.543;8.677;2.530;11;0;17.398;0;0;0;0;0;0;0;0;3.040;26.307;8.474;87;0;0;0;37.908;0;27.189;78.636;53.236;744;18;0;159.824;1.987;21.397;37.412;14.267;6.708;1.760;0;83.533;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO NOROESTE - CRESOL NOROESTE RS/PE/CE;2.663.426;b3S;I;2;S5;9;CONSTANTINA;RS;06/2022;393.315;3;22;85;157;39;14;0;321;950;11.170;25.245;31.414;16.565;14.216;8;99.568;38;1.156;2.800;5.423;2.149;739;0;12.305;0;0;0;0;0;0;0;0;4;85;23;0;0;0;0;111;3.570;53.670;105.107;33.989;31.003;34.294;0;261.633;816;2.746;8.673;5.264;1.373;473;32;19.376;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77.984.870;b3S;I;2;S4;9;GUARAPUAVA;PR;06/2022;392.415;58;1.515;4.370;8.317;3.195;2.784;0;20.239;669;11.579;19.935;17.528;1.841;62;0;51.612;26;1.390;4.400;8.094;3.026;15;0;16.950;0;0;0;0;0;0;0;0;2.340;29.626;11.320;138;0;0;0;43.426;15;54.661;75.211;35.936;18.202;4.326;0;188.352;1.327;13.182;26.139;19.169;9.135;2.883;0;71.835;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7.206.072;b3S;I;2;S4;9;ARAPOTI;PR;06/2022;392.040;109;2.153;6.211;12.554;7.055;9.208;0;37.291;572;9.093;19.492;20.924;5.567;685;0;56.332;66;3.311;9.489;17.513;5.868;142;0;36.390;0;0;0;0;0;0;0;0;1.943;21.495;7.962;105;0;0;0;31.506;114;21.152;84.497;29.469;16.763;3.778;0;155.773;1.450;26.206;20.406;18.982;5.168;2.537;0;74.748;0
COOPERATIVA DE CRÉDITO COOPERMAIS - SICOOB COOPERMAIS;31.804.966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;06/2022;390.242;30;589;2.022;4.558;1.253;115;0;8.567;2.381;22.268;54.453;77.376;27.051;14.623;0;198.152;86;2.865;7.538;12.905;3.419;7;0;26.821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440;20.326;42.061;55.823;12.999;8.453;0;140.103;3.896;9.575;1.487;664;590;385;0;16.599;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO;4.350.225;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;06/2022;386.563;0;169;721;1.430;508;0;0;2.829;1.815;9.542;20.967;28.754;12.580;6.593;0;80.250;25;487;1.256;2.289;403;0;0;4.460;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;816;83.632;59.217;45.896;36.941;32.599;0;259.102;1.072;4.229;12.954;17.354;3.519;754;34;39.916;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81.016.131;b3S;I;2;S5;9;VIDEIRA;SC;06/2022;386.394;130;442;1.032;2.068;1.478;688;0;5.837;1.053;10.066;33.378;39.778;13.862;4.853;0;102.990;213;2.999;8.440;16.990;7.767;84;0;36.493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;23.997;69.900;46.997;38.914;51.840;0;231.987;2.125;2.966;3.898;97;0;0;0;9.086;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7.268.499;b3S;I;2;S5;9;TOLEDO;PR;06/2022;385.922;1;53;203;455;80;0;0;792;842;10.370;29.142;26.184;5.950;839;0;73.327;70;894;2.328;4.433;887;2;0;8.616;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;1.142;68.304;52.628;53.611;42.599;45.168;0;263.453;991;7.093;16.937;12.118;2.192;296;102;39.729;0
BANCO INBURSA S.A.;4.866.275;b1;I;3;S4;8;SAO PAULO;SP;06/2022;383.896;3.025;32.505;86.051;145.037;69.404;33.290;0;369.312;290;1.938;4.037;5.538;1.839;258;0;13.899;1;90;244;309;33;0;0;677;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS;95.213.211;b3S;I;2;S4;9;ROLANTE;RS;06/2022;381.120;146;3.207;9.398;18.880;12.149;18.091;0;61.872;605;6.286;11.809;10.542;1.292;128;0;30.662;239;7.694;22.195;44.326;13.406;38;0;87.898;0;0;0;0;0;0;0;0;2.758;29.660;10.426;72;0;0;0;42.917;312;7.990;15.434;22.400;12.231;10.669;0;69.037;1.961;12.902;17.710;30.833;15.733;9.596;0;88.734;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS;78.858.107;b3S;I;2;S5;9;CUNHA PORA;SC;06/2022;377.656;2;49;116;198;70;0;0;434;559;10.160;34.331;54.686;21.980;34.372;0;156.089;196;3.186;8.860;18.162;2.888;8;0;33.299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;24.140;60.156;31.412;28.378;35.974;0;180.396;584;6.083;582;64;125;0;0;7.439;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26.563.270;b3S;I;2;S5;9;PRIMAVERA DO LESTE;MT;06/2022;376.564;1;75;173;92;0;0;0;340;1.698;35.214;34.944;30.865;5.603;243;0;108.566;38;942;2.510;3.000;237;0;0;6.726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.655;70.087;134.616;30.618;2.772;41;0;239.789;1.158;10.164;7.808;1.285;727;0;0;21.143;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC - SICREDI COOPERAÇÃO RS/SC;87.779.625;b3S;I;2;S4;9;NAO-ME-TOQUE;RS;06/2022;372.741;8;597;1.650;2.889;817;485;0;6.446;530;6.631;13.673;13.950;2.705;1.102;0;38.591;73;1.531;4.483;7.850;2.113;4;0;16.055;0;0;0;0;0;0;0;0;1.510;18.660;6.684;35;0;0;0;26.889;168;33.187;89.403;48.777;21.295;4.340;0;197.171;1.134;12.894;27.436;20.616;13.130;12.381;0;87.590;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4.146.333;b3S;I;2;S5;9;RECIFE;PE;06/2022;372.196;289;18.580;54.767;107.798;79.591;64.642;0;325.668;427;2.043;5.264;4.470;68;12;0;12.284;19;201;563;1.175;444;0;0;2.401;0;0;0;0;0;0;0;0;2.469;14.294;5.753;34;0;0;0;22.550;0;0;0;0;0;0;0;0;630;2.168;2.247;3.260;968;19;0;9.293;0
SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE;70.241.658;b3S;I;2;S5;9;RECIFE;PE;06/2022;371.582;229;14.701;42.781;96.810;80.635;69.323;0;304.479;112;3.668;9.532;9.958;1.270;53;0;24.593;27;1.714;5.278;11.320;4.547;17;0;22.901;0;0;0;0;0;0;0;0;625;9.357;3.642;6;0;0;0;13.631;0;0;0;0;0;0;0;0;122;1.656;1.801;2.139;212;49;0;5.978;0
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5.392.810;b3S;I;2;S5;9;TOLEDO;PR;06/2022;369.801;236;5.565;14.003;31.425;25.983;35.602;0;112.814;1.985;12.592;31.197;38.717;11.940;7.316;0;103.747;41;601;1.712;3.565;1.091;1;0;7.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;41.834;43.643;16.159;13.377;8.663;0;124.092;2.907;3.393;5.261;3.900;2.958;3.718;0;22.136;0
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5.192.316;n1;I;2;S4;14;SANTO CRISTO;RS;06/2022;365.430;62;1.197;3.244;5.892;3.202;1.771;0;15.369;38.793;81.045;112.203;30.756;1.552;15;0;264.363;0;162;454;861;337;3;0;1.818;0;0;0;0;0;0;0;0;4.142;15.220;17.720;2.432;7;0;0;39.519;0;0;0;0;0;0;0;0;11.624;12.135;15.742;4.692;167;1;0;44.361;0
SOROCRED INSTITUIÇÃO DE PAGAMENTO S.A.;60.114.865;n4;I;2;S4;41;BARUERI;SP;06/2022;365.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275.673;89.226;163;0;0;0;365.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91.159.764;b3S;I;2;S4;9;LAJEADO;RS;06/2022;361.388;8;531;1.377;2.148;471;128;0;4.663;572;16.240;29.279;36.763;9.149;623;0;92.626;75;4.586;12.682;22.193;4.830;2;0;44.368;0;3;8;22;22;111;33;200;1.809;39.147;14.014;57;0;0;0;55.028;4;11.196;19.410;14.154;13.803;21.338;0;79.905;1.445;17.192;15.823;28.221;14.475;7.443;0;84.599;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1.060.307;b3S;I;2;S5;9;RAUL SOARES;MG;06/2022;355.239;39;817;2.736;5.147;1.370;562;0;10.671;811;10.239;25.871;25.178;6.588;396;0;69.085;106;3.049;8.151;16.022;5.383;4;0;32.716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;26.497;85.711;68.957;23.483;29.107;0;233.890;1.594;5.684;1.509;91;0;0;0;8.878;0
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;06/2022;354.198;41;714;2.313;4.625;1.078;207;0;8.979;2.630;25.654;48.453;53.205;21.244;10.372;0;161.557;121;2.728;6.630;12.817;4.337;48;0;26.681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;18.157;57.599;34.024;15.649;14.824;0;140.267;3.195;8.991;2.373;1.836;158;158;0;16.713;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3.326.437;b3S;I;2;S5;9;CUIABA;MT;06/2022;352.287;23;1.986;5.128;12.823;11.473;10.999;0;42.432;1.134;32.814;81.839;80.709;24.296;1.203;21;222.016;87;1.365;4.406;7.839;1.628;0;0;15.324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.750;22.147;16.239;4.055;383;0;61.574;1.524;3.221;1.667;775;726;2.226;802;10.942;0
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67.096.909;b3S;I;2;S4;9;FRANCA;SP;06/2022;349.278;0;0;0;0;0;0;0;0;46;35.534;32.300;42.479;14.888;1.095;0;126.343;3;2.909;2.231;5.544;905;0;0;11.592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;55.545;124.182;13.279;8.169;2.304;0;203.534;174;7.017;216;259;143;0;0;7.809;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71.884.498;b3S;I;2;S5;9;CAMPINAS;SP;06/2022;349.030;0;0;0;0;0;0;0;0;670;18.158;47.616;67.696;26.766;25.889;0;186.795;33;2.418;6.706;10.765;2.293;4;0;22.219;0;614;1.993;4.873;4.023;11.445;0;22.950;261;22.021;8.374;82;0;0;0;30.737;0;0;0;0;0;0;0;0;410;10.536;15.911;24.512;15.779;19.182;0;86.329;0
BRASIL CARD INSTITUIÇÃO DE PAGAMENTOS LTDA;3.130.170;n4;I;2;S4;41;MONTE BELO;MG;06/2022;347.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134.487;115.436;12.212;4;0;0;262.140;0;0;0;0;0;0;0;0;152;84.654;250;12;0;0;0;85.068;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2.934.201;b3S;I;2;S5;9;CHOPINZINHO;PR;06/2022;345.625;0;120;383;982;609;146;0;2.242;586;5.883;14.740;24.382;13.158;5.526;0;64.274;13;305;661;1.342;428;2;0;2.752;0;0;0;0;0;0;0;0;0;11;2;0;0;0;0;12;1.248;75.265;45.559;48.575;38.375;32.861;7;241.891;825;2.665;11.551;11.800;3.847;3.689;78;34.455;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73.750.424;b3S;I;2;S5;9;CAXIAS DO SUL;RS;06/2022;345.407;9;71;158;196;1;0;0;434;304;9.915;24.374;42.593;22.132;29.379;6.468;135.165;25;3.276;8.540;13.185;2.410;10;0;27.447;85;2.718;8.199;19.449;16.839;47.908;16.767;111.964;244;25.121;9.139;47;0;0;0;34.551;0;0;0;0;0;0;0;0;885;6.185;6.947;7.885;4.930;9.015;0;35.846;0
COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;1.039.011;b3S;I;2;S5;9;CHAPECO;SC;06/2022;343.040;0;0;0;0;0;0;0;0;454;23.251;61.157;91.961;30.732;23.770;0;231.325;3;2.604;7.069;10.864;2.661;2;0;23.202;46;846;2.406;5.730;5.403;15.838;6.850;37.117;147;26.002;9.094;33;0;0;0;35.276;0;0;0;0;0;0;0;0;181;5.149;3.121;2.416;2.061;3.192;0;16.119;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2.446.089;b3S;I;2;S5;9;CORONEL VIVIDA;PR;06/2022;342.634;0;39;135;296;28;0;0;498;503;11.271;29.720;33.250;10.600;1.898;5;87.247;68;1.349;3.612;9.251;4.416;1.514;0;20.210;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;622;40.838;43.573;43.560;33.841;23.791;0;186.225;3.216;7.511;21.374;11.031;3.673;1.611;34;48.450;0
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36.321.990;n1;I;2;S5;14;VITORIA;ES;06/2022;334.819;0;0;0;0;0;0;0;0;90.987;113.149;121.635;9.048;0;0;0;334.819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7.599.206;b3S;I;2;S5;9;GOIANIA;GO;06/2022;334.132;65;291;624;736;0;0;0;1.716;1.337;28.139;36.881;43.315;13.888;8.141;0;131.699;119;771;2.357;4.693;616;104;91;8.751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.007;47.842;56.819;18.331;2.410;0;155.409;3.627;26.413;4.327;817;577;795;0;36.557;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694.389;b3S;I;2;S5;9;SAO JOSE DO CERRITO;SC;06/2022;333.664;52;751;2.005;4.291;1.548;1.079;0;9.726;1.248;10.627;25.028;38.971;15.519;13.877;0;105.270;222;2.881;8.430;15.927;3.352;44;0;30.856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;667;54.033;50.105;39.364;17.492;12.531;0;174.191;1.283;10.666;1.650;21;0;0;0;13.621;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;06/2022;331.453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;53.157;89.480;163.172;9.996;8.268;0;324.887;8;672;853;1.702;1.254;2.078;0;6.566;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24.799.033;b3S;I;2;S5;9;QUIRINOPOLIS;GO;06/2022;329.413;1;45;125;194;31;0;0;396;1.138;25.364;46.239;29.720;1.497;1.912;289;106.159;38;1.972;5.968;8.895;135;0;0;17.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.119;27.847;85.287;64.967;7.007;0;0;186.227;333;9.189;4.845;4.299;616;342;0;19.624;0
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22.760.839;b3S;I;2;S5;9;SAO SEBASTIAO DO PARAISO;MG;06/2022;328.244;0;100;283;432;69;0;0;884;402;19.444;66.000;104.477;52.921;16.308;0;259.552;51;476;943;2.118;755;0;0;4.343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3.946;24.948;9.353;6.272;2.307;0;46.844;1.286;5.240;2.189;3.749;2.241;1.917;0;16.622;0
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22.656.789;b3S;I;2;S5;9;MURIAE;MG;06/2022;327.294;12;686;1.850;3.559;1.233;525;0;7.865;1.009;12.015;33.327;51.752;17.914;3.081;0;119.098;46;2.220;5.766;11.343;5.024;49;0;24.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;13.484;66.407;50.843;22.892;13.567;0;167.348;1.315;4.537;1.531;336;305;511;0;8.534;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66.402.207;b3S;I;2;S5;9;SAO ROQUE DE MINAS;MG;06/2022;325.699;39;1.618;4.595;9.582;3.913;614;0;20.360;1.081;13.605;25.648;47.708;23.781;25.287;0;137.110;37;1.617;4.415;9.735;4.619;448;0;20.871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;36.136;35.330;28.365;20.507;11.934;0;132.850;2.072;8.433;3.848;155;0;0;0;14.508;0
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.473.806;n1;I;2;S5;14;BENTO GONCALVES;RS;06/2022;324.149;4;220;260;14;0;0;0;497;13.546;111.766;147.818;50.348;174;0;0;323.653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10.348.181;b3S;I;2;S4;9;ITAPEMA;SC;06/2022;323.786;74;3.588;10.305;21.005;10.438;11.321;0;56.731;1.283;11.013;26.483;32.558;4.955;1.407;0;77.699;301;5.804;16.164;26.743;7.023;31;0;56.067;0;0;0;0;0;0;0;0;4.511;55.869;20.828;144;0;0;0;81.352;17;522;2.763;1.025;663;592;0;5.582;2.701;12.075;7.930;11.699;5.429;6.521;0;46.355;0
