Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;03/2014;10.246.949;106.686;3.740.645;5.174.351;679.518;297.828;60.134;25.455;27.524;134.807;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;03/2014;9.263.797;9.764;4.515.691;3.877.472;261.662;142.980;70.487;61.537;47.985;276.219;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;03/2014;9.092.520;916.341;2.476.329;4.977.243;235.391;97.713;18.533;6.257;3.284;53.249;308.179
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;03/2014;9.029.150;988.280;5.220.800;1.296.830;291.218;368.917;231.699;180.735;126.323;324.349;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;03/2014;8.232.018;5.040.754;1.377.036;808.996;382.472;219.421;76.521;55.015;47.453;224.350;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;03/2014;7.832.855;4.900.236;2.568.630;275.295;49.020;9.965;10.936;3.028;1.474;14.270;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;03/2014;7.583.668;833.589;5.127.238;1.413.014;141.656;9.949;6.479;5.355;23.273;23.116;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;03/2014;7.378.456;1.035.950;5.562.965;337.454;104.225;63.790;37.498;50.585;34.694;151.294;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;03/2014;6.151.790;919.250;1.711.233;1.763.045;591.545;240.591;35.453;25.154;51.504;50.774;763.240
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;03/2014;6.053.450;108.061;2.388.193;1.721.539;223.499;128.889;113.943;56.844;48.664;327.893;935.925
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;03/2014;5.680.404;389.307;2.116.431;1.629.710;956.182;386.695;13.837;23.096;7.778;157.366;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;03/2014;5.317.796;1.514.375;2.203.966;1.185.293;159.678;56.890;45.391;8.890;14.037;129.276;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;03/2014;5.305.168;0;3.793.490;427.494;592.890;247.955;25.749;25.900;20.026;171.664;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;03/2014;4.868.188;237.859;963.359;298.366;212.317;20.286;0;0;0;82.949;3.053.052
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;03/2014;4.629.476;144.930;2.788.342;1.202.933;391.618;37.464;15.278;9.334;10.197;29.381;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;03/2014;4.418.309;1.598.230;938.327;742.793;899.673;95.699;65.505;40.489;3.303;34.292;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;03/2014;4.300.372;2.188.694;1.091.516;391.552;250.670;96.933;120.377;19.977;28.031;112.623;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;03/2014;3.992.322;749.684;1.283.687;1.327.010;435.377;63.630;28.192;19.589;17.002;68.150;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;03/2014;3.577.148;689.945;1.336.588;751.056;591.910;52.285;26.419;26.221;13.633;89.093;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;03/2014;3.516.110;764.165;1.214.408;1.070.258;284.951;89.246;11.030;45.891;2.699;33.462;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;03/2014;3.485.177;1.977.226;726.359;242.865;160.083;330.669;14.965;18.986;9.479;4.546;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;03/2014;3.440.242;19.688;3.046.100;80.292;52.937;30.625;30.987;30.611;26.177;122.825;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;03/2014;3.406.877;0;2.695.175;105.524;91.577;88.421;62.790;58.485;50.401;254.503;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;03/2014;3.372.833;10.916;1.790.998;514.952;767.847;100.456;39.876;27.070;27.554;93.166;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;03/2014;3.198.301;266.210;2.159.309;387.853;266.324;70.662;11.407;8.396;6.370;21.769;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;03/2014;3.033.974;0;2.397.550;447.743;82.291;22.554;13.454;10.559;9.266;50.558;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;03/2014;3.014.550;82.207;1.324.584;1.119.535;118.304;125.486;39.908;23.315;25.709;50.128;105.375
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;03/2014;2.851.516;635.323;1.625.389;262.078;73.162;35.717;22.296;33.037;16.738;147.776;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;03/2014;2.840.626;0;2.581.683;31.785;67.437;15.956;12.079;17.179;10.921;103.586;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;03/2014;2.635.840;551.375;1.676.956;260.255;22.284;54.544;6.395;3.633;4.202;56.195;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;03/2014;2.463.007;1.431.361;102.966;137.567;154.771;33.668;0;0;0;6;602.668
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;03/2014;2.319.968;138.542;2.009.054;30.425;76.486;9.382;6.721;10.488;6.967;31.902;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;03/2014;2.079.448;1.713.986;23.432;565;0;32.057;0;0;0;0;309.409
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;03/2014;2.017.292;292.239;734.378;869.099;59.410;10.094;20.284;8.200;6.763;16.824;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;03/2014;1.994.680;913.633;73.248;71.687;0;0;0;0;0;0;936.113
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;03/2014;1.840.370;230;1.436.869;107.549;88.785;56.643;20.302;12.797;18.602;98.593;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;03/2014;1.814.408;0;1.354.228;342.685;72.165;15.156;6.658;4.240;3.197;16.080;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;03/2014;1.733.209;0;1.180.928;101.762;81.296;64.629;46.229;37.304;36.579;184.481;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;03/2014;1.714.722;1.433;486.883;472.367;680.826;21.103;9.800;9.404;4.702;28.204;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;03/2014;1.623.751;651.494;559.632;244.325;84.249;41.188;5.121;2.238;9.901;25.602;0
RODOBENS;51.736;b1;C;2;;199;SAO PAULO;SP;03/2014;1.581.204;168.604;1.252.323;32.574;65.435;15.131;9.835;8.157;6.507;22.638;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;03/2014;1.490.199;647.879;700.286;71.194;20.258;21.035;6.268;2.904;1.545;18.830;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;03/2014;1.412.895;716.673;560.035;49.337;5.509;0;62.924;5.244;9.776;3.397;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;03/2014;1.387.839;0;777.934;363.670;144.879;100.361;794;199;0;0;0
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;03/2014;1.359.891;0;354.519;524.270;361.438;44.710;6.973;16.280;7.178;44.524;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;03/2014;1.355.204;0;1.106.760;151.116;49.303;14.933;8.003;5.337;3.973;15.779;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;03/2014;1.351.533;0;892.134;80.158;71.994;50.970;32.543;25.808;25.544;172.382;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;03/2014;1.300.269;368.054;602.496;160.848;63.523;24.114;4.057;15.584;22.908;38.686;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;03/2014;1.258.711;718.409;3.372;483.000;33.328;20.602;0;0;0;0;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;03/2014;1.252.141;85.488;544.722;401.160;174.434;2.179;384;651;13.380;13.393;16.351
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;03/2014;1.244.472;145.358;504.260;255.092;220.650;31.027;10.196;12.414;11.887;53.589;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;03/2014;1.242.144;839.355;332.045;21.500;0;0;0;47.115;0;2.129;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;03/2014;1.228.042;1.206.795;21.248;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;03/2014;1.209.959;1.126.649;83.310;0;0;0;0;0;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;03/2014;1.199.407;652.867;254.196;152.584;90.193;10.107;8.507;5.532;951;24.469;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;03/2014;1.116.442;0;78.982;468.500;439.604;64.951;18.609;10.988;6.732;28.075;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;03/2014;1.086.633;87.175;869.030;50.332;29.765;12.673;6.277;3.649;9.928;17.807;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;03/2014;1.075.424;0;676.758;43.770;74.867;41.780;37.624;32.577;20.524;147.524;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;03/2014;1.045.281;284.444;562.481;24.145;14.689;7.097;139.801;3.613;2.293;6.718;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;03/2014;1.045.005;855.507;140.178;14.179;7.599;7.869;2.780;3.362;3.369;10.162;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;03/2014;1.003.687;217.598;278.697;268.362;129.962;103.696;2.476;337;680;1.878;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;03/2014;963.081;11.759;634.152;187.545;64.872;11.637;7.084;22.324;3.449;20.257;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;03/2014;963.051;0;143.412;360.803;218.628;90.259;32.549;20.894;18.417;78.089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;03/2014;864.745;0;284.438;449.269;57.636;25.090;6.859;14.985;3.516;22.952;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;03/2014;862.626;5.401;207.520;484.760;49.763;65.715;40.232;4.464;1.306;3.466;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;03/2014;808.208;396.322;152.641;131.972;85.212;18.236;6.498;2.295;0;15.033;0
BANIF;20.255;b1;C;3;;199;SAO PAULO;SP;03/2014;782.769;9.773;116.940;70.281;71.128;20.413;153.575;122.483;17.983;200.194;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;03/2014;780.796;267.236;159.669;184.565;86.805;17.177;8.653;23.919;9.097;23.674;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;03/2014;720.386;0;280.534;363.108;36.027;18.736;3.814;4.380;1.144;12.643;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;03/2014;688.949;20.221;533.773;127.181;4.302;915;587;457;286;1.227;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;03/2014;658.249;0;190.143;149.601;238.463;52.213;11.019;3.891;1.695;11.224;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;03/2014;620.647;0;513.023;52.333;22.307;9.645;3.797;3.397;2.490;13.655;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;03/2014;588.774;0;123.261;147.453;228.878;45.388;14.305;6.489;3.732;19.268;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;03/2014;586.781;68.179;106.033;334.718;77.850;0;0;0;0;1;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;03/2014;585.105;29.825;349.775;164.579;23.182;9.247;6.071;805;693;928;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;03/2014;552.891;0;34.052;149.977;315.138;30.476;1.912;3.890;7.714;9.733;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;03/2014;543.448;358;109.031;266.779;114.023;14.772;6.217;5.894;5.427;20.947;0
DACASA FINANCEIRA;51.891;n1;C;2;;197;VITORIA;ES;03/2014;542.998;0;338.025;41.562;22.979;16.633;11.733;10.683;11.818;89.565;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;03/2014;536.664;0;339.464;170.332;13.998;3.169;5.292;277;264;3.869;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;03/2014;532.926;115;483.546;12.783;8.723;1.881;12.272;1.309;1.656;10.641;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;03/2014;531.473;0;43.980;195.389;256.691;16.148;2.981;1.756;301;14.229;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;03/2014;510.299;0;377.854;51.088;26.948;12.369;11.196;5.397;4.445;21.002;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;03/2014;481.926;0;96.010;167.806;184.779;13.192;7.197;2.698;1.840;8.404;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43.818.780;b2;I;3;;8;BARUERI;SP;03/2014;468.355;75.989;186.213;180.875;19.122;3.317;174;619;42;2.003;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;03/2014;461.329;1.585;141.654;209.207;97.383;2.544;0;0;0;8.956;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;03/2014;455.687;0;267.260;151.765;20.847;3.490;3.714;2.062;1.483;5.065;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;03/2014;454.743;0;114.388;277.352;39.076;12.013;2.214;2.117;701;6.881;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;03/2014;449.503;113.787;335.715;0;0;0;0;0;0;0;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;03/2014;449.159;36.736;369.688;12.512;12.495;3.491;1.791;5.037;136;7.273;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;03/2014;442.167;386.010;19.994;39;20;13;36;189;82;35.783;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;03/2014;440.845;107.314;118.050;139.885;43.079;7.260;1.016;2.592;2.799;18.852;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;03/2014;438.484;0;226.005;147.664;39.022;15.449;1.570;383;1.108;7.283;0
RENDIMENTO;51.468;b1;C;2;;199;SAO PAULO;SP;03/2014;437.204;0;303.805;62.347;23.685;11.059;2.937;8.159;7.113;18.101;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;;8;RIO DE JANEIRO;RJ;03/2014;430.720;70;191.763;144.116;55.511;8.651;9.326;13.387;4.476;3.420;0
BANCO RANDON S.A.;11.476.673;b1;I;2;;8;CAXIAS DO SUL;RS;03/2014;416.205;36.830;334.888;35.121;8.571;389;183;0;0;223;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;03/2014;414.331;0;102.873;194.024;97.546;8.701;2.782;1.669;1.102;5.635;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO XINGU - SICREDI ALTO XINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;03/2014;413.806;0;21.187;136.555;215.299;19.274;5.218;4.104;1.389;10.779;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;03/2014;405.405;0;79.660;118.077;172.533;16.431;5.996;2.194;867;9.647;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;03/2014;401.668;0;214.153;131.434;35.184;7.201;2.615;1.983;2.891;6.206;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;03/2014;397.456;0;98.812;115.245;148.860;21.056;5.693;2.714;605;4.470;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;03/2014;393.889;0;210.581;150.136;21.553;5.827;535;615;394;4.249;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;03/2014;389.475;9;213.127;127.136;18.539;14.420;2.824;6.948;2.558;3.916;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;03/2014;379.143;0;340.039;23.078;12.372;1.361;466;179;543;1.104;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3.459.850;b3S;I;2;;9;MARINGA;PR;03/2014;371.681;0;57.049;251.495;37.313;14.404;1.240;920;1.563;7.698;0
BANCO TRICURY S.A.;57.839.805;b2;I;2;;8;SAO PAULO;SP;03/2014;370.666;822;123.872;155.935;66.329;995;8.262;0;0;14.451;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36.900.256;b3S;I;2;;9;CUIABA;MT;03/2014;362.876;0;252.754;75.495;13.609;2.135;1.663;2.681;66;14.472;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;03/2014;359.595;5.453;116.173;189.446;32.872;3.267;4.554;1.424;628;5.777;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;03/2014;358.213;42;221.295;102.656;15.079;10.392;2.753;1.041;1.443;3.512;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;03/2014;357.064;0;41.723;45.372;164.617;83.967;7.756;3.160;794;9.675;0
