Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;03/2022;19.462.512;27.975;485.105;562.639;726.271;5.034.468;3.151.780;0;9.988.238;82.987;498.135;787.799;1.144.168;590.885;573.016;7.464;3.684.454;330;4.299;10.834;15.484;2.525;3;0;33.475;624;68.207;150.105;397.272;386.312;1.703.536;1.569.973;4.276.029;405.029;93.048;67.174;17.598;3.050;0;0;585.898;671;120.173;89.635;67.619;55.358;67.560;0;401.015;98.231;65.282;140.894;47.249;38.876;95.012;7.859;493.403;0
C6 BANK;52.072;b1;C;2;S4;199;SAO PAULO;SP;03/2022;15.672.583;19.327;473.197;1.335.290;2.671.018;1.670.599;871.654;0;7.041.085;25.873;330.121;699.010;954.777;361.109;122.668;0;2.493.558;180;19.510;54.241;100.052;33.518;233;0;207.734;0;0;0;0;0;0;0;0;791.738;3.482.538;1.471.124;20.505;1;0;0;5.765.906;0;0;0;0;0;0;0;0;55.550;3.926;54.240;49.566;254;717;46;164.300;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;03/2022;15.209.909;0;76.188;201.903;351.822;163.977;73.284;0;867.174;0;64;140;269;111;43;0;628;0;1.530;4.484;4.398;825;1.228;0;12.465;0;19.966;46.062;120.595;118.912;534.840;531.643;1.372.017;0;0;0;0;0;0;0;0;0;557.058;1.915.859;4.121.429;3.214.256;3.062.895;0;12.871.497;208;10.130;24.956;44.774;5.953;107;0;86.129;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2022;15.176.313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.734;402.222;1.071.395;907.734;531.143;337.159;404;3.282.791;171.193;1.756.219;3.627.513;4.057.667;1.738.169;541.644;1.116;11.893.522;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2022;13.588.795;20.491;202.880;588.679;1.240.024;909.761;761.102;0;3.722.938;6.494;27.486;45.193;27.560;9.969;2.412;0;119.113;0;0;0;0;0;0;0;0;9.820;69.406;154.221;393.385;361.887;1.430.413;1.051.146;3.470.278;540.347;3.486.604;1.078.094;40.281;2.913;0;19;5.148.259;434;17.949;139.296;66.942;0;0;0;224.621;22.067;38.376;110.151;226.605;153.324;324.689;28.376;903.586;0
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;03/2022;13.492.252;0;0;0;0;0;0;0;0;408.776;3.116.787;4.679.494;1.316.154;7.178;24;0;9.528.413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.560.778;1.977.539;410.898;14.606;18;0;0;3.963.839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;03/2022;13.391.322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.233.997;7.196.530;3.356.799;603.836;160;0;0;13.391.322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;S3;197;SAO PAULO;SP;03/2022;12.529.942;2.721;11.705;33.730;40.541;7.378;48;0;96.123;8.420;31.946;67.181;35.820;1.767;2;0;145.136;60.712;238.342;599.419;872.433;124.132;206;0;1.895.243;0;0;0;0;0;0;0;0;827.047;6.164.361;3.142.038;163.938;28.539;0;0;10.325.922;0;0;0;0;0;0;0;0;1.042;9.916;23.646;29.182;3.726;6;0;67.517;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;03/2022;12.390.945;3.898;122.673;327.994;721.718;442.998;205.806;0;1.825.086;1.114;30.151;78.835;146.959;72.343;26.409;0;355.813;0;0;2;2;0;0;0;4;286;11.931;25.595;68.322;68.256;326.279;377.718;878.386;72.436;1.044.681;4.954.184;109.820;61;0;0;6.181.183;0;120.365;442.559;972.818;807.160;776.294;0;3.119.196;51;1.380;3.566;6.863;7.044;12.374;0;31.277;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;03/2022;12.171.465;12.287;173.131;490.453;956.246;584.168;309.900;14;2.526.199;348.831;445.317;585.429;399.659;159.857;100.542;4;2.039.639;37;14;32;42;2;0;0;127;0;0;0;0;0;0;0;0;337.329;2.789.219;1.044.165;1.340.332;506.793;202.950;0;6.220.789;0;0;0;0;0;0;0;0;734;12.718;11.259;3.182;2.498;2.080;0;32.472;1.352.239
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;03/2022;11.217.944;0;0;0;0;0;0;0;0;6.552;563.114;925.921;1.533.736;4.729.657;461.216;0;8.220.196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.308;2.156.690;787.440;7.143;0;0;0;2.960.580;0;0;0;0;0;0;0;0;0;0;138;4.423;19.311;13.296;0;37.168;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2022;11.194.872;95.665;594.056;1.626.114;3.102.372;1.818.410;975.974;0;8.212.590;9.589;21.743;31.033;39.824;11.046;576;0;113.811;50.444;221.076;515.805;689.105;95.607;0;0;1.572.037;28;310;763;1.677;1.252;2.634;287;6.950;36.263;611.222;19.952;3.784;1.140;290;0;672.651;0;0;0;0;0;0;0;0;2.096;111.990;218.971;207.020;38.180;36.136;2.442;616.834;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2022;9.607.723;0;0;0;0;0;0;0;0;102.457;415.261;767.098;920.130;310.050;42.231;0;2.557.228;0;0;0;0;0;0;0;0;5;18;48;82;85;180;30;447;429.792;1.746.681;500.115;12.778;1.524;627;0;2.691.517;0;23.735;103.170;94.303;0;0;0;221.208;230.504;831.422;1.019.744;1.445.594;539.777;13.670;56.611;4.137.323;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2022;8.706.197;26.169;420.527;1.138.812;2.102.911;1.166.857;544.409;0;5.399.685;101.685;494.996;1.034.627;879.014;199.035;56.125;6;2.765.487;18;140;201;29;4;0;0;392;61;1.041;3.008;7.344;6.458;21.639;7.265;46.816;22.616;265.833;62.226;957;0;0;0;351.633;928;3.191;1.643;10.209;0;0;0;15.970;8.196;52.384;48.025;15.134;2.437;38;0;126.214;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;03/2022;8.514.990;14.458;289.501;1.110.364;2.074.081;1.275.864;1.755.619;0;6.519.887;22.972;250.026;524.626;473.155;152.482;36.403;0;1.459.664;12;11;27;71;68;80;0;270;13;6.111;18.283;42.978;35.680;102.716;40.901;246.682;26.832;81.858;25.847;2.274;0;0;2;136.812;15;0;1.207;2.401;2.580;590;0;6.794;3.803;14.408;25.682;42.488;24.962;32.388;1.151;144.882;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2022;8.431.120;60.427;345.586;1.009.809;1.984.438;1.249.090;660.010;561;5.309.922;2.562;5.481;12.861;1.582;597;162;0;23.245;110;255;589;491;2;0;0;1.446;0;0;0;0;0;0;0;0;105.052;1.795.548;715.632;218.457;34.359;0;0;2.869.048;0;0;10.116;0;0;0;0;10.116;9.043;27.841;56.851;82.459;32.140;9.008;0;217.342;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2022;8.022.625;379;14.493;38.505;60.375;17.346;238;0;131.336;1.531;5.305;10.466;7.097;29;13;0;24.441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.555;22.607;7.498;254;0;0;0;32.914;16.536;432.287;1.057.363;58.200;3.170;2.896;0;1.570.451;246.565;4.028.952;1.835.226;150.615;1.084;981;61;6.263.484;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2022;7.796.630;895;4.579;12.021;12.775;2.288;8;0;32.565;3.009;8.727;28.831;64.210;6.599;30;0;111.406;79.881;879.905;2.437.498;3.679.226;574.433;1.715;0;7.652.659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;03/2022;7.521.488;215;1.712;4.129;4.980;524;1;0;11.560;9.639;131.351;282.614;206.723;12.019;2.072;5.991;650.410;223;3.078;7.027;10.942;2.298;22;0;23.590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.732;839.379;2.306.540;2.116.568;525.259;785.529;78.288;6.713.295;16.300;62.781;41.537;942;238;834;0;122.632;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2022;7.199.482;0;0;0;0;0;0;0;0;74;2.070;5.606;10.810;4.827;3;0;23.390;1.127;13.244;38.073;74.750;32.324;187;0;159.704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.776;1.442.188;426.821;2.845.419;1.735.160;546.481;0;7.005.845;36;8.409;2.098;0;0;0;0;10.543;0
AGIBANK;51.956;b1;C;2;S4;199;CAMPINAS;SP;03/2022;7.099.241;17.278;323.892;877.951;1.756.801;1.100.778;605.216;0;4.681.916;166.789;607.533;1.025.624;265.859;26;9;0;2.065.840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.598;307.561;12.507;8;0;0;0;348.673;0;0;0;0;0;0;0;0;1.218;246;1.189;143;14;1;0;2.812;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;03/2022;7.016.531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.918;1.702.237;272.955;2.798.937;1.677.318;428.564;0;6.897.928;1.792;46.038;29.932;36.490;4.096;255;0;118.603;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;03/2022;6.461.806;0;0;0;0;0;0;0;0;162;3.652;8.056;16.371;6.945;1.334;0;36.520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.403;604.161;1.156.694;2.547.584;1.410.667;559.689;0;6.287.198;0;11.250;18.818;46.610;35.995;25.416;0;138.089;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S3;8;SAO PAULO;SP;03/2022;6.227.586;0;0;0;0;0;0;0;0;0;193;675;833;53;0;0;1.753;20.029;777.588;2.053.252;2.870.551;446.555;1.233;0;6.169.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;8.561;20.403;25.133;2.299;0;0;56.626;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;03/2022;6.172.151;19.940;417.111;1.139.486;2.274.099;1.407.535;862.281;0;6.120.451;0;4.775;11.460;18.000;6.960;1.306;0;42.502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;571;1.485;2.936;1.707;2.262;22;9.198;0
BANCO GM S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2022;5.924.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.900;778.640;1.943.773;2.676.763;454.470;4.423;0;5.924.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;03/2022;5.758.020;0;0;0;0;0;0;0;0;40.216;139.388;217.765;174.483;17.475;0;0;589.328;137.359;517.211;1.138.132;1.396.448;153.625;0;0;3.342.774;0;0;0;0;0;0;0;0;557.912;837.342;281.809;12.637;0;0;0;1.689.701;0;0;0;0;0;0;0;0;9.463;52.984;66.259;7.512;0;0;0;136.218;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2022;5.502.381;5.038;236.037;715.452;1.290.502;751.513;467.080;0;3.465.622;97;14.745;80.584;43.222;7.827;203;0;146.678;2.681;234.684;610.394;904.870;125.931;3.437;0;1.881.997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;7.945;0;0;0;8.084;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;03/2022;4.988.092;195;163;255;49;0;0;0;662;114.601;252.164;243.308;30.436;0;0;0;640.508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;699.800;2.510.719;1.112.223;24.180;0;0;0;4.346.922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;03/2022;4.935.589;0;0;0;0;0;0;0;0;5.514;12.005;6.361;175;0;0;0;24.055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;956.548;2.901.308;1.031.574;22.104;0;0;0;4.911.534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S4;9;BLUMENAU;SC;03/2022;4.431.132;56;1.682;4.570;8.507;4.374;4.301;0;23.490;65.703;366.608;883.776;1.185.577;256.007;219.861;19.811;2.997.344;1.891;26.857;70.903;114.527;21.464;132;0;235.774;0;60;171;389;321;903;346;2.189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.143;182.327;438.150;371.172;88.157;35.775;609;1.172.334;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;03/2022;4.244.833;6.754;114.928;340.232;697.253;470.604;553.883;0;2.183.654;5.806;38.888;88.743;93.909;29.115;4.839;0;261.300;149;3.227;9.326;17.355;4.830;36;0;34.922;268;10.746;31.945;83.472;81.540;355.800;345.526;909.297;13.641;423.362;21.032;4.436;0;0;0;462.471;904;4.439;61.722;50.852;30.711;10.269;0;158.898;7.582;82.145;62.130;63.482;11.746;6.706;501;234.292;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;03/2022;4.204.757;0;0;0;0;0;0;0;0;0;309.268;1.661.571;1.583.970;390.365;100.000;0;4.045.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.670;5.714;0;149.200;0;0;159.584;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;03/2022;3.864.696;0;0;0;0;0;0;0;0;21;90;106;1;0;0;0;217;59.459;557.061;1.367.320;1.789.591;91.047;1;0;3.864.478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;03/2022;3.514.022;487;13.002;46.641;97.652;53.829;43.646;0;255.256;3.718;119.173;188.886;135.532;16.469;166;0;463.946;442;19.585;51.376;107.949;42.576;248;0;222.176;0;0;0;0;0;0;0;0;8.824;119.045;40.094;226;0;0;0;168.189;158;487.332;616.452;427.053;161.607;3.294;0;1.695.897;4.408;100.134;278.510;247.499;55.297;22.711;0;708.559;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;03/2022;3.421.338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.988;68.217;191.733;453.792;389.162;1.337.167;948.999;3.395.058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;623;1.737;4.273;3.859;13.261;2.376;26.280;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;03/2022;3.146.383;26;487;1.727;3.770;1.883;0;0;7.894;14.511;292.493;498.284;484.796;154.123;4.396;0;1.448.603;503;17.887;44.276;68.959;12.643;3;0;144.272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.520;216.012;830.708;253.395;41.525;2.823;0;1.348.983;15.551;76.933;45.834;13.847;42.993;1.473;0;196.632;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2022;2.882.855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.424;194.038;505.915;983.919;599.137;541.043;0;2.828.475;54;3.914;7.830;21.679;8.265;12.638;0;54.380;0
