Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;09/2009;17.279;612.111;93.324;3.203.689;-436.535;2.767.155;1.561;578.492;273.028;-20.053;833.027;320.684;4.559;7.327;4.655.466;273.028;4.382.438
BANCO IBI S.A. - BANCO MÚLTIPLO;4184779;b1;;I;3;BARUERI;SP;09/2009;1.239;89.268;270.152;2.680.604;-717.294;1.963.310;0;0;0;0;0;1.456.883;32.754;222.390;4.035.996;0;4.035.996
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;09/2009;2.104;384.995;38.022;1.096.234;-16.707;1.079.527;2.020;2.348.749;1.344.093;-16.322;3.678.540;162.394;6.712;8.450;5.360.744;1.344.093;4.016.651
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;09/2009;396;1.095.915;1.534.147;0;0;0;0;0;0;0;0;1.289.541;135;26.218;3.946.352;0;3.946.352
BES;51482;b2;;C;3;SAO PAULO;SP;09/2009;1.599;36.489;2.985.011;292.092;-5.951;286.142;0;0;0;0;0;276.617;1.278;75.959;3.663.096;0;3.663.096
WESTLB;51554;b1;;I;3;SAO PAULO;SP;09/2009;7.525;131.461;766.721;746.503;-8.358;738.144;0;0;0;0;0;1.667.530;300;4.289;3.315.971;0;3.315.971
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;09/2009;130.290;337.507;41.381;2.429.663;-34.080;2.395.582;110;31.835;175;-273;31.847;344.201;452;1.019;3.282.279;175;3.282.104
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;09/2009;4.051;327.361;0;2.917.733;-197.120;2.720.613;13;28.946;7.464;-140;36.284;172.408;3.852;3.919;3.268.487;7.464;3.261.022
BANIF;20255;b1;;C;3;SAO PAULO;SP;09/2009;38.241;209.019;638.227;819.092;-36.250;782.842;0;0;0;0;0;1.468.056;53.646;52.482;3.242.514;0;3.242.514
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;09/2009;16.620;242.065;254.719;1.524.748;-49.096;1.475.652;30;3.711;1.582;-114;5.209;777.847;100.641;119.995;2.992.747;1.582;2.991.165
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;09/2009;1;962.545;1.888.418;14.192;0;14.192;0;0;0;0;0;4.611;134;36.522;2.906.423;0;2.906.423
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;09/2009;4.797;344.654;903.870;1.324.996;-115.736;1.209.260;0;0;0;0;0;334.095;47.166;12.730;2.856.574;0;2.856.574
ING;51073;b1;;C;3;SAO PAULO;SP;09/2009;14.706;824.029;652.488;303.588;-3.150;300.437;0;0;0;0;0;1.032.185;742;8.565;2.833.152;0;2.833.152
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;09/2009;519;324.615;266.690;1.261.883;-68.333;1.193.549;0;0;0;0;0;26.078;825.958;16.256;2.653.667;0;2.653.667
BANCO BARCLAYS S.A.;61146577;b1;;I;3;SAO PAULO;SP;09/2009;69.763;812.375;1.011.260;0;0;0;0;0;0;0;0;744.131;966;14.554;2.653.049;0;2.653.049
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;09/2009;18.008;27.142;1.027.998;1.312.892;-40.270;1.272.622;0;0;0;0;0;199.756;33.306;67.806;2.646.638;0;2.646.638
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;09/2009;46.208;510.280;761.810;728.049;-28.363;699.686;0;0;0;0;0;85.634;214.099;50.548;2.368.264;0;2.368.264
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;09/2009;1.292;296.772;111.975;786.046;-300.816;485.230;0;0;0;0;0;1.396.871;1.354;29.682;2.323.175;0;2.323.175
BNY MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2201501;n2;;I;3;RIO DE JANEIRO;RJ;09/2009;136;2.162.283;31.950;0;0;0;0;0;0;0;0;17.968;0;34.467;2.246.803;0;2.246.803
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;09/2009;17.056;220.437;655.724;892.358;-15.081;877.276;0;0;0;0;0;267.423;182.543;23.220;2.243.680;0;2.243.680
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;09/2009;4.362;0;0;1.820.599;-96.822;1.723.777;2.981;370.060;112.673;-16.341;469.373;79.842;4.875;13.589;2.295.819;112.673;2.183.146
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;09/2009;304;569.838;280.081;1.039.027;-107.538;931.489;0;1.609;514;0;2.123;303.610;358;24.908;2.112.711;514;2.112.196
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;09/2009;1.039;7.550;110.714;1.251.856;-53.585;1.198.271;1.812;600.232;196.049;-17.433;780.660;84.011;45.114;2.146;2.229.505;196.049;2.033.456
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;09/2009;19.197;24.213;1;363.509;-419;363.090;140.738;1.312.276;26.261;-12.032;1.467.242;131.076;1.903;10.427;2.017.149;26.261;1.990.888
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;09/2009;99.117;495.235;518.100;614.199;-28.277;585.922;0;0;0;0;0;75.211;147.746;36.677;1.958.008;0;1.958.008
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;09/2009;167;104.839;332.446;1.184.416;-50.546;1.133.870;0;0;0;0;0;38.846;68.880;258.994;1.938.041;0;1.938.041
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;09/2009;7.737;235.724;624.761;869.262;-12.626;856.636;0;3.982;2.336;-39;6.278;135.144;27.289;34.197;1.927.767;2.336;1.925.432
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;09/2009;20.227;975.920;148.394;240.447;-14.179;226.268;0;0;0;0;0;457.841;764;12.151;1.841.565;0;1.841.565
JOHN DEERE;50071;b1;;C;3;PORTO ALEGRE;RS;09/2009;1.069;105.193;0;1.780.350;-164.480;1.615.870;0;0;0;0;0;82.325;8.607;2.899;1.815.964;0;1.815.964
COOPERATIVA DE CRÉDITO RURAL COOPERCITRUS - CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;09/2009;1.376;193.177;212.093;1.141.812;-25.944;1.115.868;0;0;0;0;0;810;112.832;49.035;1.685.192;0;1.685.192
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;09/2009;7.352;628.469;147.385;184.776;-3.227;181.549;0;0;0;0;0;687.457;2.581;11.163;1.665.956;0;1.665.956
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;09/2009;442;270.320;87.086;1.044.288;-68.339;975.949;0;0;0;0;0;64.503;66.906;90.170;1.555.376;0;1.555.376
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;09/2009;53.898;572.952;312.230;243.965;-46.709;197.255;0;0;0;0;0;310.590;69.640;7.829;1.524.394;0;1.524.394
HONDA;51396;b2;;C;3;SAO PAULO;SP;09/2009;140;75.493;25;1.205.098;-55.421;1.149.678;740;219.531;129.169;-1.565;347.874;56.885;15.584;1.698;1.647.377;129.169;1.518.208
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;09/2009;1.489;44.000;796.019;0;0;0;0;0;0;0;0;631.699;361;23.891;1.497.459;0;1.497.459
CAIXA ESTADUAL S.A. - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;09/2009;146;0;424.677;1.124.013;-81.580;1.042.433;0;0;0;0;0;24.479;192;3.870;1.495.797;0;1.495.797
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;09/2009;2.751;350.573;48.636;914.801;-85.626;829.174;0;0;0;0;0;186.742;37.073;35.711;1.490.661;0;1.490.661
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;09/2009;15.655;303.862;0;915.171;-11.256;903.915;0;0;0;0;0;61.396;0;0;1.284.828;0;1.284.828
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;09/2009;1.115;24.494;847.152;232.675;-4.762;227.913;0;0;0;0;0;67.026;42.392;13.156;1.223.248;0;1.223.248
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;09/2009;571;567.000;59.836;0;0;0;0;0;0;0;0;526.152;87;64.378;1.218.024;0;1.218.024
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;09/2009;55.935;250.639;336.377;266.909;-318;266.591;0;0;0;0;0;295.356;6.740;4.359;1.215.998;0;1.215.998
FATOR;50122;b1;;C;2;SAO PAULO;SP;09/2009;3.844;57.610;717.716;141.963;-7.521;134.442;0;0;0;0;0;212.000;2.784;86.833;1.215.229;0;1.215.229
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;09/2009;1.335;180.039;647.407;244.733;-64.084;180.649;0;0;0;0;0;169.685;582;5.756;1.185.454;0;1.185.454
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;09/2009;635;488.435;424.434;28.018;-152;27.865;0;0;0;0;0;12.707;168.094;41.310;1.163.480;0;1.163.480
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;09/2009;600;247.383;783.811;24.167;-121;24.047;0;0;0;0;0;25.789;2.359;1.065;1.085.054;0;1.085.054
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;09/2009;16;0;477.642;604.635;-5.231;599.404;0;0;0;0;0;3.184;61;741;1.081.048;0;1.081.048
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;09/2009;2.207;0;65.679;448.083;-67.636;380.447;0;0;0;0;0;536.993;3.213;622;989.162;0;989.162
COOPERATIVA CENTRAL DE CRÉDITO DO PARANÁ - CENTRAL SICREDI PR;80230774;b3C;;I;2;CURITIBA;PR;09/2009;1;295.480;624.240;11.739;-107;11.632;0;0;0;0;0;2.410;141;13.216;947.118;0;947.118
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;09/2009;3.171;139.411;23.444;684.661;-104.329;580.332;0;0;0;0;0;46.536;56.167;16.493;865.555;0;865.555
COOPERATIVA CENTRAL DE CRÉDITO RURAL DO ESTADO DE SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;09/2009;203;704.574;109.809;4.725;-197;4.528;0;0;0;0;0;1.371;20.601;19.872;860.958;0;860.958
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;09/2009;75;617.556;115.041;58.053;-544;57.509;0;0;0;0;0;2.704;18.072;21.663;832.620;0;832.620
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;09/2009;1.618;72.282;556.459;141.174;-8.792;132.383;0;0;0;0;0;47.215;1.002;14.902;825.861;0;825.861
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;09/2009;783;0;21;0;0;0;35.656;752.140;4.554;-5.842;786.507;40.929;529;571;829.340;4.554;824.786
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;09/2009;305;285.468;20.203;333.411;-15.587;317.824;421;170.491;54.274;-8.725;216.461;11.338;8.828;2.754;863.181;54.274;808.907
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;09/2009;9;486.218;286.800;15.143;-422;14.721;0;0;0;0;0;2.315;27;14.180;804.270;0;804.270
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;09/2009;145.396;94.949;45.951;244.110;-10.182;233.928;0;0;0;0;0;248.192;9.449;25.731;803.596;0;803.596
DRESDNER BANK BRASIL S.A. BANCO MULTIPLO;29030467;b1;;I;3;SAO PAULO;SP;09/2009;4.426;36.501;508.629;107.011;-411;106.600;0;0;0;0;0;128.786;471;6.631;792.043;0;792.043
MATONE;32016;b1;;C;2;PORTO ALEGRE;RS;09/2009;242;16.717;196.929;364.863;-35.616;329.247;0;0;0;0;0;143.447;40.673;45.228;772.485;0;772.485
BANCO SAFRA DE INVESTIMENTO S.A.;7002898;b2;;I;2;SAO PAULO;SP;09/2009;46;595.000;13.567;152.522;-6.992;145.531;0;0;0;0;0;1.985;3.575;133;759.836;0;759.836
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;09/2009;202;45.015;213.105;176.949;-18.339;158.610;0;0;0;0;0;326.080;6.276;6.792;756.081;0;756.081
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;09/2009;29;0;181.099;564.675;-11.393;553.282;0;0;0;0;0;2.373;1.862;8.477;747.121;0;747.121
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;09/2009;7.394;15.415;78.476;406.841;-39.996;366.845;0;0;0;0;0;51.253;177.330;23.162;719.873;0;719.873
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;09/2009;227;127.633;197.959;339.186;-16.821;322.366;0;0;0;0;0;20.103;7.744;13.482;689.513;0;689.513
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;09/2009;16;6.253;387.229;324.631;-63.817;260.814;0;0;0;0;0;15.981;464;12.524;683.282;0;683.282
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;09/2009;14;0;303.533;326.440;-31.868;294.572;0;0;0;0;0;12.664;3.165;4.770;618.717;0;618.717
BMW;51420;n1;;C;3;SAO PAULO;SP;09/2009;8.294;94.405;0;215.793;-11.833;203.960;137;285.210;167.323;-2.488;450.181;25.570;758;607;783.774;167.323;616.451
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;09/2009;742;267.324;1.421;348.019;-10.817;337.202;0;0;0;0;0;1.285;14;12;607.999;0;607.999
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;09/2009;2.162;99.800;134.610;278.035;-4.017;274.018;0;0;0;0;0;95.378;1.152;674;607.792;0;607.792
OMNI;50940;n1;;C;2;SAO PAULO;SP;09/2009;1.106;59.957;211.030;214.143;-56.920;157.224;0;0;0;0;0;79.428;9.004;67.815;585.563;0;585.563
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;09/2009;58;30.931;14.493;549.075;-20.963;528.111;0;0;0;0;0;9.937;1.114;547;585.191;0;585.191
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;09/2009;4.213;6.011;13.646;5.843;-9;5.834;11.962;494.940;144.426;-10.662;640.665;3.916;928;10.970;686.182;144.426;541.757
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;09/2009;3.515;0;0;348.418;-6.973;341.445;0;0;0;0;0;8.808;160.340;21.881;535.989;0;535.989
