Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2020;724.150.958;243.031.694;34.242.516;48.241.400;11.674.445;56.386.614;481.717;330.092.571
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2020;691.440.020;325.720.018;86.871.452;113.937.154;28.450.307;135.956.710;504.379;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2020;650.743.370;270.855.456;100.545.441;84.863.022;37.120.918;113.916.095;264.607;43.177.831
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2020;569.708.121;235.256.786;38.339.773;64.260.752;21.228.795;71.150.191;962.779;138.509.045
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2020;378.261.320;200.210.106;23.873.330;36.881.355;12.023.289;51.699.013;209.665;53.364.563
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2020;263.667.310;150.433.581;32.067.828;39.001.795;4.366.752;27.167.767;10.629.587;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2020;75.161.128;36.967.421;5.395.282;7.973.420;1.895.858;13.299.399;8.034;9.621.714
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2020;55.569.249;29.188.243;4.504.808;6.693.600;2.215.690;10.963.344;12.457;1.991.107
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2020;35.870.863;4.050.181;493.678;1.193.872;515.661;29.476.280;7.873;133.319
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2020;30.671.389;11.618.667;3.413.808;837.906;424.938;1.245.411;126.785;13.003.873
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2020;27.763.468;10.438.836;12.113.670;2.295.958;479.724;2.435.280;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2020;24.704.170;11.584.761;2.379.662;5.105.136;1.748.956;3.876.313;9.341;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2020;23.371.631;12.448.007;2.379.880;3.284.436;1.137.379;3.190.337;6.481;925.111
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2020;22.938.343;16.010.411;642.668;2.706.088;993.552;2.571.503;14.121;0
