Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2021;123.546.874;17.862.281;141.409.155;19.689.547;161.098.702;986.308.670;2.871.039;969.649;11.842.837;6.688.812;22.372.337;86.511.960;1.095.192.968;1.969.517.470;11,28%;12,91%;14,71%;7,18%;17,58%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2021;118.453.119;9.948.242;128.401.361;13.371.277;141.772.638;846.972.061;5.839.020;117.975;8.846.362;622.044;15.425.401;71.593.740;933.991.202;1.557.582.773;12,68%;13,75%;15,18%;8,24%;29,42%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2021;114.254.702;29.256.775;143.511.477;24.274.549;167.786.026;741.373.273;8.015.149;1.388.691;10.093.018;0;19.496.857;106.641.670;867.511.800;1.993.635.894;13,17%;16,54%;19,34%;7,20%;14,80%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2021;71.722.200;6.993.690;78.715.890;6.963.518;85.679.408;520.435.056;4.320.697;1.370.689;11.789.389;3.351.077;20.831.851;58.499.845;599.766.752;995.636.612;11,96%;13,12%;14,29%;7,91%;15,71%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2021;95.238.812;1.713.241;96.952.053;26.079.933;123.031.986;508.297.626;472.952;0;6.084.805;78.252;6.636.010;77.401.972;592.335.607;1.588.140.275;16,08%;16,37%;20,77%;6,10%;12,85%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;09/2021;140.065.508;0;140.065.508;42.143.187;182.208.695;398.493.182;28.485.322;0;306.831;0;28.792.152;59.208.432;486.493.766;807.278.048;28,79%;28,79%;37,45%;17,35%;6,47%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2021;32.157.332;381.912;32.539.244;3.709.987;36.249.231;183.507.618;587.112;8.033.065;12.111.101;4.357.129;25.088.407;17.193.881;225.789.907;445.589.123;14,24%;14,41%;16,05%;7,30%;30,99%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2021;14.814.506;3.248.872;18.063.377;3.051.069;21.114.446;130.990.615;320.050;0;8.308.766;833.358;9.462.175;7.968.997;148.421.787;257.903.681;9,98%;12,17%;14,23%;7,00%;32,92%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2021;10.206.847;1.679.665;11.886.512;472.738;12.359.250;69.597.819;587.469;0;1.749.074;45.571;2.382.114;6.937.921;78.917.855;146.710.599;12,93%;15,06%;15,66%;8,10%;17,80%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;09/2021;6.964.583;795.889;7.760.472;1.826.084;9.586.555;56.712.122;22.808;9.884;2.472;0;35.163;12.474.896;69.222.180;105.571.961;10,06%;11,21%;13,85%;7,35%;2,64%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2021;10.517.740;0;10.517.740;0;10.517.740;42.805.200;934.664;0;7.569.513;75.934;8.580.111;10.559.936;61.945.247;123.158.219;16,98%;16,98%;16,98%;8,54%;2,54%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2021;6.831.201;0;6.831.201;0;6.831.201;33.808.422;3.688.703;0;4.861;27.852;3.721.416;9.720.294;47.250.132;103.715.277;14,46%;14,46%;14,46%;6,59%;11,41%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2021;6.620.902;0;6.620.902;0;6.620.902;15.363.999;1.816.434;0;24.302.392;1.449.815;27.568.641;4.189.547;47.122.187;81.393.664;14,05%;14,05%;14,05%;8,13%;1,16%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2021;5.329.196;467.957;5.797.153;0;5.797.153;35.208.658;718.421;0;3.055.334;0;3.773.755;2.434.454;41.416.867;57.701.688;12,87%;14,00%;14,00%;10,05%;18,01%
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2021;4.646.383;0;4.646.383;1.658.841;6.305.224;32.897.225;523.913;215.869;2.381.999;0;3.121.781;2.091.071;38.110.077;51.262.460;12,19%;12,19%;16,54%;9,06%;0,30%
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2021;4.469.700;486.587;4.956.288;548.042;5.504.330;32.439.839;531.430;602.513;1.775.300;75.038;2.984.280;2.253.756;37.677.875;62.219.667;11,86%;13,15%;14,61%;7,97%;0,48%
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2021;4.156.035;0;4.156.035;876.854;5.032.889;28.603.293;340.619;878;3.543.259;8.149;3.892.906;4.636.215;37.132.414;60.498.394;11,19%;11,19%;13,55%;6,87%;1,80%
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;09/2021;4.816.998;0;4.816.998;0;4.816.998;23.508.259;597.700;0;6.428.980;1.071.213;8.097.893;2.898.415;34.504.567;55.534.600;13,96%;13,96%;13,96%;8,67%;4,73%
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;09/2021;3.438.177;0;3.438.177;0;3.438.177;25.174.477;474;0;362;0;836;4.101.806;29.277.119;38.214.167;11,74%;11,74%;11,74%;9,00%;3,70%
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2021;3.683.130;0;3.683.130;0;3.683.130;12.530.784;62.565;19.573;1.887.738;119.601;2.089.477;9.537.097;24.157.357;85.041.896;15,25%;15,25%;15,25%;4,33%;4,82%
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2021;9.233.802;0;9.233.802;0;9.233.802;717.429;0;0;19.166;22.838.148;22.857.315;169.772;23.744.515;13.771.469;38,89%;38,89%;38,89%;67,05%;3,69%
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;09/2021;2.626.331;0;2.626.331;578.201;3.204.532;21.192.059;0;0;0;0;0;1.302.111;22.494.170;27.334.217;11,68%;11,68%;14,25%;9,61%;0,22%
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;09/2021;2.533.380;109.323;2.642.703;19.903;2.662.606;17.537.238;3.507;0;288.404;0;291.911;1.099.107;18.928.256;32.241.150;13,38%;13,96%;14,07%;8,20%;49,03%
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;09/2021;4.187.326;0;4.187.326;0;4.187.326;10.317.173;846.512;1.450.588;2.095.513;807.326;5.199.939;3.017.823;18.534.936;27.721.434;22,59%;22,59%;22,59%;15,11%;2,22%
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;09/2021;2.620.522;0;2.620.522;0;2.620.522;16.328.459;18.818;0;779.821;69.560;868.199;1.336.783;18.533.441;24.237.571;14,14%;14,14%;14,14%;10,81%;14,40%
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;09/2021;2.084.457;244.245;2.328.702;312.031;2.640.733;16.289.561;857.301;1.079;0;0;858.379;1.088.719;18.236.658;30.233.750;11,43%;12,77%;14,48%;7,70%;7,81%
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;09/2021;3.642.384;0;3.642.384;0;3.642.384;5.256.599;527.905;0;8.213.688;0;8.741.593;2.912.163;16.910.354;41.679.429;21,54%;21,54%;21,54%;8,74%;0,99%
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;09/2021;7.955.023;0;7.955.023;0;7.955.023;14.128.834;5.009;128;339.385;88.740;433.261;1.431.287;15.993.382;35.197.759;49,74%;49,74%;49,74%;22,60%;2,55%
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;09/2021;2.209.701;0;2.209.701;0;2.209.701;12.573.087;61.073;0;62.986;0;124.059;3.251.030;15.948.176;82.577.028;13,86%;13,86%;13,86%;2,68%;12,69%
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;09/2021;1.864.164;227.457;2.091.621;0;2.091.621;13.413.504;97.970;1.074;56.705;58;155.807;2.361.483;15.930.794;97.857.559;11,70%;13,13%;13,13%;2,14%;4,79%
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;09/2021;3.271.907;0;3.271.907;0;3.271.907;14.313.514;109.725;0;0;11.398;121.123;1.173.002;15.607.640;17.959.868;20,96%;20,96%;20,96%;18,22%;1,21%
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;09/2021;2.189.155;0;2.189.155;0;2.189.155;14.189.456;0;0;0;0;0;1.134.665;15.324.120;14.846.787;14,29%;14,29%;14,29%;14,74%;0,49%
BANCO ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;09/2021;1.482.991;0;1.482.991;0;1.482.991;12.073.900;4.629;0;63.984;0;68.613;2.075.261;14.217.774;24.737.167;10,43%;10,43%;10,43%;5,99%;9,56%
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;C;2;SAO PAULO;SP;09/2021;1.293.102;0;1.293.102;245.806;1.538.908;12.185.135;13.251;0;64.932;0;78.183;672.232;12.935.550;NA;10,00%;10,00%;11,90%;NA%;0,07%
