Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2021;130.717.067;19.196.328;149.913.394;19.885.450;169.798.845;1.044.362.217;3.675.351;825.036;13.909.027;4.575.226;22.984.640;86.511.960;1.153.858.818;2.018.709.807;11,33%;12,99%;14,72%;7,43%;16,86%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2021;119.106.689;11.458.580;130.565.269;19.670.960;150.236.230;873.736.764;4.028.992;36.405;3.606.043;323.740;7.995.181;71.593.740;953.325.685;1.530.418.615;12,49%;13,70%;15,76%;8,53%;25,90%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2021;111.337.592;30.015.188;141.352.779;24.295.432;165.648.211;790.006.890;19.019.656;2.051.259;15.008.931;0;36.079.846;106.641.670;932.728.406;1.960.266.947;11,94%;15,15%;17,76%;7,21%;14,09%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2021;92.725.653;1.713.241;94.438.894;26.090.393;120.529.287;540.773.799;1.268.625;0;6.083.888;76.586;7.429.099;77.401.972;625.604.870;1.579.699.934;14,82%;15,10%;19,27%;5,98%;10,12%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2021;69.919.882;7.050.080;76.969.962;12.591.328;89.561.290;527.119.272;4.642.768;547.208;8.121.693;1.810.505;15.122.175;58.499.845;600.741.292;972.893.417;11,64%;12,81%;14,91%;7,91%;15,75%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2021;148.140.436;0;148.140.436;42.143.187;190.283.623;392.982.326;19.550.496;0;1.928.875;0;21.479.371;59.208.432;473.670.129;832.504.570;31,28%;31,28%;40,17%;17,79%;6,02%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2021;33.266.891;390.829;33.657.720;5.135.239;38.792.959;203.488.396;817.052;8.428.142;12.395.602;5.170.248;26.811.044;17.193.881;247.493.322;403.411.338;13,44%;13,60%;15,67%;8,34%;31,74%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2021;14.676.624;3.289.813;17.966.437;3.469.353;21.435.790;141.956.622;823.675;0;5.502.607;679.324;7.005.606;7.968.997;156.931.225;258.547.998;9,35%;11,45%;13,66%;6,95%;33,36%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2021;9.736.410;1.683.059;11.419.469;790.021;12.209.489;69.307.571;161.919;0;741.696;5.741;909.356;6.937.921;77.154.849;142.329.477;12,62%;14,80%;15,82%;8,02%;18,19%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;12/2021;7.341.914;790.489;8.132.403;1.826.084;9.958.487;59.291.382;25.879;4.978;2.252;0;33.109;12.474.896;71.799.386;107.125.286;10,23%;11,33%;13,87%;7,59%;2,62%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;12/2021;10.366.266;0;10.366.266;0;10.366.266;47.934.353;534.612;0;8.589.010;99.903;9.223.525;10.559.936;67.717.814;124.596.709;15,31%;15,31%;15,31%;8,32%;2,70%
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;12/2021;7.366.852;0;7.366.852;1.654.979;9.021.832;35.920.004;3.290.650;0;9.835;25.282;3.325.767;9.720.294;48.966.065;107.129.007;15,04%;15,04%;18,42%;6,88%;8,59%
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;12/2021;4.966.474;992.038;5.958.513;0;5.958.513;40.863.566;971.726;0;1.610.677;0;2.582.403;2.434.454;45.880.423;64.047.739;10,82%;12,99%;12,99%;9,30%;17,75%
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;12/2021;7.016.529;0;7.016.529;0;7.016.529;14.899.642;1.260.536;0;21.403.438;884.986;23.548.961;4.189.547;42.638.150;93.174.058;16,46%;16,46%;16,46%;7,53%;1,03%
