Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2022;928.476.749;271.245.582;221.846.904;47.998.021;18.233.893;8.216.128;5.578.006;6.482.991;7.147.330;15.069.213;326.658.682
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;06/2022;921.861.509;449.928.676;162.852.097;135.735.024;100.183.436;29.901.759;9.206.608;5.479.025;14.136.051;14.438.833;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2022;795.691.555;341.406.134;102.861.009;172.594.062;83.805.088;19.496.521;8.498.232;3.956.582;4.095.016;25.725.291;33.253.620
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2022;670.048.293;177.809.402;128.109.897;134.221.437;81.142.652;19.610.708;15.347.345;6.505.674;5.149.689;20.238.653;81.912.836
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2022;467.816.290;143.455.653;127.141.851;45.023.031;35.422.706;18.493.511;6.886.796;5.329.129;4.882.323;14.633.719;66.547.572
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2022;273.938.163;56.059.616;101.368.449;79.556.072;6.642.257;12.503.535;8.807.684;332.921;611.288;8.056.340;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2022;117.407.700;60.583.199;4.091.041;30.528.376;5.887.002;1.167.689;361.336;1.207.945;196.553;1.246.345;12.138.214
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2022;109.552.688;25.700.629;42.246.152;11.263.450;2.402.376;1.556.030;831.330;1.332.335;583.257;1.541.511;22.095.616
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2022;62.634.418;2.823.758;28.971.949;11.069.544;9.359.484;2.616.159;1.943.799;507.874;2.338.892;2.051.497;951.464
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2022;44.553.180;5.050.535;31.594.182;3.006.715;1.305.943;812.995;241.937;232.384;434.579;1.741.165;132.745
