Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;03/2023;1.031.523.288;481.279.315;191.801.252;165.749.539;114.247.692;28.395.414;11.316.796;8.229.461;15.122.641;15.381.178;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2023;998.448.888;279.464.923;232.272.913;51.988.434;18.654.911;9.103.511;6.654.327;7.142.636;7.021.428;21.876.181;364.269.623
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2023;888.846.144;436.219.708;120.181.420;152.628.386;77.408.062;15.831.576;9.071.226;7.256.961;3.995.991;29.518.045;36.734.771
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2023;667.369.414;210.036.100;113.787.321;136.341.596;52.277.841;20.960.895;19.149.547;7.494.775;11.035.060;26.182.932;70.103.346
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2023;499.098.988;142.197.560;137.353.956;45.679.120;37.132.320;18.063.156;6.893.378;8.597.521;5.031.108;20.190.958;77.959.910
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2023;271.961.150;52.607.915;100.993.141;87.251.020;4.110.066;11.450.255;8.378.294;0;708.773;6.461.685;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2023;113.380.853;18.037.093;49.637.883;8.682.696;2.115.271;1.379.967;3.195.653;1.162.031;848.571;1.892.678;26.429.009
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2023;106.472.794;52.262.067;7.048.170;30.175.778;3.014.718;1.992.822;463.565;1.349.932;2.612.366;1.622.622;5.930.752
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2023;67.821.264;3.660.830;32.799.904;13.228.021;7.876.111;2.465.725;1.829.797;664.470;2.117.121;2.498.202;681.084
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2023;50.080.401;6.394.580;36.631.057;2.645.891;856.971;766.256;308.710;406.543;340.916;1.635.329;94.148
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2023;46.081.534;5.821.470;27.755.092;5.936.447;2.004.108;429.998;168.175;398.303;621.198;655.899;2.290.842
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18.236.120;n4;I;2;S3;41;SAO PAULO;SP;03/2023;36.716.632;0;36.660.453;14.406;9.563;4.447;391;709;1.424;25.238;0
C6 BANK;52.072;b1;C;2;S3;199;SAO PAULO;SP;03/2023;33.758.655;4.790.285;25.074.850;1.484.578;318.909;222.916;217.904;236.158;213.256;1.192.155;7.643
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2023;32.129.949;6.839.630;17.960.942;4.262.630;1.567.831;620.644;182.979;170.350;78.044;446.901;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;03/2023;30.814.805;24.034.105;2.920.086;2.274.027;546.518;229.204;131.002;122.432;139.480;417.951;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2023;30.519.111;7.986.552;5.981.916;14.253.296;804.620;575.411;96.154;553.917;20.584;246.660;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2023;28.293.317;11.154.697;15.419.130;1.317.761;139.071;181.371;31.902;6.210;3.599;39.576;0
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;03/2023;24.328.119;0;15.749.952;1.182.323;1.425.424;959.230;666.788;632.111;628.567;3.083.725;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2023;23.627.898;7.752.213;10.674.843;1.965.941;1.352.704;544.629;376.334;171.632;170.472;619.130;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2023;23.627.526;12.178.076;3.520.624;2.133.886;1.971.704;443.527;147.229;87.758;489.102;132.328;2.523.292
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;03/2023;23.166.839;18.176.447;4.700.011;186.934;42.421;26.917;9.166;5.660;4.661;14.622;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;03/2023;22.751.670;22.057.254;126.676;4.217;560.738;557;436;486;324;982;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;03/2023;21.987.468;630.834;14.954.068;3.456.959;2.075.372;619.324;136.320;52.532;30.435;31.624;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2023;21.870.346;2.564.563;10.118.169;3.837.358;3.541.807;1.144.543;334.455;88.602;71.407;169.440;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;03/2023;20.550.619;4.226.569;10.027.214;2.737.757;2.390.143;441.653;295.680;40.940;50.730;339.932;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;03/2023;20.221.009;90.398;16.041.905;236.469;299.874;263.689;162.404;149.423;123.314;677.725;2.175.808
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2023;18.460.112;3.451.911;6.302.261;534.527;889.906;530.631;558.040;471.861;642.014;3.478.634;1.600.326
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO BERNARDO DO CAMPO;SP;03/2023;18.177.815;902.509;9.134.758;6.415.037;525.965;413.533;309.011;126.945;217.656;132.402;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;03/2023;16.427.425;2.937.866;4.648.265;4.464.330;4.024.405;110.726;39.525;38.507;29.039;134.761;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;03/2023;16.326.019;0;12.031.801;385.252;408.113;491.307;432.046;371.153;321.300;1.885.048;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2023;16.267.257;6.970.103;6.951.698;1.476.857;453.812;179.240;37.827;20.325;23.065;154.329;0
PORTO SEGURO;51.444;n1;C;2;S3;197;SAO PAULO;SP;03/2023;15.171.191;446.323;11.660.121;292.641;778.038;455.821;285.010;234.308;177.576;841.353;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2023;13.868.485;4.718.694;2.592.761;5.168.974;398.448;249.452;129.778;84.760;69.755;455.862;0
BOCOM;52.003;b1;C;3;S3;199;SALVADOR;BA;03/2023;13.775.414;4.584.178;4.368.307;1.261.479;320.320;53.717;2.853;0;9.741;14.268;3.160.551
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2023;13.386.318;4.421.150;7.250.436;816.336;223.000;86.488;6.369;50.201;49.695;482.644;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2023;12.949.814;2.619.531;9.357.757;633.322;192.832;17.805;12.319;11.537;42.808;61.902;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2023;12.182.473;2.328.003;8.908.075;187.224;79.101;162.057;75.963;88.341;41.903;311.804;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;03/2023;12.089.295;6.328.082;882.873;3.659.113;980.274;83.865;57.469;13.169;14.042;70.409;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;03/2023;11.974.736;3.290.076;4.386.449;3.078.438;910.285;155.898;29.314;41.198;22.985;60.093;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;03/2023;11.258.390;6.978.387;3.607.524;200.983;86.329;137.817;27.092;29.970;29.699;160.589;0
MASTER;50.201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;03/2023;10.759.584;6.337.882;2.834.751;1.198.216;124.362;76.769;35.052;33.033;21.900;97.618;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2023;10.533.140;3.755.517;2.940.553;1.590.525;61.300;10.630;18.283;4.843;73.539;154.958;1.922.993
